Genus,Total_genus,Source,Class,total_from_source,number_res
Acinetobacter,28242,Raw pet food,aminoglycoside+Biocide,1,0
Acinetobacter,28242,Raw pet food,betalactam+Biocide,1,0
Acinetobacter,28242,Raw pet food,bleomycin+Biocide,1,0
Acinetobacter,28242,Raw pet food,fosfomycin+Biocide,1,0
Acinetobacter,28242,Raw pet food,fusidic acid+Biocide,1,0
Acinetobacter,28242,Raw pet food,glycopeptide+Biocide,1,0
Acinetobacter,28242,Raw pet food,MLS+Biocide,1,0
Acinetobacter,28242,Raw pet food,macrolide+Biocide,1,0
Acinetobacter,28242,Raw pet food,lincosamide+Biocide,1,0
Acinetobacter,28242,Raw pet food,lincosamide_streptogramin+Biocide,1,0
Acinetobacter,28242,Raw pet food,mupirocin+Biocide,1,0
Acinetobacter,28242,Raw pet food,nitroimidazole+Biocide,1,0
Acinetobacter,28242,Raw pet food,phenicol+Biocide,1,0
Acinetobacter,28242,Raw pet food,phenicol_oxazolidinone+Biocide,1,0
Acinetobacter,28242,Raw pet food,phenicol_quinolone+Biocide,1,0
Acinetobacter,28242,Raw pet food,pluromutilin+Biocide,1,0
Acinetobacter,28242,Raw pet food,polymyxin+Biocide,1,0
Acinetobacter,28242,Raw pet food,quinolone+Biocide,1,0
Acinetobacter,28242,Raw pet food,rifamycin+Biocide,1,0
Acinetobacter,28242,Raw pet food,streptogramin+Biocide,1,0
Acinetobacter,28242,Raw pet food,streptothricin+Biocide,1,0
Acinetobacter,28242,Raw pet food,sulphonamide+Biocide,1,0
Acinetobacter,28242,Raw pet food,tetracenomycin+Biocide,1,0
Acinetobacter,28242,Raw pet food,tetracycline+Biocide,1,0
Acinetobacter,28242,Raw pet food,thiostrepton+Biocide,1,0
Acinetobacter,28242,Raw pet food,trimethoprim+Biocide,1,0
Acinetobacter,28242,Raw pet food,tuberactinomycin+Biocide,1,0
Acinetobacter,28242,Raw pet food,Metal+Biocide,1,0
Acinetobacter,28242,Pet food,aminoglycoside+Biocide,,
Acinetobacter,28242,Pet food,betalactam+Biocide,,
Acinetobacter,28242,Pet food,bleomycin+Biocide,,
Acinetobacter,28242,Pet food,fosfomycin+Biocide,,
Acinetobacter,28242,Pet food,fusidic acid+Biocide,,
Acinetobacter,28242,Pet food,glycopeptide+Biocide,,
Acinetobacter,28242,Pet food,MLS+Biocide,,
Acinetobacter,28242,Pet food,macrolide+Biocide,,
Acinetobacter,28242,Pet food,lincosamide+Biocide,,
Acinetobacter,28242,Pet food,lincosamide_streptogramin+Biocide,,
Acinetobacter,28242,Pet food,mupirocin+Biocide,,
Acinetobacter,28242,Pet food,nitroimidazole+Biocide,,
Acinetobacter,28242,Pet food,phenicol+Biocide,,
Acinetobacter,28242,Pet food,phenicol_oxazolidinone+Biocide,,
Acinetobacter,28242,Pet food,phenicol_quinolone+Biocide,,
Acinetobacter,28242,Pet food,pluromutilin+Biocide,,
Acinetobacter,28242,Pet food,polymyxin+Biocide,,
Acinetobacter,28242,Pet food,quinolone+Biocide,,
Acinetobacter,28242,Pet food,rifamycin+Biocide,,
Acinetobacter,28242,Pet food,streptogramin+Biocide,,
Acinetobacter,28242,Pet food,streptothricin+Biocide,,
Acinetobacter,28242,Pet food,sulphonamide+Biocide,,
Acinetobacter,28242,Pet food,tetracenomycin+Biocide,,
Acinetobacter,28242,Pet food,tetracycline+Biocide,,
Acinetobacter,28242,Pet food,thiostrepton+Biocide,,
Acinetobacter,28242,Pet food,trimethoprim+Biocide,,
Acinetobacter,28242,Pet food,tuberactinomycin+Biocide,,
Acinetobacter,28242,Pet food,Metal+Biocide,,
Acinetobacter,28242,Egg,aminoglycoside+Biocide,2,0
Acinetobacter,28242,Egg,betalactam+Biocide,2,0
Acinetobacter,28242,Egg,bleomycin+Biocide,2,0
Acinetobacter,28242,Egg,fosfomycin+Biocide,2,0
Acinetobacter,28242,Egg,fusidic acid+Biocide,2,0
Acinetobacter,28242,Egg,glycopeptide+Biocide,2,0
Acinetobacter,28242,Egg,MLS+Biocide,2,0
Acinetobacter,28242,Egg,macrolide+Biocide,2,0
Acinetobacter,28242,Egg,lincosamide+Biocide,2,0
Acinetobacter,28242,Egg,lincosamide_streptogramin+Biocide,2,0
Acinetobacter,28242,Egg,mupirocin+Biocide,2,0
Acinetobacter,28242,Egg,nitroimidazole+Biocide,2,0
Acinetobacter,28242,Egg,phenicol+Biocide,2,0
Acinetobacter,28242,Egg,phenicol_oxazolidinone+Biocide,2,0
Acinetobacter,28242,Egg,phenicol_quinolone+Biocide,2,0
Acinetobacter,28242,Egg,pluromutilin+Biocide,2,0
Acinetobacter,28242,Egg,polymyxin+Biocide,2,0
Acinetobacter,28242,Egg,quinolone+Biocide,2,0
Acinetobacter,28242,Egg,rifamycin+Biocide,2,0
Acinetobacter,28242,Egg,streptogramin+Biocide,2,0
Acinetobacter,28242,Egg,streptothricin+Biocide,2,0
Acinetobacter,28242,Egg,sulphonamide+Biocide,2,0
Acinetobacter,28242,Egg,tetracenomycin+Biocide,2,0
Acinetobacter,28242,Egg,tetracycline+Biocide,2,0
Acinetobacter,28242,Egg,thiostrepton+Biocide,2,0
Acinetobacter,28242,Egg,trimethoprim+Biocide,2,0
Acinetobacter,28242,Egg,tuberactinomycin+Biocide,2,0
Acinetobacter,28242,Egg,Metal+Biocide,2,0
Acinetobacter,28242,Fish/Seafood,aminoglycoside+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,betalactam+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,bleomycin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,fosfomycin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,fusidic acid+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,glycopeptide+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,MLS+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,macrolide+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,lincosamide+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,lincosamide_streptogramin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,mupirocin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,nitroimidazole+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,phenicol+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,phenicol_oxazolidinone+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,phenicol_quinolone+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,pluromutilin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,polymyxin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,quinolone+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,rifamycin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,streptogramin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,streptothricin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,sulphonamide+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,tetracenomycin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,tetracycline+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,thiostrepton+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,trimethoprim+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,tuberactinomycin+Biocide,1,0
Acinetobacter,28242,Fish/Seafood,Metal+Biocide,1,0
Acinetobacter,28242,Multi-product,aminoglycoside+Biocide,13,6
Acinetobacter,28242,Multi-product,betalactam+Biocide,13,6
Acinetobacter,28242,Multi-product,bleomycin+Biocide,13,0
Acinetobacter,28242,Multi-product,fosfomycin+Biocide,13,6
Acinetobacter,28242,Multi-product,fusidic acid+Biocide,13,0
Acinetobacter,28242,Multi-product,glycopeptide+Biocide,13,0
Acinetobacter,28242,Multi-product,MLS+Biocide,13,0
Acinetobacter,28242,Multi-product,macrolide+Biocide,13,2
Acinetobacter,28242,Multi-product,lincosamide+Biocide,13,0
Acinetobacter,28242,Multi-product,lincosamide_streptogramin+Biocide,13,0
Acinetobacter,28242,Multi-product,mupirocin+Biocide,13,0
Acinetobacter,28242,Multi-product,nitroimidazole+Biocide,13,0
Acinetobacter,28242,Multi-product,phenicol+Biocide,13,1
Acinetobacter,28242,Multi-product,phenicol_oxazolidinone+Biocide,13,0
Acinetobacter,28242,Multi-product,phenicol_quinolone+Biocide,13,0
Acinetobacter,28242,Multi-product,pluromutilin+Biocide,13,0
Acinetobacter,28242,Multi-product,polymyxin+Biocide,13,0
Acinetobacter,28242,Multi-product,quinolone+Biocide,13,6
Acinetobacter,28242,Multi-product,rifamycin+Biocide,13,0
Acinetobacter,28242,Multi-product,streptogramin+Biocide,13,0
Acinetobacter,28242,Multi-product,streptothricin+Biocide,13,0
Acinetobacter,28242,Multi-product,sulphonamide+Biocide,13,6
Acinetobacter,28242,Multi-product,tetracenomycin+Biocide,13,0
Acinetobacter,28242,Multi-product,tetracycline+Biocide,13,4
Acinetobacter,28242,Multi-product,thiostrepton+Biocide,13,0
Acinetobacter,28242,Multi-product,trimethoprim+Biocide,13,3
Acinetobacter,28242,Multi-product,tuberactinomycin+Biocide,13,0
Acinetobacter,28242,Multi-product,Metal+Biocide,13,6
Acinetobacter,28242,Meat/Poultry,aminoglycoside+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,betalactam+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,bleomycin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,fosfomycin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,fusidic acid+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,glycopeptide+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,MLS+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,macrolide+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,lincosamide+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,lincosamide_streptogramin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,mupirocin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,nitroimidazole+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,phenicol+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,phenicol_oxazolidinone+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,phenicol_quinolone+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,pluromutilin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,polymyxin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,quinolone+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,rifamycin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,streptogramin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,streptothricin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,sulphonamide+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,tetracenomycin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,tetracycline+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,thiostrepton+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,trimethoprim+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,tuberactinomycin+Biocide,3,0
Acinetobacter,28242,Meat/Poultry,Metal+Biocide,3,0
Acinetobacter,28242,Cider,aminoglycoside+Biocide,,
Acinetobacter,28242,Cider,betalactam+Biocide,,
Acinetobacter,28242,Cider,bleomycin+Biocide,,
Acinetobacter,28242,Cider,fosfomycin+Biocide,,
Acinetobacter,28242,Cider,fusidic acid+Biocide,,
Acinetobacter,28242,Cider,glycopeptide+Biocide,,
Acinetobacter,28242,Cider,MLS+Biocide,,
Acinetobacter,28242,Cider,macrolide+Biocide,,
Acinetobacter,28242,Cider,lincosamide+Biocide,,
Acinetobacter,28242,Cider,lincosamide_streptogramin+Biocide,,
Acinetobacter,28242,Cider,mupirocin+Biocide,,
Acinetobacter,28242,Cider,nitroimidazole+Biocide,,
Acinetobacter,28242,Cider,phenicol+Biocide,,
Acinetobacter,28242,Cider,phenicol_oxazolidinone+Biocide,,
Acinetobacter,28242,Cider,phenicol_quinolone+Biocide,,
Acinetobacter,28242,Cider,pluromutilin+Biocide,,
Acinetobacter,28242,Cider,polymyxin+Biocide,,
Acinetobacter,28242,Cider,quinolone+Biocide,,
Acinetobacter,28242,Cider,rifamycin+Biocide,,
Acinetobacter,28242,Cider,streptogramin+Biocide,,
Acinetobacter,28242,Cider,streptothricin+Biocide,,
Acinetobacter,28242,Cider,sulphonamide+Biocide,,
Acinetobacter,28242,Cider,tetracenomycin+Biocide,,
Acinetobacter,28242,Cider,tetracycline+Biocide,,
Acinetobacter,28242,Cider,thiostrepton+Biocide,,
Acinetobacter,28242,Cider,trimethoprim+Biocide,,
Acinetobacter,28242,Cider,tuberactinomycin+Biocide,,
Acinetobacter,28242,Cider,Metal+Biocide,,
Acinetobacter,28242,Dairy,aminoglycoside+Biocide,,
Acinetobacter,28242,Dairy,betalactam+Biocide,,
Acinetobacter,28242,Dairy,bleomycin+Biocide,,
Acinetobacter,28242,Dairy,fosfomycin+Biocide,,
Acinetobacter,28242,Dairy,fusidic acid+Biocide,,
Acinetobacter,28242,Dairy,glycopeptide+Biocide,,
Acinetobacter,28242,Dairy,MLS+Biocide,,
Acinetobacter,28242,Dairy,macrolide+Biocide,,
Acinetobacter,28242,Dairy,lincosamide+Biocide,,
Acinetobacter,28242,Dairy,lincosamide_streptogramin+Biocide,,
Acinetobacter,28242,Dairy,mupirocin+Biocide,,
Acinetobacter,28242,Dairy,nitroimidazole+Biocide,,
Acinetobacter,28242,Dairy,phenicol+Biocide,,
Acinetobacter,28242,Dairy,phenicol_oxazolidinone+Biocide,,
Acinetobacter,28242,Dairy,phenicol_quinolone+Biocide,,
Acinetobacter,28242,Dairy,pluromutilin+Biocide,,
Acinetobacter,28242,Dairy,polymyxin+Biocide,,
Acinetobacter,28242,Dairy,quinolone+Biocide,,
Acinetobacter,28242,Dairy,rifamycin+Biocide,,
Acinetobacter,28242,Dairy,streptogramin+Biocide,,
Acinetobacter,28242,Dairy,streptothricin+Biocide,,
Acinetobacter,28242,Dairy,sulphonamide+Biocide,,
Acinetobacter,28242,Dairy,tetracenomycin+Biocide,,
Acinetobacter,28242,Dairy,tetracycline+Biocide,,
Acinetobacter,28242,Dairy,thiostrepton+Biocide,,
Acinetobacter,28242,Dairy,trimethoprim+Biocide,,
Acinetobacter,28242,Dairy,tuberactinomycin+Biocide,,
Acinetobacter,28242,Dairy,Metal+Biocide,,
Acinetobacter,28242,Flour,aminoglycoside+Biocide,,
Acinetobacter,28242,Flour,betalactam+Biocide,,
Acinetobacter,28242,Flour,bleomycin+Biocide,,
Acinetobacter,28242,Flour,fosfomycin+Biocide,,
Acinetobacter,28242,Flour,fusidic acid+Biocide,,
Acinetobacter,28242,Flour,glycopeptide+Biocide,,
Acinetobacter,28242,Flour,MLS+Biocide,,
Acinetobacter,28242,Flour,macrolide+Biocide,,
Acinetobacter,28242,Flour,lincosamide+Biocide,,
Acinetobacter,28242,Flour,lincosamide_streptogramin+Biocide,,
Acinetobacter,28242,Flour,mupirocin+Biocide,,
Acinetobacter,28242,Flour,nitroimidazole+Biocide,,
Acinetobacter,28242,Flour,phenicol+Biocide,,
Acinetobacter,28242,Flour,phenicol_oxazolidinone+Biocide,,
Acinetobacter,28242,Flour,phenicol_quinolone+Biocide,,
Acinetobacter,28242,Flour,pluromutilin+Biocide,,
Acinetobacter,28242,Flour,polymyxin+Biocide,,
Acinetobacter,28242,Flour,quinolone+Biocide,,
Acinetobacter,28242,Flour,rifamycin+Biocide,,
Acinetobacter,28242,Flour,streptogramin+Biocide,,
Acinetobacter,28242,Flour,streptothricin+Biocide,,
Acinetobacter,28242,Flour,sulphonamide+Biocide,,
Acinetobacter,28242,Flour,tetracenomycin+Biocide,,
Acinetobacter,28242,Flour,tetracycline+Biocide,,
Acinetobacter,28242,Flour,thiostrepton+Biocide,,
Acinetobacter,28242,Flour,trimethoprim+Biocide,,
Acinetobacter,28242,Flour,tuberactinomycin+Biocide,,
Acinetobacter,28242,Flour,Metal+Biocide,,
Acinetobacter,28242,Fruit/Vegetables,aminoglycoside+Biocide,4,1
Acinetobacter,28242,Fruit/Vegetables,betalactam+Biocide,4,1
Acinetobacter,28242,Fruit/Vegetables,bleomycin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,fosfomycin+Biocide,4,1
Acinetobacter,28242,Fruit/Vegetables,fusidic acid+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,glycopeptide+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,MLS+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,macrolide+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,lincosamide+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,lincosamide_streptogramin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,mupirocin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,nitroimidazole+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,phenicol+Biocide,4,1
Acinetobacter,28242,Fruit/Vegetables,phenicol_oxazolidinone+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,phenicol_quinolone+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,pluromutilin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,polymyxin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,quinolone+Biocide,4,1
Acinetobacter,28242,Fruit/Vegetables,rifamycin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,streptogramin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,streptothricin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,sulphonamide+Biocide,4,1
Acinetobacter,28242,Fruit/Vegetables,tetracenomycin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,tetracycline+Biocide,4,1
Acinetobacter,28242,Fruit/Vegetables,thiostrepton+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,trimethoprim+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,tuberactinomycin+Biocide,4,0
Acinetobacter,28242,Fruit/Vegetables,Metal+Biocide,4,1
Acinetobacter,28242,Spice/Herbs,aminoglycoside+Biocide,,
Acinetobacter,28242,Spice/Herbs,betalactam+Biocide,,
Acinetobacter,28242,Spice/Herbs,bleomycin+Biocide,,
Acinetobacter,28242,Spice/Herbs,fosfomycin+Biocide,,
Acinetobacter,28242,Spice/Herbs,fusidic acid+Biocide,,
Acinetobacter,28242,Spice/Herbs,glycopeptide+Biocide,,
Acinetobacter,28242,Spice/Herbs,MLS+Biocide,,
Acinetobacter,28242,Spice/Herbs,macrolide+Biocide,,
Acinetobacter,28242,Spice/Herbs,lincosamide+Biocide,,
Acinetobacter,28242,Spice/Herbs,lincosamide_streptogramin+Biocide,,
Acinetobacter,28242,Spice/Herbs,mupirocin+Biocide,,
Acinetobacter,28242,Spice/Herbs,nitroimidazole+Biocide,,
Acinetobacter,28242,Spice/Herbs,phenicol+Biocide,,
Acinetobacter,28242,Spice/Herbs,phenicol_oxazolidinone+Biocide,,
Acinetobacter,28242,Spice/Herbs,phenicol_quinolone+Biocide,,
Acinetobacter,28242,Spice/Herbs,pluromutilin+Biocide,,
Acinetobacter,28242,Spice/Herbs,polymyxin+Biocide,,
Acinetobacter,28242,Spice/Herbs,quinolone+Biocide,,
Acinetobacter,28242,Spice/Herbs,rifamycin+Biocide,,
Acinetobacter,28242,Spice/Herbs,streptogramin+Biocide,,
Acinetobacter,28242,Spice/Herbs,streptothricin+Biocide,,
Acinetobacter,28242,Spice/Herbs,sulphonamide+Biocide,,
Acinetobacter,28242,Spice/Herbs,tetracenomycin+Biocide,,
Acinetobacter,28242,Spice/Herbs,tetracycline+Biocide,,
Acinetobacter,28242,Spice/Herbs,thiostrepton+Biocide,,
Acinetobacter,28242,Spice/Herbs,trimethoprim+Biocide,,
Acinetobacter,28242,Spice/Herbs,tuberactinomycin+Biocide,,
Acinetobacter,28242,Spice/Herbs,Metal+Biocide,,
Acinetobacter,28242,Nuts/Seeds,aminoglycoside+Biocide,,
Acinetobacter,28242,Nuts/Seeds,betalactam+Biocide,,
Acinetobacter,28242,Nuts/Seeds,bleomycin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,fosfomycin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,fusidic acid+Biocide,,
Acinetobacter,28242,Nuts/Seeds,glycopeptide+Biocide,,
Acinetobacter,28242,Nuts/Seeds,MLS+Biocide,,
Acinetobacter,28242,Nuts/Seeds,macrolide+Biocide,,
Acinetobacter,28242,Nuts/Seeds,lincosamide+Biocide,,
Acinetobacter,28242,Nuts/Seeds,lincosamide_streptogramin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,mupirocin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,nitroimidazole+Biocide,,
Acinetobacter,28242,Nuts/Seeds,phenicol+Biocide,,
Acinetobacter,28242,Nuts/Seeds,phenicol_oxazolidinone+Biocide,,
Acinetobacter,28242,Nuts/Seeds,phenicol_quinolone+Biocide,,
Acinetobacter,28242,Nuts/Seeds,pluromutilin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,polymyxin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,quinolone+Biocide,,
Acinetobacter,28242,Nuts/Seeds,rifamycin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,streptogramin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,streptothricin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,sulphonamide+Biocide,,
Acinetobacter,28242,Nuts/Seeds,tetracenomycin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,tetracycline+Biocide,,
Acinetobacter,28242,Nuts/Seeds,thiostrepton+Biocide,,
Acinetobacter,28242,Nuts/Seeds,trimethoprim+Biocide,,
Acinetobacter,28242,Nuts/Seeds,tuberactinomycin+Biocide,,
Acinetobacter,28242,Nuts/Seeds,Metal+Biocide,,
Acinetobacter,28242,Tea,aminoglycoside+Biocide,,
Acinetobacter,28242,Tea,betalactam+Biocide,,
Acinetobacter,28242,Tea,bleomycin+Biocide,,
Acinetobacter,28242,Tea,fosfomycin+Biocide,,
Acinetobacter,28242,Tea,fusidic acid+Biocide,,
Acinetobacter,28242,Tea,glycopeptide+Biocide,,
Acinetobacter,28242,Tea,MLS+Biocide,,
Acinetobacter,28242,Tea,macrolide+Biocide,,
Acinetobacter,28242,Tea,lincosamide+Biocide,,
Acinetobacter,28242,Tea,lincosamide_streptogramin+Biocide,,
Acinetobacter,28242,Tea,mupirocin+Biocide,,
Acinetobacter,28242,Tea,nitroimidazole+Biocide,,
Acinetobacter,28242,Tea,phenicol+Biocide,,
Acinetobacter,28242,Tea,phenicol_oxazolidinone+Biocide,,
Acinetobacter,28242,Tea,phenicol_quinolone+Biocide,,
Acinetobacter,28242,Tea,pluromutilin+Biocide,,
Acinetobacter,28242,Tea,polymyxin+Biocide,,
Acinetobacter,28242,Tea,quinolone+Biocide,,
Acinetobacter,28242,Tea,rifamycin+Biocide,,
Acinetobacter,28242,Tea,streptogramin+Biocide,,
Acinetobacter,28242,Tea,streptothricin+Biocide,,
Acinetobacter,28242,Tea,sulphonamide+Biocide,,
Acinetobacter,28242,Tea,tetracenomycin+Biocide,,
Acinetobacter,28242,Tea,tetracycline+Biocide,,
Acinetobacter,28242,Tea,thiostrepton+Biocide,,
Acinetobacter,28242,Tea,trimethoprim+Biocide,,
Acinetobacter,28242,Tea,tuberactinomycin+Biocide,,
Acinetobacter,28242,Tea,Metal+Biocide,,
Acinetobacter,28242,Clinical,aminoglycoside+Biocide,21905,8755
Acinetobacter,28242,Clinical,betalactam+Biocide,21905,8771
Acinetobacter,28242,Clinical,bleomycin+Biocide,21905,0
Acinetobacter,28242,Clinical,fosfomycin+Biocide,21905,8489
Acinetobacter,28242,Clinical,fusidic acid+Biocide,21905,0
Acinetobacter,28242,Clinical,glycopeptide+Biocide,21905,0
Acinetobacter,28242,Clinical,MLS+Biocide,21905,0
Acinetobacter,28242,Clinical,macrolide+Biocide,21905,5599
Acinetobacter,28242,Clinical,lincosamide+Biocide,21905,1
Acinetobacter,28242,Clinical,lincosamide_streptogramin+Biocide,21905,0
Acinetobacter,28242,Clinical,mupirocin+Biocide,21905,0
Acinetobacter,28242,Clinical,nitroimidazole+Biocide,21905,0
Acinetobacter,28242,Clinical,phenicol+Biocide,21905,5234
Acinetobacter,28242,Clinical,phenicol_oxazolidinone+Biocide,21905,0
Acinetobacter,28242,Clinical,phenicol_quinolone+Biocide,21905,0
Acinetobacter,28242,Clinical,pluromutilin+Biocide,21905,0
Acinetobacter,28242,Clinical,polymyxin+Biocide,21905,0
Acinetobacter,28242,Clinical,quinolone+Biocide,21905,8686
Acinetobacter,28242,Clinical,rifamycin+Biocide,21905,583
Acinetobacter,28242,Clinical,streptogramin+Biocide,21905,0
Acinetobacter,28242,Clinical,streptothricin+Biocide,21905,0
Acinetobacter,28242,Clinical,sulphonamide+Biocide,21905,8711
Acinetobacter,28242,Clinical,tetracenomycin+Biocide,21905,0
Acinetobacter,28242,Clinical,tetracycline+Biocide,21905,5743
Acinetobacter,28242,Clinical,thiostrepton+Biocide,21905,0
Acinetobacter,28242,Clinical,trimethoprim+Biocide,21905,1451
Acinetobacter,28242,Clinical,tuberactinomycin+Biocide,21905,0
Acinetobacter,28242,Clinical,Metal+Biocide,21905,8771
Aeromonas,1213,Raw pet food,aminoglycoside+Biocide,,
Aeromonas,1213,Raw pet food,betalactam+Biocide,,
Aeromonas,1213,Raw pet food,bleomycin+Biocide,,
Aeromonas,1213,Raw pet food,fosfomycin+Biocide,,
Aeromonas,1213,Raw pet food,fusidic acid+Biocide,,
Aeromonas,1213,Raw pet food,glycopeptide+Biocide,,
Aeromonas,1213,Raw pet food,MLS+Biocide,,
Aeromonas,1213,Raw pet food,macrolide+Biocide,,
Aeromonas,1213,Raw pet food,lincosamide+Biocide,,
Aeromonas,1213,Raw pet food,lincosamide_streptogramin+Biocide,,
Aeromonas,1213,Raw pet food,mupirocin+Biocide,,
Aeromonas,1213,Raw pet food,nitroimidazole+Biocide,,
Aeromonas,1213,Raw pet food,phenicol+Biocide,,
Aeromonas,1213,Raw pet food,phenicol_oxazolidinone+Biocide,,
Aeromonas,1213,Raw pet food,phenicol_quinolone+Biocide,,
Aeromonas,1213,Raw pet food,pluromutilin+Biocide,,
Aeromonas,1213,Raw pet food,polymyxin+Biocide,,
Aeromonas,1213,Raw pet food,quinolone+Biocide,,
Aeromonas,1213,Raw pet food,rifamycin+Biocide,,
Aeromonas,1213,Raw pet food,streptogramin+Biocide,,
Aeromonas,1213,Raw pet food,streptothricin+Biocide,,
Aeromonas,1213,Raw pet food,sulphonamide+Biocide,,
Aeromonas,1213,Raw pet food,tetracenomycin+Biocide,,
Aeromonas,1213,Raw pet food,tetracycline+Biocide,,
Aeromonas,1213,Raw pet food,thiostrepton+Biocide,,
Aeromonas,1213,Raw pet food,trimethoprim+Biocide,,
Aeromonas,1213,Raw pet food,tuberactinomycin+Biocide,,
Aeromonas,1213,Raw pet food,Metal+Biocide,,
Aeromonas,1213,Pet food,aminoglycoside+Biocide,,
Aeromonas,1213,Pet food,betalactam+Biocide,,
Aeromonas,1213,Pet food,bleomycin+Biocide,,
Aeromonas,1213,Pet food,fosfomycin+Biocide,,
Aeromonas,1213,Pet food,fusidic acid+Biocide,,
Aeromonas,1213,Pet food,glycopeptide+Biocide,,
Aeromonas,1213,Pet food,MLS+Biocide,,
Aeromonas,1213,Pet food,macrolide+Biocide,,
Aeromonas,1213,Pet food,lincosamide+Biocide,,
Aeromonas,1213,Pet food,lincosamide_streptogramin+Biocide,,
Aeromonas,1213,Pet food,mupirocin+Biocide,,
Aeromonas,1213,Pet food,nitroimidazole+Biocide,,
