Genus,Total_genus,Source,Class,total_from_source,number_res
Clostridioides difficile,25277,Egg,sulphonamide+Biocide,,
Clostridioides difficile,25277,Egg,tetracenomycin+Biocide,,
Clostridioides difficile,25277,Egg,tetracycline+Biocide,,
Clostridioides difficile,25277,Egg,thiostrepton+Biocide,,
Clostridioides difficile,25277,Egg,trimethoprim+Biocide,,
Clostridioides difficile,25277,Egg,tuberactinomycin+Biocide,,
Clostridioides difficile,25277,Egg,Metal+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,aminoglycoside+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,betalactam+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,bleomycin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,fosfomycin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,fusidic acid+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,glycopeptide+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,MLS+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,macrolide+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,lincosamide+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,lincosamide_streptogramin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,mupirocin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,nitroimidazole+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,phenicol+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,phenicol_oxazolidinone+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,phenicol_quinolone+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,pluromutilin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,polymyxin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,quinolone+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,rifamycin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,streptogramin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,streptothricin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,sulphonamide+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,tetracenomycin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,tetracycline+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,thiostrepton+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,trimethoprim+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,tuberactinomycin+Biocide,,
Clostridioides difficile,25277,Fish/Seafood,Metal+Biocide,,
Clostridioides difficile,25277,Multi-product,aminoglycoside+Biocide,6,0
Clostridioides difficile,25277,Multi-product,betalactam+Biocide,6,0
Clostridioides difficile,25277,Multi-product,bleomycin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,fosfomycin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,fusidic acid+Biocide,6,0
Clostridioides difficile,25277,Multi-product,glycopeptide+Biocide,6,0
Clostridioides difficile,25277,Multi-product,MLS+Biocide,6,0
Clostridioides difficile,25277,Multi-product,macrolide+Biocide,6,0
Clostridioides difficile,25277,Multi-product,lincosamide+Biocide,6,0
Clostridioides difficile,25277,Multi-product,lincosamide_streptogramin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,mupirocin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,nitroimidazole+Biocide,6,0
Clostridioides difficile,25277,Multi-product,phenicol+Biocide,6,0
Clostridioides difficile,25277,Multi-product,phenicol_oxazolidinone+Biocide,6,0
Clostridioides difficile,25277,Multi-product,phenicol_quinolone+Biocide,6,0
Clostridioides difficile,25277,Multi-product,pluromutilin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,polymyxin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,quinolone+Biocide,6,0
Clostridioides difficile,25277,Multi-product,rifamycin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,streptogramin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,streptothricin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,sulphonamide+Biocide,6,0
Clostridioides difficile,25277,Multi-product,tetracenomycin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,tetracycline+Biocide,6,0
Clostridioides difficile,25277,Multi-product,thiostrepton+Biocide,6,0
Clostridioides difficile,25277,Multi-product,trimethoprim+Biocide,6,0
Clostridioides difficile,25277,Multi-product,tuberactinomycin+Biocide,6,0
Clostridioides difficile,25277,Multi-product,Metal+Biocide,6,0
Clostridioides difficile,25277,Meat/Poultry,aminoglycoside+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,betalactam+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,bleomycin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,fosfomycin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,fusidic acid+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,glycopeptide+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,MLS+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,macrolide+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,lincosamide+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,lincosamide_streptogramin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,mupirocin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,nitroimidazole+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,phenicol+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,phenicol_oxazolidinone+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,phenicol_quinolone+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,pluromutilin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,polymyxin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,quinolone+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,rifamycin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,streptogramin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,streptothricin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,sulphonamide+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,tetracenomycin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,tetracycline+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,thiostrepton+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,trimethoprim+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,tuberactinomycin+Biocide,41,0
Clostridioides difficile,25277,Meat/Poultry,Metal+Biocide,41,0
Clostridioides difficile,25277,Cider,aminoglycoside+Biocide,,
Clostridioides difficile,25277,Cider,betalactam+Biocide,,
Clostridioides difficile,25277,Cider,bleomycin+Biocide,,
Clostridioides difficile,25277,Cider,fosfomycin+Biocide,,
Clostridioides difficile,25277,Cider,fusidic acid+Biocide,,
Clostridioides difficile,25277,Cider,glycopeptide+Biocide,,
Clostridioides difficile,25277,Cider,MLS+Biocide,,
Clostridioides difficile,25277,Cider,macrolide+Biocide,,
Clostridioides difficile,25277,Cider,lincosamide+Biocide,,
Clostridioides difficile,25277,Cider,lincosamide_streptogramin+Biocide,,
Clostridioides difficile,25277,Cider,mupirocin+Biocide,,
Clostridioides difficile,25277,Cider,nitroimidazole+Biocide,,
Clostridioides difficile,25277,Cider,phenicol+Biocide,,
Clostridioides difficile,25277,Cider,phenicol_oxazolidinone+Biocide,,
Clostridioides difficile,25277,Cider,phenicol_quinolone+Biocide,,
Clostridioides difficile,25277,Cider,pluromutilin+Biocide,,
Clostridioides difficile,25277,Cider,polymyxin+Biocide,,
Clostridioides difficile,25277,Cider,quinolone+Biocide,,
Clostridioides difficile,25277,Cider,rifamycin+Biocide,,
Clostridioides difficile,25277,Cider,streptogramin+Biocide,,
Clostridioides difficile,25277,Cider,streptothricin+Biocide,,
Clostridioides difficile,25277,Cider,sulphonamide+Biocide,,
Clostridioides difficile,25277,Cider,tetracenomycin+Biocide,,
Clostridioides difficile,25277,Cider,tetracycline+Biocide,,
Clostridioides difficile,25277,Cider,thiostrepton+Biocide,,
Clostridioides difficile,25277,Cider,trimethoprim+Biocide,,
Clostridioides difficile,25277,Cider,tuberactinomycin+Biocide,,
Clostridioides difficile,25277,Cider,Metal+Biocide,,
Clostridioides difficile,25277,Dairy,aminoglycoside+Biocide,1,0
Clostridioides difficile,25277,Dairy,betalactam+Biocide,1,0
Clostridioides difficile,25277,Dairy,bleomycin+Biocide,1,0
Clostridioides difficile,25277,Dairy,fosfomycin+Biocide,1,0
Clostridioides difficile,25277,Dairy,fusidic acid+Biocide,1,0
Clostridioides difficile,25277,Dairy,glycopeptide+Biocide,1,0
Clostridioides difficile,25277,Dairy,MLS+Biocide,1,0
Clostridioides difficile,25277,Dairy,macrolide+Biocide,1,0
Clostridioides difficile,25277,Dairy,lincosamide+Biocide,1,0
Clostridioides difficile,25277,Dairy,lincosamide_streptogramin+Biocide,1,0
Clostridioides difficile,25277,Dairy,mupirocin+Biocide,1,0
Clostridioides difficile,25277,Dairy,nitroimidazole+Biocide,1,0
Clostridioides difficile,25277,Dairy,phenicol+Biocide,1,0
Clostridioides difficile,25277,Dairy,phenicol_oxazolidinone+Biocide,1,0
Clostridioides difficile,25277,Dairy,phenicol_quinolone+Biocide,1,0
Clostridioides difficile,25277,Dairy,pluromutilin+Biocide,1,0
Clostridioides difficile,25277,Dairy,polymyxin+Biocide,1,0
Clostridioides difficile,25277,Dairy,quinolone+Biocide,1,0
Clostridioides difficile,25277,Dairy,rifamycin+Biocide,1,0
Clostridioides difficile,25277,Dairy,streptogramin+Biocide,1,0
Clostridioides difficile,25277,Dairy,streptothricin+Biocide,1,0
Clostridioides difficile,25277,Dairy,sulphonamide+Biocide,1,0
Clostridioides difficile,25277,Dairy,tetracenomycin+Biocide,1,0
Clostridioides difficile,25277,Dairy,tetracycline+Biocide,1,0
Clostridioides difficile,25277,Dairy,thiostrepton+Biocide,1,0
Clostridioides difficile,25277,Dairy,trimethoprim+Biocide,1,0
Clostridioides difficile,25277,Dairy,tuberactinomycin+Biocide,1,0
Clostridioides difficile,25277,Dairy,Metal+Biocide,1,0
Clostridioides difficile,25277,Flour,aminoglycoside+Biocide,,
Clostridioides difficile,25277,Flour,betalactam+Biocide,,
Clostridioides difficile,25277,Flour,bleomycin+Biocide,,
Clostridioides difficile,25277,Flour,fosfomycin+Biocide,,
Clostridioides difficile,25277,Flour,fusidic acid+Biocide,,
Clostridioides difficile,25277,Flour,glycopeptide+Biocide,,
Clostridioides difficile,25277,Flour,MLS+Biocide,,
Clostridioides difficile,25277,Flour,macrolide+Biocide,,
Clostridioides difficile,25277,Flour,lincosamide+Biocide,,
Clostridioides difficile,25277,Flour,lincosamide_streptogramin+Biocide,,
Clostridioides difficile,25277,Flour,mupirocin+Biocide,,
Clostridioides difficile,25277,Flour,nitroimidazole+Biocide,,
Clostridioides difficile,25277,Flour,phenicol+Biocide,,
Clostridioides difficile,25277,Flour,phenicol_oxazolidinone+Biocide,,
Clostridioides difficile,25277,Flour,phenicol_quinolone+Biocide,,
Clostridioides difficile,25277,Flour,pluromutilin+Biocide,,
Clostridioides difficile,25277,Flour,polymyxin+Biocide,,
Clostridioides difficile,25277,Flour,quinolone+Biocide,,
Clostridioides difficile,25277,Flour,rifamycin+Biocide,,
Clostridioides difficile,25277,Flour,streptogramin+Biocide,,
Clostridioides difficile,25277,Flour,streptothricin+Biocide,,
Clostridioides difficile,25277,Flour,sulphonamide+Biocide,,
Clostridioides difficile,25277,Flour,tetracenomycin+Biocide,,
Clostridioides difficile,25277,Flour,tetracycline+Biocide,,
Clostridioides difficile,25277,Flour,thiostrepton+Biocide,,
Clostridioides difficile,25277,Flour,trimethoprim+Biocide,,
Clostridioides difficile,25277,Flour,tuberactinomycin+Biocide,,
Clostridioides difficile,25277,Flour,Metal+Biocide,,
Clostridioides difficile,25277,Fruit/Vegetables,aminoglycoside+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,betalactam+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,bleomycin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,fosfomycin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,fusidic acid+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,glycopeptide+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,MLS+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,macrolide+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,lincosamide+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,lincosamide_streptogramin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,mupirocin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,nitroimidazole+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,phenicol+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,phenicol_oxazolidinone+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,phenicol_quinolone+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,pluromutilin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,polymyxin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,quinolone+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,rifamycin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,streptogramin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,streptothricin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,sulphonamide+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,tetracenomycin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,tetracycline+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,thiostrepton+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,trimethoprim+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,tuberactinomycin+Biocide,46,0
Clostridioides difficile,25277,Fruit/Vegetables,Metal+Biocide,46,0
Clostridioides difficile,25277,Spice/Herbs,aminoglycoside+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,betalactam+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,bleomycin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,fosfomycin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,fusidic acid+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,glycopeptide+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,MLS+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,macrolide+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,lincosamide+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,lincosamide_streptogramin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,mupirocin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,nitroimidazole+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,phenicol+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,phenicol_oxazolidinone+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,phenicol_quinolone+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,pluromutilin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,polymyxin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,quinolone+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,rifamycin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,streptogramin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,streptothricin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,sulphonamide+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,tetracenomycin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,tetracycline+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,thiostrepton+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,trimethoprim+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,tuberactinomycin+Biocide,,
Clostridioides difficile,25277,Spice/Herbs,Metal+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,aminoglycoside+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,betalactam+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,bleomycin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,fosfomycin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,fusidic acid+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,glycopeptide+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,MLS+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,macrolide+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,lincosamide+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,lincosamide_streptogramin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,mupirocin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,nitroimidazole+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,phenicol+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,phenicol_oxazolidinone+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,phenicol_quinolone+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,pluromutilin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,polymyxin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,quinolone+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,rifamycin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,streptogramin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,streptothricin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,sulphonamide+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,tetracenomycin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,tetracycline+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,thiostrepton+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,trimethoprim+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,tuberactinomycin+Biocide,,
Clostridioides difficile,25277,Nuts/Seeds,Metal+Biocide,,
Clostridioides difficile,25277,Tea,aminoglycoside+Biocide,,
Clostridioides difficile,25277,Tea,betalactam+Biocide,,
Clostridioides difficile,25277,Tea,bleomycin+Biocide,,
Clostridioides difficile,25277,Tea,fosfomycin+Biocide,,
Clostridioides difficile,25277,Tea,fusidic acid+Biocide,,
Clostridioides difficile,25277,Tea,glycopeptide+Biocide,,
Clostridioides difficile,25277,Tea,MLS+Biocide,,
Clostridioides difficile,25277,Tea,macrolide+Biocide,,
Clostridioides difficile,25277,Tea,lincosamide+Biocide,,
Clostridioides difficile,25277,Tea,lincosamide_streptogramin+Biocide,,
Clostridioides difficile,25277,Tea,mupirocin+Biocide,,
Clostridioides difficile,25277,Tea,nitroimidazole+Biocide,,
Clostridioides difficile,25277,Tea,phenicol+Biocide,,
Clostridioides difficile,25277,Tea,phenicol_oxazolidinone+Biocide,,
Clostridioides difficile,25277,Tea,phenicol_quinolone+Biocide,,
Clostridioides difficile,25277,Tea,pluromutilin+Biocide,,
Clostridioides difficile,25277,Tea,polymyxin+Biocide,,
Clostridioides difficile,25277,Tea,quinolone+Biocide,,
Clostridioides difficile,25277,Tea,rifamycin+Biocide,,
Clostridioides difficile,25277,Tea,streptogramin+Biocide,,
Clostridioides difficile,25277,Tea,streptothricin+Biocide,,
Clostridioides difficile,25277,Tea,sulphonamide+Biocide,,
Clostridioides difficile,25277,Tea,tetracenomycin+Biocide,,
Clostridioides difficile,25277,Tea,tetracycline+Biocide,,
Clostridioides difficile,25277,Tea,thiostrepton+Biocide,,
Clostridioides difficile,25277,Tea,trimethoprim+Biocide,,
Clostridioides difficile,25277,Tea,tuberactinomycin+Biocide,,
Clostridioides difficile,25277,Tea,Metal+Biocide,,
Clostridioides difficile,25277,Clinical,aminoglycoside+Biocide,20105,2
Clostridioides difficile,25277,Clinical,betalactam+Biocide,20105,6
Clostridioides difficile,25277,Clinical,bleomycin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,fosfomycin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,fusidic acid+Biocide,20105,0
Clostridioides difficile,25277,Clinical,glycopeptide+Biocide,20105,6
Clostridioides difficile,25277,Clinical,MLS+Biocide,20105,0
Clostridioides difficile,25277,Clinical,macrolide+Biocide,20105,1
Clostridioides difficile,25277,Clinical,lincosamide+Biocide,20105,0
Clostridioides difficile,25277,Clinical,lincosamide_streptogramin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,mupirocin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,nitroimidazole+Biocide,20105,0
Clostridioides difficile,25277,Clinical,phenicol+Biocide,20105,0
Clostridioides difficile,25277,Clinical,phenicol_oxazolidinone+Biocide,20105,0
Clostridioides difficile,25277,Clinical,phenicol_quinolone+Biocide,20105,0
Clostridioides difficile,25277,Clinical,pluromutilin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,polymyxin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,quinolone+Biocide,20105,2
Clostridioides difficile,25277,Clinical,rifamycin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,streptogramin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,streptothricin+Biocide,20105,1
Clostridioides difficile,25277,Clinical,sulphonamide+Biocide,20105,0
Clostridioides difficile,25277,Clinical,tetracenomycin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,tetracycline+Biocide,20105,2
Clostridioides difficile,25277,Clinical,thiostrepton+Biocide,20105,0
Clostridioides difficile,25277,Clinical,trimethoprim+Biocide,20105,0
Clostridioides difficile,25277,Clinical,tuberactinomycin+Biocide,20105,0
Clostridioides difficile,25277,Clinical,Metal+Biocide,20105,1
Clostridium,3510,Raw pet food,aminoglycoside+Biocide,,
Clostridium,3510,Raw pet food,betalactam+Biocide,,
Clostridium,3510,Raw pet food,bleomycin+Biocide,,
Clostridium,3510,Raw pet food,fosfomycin+Biocide,,
Clostridium,3510,Raw pet food,fusidic acid+Biocide,,
Clostridium,3510,Raw pet food,glycopeptide+Biocide,,
Clostridium,3510,Raw pet food,MLS+Biocide,,
Clostridium,3510,Raw pet food,macrolide+Biocide,,
Clostridium,3510,Raw pet food,lincosamide+Biocide,,
Clostridium,3510,Raw pet food,lincosamide_streptogramin+Biocide,,
Clostridium,3510,Raw pet food,mupirocin+Biocide,,
Clostridium,3510,Raw pet food,nitroimidazole+Biocide,,
Clostridium,3510,Raw pet food,phenicol+Biocide,,
Clostridium,3510,Raw pet food,phenicol_oxazolidinone+Biocide,,
Clostridium,3510,Raw pet food,phenicol_quinolone+Biocide,,
Clostridium,3510,Raw pet food,pluromutilin+Biocide,,
Clostridium,3510,Raw pet food,polymyxin+Biocide,,
Clostridium,3510,Raw pet food,quinolone+Biocide,,
Clostridium,3510,Raw pet food,rifamycin+Biocide,,
Clostridium,3510,Raw pet food,streptogramin+Biocide,,
Clostridium,3510,Raw pet food,streptothricin+Biocide,,
Clostridium,3510,Raw pet food,sulphonamide+Biocide,,
Clostridium,3510,Raw pet food,tetracenomycin+Biocide,,
Clostridium,3510,Raw pet food,tetracycline+Biocide,,
Clostridium,3510,Raw pet food,thiostrepton+Biocide,,
Clostridium,3510,Raw pet food,trimethoprim+Biocide,,
Clostridium,3510,Raw pet food,tuberactinomycin+Biocide,,
Clostridium,3510,Raw pet food,Metal+Biocide,,
Clostridium,3510,Pet food,aminoglycoside+Biocide,1,0
Clostridium,3510,Pet food,betalactam+Biocide,1,0
Clostridium,3510,Pet food,bleomycin+Biocide,1,0
Clostridium,3510,Pet food,fosfomycin+Biocide,1,0
Clostridium,3510,Pet food,fusidic acid+Biocide,1,0
Clostridium,3510,Pet food,glycopeptide+Biocide,1,0
Clostridium,3510,Pet food,MLS+Biocide,1,0
Clostridium,3510,Pet food,macrolide+Biocide,1,0
Clostridium,3510,Pet food,lincosamide+Biocide,1,0
Clostridium,3510,Pet food,lincosamide_streptogramin+Biocide,1,0
Clostridium,3510,Pet food,mupirocin+Biocide,1,0
Clostridium,3510,Pet food,nitroimidazole+Biocide,1,0
Clostridium,3510,Pet food,phenicol+Biocide,1,0
Clostridium,3510,Pet food,phenicol_oxazolidinone+Biocide,1,0
Clostridium,3510,Pet food,phenicol_quinolone+Biocide,1,0
Clostridium,3510,Pet food,pluromutilin+Biocide,1,0
Clostridium,3510,Pet food,polymyxin+Biocide,1,0
Clostridium,3510,Pet food,quinolone+Biocide,1,0
Clostridium,3510,Pet food,rifamycin+Biocide,1,0
Clostridium,3510,Pet food,streptogramin+Biocide,1,0
Clostridium,3510,Pet food,streptothricin+Biocide,1,0
Clostridium,3510,Pet food,sulphonamide+Biocide,1,0
Clostridium,3510,Pet food,tetracenomycin+Biocide,1,0
Clostridium,3510,Pet food,tetracycline+Biocide,1,0
Clostridium,3510,Pet food,thiostrepton+Biocide,1,0
Clostridium,3510,Pet food,trimethoprim+Biocide,1,0
Clostridium,3510,Pet food,tuberactinomycin+Biocide,1,0
Clostridium,3510,Pet food,Metal+Biocide,1,0
Clostridium,3510,Egg,aminoglycoside+Biocide,,
Clostridium,3510,Egg,betalactam+Biocide,,
Clostridium,3510,Egg,bleomycin+Biocide,,
Clostridium,3510,Egg,fosfomycin+Biocide,,
Clostridium,3510,Egg,fusidic acid+Biocide,,
Clostridium,3510,Egg,glycopeptide+Biocide,,
Clostridium,3510,Egg,MLS+Biocide,,
Clostridium,3510,Egg,macrolide+Biocide,,
Clostridium,3510,Egg,lincosamide+Biocide,,
Clostridium,3510,Egg,lincosamide_streptogramin+Biocide,,
Clostridium,3510,Egg,mupirocin+Biocide,,
Clostridium,3510,Egg,nitroimidazole+Biocide,,
Clostridium,3510,Egg,phenicol+Biocide,,
Clostridium,3510,Egg,phenicol_oxazolidinone+Biocide,,
Clostridium,3510,Egg,phenicol_quinolone+Biocide,,
Clostridium,3510,Egg,pluromutilin+Biocide,,
Clostridium,3510,Egg,polymyxin+Biocide,,
Clostridium,3510,Egg,quinolone+Biocide,,
Clostridium,3510,Egg,rifamycin+Biocide,,
Clostridium,3510,Egg,streptogramin+Biocide,,
Clostridium,3510,Egg,streptothricin+Biocide,,
Clostridium,3510,Egg,sulphonamide+Biocide,,
Clostridium,3510,Egg,tetracenomycin+Biocide,,
Clostridium,3510,Egg,tetracycline+Biocide,,
Clostridium,3510,Egg,thiostrepton+Biocide,,
Clostridium,3510,Egg,trimethoprim+Biocide,,
Clostridium,3510,Egg,tuberactinomycin+Biocide,,
Clostridium,3510,Egg,Metal+Biocide,,
Clostridium,3510,Fish/Seafood,aminoglycoside+Biocide,34,0
Clostridium,3510,Fish/Seafood,betalactam+Biocide,34,0
Clostridium,3510,Fish/Seafood,bleomycin+Biocide,34,0
Clostridium,3510,Fish/Seafood,fosfomycin+Biocide,34,0
Clostridium,3510,Fish/Seafood,fusidic acid+Biocide,34,0
Clostridium,3510,Fish/Seafood,glycopeptide+Biocide,34,0
Clostridium,3510,Fish/Seafood,MLS+Biocide,34,0
Clostridium,3510,Fish/Seafood,macrolide+Biocide,34,0
Clostridium,3510,Fish/Seafood,lincosamide+Biocide,34,0
Clostridium,3510,Fish/Seafood,lincosamide_streptogramin+Biocide,34,0
Clostridium,3510,Fish/Seafood,mupirocin+Biocide,34,0
Clostridium,3510,Fish/Seafood,nitroimidazole+Biocide,34,0
Clostridium,3510,Fish/Seafood,phenicol+Biocide,34,0
Clostridium,3510,Fish/Seafood,phenicol_oxazolidinone+Biocide,34,0
Clostridium,3510,Fish/Seafood,phenicol_quinolone+Biocide,34,0
Clostridium,3510,Fish/Seafood,pluromutilin+Biocide,34,0
Clostridium,3510,Fish/Seafood,polymyxin+Biocide,34,0
