Genus,total_genus,Source,Gene1,Gene2,total_source,amr_only,both_genes,comparison
Citrobacter,3540,Clinical,tet,qac,2013,696,593,tet+qac
Citrobacter,3540,Clinical,tet,bcrABC,2013,696,0,tet+bcrABC
Citrobacter,3540,Clinical,tet,crcB,2013,696,0,tet+crcB
Citrobacter,3540,Clinical,tet,lmrS,2013,696,0,tet+lmrS
Citrobacter,3540,Clinical,tet,smr,2013,696,8,tet+smr
Citrobacter,3540,Clinical,tet,emrE,2013,696,1,tet+emrE
Citrobacter,3540,Clinical,van,qac,2013,0,0,van+qac
Citrobacter,3540,Clinical,van,bcrABC,2013,0,0,van+bcrABC
Citrobacter,3540,Clinical,van,crcB,2013,0,0,van+crcB
Citrobacter,3540,Clinical,van,lmrS,2013,0,0,van+lmrS
Citrobacter,3540,Clinical,van,smr,2013,0,0,van+smr
Citrobacter,3540,Clinical,van,emrE,2013,0,0,van+emrE
Clostridioides difficile,25277,Egg,aac(3),qac,0,0,0,aac(3)+qac
Clostridioides difficile,25277,Egg,aac(3),bcrABC,0,0,0,aac(3)+bcrABC
Clostridioides difficile,25277,Egg,aac(3),crcB,0,0,0,aac(3)+crcB
Clostridioides difficile,25277,Egg,aac(3),lmrS,0,0,0,aac(3)+lmrS
Clostridioides difficile,25277,Egg,aac(3),smr,0,0,0,aac(3)+smr
Clostridioides difficile,25277,Egg,aac(3),emrE,0,0,0,aac(3)+emrE
Clostridioides difficile,25277,Egg,aac(6')-Ib-cr,qac,0,0,0,aac(6')-Ib-cr+qac
Clostridioides difficile,25277,Egg,aac(6')-Ib-cr,bcrABC,0,0,0,aac(6')-Ib-cr+bcrABC
Clostridioides difficile,25277,Egg,aac(6')-Ib-cr,crcB,0,0,0,aac(6')-Ib-cr+crcB
Clostridioides difficile,25277,Egg,aac(6')-Ib-cr,lmrS,0,0,0,aac(6')-Ib-cr+lmrS
Clostridioides difficile,25277,Egg,aac(6')-Ib-cr,smr,0,0,0,aac(6')-Ib-cr+smr
Clostridioides difficile,25277,Egg,aac(6')-Ib-cr,emrE,0,0,0,aac(6')-Ib-cr+emrE
Clostridioides difficile,25277,Egg,aadA,qac,0,0,0,aadA+qac
Clostridioides difficile,25277,Egg,aadA,bcrABC,0,0,0,aadA+bcrABC
Clostridioides difficile,25277,Egg,aadA,crcB,0,0,0,aadA+crcB
Clostridioides difficile,25277,Egg,aadA,lmrS,0,0,0,aadA+lmrS
Clostridioides difficile,25277,Egg,aadA,smr,0,0,0,aadA+smr
Clostridioides difficile,25277,Egg,aadA,emrE,0,0,0,aadA+emrE
Clostridioides difficile,25277,Egg,aph(3'')-Ib,qac,0,0,0,aph(3'')-Ib+qac
Clostridioides difficile,25277,Egg,aph(3'')-Ib,bcrABC,0,0,0,aph(3'')-Ib+bcrABC
Clostridioides difficile,25277,Egg,aph(3'')-Ib,crcB,0,0,0,aph(3'')-Ib+crcB
Clostridioides difficile,25277,Egg,aph(3'')-Ib,lmrS,0,0,0,aph(3'')-Ib+lmrS
Clostridioides difficile,25277,Egg,aph(3'')-Ib,smr,0,0,0,aph(3'')-Ib+smr
Clostridioides difficile,25277,Egg,aph(3'')-Ib,emrE,0,0,0,aph(3'')-Ib+emrE
Clostridioides difficile,25277,Egg,aph(3'),qac,0,0,0,aph(3')+qac
Clostridioides difficile,25277,Egg,aph(3'),bcrABC,0,0,0,aph(3')+bcrABC
Clostridioides difficile,25277,Egg,aph(3'),crcB,0,0,0,aph(3')+crcB
Clostridioides difficile,25277,Egg,aph(3'),lmrS,0,0,0,aph(3')+lmrS
Clostridioides difficile,25277,Egg,aph(3'),smr,0,0,0,aph(3')+smr
Clostridioides difficile,25277,Egg,aph(3'),emrE,0,0,0,aph(3')+emrE
Clostridioides difficile,25277,Egg,aph(6)-Id,qac,0,0,0,aph(6)-Id+qac
Clostridioides difficile,25277,Egg,aph(6)-Id,bcrABC,0,0,0,aph(6)-Id+bcrABC
Clostridioides difficile,25277,Egg,aph(6)-Id,crcB,0,0,0,aph(6)-Id+crcB
Clostridioides difficile,25277,Egg,aph(6)-Id,lmrS,0,0,0,aph(6)-Id+lmrS
Clostridioides difficile,25277,Egg,aph(6)-Id,smr,0,0,0,aph(6)-Id+smr
Clostridioides difficile,25277,Egg,aph(6)-Id,emrE,0,0,0,aph(6)-Id+emrE
Clostridioides difficile,25277,Egg,blaCMY,qac,0,0,0,blaCMY+qac
Clostridioides difficile,25277,Egg,blaCMY,bcrABC,0,0,0,blaCMY+bcrABC
Clostridioides difficile,25277,Egg,blaCMY,crcB,0,0,0,blaCMY+crcB
Clostridioides difficile,25277,Egg,blaCMY,lmrS,0,0,0,blaCMY+lmrS
Clostridioides difficile,25277,Egg,blaCMY,smr,0,0,0,blaCMY+smr
Clostridioides difficile,25277,Egg,blaCMY,emrE,0,0,0,blaCMY+emrE
Clostridioides difficile,25277,Egg,blaCMY-2,qac,0,0,0,blaCMY-2+qac
Clostridioides difficile,25277,Egg,blaCMY-2,bcrABC,0,0,0,blaCMY-2+bcrABC
Clostridioides difficile,25277,Egg,blaCMY-2,crcB,0,0,0,blaCMY-2+crcB
Clostridioides difficile,25277,Egg,blaCMY-2,lmrS,0,0,0,blaCMY-2+lmrS
Clostridioides difficile,25277,Egg,blaCMY-2,smr,0,0,0,blaCMY-2+smr
Clostridioides difficile,25277,Egg,blaCMY-2,emrE,0,0,0,blaCMY-2+emrE
Clostridioides difficile,25277,Egg,blaCTX-M,qac,0,0,0,blaCTX-M+qac
Clostridioides difficile,25277,Egg,blaCTX-M,bcrABC,0,0,0,blaCTX-M+bcrABC
Clostridioides difficile,25277,Egg,blaCTX-M,crcB,0,0,0,blaCTX-M+crcB
Clostridioides difficile,25277,Egg,blaCTX-M,lmrS,0,0,0,blaCTX-M+lmrS
Clostridioides difficile,25277,Egg,blaCTX-M,smr,0,0,0,blaCTX-M+smr
Clostridioides difficile,25277,Egg,blaCTX-M,emrE,0,0,0,blaCTX-M+emrE
Clostridioides difficile,25277,Egg,blaIMP,qac,0,0,0,blaIMP+qac
Clostridioides difficile,25277,Egg,blaIMP,bcrABC,0,0,0,blaIMP+bcrABC
Clostridioides difficile,25277,Egg,blaIMP,crcB,0,0,0,blaIMP+crcB
Clostridioides difficile,25277,Egg,blaIMP,lmrS,0,0,0,blaIMP+lmrS
Clostridioides difficile,25277,Egg,blaIMP,smr,0,0,0,blaIMP+smr
Clostridioides difficile,25277,Egg,blaIMP,emrE,0,0,0,blaIMP+emrE
Clostridioides difficile,25277,Egg,blaKPC,qac,0,0,0,blaKPC+qac
Clostridioides difficile,25277,Egg,blaKPC,bcrABC,0,0,0,blaKPC+bcrABC
Clostridioides difficile,25277,Egg,blaKPC,crcB,0,0,0,blaKPC+crcB
Clostridioides difficile,25277,Egg,blaKPC,lmrS,0,0,0,blaKPC+lmrS
Clostridioides difficile,25277,Egg,blaKPC,smr,0,0,0,blaKPC+smr
Clostridioides difficile,25277,Egg,blaKPC,emrE,0,0,0,blaKPC+emrE
Clostridioides difficile,25277,Egg,blaNDM,qac,0,0,0,blaNDM+qac
Clostridioides difficile,25277,Egg,blaNDM,bcrABC,0,0,0,blaNDM+bcrABC
Clostridioides difficile,25277,Egg,blaNDM,crcB,0,0,0,blaNDM+crcB
Clostridioides difficile,25277,Egg,blaNDM,lmrS,0,0,0,blaNDM+lmrS
Clostridioides difficile,25277,Egg,blaNDM,smr,0,0,0,blaNDM+smr
Clostridioides difficile,25277,Egg,blaNDM,emrE,0,0,0,blaNDM+emrE
Clostridioides difficile,25277,Egg,blaOXA,qac,0,0,0,blaOXA+qac
Clostridioides difficile,25277,Egg,blaOXA,bcrABC,0,0,0,blaOXA+bcrABC
Clostridioides difficile,25277,Egg,blaOXA,crcB,0,0,0,blaOXA+crcB
Clostridioides difficile,25277,Egg,blaOXA,lmrS,0,0,0,blaOXA+lmrS
Clostridioides difficile,25277,Egg,blaOXA,smr,0,0,0,blaOXA+smr
Clostridioides difficile,25277,Egg,blaOXA,emrE,0,0,0,blaOXA+emrE
Clostridioides difficile,25277,Egg,blaPER,qac,0,0,0,blaPER+qac
Clostridioides difficile,25277,Egg,blaPER,bcrABC,0,0,0,blaPER+bcrABC
Clostridioides difficile,25277,Egg,blaPER,crcB,0,0,0,blaPER+crcB
Clostridioides difficile,25277,Egg,blaPER,lmrS,0,0,0,blaPER+lmrS
Clostridioides difficile,25277,Egg,blaPER,smr,0,0,0,blaPER+smr
Clostridioides difficile,25277,Egg,blaPER,emrE,0,0,0,blaPER+emrE
Clostridioides difficile,25277,Egg,blaSHV,qac,0,0,0,blaSHV+qac
Clostridioides difficile,25277,Egg,blaSHV,bcrABC,0,0,0,blaSHV+bcrABC
Clostridioides difficile,25277,Egg,blaSHV,crcB,0,0,0,blaSHV+crcB
Clostridioides difficile,25277,Egg,blaSHV,lmrS,0,0,0,blaSHV+lmrS
Clostridioides difficile,25277,Egg,blaSHV,smr,0,0,0,blaSHV+smr
Clostridioides difficile,25277,Egg,blaSHV,emrE,0,0,0,blaSHV+emrE
Clostridioides difficile,25277,Egg,blaTEM,qac,0,0,0,blaTEM+qac
Clostridioides difficile,25277,Egg,blaTEM,bcrABC,0,0,0,blaTEM+bcrABC
Clostridioides difficile,25277,Egg,blaTEM,crcB,0,0,0,blaTEM+crcB
Clostridioides difficile,25277,Egg,blaTEM,lmrS,0,0,0,blaTEM+lmrS
Clostridioides difficile,25277,Egg,blaTEM,smr,0,0,0,blaTEM+smr
Clostridioides difficile,25277,Egg,blaTEM,emrE,0,0,0,blaTEM+emrE
Clostridioides difficile,25277,Egg,blaVIM,qac,0,0,0,blaVIM+qac
Clostridioides difficile,25277,Egg,blaVIM,bcrABC,0,0,0,blaVIM+bcrABC
Clostridioides difficile,25277,Egg,blaVIM,crcB,0,0,0,blaVIM+crcB
Clostridioides difficile,25277,Egg,blaVIM,lmrS,0,0,0,blaVIM+lmrS
Clostridioides difficile,25277,Egg,blaVIM,smr,0,0,0,blaVIM+smr
Clostridioides difficile,25277,Egg,blaVIM,emrE,0,0,0,blaVIM+emrE
Clostridioides difficile,25277,Egg,catA,qac,0,0,0,catA+qac
Clostridioides difficile,25277,Egg,catA,bcrABC,0,0,0,catA+bcrABC
Clostridioides difficile,25277,Egg,catA,crcB,0,0,0,catA+crcB
Clostridioides difficile,25277,Egg,catA,lmrS,0,0,0,catA+lmrS
Clostridioides difficile,25277,Egg,catA,smr,0,0,0,catA+smr
Clostridioides difficile,25277,Egg,catA,emrE,0,0,0,catA+emrE
Clostridioides difficile,25277,Egg,cmlA,qac,0,0,0,cmlA+qac
Clostridioides difficile,25277,Egg,cmlA,bcrABC,0,0,0,cmlA+bcrABC
Clostridioides difficile,25277,Egg,cmlA,crcB,0,0,0,cmlA+crcB
Clostridioides difficile,25277,Egg,cmlA,lmrS,0,0,0,cmlA+lmrS
Clostridioides difficile,25277,Egg,cmlA,smr,0,0,0,cmlA+smr
Clostridioides difficile,25277,Egg,cmlA,emrE,0,0,0,cmlA+emrE
Clostridioides difficile,25277,Egg,dfrA,qac,0,0,0,dfrA+qac
Clostridioides difficile,25277,Egg,dfrA,bcrABC,0,0,0,dfrA+bcrABC
Clostridioides difficile,25277,Egg,dfrA,crcB,0,0,0,dfrA+crcB
Clostridioides difficile,25277,Egg,dfrA,lmrS,0,0,0,dfrA+lmrS
Clostridioides difficile,25277,Egg,dfrA,smr,0,0,0,dfrA+smr
Clostridioides difficile,25277,Egg,dfrA,emrE,0,0,0,dfrA+emrE
Clostridioides difficile,25277,Egg,mec,qac,0,0,0,mec+qac
Clostridioides difficile,25277,Egg,mec,bcrABC,0,0,0,mec+bcrABC
Clostridioides difficile,25277,Egg,mec,crcB,0,0,0,mec+crcB
Clostridioides difficile,25277,Egg,mec,lmrS,0,0,0,mec+lmrS
Clostridioides difficile,25277,Egg,mec,smr,0,0,0,mec+smr
Clostridioides difficile,25277,Egg,mec,emrE,0,0,0,mec+emrE
Clostridioides difficile,25277,Egg,mcr-,qac,0,0,0,mcr-+qac
Clostridioides difficile,25277,Egg,mcr-,bcrABC,0,0,0,mcr-+bcrABC
Clostridioides difficile,25277,Egg,mcr-,crcB,0,0,0,mcr-+crcB
Clostridioides difficile,25277,Egg,mcr-,lmrS,0,0,0,mcr-+lmrS
Clostridioides difficile,25277,Egg,mcr-,smr,0,0,0,mcr-+smr
Clostridioides difficile,25277,Egg,mcr-,emrE,0,0,0,mcr-+emrE
Clostridioides difficile,25277,Egg,qnrS,qac,0,0,0,qnrS+qac
Clostridioides difficile,25277,Egg,qnrS,bcrABC,0,0,0,qnrS+bcrABC
Clostridioides difficile,25277,Egg,qnrS,crcB,0,0,0,qnrS+crcB
Clostridioides difficile,25277,Egg,qnrS,lmrS,0,0,0,qnrS+lmrS
Clostridioides difficile,25277,Egg,qnrS,smr,0,0,0,qnrS+smr
Clostridioides difficile,25277,Egg,qnrS,emrE,0,0,0,qnrS+emrE
Clostridioides difficile,25277,Egg,sul,qac,0,0,0,sul+qac
Clostridioides difficile,25277,Egg,sul,bcrABC,0,0,0,sul+bcrABC
Clostridioides difficile,25277,Egg,sul,crcB,0,0,0,sul+crcB
Clostridioides difficile,25277,Egg,sul,lmrS,0,0,0,sul+lmrS
Clostridioides difficile,25277,Egg,sul,smr,0,0,0,sul+smr
Clostridioides difficile,25277,Egg,sul,emrE,0,0,0,sul+emrE
Clostridioides difficile,25277,Egg,tet,qac,0,0,0,tet+qac
Clostridioides difficile,25277,Egg,tet,bcrABC,0,0,0,tet+bcrABC
Clostridioides difficile,25277,Egg,tet,crcB,0,0,0,tet+crcB
Clostridioides difficile,25277,Egg,tet,lmrS,0,0,0,tet+lmrS
Clostridioides difficile,25277,Egg,tet,smr,0,0,0,tet+smr
Clostridioides difficile,25277,Egg,tet,emrE,0,0,0,tet+emrE
Clostridioides difficile,25277,Egg,van,qac,0,0,0,van+qac
Clostridioides difficile,25277,Egg,van,bcrABC,0,0,0,van+bcrABC
Clostridioides difficile,25277,Egg,van,crcB,0,0,0,van+crcB
Clostridioides difficile,25277,Egg,van,lmrS,0,0,0,van+lmrS
Clostridioides difficile,25277,Egg,van,smr,0,0,0,van+smr
Clostridioides difficile,25277,Egg,van,emrE,0,0,0,van+emrE
Clostridioides difficile,25277,Fish/Seafood,aac(3),qac,0,0,0,aac(3)+qac
Clostridioides difficile,25277,Fish/Seafood,aac(3),bcrABC,0,0,0,aac(3)+bcrABC
Clostridioides difficile,25277,Fish/Seafood,aac(3),crcB,0,0,0,aac(3)+crcB
Clostridioides difficile,25277,Fish/Seafood,aac(3),lmrS,0,0,0,aac(3)+lmrS
Clostridioides difficile,25277,Fish/Seafood,aac(3),smr,0,0,0,aac(3)+smr
Clostridioides difficile,25277,Fish/Seafood,aac(3),emrE,0,0,0,aac(3)+emrE
Clostridioides difficile,25277,Fish/Seafood,aac(6')-Ib-cr,qac,0,0,0,aac(6')-Ib-cr+qac
Clostridioides difficile,25277,Fish/Seafood,aac(6')-Ib-cr,bcrABC,0,0,0,aac(6')-Ib-cr+bcrABC
Clostridioides difficile,25277,Fish/Seafood,aac(6')-Ib-cr,crcB,0,0,0,aac(6')-Ib-cr+crcB
Clostridioides difficile,25277,Fish/Seafood,aac(6')-Ib-cr,lmrS,0,0,0,aac(6')-Ib-cr+lmrS
Clostridioides difficile,25277,Fish/Seafood,aac(6')-Ib-cr,smr,0,0,0,aac(6')-Ib-cr+smr
Clostridioides difficile,25277,Fish/Seafood,aac(6')-Ib-cr,emrE,0,0,0,aac(6')-Ib-cr+emrE
Clostridioides difficile,25277,Fish/Seafood,aadA,qac,0,0,0,aadA+qac
Clostridioides difficile,25277,Fish/Seafood,aadA,bcrABC,0,0,0,aadA+bcrABC
Clostridioides difficile,25277,Fish/Seafood,aadA,crcB,0,0,0,aadA+crcB
Clostridioides difficile,25277,Fish/Seafood,aadA,lmrS,0,0,0,aadA+lmrS
Clostridioides difficile,25277,Fish/Seafood,aadA,smr,0,0,0,aadA+smr
Clostridioides difficile,25277,Fish/Seafood,aadA,emrE,0,0,0,aadA+emrE
Clostridioides difficile,25277,Fish/Seafood,aph(3'')-Ib,qac,0,0,0,aph(3'')-Ib+qac
Clostridioides difficile,25277,Fish/Seafood,aph(3'')-Ib,bcrABC,0,0,0,aph(3'')-Ib+bcrABC
Clostridioides difficile,25277,Fish/Seafood,aph(3'')-Ib,crcB,0,0,0,aph(3'')-Ib+crcB
Clostridioides difficile,25277,Fish/Seafood,aph(3'')-Ib,lmrS,0,0,0,aph(3'')-Ib+lmrS
Clostridioides difficile,25277,Fish/Seafood,aph(3'')-Ib,smr,0,0,0,aph(3'')-Ib+smr
Clostridioides difficile,25277,Fish/Seafood,aph(3'')-Ib,emrE,0,0,0,aph(3'')-Ib+emrE
Clostridioides difficile,25277,Fish/Seafood,aph(3'),qac,0,0,0,aph(3')+qac
Clostridioides difficile,25277,Fish/Seafood,aph(3'),bcrABC,0,0,0,aph(3')+bcrABC
Clostridioides difficile,25277,Fish/Seafood,aph(3'),crcB,0,0,0,aph(3')+crcB
Clostridioides difficile,25277,Fish/Seafood,aph(3'),lmrS,0,0,0,aph(3')+lmrS
Clostridioides difficile,25277,Fish/Seafood,aph(3'),smr,0,0,0,aph(3')+smr
Clostridioides difficile,25277,Fish/Seafood,aph(3'),emrE,0,0,0,aph(3')+emrE
Clostridioides difficile,25277,Fish/Seafood,aph(6)-Id,qac,0,0,0,aph(6)-Id+qac
Clostridioides difficile,25277,Fish/Seafood,aph(6)-Id,bcrABC,0,0,0,aph(6)-Id+bcrABC
Clostridioides difficile,25277,Fish/Seafood,aph(6)-Id,crcB,0,0,0,aph(6)-Id+crcB
Clostridioides difficile,25277,Fish/Seafood,aph(6)-Id,lmrS,0,0,0,aph(6)-Id+lmrS
Clostridioides difficile,25277,Fish/Seafood,aph(6)-Id,smr,0,0,0,aph(6)-Id+smr
Clostridioides difficile,25277,Fish/Seafood,aph(6)-Id,emrE,0,0,0,aph(6)-Id+emrE
Clostridioides difficile,25277,Fish/Seafood,blaCMY,qac,0,0,0,blaCMY+qac
Clostridioides difficile,25277,Fish/Seafood,blaCMY,bcrABC,0,0,0,blaCMY+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaCMY,crcB,0,0,0,blaCMY+crcB
Clostridioides difficile,25277,Fish/Seafood,blaCMY,lmrS,0,0,0,blaCMY+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaCMY,smr,0,0,0,blaCMY+smr
Clostridioides difficile,25277,Fish/Seafood,blaCMY,emrE,0,0,0,blaCMY+emrE
Clostridioides difficile,25277,Fish/Seafood,blaCMY-2,qac,0,0,0,blaCMY-2+qac
Clostridioides difficile,25277,Fish/Seafood,blaCMY-2,bcrABC,0,0,0,blaCMY-2+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaCMY-2,crcB,0,0,0,blaCMY-2+crcB
Clostridioides difficile,25277,Fish/Seafood,blaCMY-2,lmrS,0,0,0,blaCMY-2+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaCMY-2,smr,0,0,0,blaCMY-2+smr
Clostridioides difficile,25277,Fish/Seafood,blaCMY-2,emrE,0,0,0,blaCMY-2+emrE
Clostridioides difficile,25277,Fish/Seafood,blaCTX-M,qac,0,0,0,blaCTX-M+qac
Clostridioides difficile,25277,Fish/Seafood,blaCTX-M,bcrABC,0,0,0,blaCTX-M+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaCTX-M,crcB,0,0,0,blaCTX-M+crcB
Clostridioides difficile,25277,Fish/Seafood,blaCTX-M,lmrS,0,0,0,blaCTX-M+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaCTX-M,smr,0,0,0,blaCTX-M+smr
Clostridioides difficile,25277,Fish/Seafood,blaCTX-M,emrE,0,0,0,blaCTX-M+emrE
Clostridioides difficile,25277,Fish/Seafood,blaIMP,qac,0,0,0,blaIMP+qac
Clostridioides difficile,25277,Fish/Seafood,blaIMP,bcrABC,0,0,0,blaIMP+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaIMP,crcB,0,0,0,blaIMP+crcB
Clostridioides difficile,25277,Fish/Seafood,blaIMP,lmrS,0,0,0,blaIMP+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaIMP,smr,0,0,0,blaIMP+smr
Clostridioides difficile,25277,Fish/Seafood,blaIMP,emrE,0,0,0,blaIMP+emrE
Clostridioides difficile,25277,Fish/Seafood,blaKPC,qac,0,0,0,blaKPC+qac
Clostridioides difficile,25277,Fish/Seafood,blaKPC,bcrABC,0,0,0,blaKPC+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaKPC,crcB,0,0,0,blaKPC+crcB
Clostridioides difficile,25277,Fish/Seafood,blaKPC,lmrS,0,0,0,blaKPC+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaKPC,smr,0,0,0,blaKPC+smr
Clostridioides difficile,25277,Fish/Seafood,blaKPC,emrE,0,0,0,blaKPC+emrE
Clostridioides difficile,25277,Fish/Seafood,blaNDM,qac,0,0,0,blaNDM+qac
Clostridioides difficile,25277,Fish/Seafood,blaNDM,bcrABC,0,0,0,blaNDM+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaNDM,crcB,0,0,0,blaNDM+crcB
Clostridioides difficile,25277,Fish/Seafood,blaNDM,lmrS,0,0,0,blaNDM+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaNDM,smr,0,0,0,blaNDM+smr
Clostridioides difficile,25277,Fish/Seafood,blaNDM,emrE,0,0,0,blaNDM+emrE
Clostridioides difficile,25277,Fish/Seafood,blaOXA,qac,0,0,0,blaOXA+qac
Clostridioides difficile,25277,Fish/Seafood,blaOXA,bcrABC,0,0,0,blaOXA+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaOXA,crcB,0,0,0,blaOXA+crcB
Clostridioides difficile,25277,Fish/Seafood,blaOXA,lmrS,0,0,0,blaOXA+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaOXA,smr,0,0,0,blaOXA+smr
Clostridioides difficile,25277,Fish/Seafood,blaOXA,emrE,0,0,0,blaOXA+emrE
Clostridioides difficile,25277,Fish/Seafood,blaPER,qac,0,0,0,blaPER+qac
Clostridioides difficile,25277,Fish/Seafood,blaPER,bcrABC,0,0,0,blaPER+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaPER,crcB,0,0,0,blaPER+crcB
Clostridioides difficile,25277,Fish/Seafood,blaPER,lmrS,0,0,0,blaPER+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaPER,smr,0,0,0,blaPER+smr
Clostridioides difficile,25277,Fish/Seafood,blaPER,emrE,0,0,0,blaPER+emrE
Clostridioides difficile,25277,Fish/Seafood,blaSHV,qac,0,0,0,blaSHV+qac
Clostridioides difficile,25277,Fish/Seafood,blaSHV,bcrABC,0,0,0,blaSHV+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaSHV,crcB,0,0,0,blaSHV+crcB
Clostridioides difficile,25277,Fish/Seafood,blaSHV,lmrS,0,0,0,blaSHV+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaSHV,smr,0,0,0,blaSHV+smr
Clostridioides difficile,25277,Fish/Seafood,blaSHV,emrE,0,0,0,blaSHV+emrE
Clostridioides difficile,25277,Fish/Seafood,blaTEM,qac,0,0,0,blaTEM+qac
Clostridioides difficile,25277,Fish/Seafood,blaTEM,bcrABC,0,0,0,blaTEM+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaTEM,crcB,0,0,0,blaTEM+crcB
Clostridioides difficile,25277,Fish/Seafood,blaTEM,lmrS,0,0,0,blaTEM+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaTEM,smr,0,0,0,blaTEM+smr
Clostridioides difficile,25277,Fish/Seafood,blaTEM,emrE,0,0,0,blaTEM+emrE
Clostridioides difficile,25277,Fish/Seafood,blaVIM,qac,0,0,0,blaVIM+qac
Clostridioides difficile,25277,Fish/Seafood,blaVIM,bcrABC,0,0,0,blaVIM+bcrABC
Clostridioides difficile,25277,Fish/Seafood,blaVIM,crcB,0,0,0,blaVIM+crcB
Clostridioides difficile,25277,Fish/Seafood,blaVIM,lmrS,0,0,0,blaVIM+lmrS
Clostridioides difficile,25277,Fish/Seafood,blaVIM,smr,0,0,0,blaVIM+smr
Clostridioides difficile,25277,Fish/Seafood,blaVIM,emrE,0,0,0,blaVIM+emrE
Clostridioides difficile,25277,Fish/Seafood,catA,qac,0,0,0,catA+qac
Clostridioides difficile,25277,Fish/Seafood,catA,bcrABC,0,0,0,catA+bcrABC
Clostridioides difficile,25277,Fish/Seafood,catA,crcB,0,0,0,catA+crcB
Clostridioides difficile,25277,Fish/Seafood,catA,lmrS,0,0,0,catA+lmrS
Clostridioides difficile,25277,Fish/Seafood,catA,smr,0,0,0,catA+smr
Clostridioides difficile,25277,Fish/Seafood,catA,emrE,0,0,0,catA+emrE
Clostridioides difficile,25277,Fish/Seafood,cmlA,qac,0,0,0,cmlA+qac
Clostridioides difficile,25277,Fish/Seafood,cmlA,bcrABC,0,0,0,cmlA+bcrABC
Clostridioides difficile,25277,Fish/Seafood,cmlA,crcB,0,0,0,cmlA+crcB
Clostridioides difficile,25277,Fish/Seafood,cmlA,lmrS,0,0,0,cmlA+lmrS
Clostridioides difficile,25277,Fish/Seafood,cmlA,smr,0,0,0,cmlA+smr
Clostridioides difficile,25277,Fish/Seafood,cmlA,emrE,0,0,0,cmlA+emrE
Clostridioides difficile,25277,Fish/Seafood,dfrA,qac,0,0,0,dfrA+qac
Clostridioides difficile,25277,Fish/Seafood,dfrA,bcrABC,0,0,0,dfrA+bcrABC
Clostridioides difficile,25277,Fish/Seafood,dfrA,crcB,0,0,0,dfrA+crcB
Clostridioides difficile,25277,Fish/Seafood,dfrA,lmrS,0,0,0,dfrA+lmrS
Clostridioides difficile,25277,Fish/Seafood,dfrA,smr,0,0,0,dfrA+smr
Clostridioides difficile,25277,Fish/Seafood,dfrA,emrE,0,0,0,dfrA+emrE
Clostridioides difficile,25277,Fish/Seafood,mec,qac,0,0,0,mec+qac
Clostridioides difficile,25277,Fish/Seafood,mec,bcrABC,0,0,0,mec+bcrABC
Clostridioides difficile,25277,Fish/Seafood,mec,crcB,0,0,0,mec+crcB
Clostridioides difficile,25277,Fish/Seafood,mec,lmrS,0,0,0,mec+lmrS
Clostridioides difficile,25277,Fish/Seafood,mec,smr,0,0,0,mec+smr
Clostridioides difficile,25277,Fish/Seafood,mec,emrE,0,0,0,mec+emrE
Clostridioides difficile,25277,Fish/Seafood,mcr-,qac,0,0,0,mcr-+qac
Clostridioides difficile,25277,Fish/Seafood,mcr-,bcrABC,0,0,0,mcr-+bcrABC
Clostridioides difficile,25277,Fish/Seafood,mcr-,crcB,0,0,0,mcr-+crcB
Clostridioides difficile,25277,Fish/Seafood,mcr-,lmrS,0,0,0,mcr-+lmrS
Clostridioides difficile,25277,Fish/Seafood,mcr-,smr,0,0,0,mcr-+smr
Clostridioides difficile,25277,Fish/Seafood,mcr-,emrE,0,0,0,mcr-+emrE
Clostridioides difficile,25277,Fish/Seafood,qnrS,qac,0,0,0,qnrS+qac
Clostridioides difficile,25277,Fish/Seafood,qnrS,bcrABC,0,0,0,qnrS+bcrABC
Clostridioides difficile,25277,Fish/Seafood,qnrS,crcB,0,0,0,qnrS+crcB
Clostridioides difficile,25277,Fish/Seafood,qnrS,lmrS,0,0,0,qnrS+lmrS
Clostridioides difficile,25277,Fish/Seafood,qnrS,smr,0,0,0,qnrS+smr
Clostridioides difficile,25277,Fish/Seafood,qnrS,emrE,0,0,0,qnrS+emrE
Clostridioides difficile,25277,Fish/Seafood,sul,qac,0,0,0,sul+qac
Clostridioides difficile,25277,Fish/Seafood,sul,bcrABC,0,0,0,sul+bcrABC
