Genus,total_genus,Source,Gene1,Gene2,total_source,amr_only,both_genes,comparison
Listeria,62362,Clinical,aph(6)-Id,emrE,10218,0,0,aph(6)-Id+emrE
Listeria,62362,Clinical,blaCMY,qac,10218,0,0,blaCMY+qac
Listeria,62362,Clinical,blaCMY,bcrABC,10218,0,0,blaCMY+bcrABC
Listeria,62362,Clinical,blaCMY,crcB,10218,0,0,blaCMY+crcB
Listeria,62362,Clinical,blaCMY,lmrS,10218,0,0,blaCMY+lmrS
Listeria,62362,Clinical,blaCMY,smr,10218,0,0,blaCMY+smr
Listeria,62362,Clinical,blaCMY,emrE,10218,0,0,blaCMY+emrE
Listeria,62362,Clinical,blaCMY-2,qac,10218,0,0,blaCMY-2+qac
Listeria,62362,Clinical,blaCMY-2,bcrABC,10218,0,0,blaCMY-2+bcrABC
Listeria,62362,Clinical,blaCMY-2,crcB,10218,0,0,blaCMY-2+crcB
Listeria,62362,Clinical,blaCMY-2,lmrS,10218,0,0,blaCMY-2+lmrS
Listeria,62362,Clinical,blaCMY-2,smr,10218,0,0,blaCMY-2+smr
Listeria,62362,Clinical,blaCMY-2,emrE,10218,0,0,blaCMY-2+emrE
Listeria,62362,Clinical,blaCTX-M,qac,10218,0,0,blaCTX-M+qac
Listeria,62362,Clinical,blaCTX-M,bcrABC,10218,0,0,blaCTX-M+bcrABC
Listeria,62362,Clinical,blaCTX-M,crcB,10218,0,0,blaCTX-M+crcB
Listeria,62362,Clinical,blaCTX-M,lmrS,10218,0,0,blaCTX-M+lmrS
Listeria,62362,Clinical,blaCTX-M,smr,10218,0,0,blaCTX-M+smr
Listeria,62362,Clinical,blaCTX-M,emrE,10218,0,0,blaCTX-M+emrE
Listeria,62362,Clinical,blaIMP,qac,10218,0,0,blaIMP+qac
Listeria,62362,Clinical,blaIMP,bcrABC,10218,0,0,blaIMP+bcrABC
Listeria,62362,Clinical,blaIMP,crcB,10218,0,0,blaIMP+crcB
Listeria,62362,Clinical,blaIMP,lmrS,10218,0,0,blaIMP+lmrS
Listeria,62362,Clinical,blaIMP,smr,10218,0,0,blaIMP+smr
Listeria,62362,Clinical,blaIMP,emrE,10218,0,0,blaIMP+emrE
Listeria,62362,Clinical,blaKPC,qac,10218,0,0,blaKPC+qac
Listeria,62362,Clinical,blaKPC,bcrABC,10218,0,0,blaKPC+bcrABC
Listeria,62362,Clinical,blaKPC,crcB,10218,0,0,blaKPC+crcB
Listeria,62362,Clinical,blaKPC,lmrS,10218,0,0,blaKPC+lmrS
Listeria,62362,Clinical,blaKPC,smr,10218,0,0,blaKPC+smr
Listeria,62362,Clinical,blaKPC,emrE,10218,0,0,blaKPC+emrE
Listeria,62362,Clinical,blaNDM,qac,10218,0,0,blaNDM+qac
Listeria,62362,Clinical,blaNDM,bcrABC,10218,0,0,blaNDM+bcrABC
Listeria,62362,Clinical,blaNDM,crcB,10218,0,0,blaNDM+crcB
Listeria,62362,Clinical,blaNDM,lmrS,10218,0,0,blaNDM+lmrS
Listeria,62362,Clinical,blaNDM,smr,10218,0,0,blaNDM+smr
Listeria,62362,Clinical,blaNDM,emrE,10218,0,0,blaNDM+emrE
Listeria,62362,Clinical,blaOXA,qac,10218,0,0,blaOXA+qac
Listeria,62362,Clinical,blaOXA,bcrABC,10218,0,0,blaOXA+bcrABC
Listeria,62362,Clinical,blaOXA,crcB,10218,0,0,blaOXA+crcB
Listeria,62362,Clinical,blaOXA,lmrS,10218,0,0,blaOXA+lmrS
Listeria,62362,Clinical,blaOXA,smr,10218,0,0,blaOXA+smr
Listeria,62362,Clinical,blaOXA,emrE,10218,0,0,blaOXA+emrE
Listeria,62362,Clinical,blaPER,qac,10218,0,0,blaPER+qac
Listeria,62362,Clinical,blaPER,bcrABC,10218,0,0,blaPER+bcrABC
Listeria,62362,Clinical,blaPER,crcB,10218,0,0,blaPER+crcB
Listeria,62362,Clinical,blaPER,lmrS,10218,0,0,blaPER+lmrS
Listeria,62362,Clinical,blaPER,smr,10218,0,0,blaPER+smr
Listeria,62362,Clinical,blaPER,emrE,10218,0,0,blaPER+emrE
Listeria,62362,Clinical,blaSHV,qac,10218,0,0,blaSHV+qac
Listeria,62362,Clinical,blaSHV,bcrABC,10218,0,0,blaSHV+bcrABC
Listeria,62362,Clinical,blaSHV,crcB,10218,0,0,blaSHV+crcB
Listeria,62362,Clinical,blaSHV,lmrS,10218,0,0,blaSHV+lmrS
Listeria,62362,Clinical,blaSHV,smr,10218,0,0,blaSHV+smr
Listeria,62362,Clinical,blaSHV,emrE,10218,0,0,blaSHV+emrE
Listeria,62362,Clinical,blaTEM,qac,10218,1,0,blaTEM+qac
Listeria,62362,Clinical,blaTEM,bcrABC,10218,1,0,blaTEM+bcrABC
Listeria,62362,Clinical,blaTEM,crcB,10218,1,0,blaTEM+crcB
Listeria,62362,Clinical,blaTEM,lmrS,10218,1,0,blaTEM+lmrS
Listeria,62362,Clinical,blaTEM,smr,10218,1,0,blaTEM+smr
Listeria,62362,Clinical,blaTEM,emrE,10218,1,0,blaTEM+emrE
Listeria,62362,Clinical,blaVIM,qac,10218,0,0,blaVIM+qac
Listeria,62362,Clinical,blaVIM,bcrABC,10218,0,0,blaVIM+bcrABC
Listeria,62362,Clinical,blaVIM,crcB,10218,0,0,blaVIM+crcB
Listeria,62362,Clinical,blaVIM,lmrS,10218,0,0,blaVIM+lmrS
Listeria,62362,Clinical,blaVIM,smr,10218,0,0,blaVIM+smr
Listeria,62362,Clinical,blaVIM,emrE,10218,0,0,blaVIM+emrE
Listeria,62362,Clinical,catA,qac,10218,78,0,catA+qac
Listeria,62362,Clinical,catA,bcrABC,10218,78,4,catA+bcrABC
Listeria,62362,Clinical,catA,crcB,10218,78,0,catA+crcB
Listeria,62362,Clinical,catA,lmrS,10218,78,0,catA+lmrS
Listeria,62362,Clinical,catA,smr,10218,78,0,catA+smr
Listeria,62362,Clinical,catA,emrE,10218,78,0,catA+emrE
Listeria,62362,Clinical,cmlA,qac,10218,0,0,cmlA+qac
Listeria,62362,Clinical,cmlA,bcrABC,10218,0,0,cmlA+bcrABC
Listeria,62362,Clinical,cmlA,crcB,10218,0,0,cmlA+crcB
Listeria,62362,Clinical,cmlA,lmrS,10218,0,0,cmlA+lmrS
Listeria,62362,Clinical,cmlA,smr,10218,0,0,cmlA+smr
Listeria,62362,Clinical,cmlA,emrE,10218,0,0,cmlA+emrE
Listeria,62362,Clinical,dfrA,qac,10218,1,1,dfrA+qac
Listeria,62362,Clinical,dfrA,bcrABC,10218,1,0,dfrA+bcrABC
Listeria,62362,Clinical,dfrA,crcB,10218,1,0,dfrA+crcB
Listeria,62362,Clinical,dfrA,lmrS,10218,1,0,dfrA+lmrS
Listeria,62362,Clinical,dfrA,smr,10218,1,0,dfrA+smr
Listeria,62362,Clinical,dfrA,emrE,10218,1,0,dfrA+emrE
Listeria,62362,Clinical,mec,qac,10218,0,0,mec+qac
Listeria,62362,Clinical,mec,bcrABC,10218,0,0,mec+bcrABC
Listeria,62362,Clinical,mec,crcB,10218,0,0,mec+crcB
Listeria,62362,Clinical,mec,lmrS,10218,0,0,mec+lmrS
Listeria,62362,Clinical,mec,smr,10218,0,0,mec+smr
Listeria,62362,Clinical,mec,emrE,10218,0,0,mec+emrE
Listeria,62362,Clinical,mcr-,qac,10218,0,0,mcr-+qac
Listeria,62362,Clinical,mcr-,bcrABC,10218,0,0,mcr-+bcrABC
Listeria,62362,Clinical,mcr-,crcB,10218,0,0,mcr-+crcB
Listeria,62362,Clinical,mcr-,lmrS,10218,0,0,mcr-+lmrS
Listeria,62362,Clinical,mcr-,smr,10218,0,0,mcr-+smr
Listeria,62362,Clinical,mcr-,emrE,10218,0,0,mcr-+emrE
Listeria,62362,Clinical,qnrS,qac,10218,0,0,qnrS+qac
Listeria,62362,Clinical,qnrS,bcrABC,10218,0,0,qnrS+bcrABC
Listeria,62362,Clinical,qnrS,crcB,10218,0,0,qnrS+crcB
Listeria,62362,Clinical,qnrS,lmrS,10218,0,0,qnrS+lmrS
Listeria,62362,Clinical,qnrS,smr,10218,0,0,qnrS+smr
Listeria,62362,Clinical,qnrS,emrE,10218,0,0,qnrS+emrE
Listeria,62362,Clinical,sul,qac,10218,1,1,sul+qac
Listeria,62362,Clinical,sul,bcrABC,10218,1,0,sul+bcrABC
Listeria,62362,Clinical,sul,crcB,10218,1,0,sul+crcB
Listeria,62362,Clinical,sul,lmrS,10218,1,0,sul+lmrS
Listeria,62362,Clinical,sul,smr,10218,1,0,sul+smr
Listeria,62362,Clinical,sul,emrE,10218,1,0,sul+emrE
Listeria,62362,Clinical,tet,qac,10218,118,0,tet+qac
Listeria,62362,Clinical,tet,bcrABC,10218,118,4,tet+bcrABC
Listeria,62362,Clinical,tet,crcB,10218,118,0,tet+crcB
Listeria,62362,Clinical,tet,lmrS,10218,118,0,tet+lmrS
Listeria,62362,Clinical,tet,smr,10218,118,0,tet+smr
Listeria,62362,Clinical,tet,emrE,10218,118,0,tet+emrE
Listeria,62362,Clinical,van,qac,10218,0,0,van+qac
Listeria,62362,Clinical,van,bcrABC,10218,0,0,van+bcrABC
Listeria,62362,Clinical,van,crcB,10218,0,0,van+crcB
Listeria,62362,Clinical,van,lmrS,10218,0,0,van+lmrS
Listeria,62362,Clinical,van,smr,10218,0,0,van+smr
Listeria,62362,Clinical,van,emrE,10218,0,0,van+emrE
Morganella,488,Egg,aac(3),qac,0,0,0,aac(3)+qac
Morganella,488,Egg,aac(3),bcrABC,0,0,0,aac(3)+bcrABC
Morganella,488,Egg,aac(3),crcB,0,0,0,aac(3)+crcB
Morganella,488,Egg,aac(3),lmrS,0,0,0,aac(3)+lmrS
Morganella,488,Egg,aac(3),smr,0,0,0,aac(3)+smr
Morganella,488,Egg,aac(3),emrE,0,0,0,aac(3)+emrE
Morganella,488,Egg,aac(6')-Ib-cr,qac,0,0,0,aac(6')-Ib-cr+qac
Morganella,488,Egg,aac(6')-Ib-cr,bcrABC,0,0,0,aac(6')-Ib-cr+bcrABC
Morganella,488,Egg,aac(6')-Ib-cr,crcB,0,0,0,aac(6')-Ib-cr+crcB
Morganella,488,Egg,aac(6')-Ib-cr,lmrS,0,0,0,aac(6')-Ib-cr+lmrS
Morganella,488,Egg,aac(6')-Ib-cr,smr,0,0,0,aac(6')-Ib-cr+smr
Morganella,488,Egg,aac(6')-Ib-cr,emrE,0,0,0,aac(6')-Ib-cr+emrE
Morganella,488,Egg,aadA,qac,0,0,0,aadA+qac
Morganella,488,Egg,aadA,bcrABC,0,0,0,aadA+bcrABC
Morganella,488,Egg,aadA,crcB,0,0,0,aadA+crcB
Morganella,488,Egg,aadA,lmrS,0,0,0,aadA+lmrS
Morganella,488,Egg,aadA,smr,0,0,0,aadA+smr
Morganella,488,Egg,aadA,emrE,0,0,0,aadA+emrE
Morganella,488,Egg,aph(3'')-Ib,qac,0,0,0,aph(3'')-Ib+qac
Morganella,488,Egg,aph(3'')-Ib,bcrABC,0,0,0,aph(3'')-Ib+bcrABC
Morganella,488,Egg,aph(3'')-Ib,crcB,0,0,0,aph(3'')-Ib+crcB
Morganella,488,Egg,aph(3'')-Ib,lmrS,0,0,0,aph(3'')-Ib+lmrS
Morganella,488,Egg,aph(3'')-Ib,smr,0,0,0,aph(3'')-Ib+smr
Morganella,488,Egg,aph(3'')-Ib,emrE,0,0,0,aph(3'')-Ib+emrE
Morganella,488,Egg,aph(3'),qac,0,0,0,aph(3')+qac
Morganella,488,Egg,aph(3'),bcrABC,0,0,0,aph(3')+bcrABC
Morganella,488,Egg,aph(3'),crcB,0,0,0,aph(3')+crcB
Morganella,488,Egg,aph(3'),lmrS,0,0,0,aph(3')+lmrS
Morganella,488,Egg,aph(3'),smr,0,0,0,aph(3')+smr
Morganella,488,Egg,aph(3'),emrE,0,0,0,aph(3')+emrE
Morganella,488,Egg,aph(6)-Id,qac,0,0,0,aph(6)-Id+qac
Morganella,488,Egg,aph(6)-Id,bcrABC,0,0,0,aph(6)-Id+bcrABC
Morganella,488,Egg,aph(6)-Id,crcB,0,0,0,aph(6)-Id+crcB
Morganella,488,Egg,aph(6)-Id,lmrS,0,0,0,aph(6)-Id+lmrS
Morganella,488,Egg,aph(6)-Id,smr,0,0,0,aph(6)-Id+smr
Morganella,488,Egg,aph(6)-Id,emrE,0,0,0,aph(6)-Id+emrE
Morganella,488,Egg,blaCMY,qac,0,0,0,blaCMY+qac
Morganella,488,Egg,blaCMY,bcrABC,0,0,0,blaCMY+bcrABC
Morganella,488,Egg,blaCMY,crcB,0,0,0,blaCMY+crcB
Morganella,488,Egg,blaCMY,lmrS,0,0,0,blaCMY+lmrS
Morganella,488,Egg,blaCMY,smr,0,0,0,blaCMY+smr
Morganella,488,Egg,blaCMY,emrE,0,0,0,blaCMY+emrE
Morganella,488,Egg,blaCMY-2,qac,0,0,0,blaCMY-2+qac
Morganella,488,Egg,blaCMY-2,bcrABC,0,0,0,blaCMY-2+bcrABC
Morganella,488,Egg,blaCMY-2,crcB,0,0,0,blaCMY-2+crcB
Morganella,488,Egg,blaCMY-2,lmrS,0,0,0,blaCMY-2+lmrS
Morganella,488,Egg,blaCMY-2,smr,0,0,0,blaCMY-2+smr
Morganella,488,Egg,blaCMY-2,emrE,0,0,0,blaCMY-2+emrE
Morganella,488,Egg,blaCTX-M,qac,0,0,0,blaCTX-M+qac
Morganella,488,Egg,blaCTX-M,bcrABC,0,0,0,blaCTX-M+bcrABC
Morganella,488,Egg,blaCTX-M,crcB,0,0,0,blaCTX-M+crcB
Morganella,488,Egg,blaCTX-M,lmrS,0,0,0,blaCTX-M+lmrS
Morganella,488,Egg,blaCTX-M,smr,0,0,0,blaCTX-M+smr
Morganella,488,Egg,blaCTX-M,emrE,0,0,0,blaCTX-M+emrE
Morganella,488,Egg,blaIMP,qac,0,0,0,blaIMP+qac
Morganella,488,Egg,blaIMP,bcrABC,0,0,0,blaIMP+bcrABC
Morganella,488,Egg,blaIMP,crcB,0,0,0,blaIMP+crcB
Morganella,488,Egg,blaIMP,lmrS,0,0,0,blaIMP+lmrS
Morganella,488,Egg,blaIMP,smr,0,0,0,blaIMP+smr
Morganella,488,Egg,blaIMP,emrE,0,0,0,blaIMP+emrE
Morganella,488,Egg,blaKPC,qac,0,0,0,blaKPC+qac
Morganella,488,Egg,blaKPC,bcrABC,0,0,0,blaKPC+bcrABC
Morganella,488,Egg,blaKPC,crcB,0,0,0,blaKPC+crcB
Morganella,488,Egg,blaKPC,lmrS,0,0,0,blaKPC+lmrS
Morganella,488,Egg,blaKPC,smr,0,0,0,blaKPC+smr
Morganella,488,Egg,blaKPC,emrE,0,0,0,blaKPC+emrE
Morganella,488,Egg,blaNDM,qac,0,0,0,blaNDM+qac
Morganella,488,Egg,blaNDM,bcrABC,0,0,0,blaNDM+bcrABC
Morganella,488,Egg,blaNDM,crcB,0,0,0,blaNDM+crcB
Morganella,488,Egg,blaNDM,lmrS,0,0,0,blaNDM+lmrS
Morganella,488,Egg,blaNDM,smr,0,0,0,blaNDM+smr
Morganella,488,Egg,blaNDM,emrE,0,0,0,blaNDM+emrE
Morganella,488,Egg,blaOXA,qac,0,0,0,blaOXA+qac
Morganella,488,Egg,blaOXA,bcrABC,0,0,0,blaOXA+bcrABC
Morganella,488,Egg,blaOXA,crcB,0,0,0,blaOXA+crcB
Morganella,488,Egg,blaOXA,lmrS,0,0,0,blaOXA+lmrS
Morganella,488,Egg,blaOXA,smr,0,0,0,blaOXA+smr
Morganella,488,Egg,blaOXA,emrE,0,0,0,blaOXA+emrE
Morganella,488,Egg,blaPER,qac,0,0,0,blaPER+qac
Morganella,488,Egg,blaPER,bcrABC,0,0,0,blaPER+bcrABC
Morganella,488,Egg,blaPER,crcB,0,0,0,blaPER+crcB
Morganella,488,Egg,blaPER,lmrS,0,0,0,blaPER+lmrS
Morganella,488,Egg,blaPER,smr,0,0,0,blaPER+smr
Morganella,488,Egg,blaPER,emrE,0,0,0,blaPER+emrE
Morganella,488,Egg,blaSHV,qac,0,0,0,blaSHV+qac
Morganella,488,Egg,blaSHV,bcrABC,0,0,0,blaSHV+bcrABC
Morganella,488,Egg,blaSHV,crcB,0,0,0,blaSHV+crcB
Morganella,488,Egg,blaSHV,lmrS,0,0,0,blaSHV+lmrS
Morganella,488,Egg,blaSHV,smr,0,0,0,blaSHV+smr
Morganella,488,Egg,blaSHV,emrE,0,0,0,blaSHV+emrE
Morganella,488,Egg,blaTEM,qac,0,0,0,blaTEM+qac
Morganella,488,Egg,blaTEM,bcrABC,0,0,0,blaTEM+bcrABC
Morganella,488,Egg,blaTEM,crcB,0,0,0,blaTEM+crcB
Morganella,488,Egg,blaTEM,lmrS,0,0,0,blaTEM+lmrS
Morganella,488,Egg,blaTEM,smr,0,0,0,blaTEM+smr
Morganella,488,Egg,blaTEM,emrE,0,0,0,blaTEM+emrE
Morganella,488,Egg,blaVIM,qac,0,0,0,blaVIM+qac
Morganella,488,Egg,blaVIM,bcrABC,0,0,0,blaVIM+bcrABC
Morganella,488,Egg,blaVIM,crcB,0,0,0,blaVIM+crcB
Morganella,488,Egg,blaVIM,lmrS,0,0,0,blaVIM+lmrS
Morganella,488,Egg,blaVIM,smr,0,0,0,blaVIM+smr
Morganella,488,Egg,blaVIM,emrE,0,0,0,blaVIM+emrE
Morganella,488,Egg,catA,qac,0,0,0,catA+qac
Morganella,488,Egg,catA,bcrABC,0,0,0,catA+bcrABC
Morganella,488,Egg,catA,crcB,0,0,0,catA+crcB
Morganella,488,Egg,catA,lmrS,0,0,0,catA+lmrS
Morganella,488,Egg,catA,smr,0,0,0,catA+smr
Morganella,488,Egg,catA,emrE,0,0,0,catA+emrE
Morganella,488,Egg,cmlA,qac,0,0,0,cmlA+qac
Morganella,488,Egg,cmlA,bcrABC,0,0,0,cmlA+bcrABC
Morganella,488,Egg,cmlA,crcB,0,0,0,cmlA+crcB
Morganella,488,Egg,cmlA,lmrS,0,0,0,cmlA+lmrS
Morganella,488,Egg,cmlA,smr,0,0,0,cmlA+smr
Morganella,488,Egg,cmlA,emrE,0,0,0,cmlA+emrE
Morganella,488,Egg,dfrA,qac,0,0,0,dfrA+qac
Morganella,488,Egg,dfrA,bcrABC,0,0,0,dfrA+bcrABC
Morganella,488,Egg,dfrA,crcB,0,0,0,dfrA+crcB
Morganella,488,Egg,dfrA,lmrS,0,0,0,dfrA+lmrS
Morganella,488,Egg,dfrA,smr,0,0,0,dfrA+smr
Morganella,488,Egg,dfrA,emrE,0,0,0,dfrA+emrE
Morganella,488,Egg,mec,qac,0,0,0,mec+qac
Morganella,488,Egg,mec,bcrABC,0,0,0,mec+bcrABC
Morganella,488,Egg,mec,crcB,0,0,0,mec+crcB
Morganella,488,Egg,mec,lmrS,0,0,0,mec+lmrS
Morganella,488,Egg,mec,smr,0,0,0,mec+smr
Morganella,488,Egg,mec,emrE,0,0,0,mec+emrE
Morganella,488,Egg,mcr-,qac,0,0,0,mcr-+qac
Morganella,488,Egg,mcr-,bcrABC,0,0,0,mcr-+bcrABC
Morganella,488,Egg,mcr-,crcB,0,0,0,mcr-+crcB
Morganella,488,Egg,mcr-,lmrS,0,0,0,mcr-+lmrS
Morganella,488,Egg,mcr-,smr,0,0,0,mcr-+smr
Morganella,488,Egg,mcr-,emrE,0,0,0,mcr-+emrE
Morganella,488,Egg,qnrS,qac,0,0,0,qnrS+qac
Morganella,488,Egg,qnrS,bcrABC,0,0,0,qnrS+bcrABC
Morganella,488,Egg,qnrS,crcB,0,0,0,qnrS+crcB
Morganella,488,Egg,qnrS,lmrS,0,0,0,qnrS+lmrS
Morganella,488,Egg,qnrS,smr,0,0,0,qnrS+smr
Morganella,488,Egg,qnrS,emrE,0,0,0,qnrS+emrE
Morganella,488,Egg,sul,qac,0,0,0,sul+qac
Morganella,488,Egg,sul,bcrABC,0,0,0,sul+bcrABC
Morganella,488,Egg,sul,crcB,0,0,0,sul+crcB
Morganella,488,Egg,sul,lmrS,0,0,0,sul+lmrS
Morganella,488,Egg,sul,smr,0,0,0,sul+smr
Morganella,488,Egg,sul,emrE,0,0,0,sul+emrE
Morganella,488,Egg,tet,qac,0,0,0,tet+qac
Morganella,488,Egg,tet,bcrABC,0,0,0,tet+bcrABC
Morganella,488,Egg,tet,crcB,0,0,0,tet+crcB
Morganella,488,Egg,tet,lmrS,0,0,0,tet+lmrS
Morganella,488,Egg,tet,smr,0,0,0,tet+smr
Morganella,488,Egg,tet,emrE,0,0,0,tet+emrE
Morganella,488,Egg,van,qac,0,0,0,van+qac
Morganella,488,Egg,van,bcrABC,0,0,0,van+bcrABC
Morganella,488,Egg,van,crcB,0,0,0,van+crcB
Morganella,488,Egg,van,lmrS,0,0,0,van+lmrS
Morganella,488,Egg,van,smr,0,0,0,van+smr
Morganella,488,Egg,van,emrE,0,0,0,van+emrE
Morganella,488,Fish/Seafood,aac(3),qac,0,0,0,aac(3)+qac
Morganella,488,Fish/Seafood,aac(3),bcrABC,0,0,0,aac(3)+bcrABC
Morganella,488,Fish/Seafood,aac(3),crcB,0,0,0,aac(3)+crcB
Morganella,488,Fish/Seafood,aac(3),lmrS,0,0,0,aac(3)+lmrS
Morganella,488,Fish/Seafood,aac(3),smr,0,0,0,aac(3)+smr
Morganella,488,Fish/Seafood,aac(3),emrE,0,0,0,aac(3)+emrE
Morganella,488,Fish/Seafood,aac(6')-Ib-cr,qac,0,0,0,aac(6')-Ib-cr+qac
Morganella,488,Fish/Seafood,aac(6')-Ib-cr,bcrABC,0,0,0,aac(6')-Ib-cr+bcrABC
Morganella,488,Fish/Seafood,aac(6')-Ib-cr,crcB,0,0,0,aac(6')-Ib-cr+crcB
Morganella,488,Fish/Seafood,aac(6')-Ib-cr,lmrS,0,0,0,aac(6')-Ib-cr+lmrS
Morganella,488,Fish/Seafood,aac(6')-Ib-cr,smr,0,0,0,aac(6')-Ib-cr+smr
Morganella,488,Fish/Seafood,aac(6')-Ib-cr,emrE,0,0,0,aac(6')-Ib-cr+emrE
Morganella,488,Fish/Seafood,aadA,qac,0,0,0,aadA+qac
Morganella,488,Fish/Seafood,aadA,bcrABC,0,0,0,aadA+bcrABC
Morganella,488,Fish/Seafood,aadA,crcB,0,0,0,aadA+crcB
Morganella,488,Fish/Seafood,aadA,lmrS,0,0,0,aadA+lmrS
Morganella,488,Fish/Seafood,aadA,smr,0,0,0,aadA+smr
Morganella,488,Fish/Seafood,aadA,emrE,0,0,0,aadA+emrE
Morganella,488,Fish/Seafood,aph(3'')-Ib,qac,0,0,0,aph(3'')-Ib+qac
Morganella,488,Fish/Seafood,aph(3'')-Ib,bcrABC,0,0,0,aph(3'')-Ib+bcrABC
Morganella,488,Fish/Seafood,aph(3'')-Ib,crcB,0,0,0,aph(3'')-Ib+crcB
Morganella,488,Fish/Seafood,aph(3'')-Ib,lmrS,0,0,0,aph(3'')-Ib+lmrS
Morganella,488,Fish/Seafood,aph(3'')-Ib,smr,0,0,0,aph(3'')-Ib+smr
Morganella,488,Fish/Seafood,aph(3'')-Ib,emrE,0,0,0,aph(3'')-Ib+emrE
Morganella,488,Fish/Seafood,aph(3'),qac,0,0,0,aph(3')+qac
Morganella,488,Fish/Seafood,aph(3'),bcrABC,0,0,0,aph(3')+bcrABC
Morganella,488,Fish/Seafood,aph(3'),crcB,0,0,0,aph(3')+crcB
Morganella,488,Fish/Seafood,aph(3'),lmrS,0,0,0,aph(3')+lmrS
Morganella,488,Fish/Seafood,aph(3'),smr,0,0,0,aph(3')+smr
Morganella,488,Fish/Seafood,aph(3'),emrE,0,0,0,aph(3')+emrE
Morganella,488,Fish/Seafood,aph(6)-Id,qac,0,0,0,aph(6)-Id+qac
Morganella,488,Fish/Seafood,aph(6)-Id,bcrABC,0,0,0,aph(6)-Id+bcrABC
Morganella,488,Fish/Seafood,aph(6)-Id,crcB,0,0,0,aph(6)-Id+crcB
Morganella,488,Fish/Seafood,aph(6)-Id,lmrS,0,0,0,aph(6)-Id+lmrS
Morganella,488,Fish/Seafood,aph(6)-Id,smr,0,0,0,aph(6)-Id+smr
Morganella,488,Fish/Seafood,aph(6)-Id,emrE,0,0,0,aph(6)-Id+emrE
Morganella,488,Fish/Seafood,blaCMY,qac,0,0,0,blaCMY+qac
Morganella,488,Fish/Seafood,blaCMY,bcrABC,0,0,0,blaCMY+bcrABC
Morganella,488,Fish/Seafood,blaCMY,crcB,0,0,0,blaCMY+crcB
Morganella,488,Fish/Seafood,blaCMY,lmrS,0,0,0,blaCMY+lmrS
Morganella,488,Fish/Seafood,blaCMY,smr,0,0,0,blaCMY+smr
Morganella,488,Fish/Seafood,blaCMY,emrE,0,0,0,blaCMY+emrE
Morganella,488,Fish/Seafood,blaCMY-2,qac,0,0,0,blaCMY-2+qac
Morganella,488,Fish/Seafood,blaCMY-2,bcrABC,0,0,0,blaCMY-2+bcrABC
Morganella,488,Fish/Seafood,blaCMY-2,crcB,0,0,0,blaCMY-2+crcB
Morganella,488,Fish/Seafood,blaCMY-2,lmrS,0,0,0,blaCMY-2+lmrS
Morganella,488,Fish/Seafood,blaCMY-2,smr,0,0,0,blaCMY-2+smr
Morganella,488,Fish/Seafood,blaCMY-2,emrE,0,0,0,blaCMY-2+emrE
Morganella,488,Fish/Seafood,blaCTX-M,qac,0,0,0,blaCTX-M+qac
Morganella,488,Fish/Seafood,blaCTX-M,bcrABC,0,0,0,blaCTX-M+bcrABC
Morganella,488,Fish/Seafood,blaCTX-M,crcB,0,0,0,blaCTX-M+crcB
Morganella,488,Fish/Seafood,blaCTX-M,lmrS,0,0,0,blaCTX-M+lmrS
Morganella,488,Fish/Seafood,blaCTX-M,smr,0,0,0,blaCTX-M+smr
Morganella,488,Fish/Seafood,blaCTX-M,emrE,0,0,0,blaCTX-M+emrE
Morganella,488,Fish/Seafood,blaIMP,qac,0,0,0,blaIMP+qac
Morganella,488,Fish/Seafood,blaIMP,bcrABC,0,0,0,blaIMP+bcrABC
Morganella,488,Fish/Seafood,blaIMP,crcB,0,0,0,blaIMP+crcB
Morganella,488,Fish/Seafood,blaIMP,lmrS,0,0,0,blaIMP+lmrS
Morganella,488,Fish/Seafood,blaIMP,smr,0,0,0,blaIMP+smr
Morganella,488,Fish/Seafood,blaIMP,emrE,0,0,0,blaIMP+emrE
Morganella,488,Fish/Seafood,blaKPC,qac,0,0,0,blaKPC+qac
Morganella,488,Fish/Seafood,blaKPC,bcrABC,0,0,0,blaKPC+bcrABC
Morganella,488,Fish/Seafood,blaKPC,crcB,0,0,0,blaKPC+crcB
Morganella,488,Fish/Seafood,blaKPC,lmrS,0,0,0,blaKPC+lmrS
Morganella,488,Fish/Seafood,blaKPC,smr,0,0,0,blaKPC+smr
Morganella,488,Fish/Seafood,blaKPC,emrE,0,0,0,blaKPC+emrE
Morganella,488,Fish/Seafood,blaNDM,qac,0,0,0,blaNDM+qac
Morganella,488,Fish/Seafood,blaNDM,bcrABC,0,0,0,blaNDM+bcrABC
Morganella,488,Fish/Seafood,blaNDM,crcB,0,0,0,blaNDM+crcB
Morganella,488,Fish/Seafood,blaNDM,lmrS,0,0,0,blaNDM+lmrS
Morganella,488,Fish/Seafood,blaNDM,smr,0,0,0,blaNDM+smr
Morganella,488,Fish/Seafood,blaNDM,emrE,0,0,0,blaNDM+emrE
Morganella,488,Fish/Seafood,blaOXA,qac,0,0,0,blaOXA+qac
Morganella,488,Fish/Seafood,blaOXA,bcrABC,0,0,0,blaOXA+bcrABC
Morganella,488,Fish/Seafood,blaOXA,crcB,0,0,0,blaOXA+crcB
Morganella,488,Fish/Seafood,blaOXA,lmrS,0,0,0,blaOXA+lmrS
Morganella,488,Fish/Seafood,blaOXA,smr,0,0,0,blaOXA+smr
Morganella,488,Fish/Seafood,blaOXA,emrE,0,0,0,blaOXA+emrE
