Genus,total_genus,Source,Gene,number,total
Acinetobacter,28242,Meat/Poultry,acr,3,0
Acinetobacter,28242,Meat/Poultry,ars,3,0
Acinetobacter,28242,Meat/Poultry,cad,3,0
Acinetobacter,28242,Meat/Poultry,chr,3,0
Acinetobacter,28242,Meat/Poultry,cnr,3,0
Acinetobacter,28242,Meat/Poultry,cop,3,0
Acinetobacter,28242,Meat/Poultry,cue,3,0
Acinetobacter,28242,Meat/Poultry,dps,3,0
Acinetobacter,28242,Meat/Poultry,fie,3,0
Acinetobacter,28242,Meat/Poultry,gol,3,0
Acinetobacter,28242,Meat/Poultry,kla,3,0
Acinetobacter,28242,Meat/Poultry,mco,3,0
Acinetobacter,28242,Meat/Poultry,mer,3,0
Acinetobacter,28242,Meat/Poultry,mrd,3,0
Acinetobacter,28242,Meat/Poultry,mre,3,0
Acinetobacter,28242,Meat/Poultry,ncc,3,0
Acinetobacter,28242,Meat/Poultry,ncr,3,0
Acinetobacter,28242,Meat/Poultry,nir,3,0
Acinetobacter,28242,Meat/Poultry,nre,3,3
Acinetobacter,28242,Meat/Poultry,pco,3,0
Acinetobacter,28242,Meat/Poultry,sil,3,0
Acinetobacter,28242,Meat/Poultry,tcr,3,0
Acinetobacter,28242,Meat/Poultry,ter,3,0
Acinetobacter,28242,Cider,acr,,
Acinetobacter,28242,Cider,ars,,
Acinetobacter,28242,Cider,cad,,
Acinetobacter,28242,Cider,chr,,
Acinetobacter,28242,Cider,cnr,,
Acinetobacter,28242,Cider,cop,,
Acinetobacter,28242,Cider,cue,,
Acinetobacter,28242,Cider,dps,,
Acinetobacter,28242,Cider,fie,,
Acinetobacter,28242,Cider,gol,,
Acinetobacter,28242,Cider,kla,,
Acinetobacter,28242,Cider,mco,,
Acinetobacter,28242,Cider,mer,,
Acinetobacter,28242,Cider,mrd,,
Acinetobacter,28242,Cider,mre,,
Acinetobacter,28242,Cider,ncc,,
Acinetobacter,28242,Cider,ncr,,
Acinetobacter,28242,Cider,nir,,
Acinetobacter,28242,Cider,nre,,
Acinetobacter,28242,Cider,pco,,
Acinetobacter,28242,Cider,sil,,
Acinetobacter,28242,Cider,tcr,,
Acinetobacter,28242,Cider,ter,,
Acinetobacter,28242,Dairy,acr,,
Acinetobacter,28242,Dairy,ars,,
Acinetobacter,28242,Dairy,cad,,
Acinetobacter,28242,Dairy,chr,,
Acinetobacter,28242,Dairy,cnr,,
Acinetobacter,28242,Dairy,cop,,
Acinetobacter,28242,Dairy,cue,,
Acinetobacter,28242,Dairy,dps,,
Acinetobacter,28242,Dairy,fie,,
Acinetobacter,28242,Dairy,gol,,
Acinetobacter,28242,Dairy,kla,,
Acinetobacter,28242,Dairy,mco,,
Acinetobacter,28242,Dairy,mer,,
Acinetobacter,28242,Dairy,mrd,,
Acinetobacter,28242,Dairy,mre,,
Acinetobacter,28242,Dairy,ncc,,
Acinetobacter,28242,Dairy,ncr,,
Acinetobacter,28242,Dairy,nir,,
Acinetobacter,28242,Dairy,nre,,
Acinetobacter,28242,Dairy,pco,,
Acinetobacter,28242,Dairy,sil,,
Acinetobacter,28242,Dairy,tcr,,
Acinetobacter,28242,Dairy,ter,,
Acinetobacter,28242,Flour,acr,,
Acinetobacter,28242,Flour,ars,,
Acinetobacter,28242,Flour,cad,,
Acinetobacter,28242,Flour,chr,,
Acinetobacter,28242,Flour,cnr,,
Acinetobacter,28242,Flour,cop,,
Acinetobacter,28242,Flour,cue,,
Acinetobacter,28242,Flour,dps,,
Acinetobacter,28242,Flour,fie,,
Acinetobacter,28242,Flour,gol,,
Acinetobacter,28242,Flour,kla,,
Acinetobacter,28242,Flour,mco,,
Acinetobacter,28242,Flour,mer,,
Acinetobacter,28242,Flour,mrd,,
Acinetobacter,28242,Flour,mre,,
Acinetobacter,28242,Flour,ncc,,
Acinetobacter,28242,Flour,ncr,,
Acinetobacter,28242,Flour,nir,,
Acinetobacter,28242,Flour,nre,,
Acinetobacter,28242,Flour,pco,,
Acinetobacter,28242,Flour,sil,,
Acinetobacter,28242,Flour,tcr,,
Acinetobacter,28242,Flour,ter,,
Acinetobacter,28242,Fruit/Vegetables,acr,4,0
Acinetobacter,28242,Fruit/Vegetables,ars,4,0
Acinetobacter,28242,Fruit/Vegetables,cad,4,0
Acinetobacter,28242,Fruit/Vegetables,chr,4,0
Acinetobacter,28242,Fruit/Vegetables,cnr,4,0
Acinetobacter,28242,Fruit/Vegetables,cop,4,0
Acinetobacter,28242,Fruit/Vegetables,cue,4,0
Acinetobacter,28242,Fruit/Vegetables,dps,4,0
Acinetobacter,28242,Fruit/Vegetables,fie,4,0
Acinetobacter,28242,Fruit/Vegetables,gol,4,0
Acinetobacter,28242,Fruit/Vegetables,kla,4,0
Acinetobacter,28242,Fruit/Vegetables,mco,4,0
Acinetobacter,28242,Fruit/Vegetables,mer,4,0
Acinetobacter,28242,Fruit/Vegetables,mrd,4,0
Acinetobacter,28242,Fruit/Vegetables,mre,4,0
Acinetobacter,28242,Fruit/Vegetables,ncc,4,0
Acinetobacter,28242,Fruit/Vegetables,ncr,4,0
Acinetobacter,28242,Fruit/Vegetables,nir,4,0
Acinetobacter,28242,Fruit/Vegetables,nre,4,4
Acinetobacter,28242,Fruit/Vegetables,pco,4,0
Acinetobacter,28242,Fruit/Vegetables,sil,4,0
Acinetobacter,28242,Fruit/Vegetables,tcr,4,0
Acinetobacter,28242,Fruit/Vegetables,ter,4,0
Acinetobacter,28242,Spice/Herbs,acr,,
Acinetobacter,28242,Spice/Herbs,ars,,
Acinetobacter,28242,Spice/Herbs,cad,,
Acinetobacter,28242,Spice/Herbs,chr,,
Acinetobacter,28242,Spice/Herbs,cnr,,
Acinetobacter,28242,Spice/Herbs,cop,,
Acinetobacter,28242,Spice/Herbs,cue,,
Acinetobacter,28242,Spice/Herbs,dps,,
Acinetobacter,28242,Spice/Herbs,fie,,
Acinetobacter,28242,Spice/Herbs,gol,,
Acinetobacter,28242,Spice/Herbs,kla,,
Acinetobacter,28242,Spice/Herbs,mco,,
Acinetobacter,28242,Spice/Herbs,mer,,
Acinetobacter,28242,Spice/Herbs,mrd,,
Acinetobacter,28242,Spice/Herbs,mre,,
Acinetobacter,28242,Spice/Herbs,ncc,,
Acinetobacter,28242,Spice/Herbs,ncr,,
Acinetobacter,28242,Spice/Herbs,nir,,
Acinetobacter,28242,Spice/Herbs,nre,,
Acinetobacter,28242,Spice/Herbs,pco,,
Acinetobacter,28242,Spice/Herbs,sil,,
Acinetobacter,28242,Spice/Herbs,tcr,,
