Genus,Source,Cluster,total_source,number
Edwardsiella,Pet food,vanB_YXcluster,0,0
Edwardsiella,Pet food,vanB_cluster,0,0
Edwardsiella,Pet food,vanRSPt_cluster,0,0
Edwardsiella,Pet food,vanGZ_cluster,0,0
Edwardsiella,Pet food,vanG_cluster,0,0
Edwardsiella,Egg,vanA_YXcluster,0,0
Edwardsiella,Egg,vanA_cluster,0,0
Edwardsiella,Egg,vanB_YXcluster,0,0
Edwardsiella,Egg,vanB_cluster,0,0
Edwardsiella,Egg,vanRSPt_cluster,0,0
Edwardsiella,Egg,vanGZ_cluster,0,0
Edwardsiella,Egg,vanG_cluster,0,0
Edwardsiella,Fish/Seafood,vanA_YXcluster,3,0
Edwardsiella,Fish/Seafood,vanA_cluster,3,0
Edwardsiella,Fish/Seafood,vanB_YXcluster,3,0
Edwardsiella,Fish/Seafood,vanB_cluster,3,0
Edwardsiella,Fish/Seafood,vanRSPt_cluster,3,0
Edwardsiella,Fish/Seafood,vanGZ_cluster,3,0
Edwardsiella,Fish/Seafood,vanG_cluster,3,0
Edwardsiella,Multi-product,vanA_YXcluster,0,0
Edwardsiella,Multi-product,vanA_cluster,0,0
Edwardsiella,Multi-product,vanB_YXcluster,0,0
Edwardsiella,Multi-product,vanB_cluster,0,0
Edwardsiella,Multi-product,vanRSPt_cluster,0,0
Edwardsiella,Multi-product,vanGZ_cluster,0,0
Edwardsiella,Multi-product,vanG_cluster,0,0
Edwardsiella,Meat/Poultry,vanA_YXcluster,0,0
Edwardsiella,Meat/Poultry,vanA_cluster,0,0
Edwardsiella,Meat/Poultry,vanB_YXcluster,0,0
Edwardsiella,Meat/Poultry,vanB_cluster,0,0
Edwardsiella,Meat/Poultry,vanRSPt_cluster,0,0
Edwardsiella,Meat/Poultry,vanGZ_cluster,0,0
Edwardsiella,Meat/Poultry,vanG_cluster,0,0
Edwardsiella,Dairy,vanA_YXcluster,0,0
Edwardsiella,Dairy,vanA_cluster,0,0
Edwardsiella,Dairy,vanB_YXcluster,0,0
Edwardsiella,Dairy,vanB_cluster,0,0
Edwardsiella,Dairy,vanRSPt_cluster,0,0
Edwardsiella,Dairy,vanGZ_cluster,0,0
Edwardsiella,Dairy,vanG_cluster,0,0
Edwardsiella,Fruit/Vegetables,vanA_YXcluster,0,0
Edwardsiella,Fruit/Vegetables,vanA_cluster,0,0
Edwardsiella,Fruit/Vegetables,vanB_YXcluster,0,0
Edwardsiella,Fruit/Vegetables,vanB_cluster,0,0
Edwardsiella,Fruit/Vegetables,vanRSPt_cluster,0,0
Edwardsiella,Fruit/Vegetables,vanGZ_cluster,0,0
Edwardsiella,Fruit/Vegetables,vanG_cluster,0,0
Edwardsiella,Clinical,vanA_YXcluster,4,0
Edwardsiella,Clinical,vanA_cluster,4,0
Edwardsiella,Clinical,vanB_YXcluster,4,0
Edwardsiella,Clinical,vanB_cluster,4,0
Edwardsiella,Clinical,vanRSPt_cluster,4,0
Edwardsiella,Clinical,vanGZ_cluster,4,0
Edwardsiella,Clinical,vanG_cluster,4,0
Enterobacter,Animal feed,vanA_YXcluster,5,0
Enterobacter,Animal feed,vanA_cluster,5,0
Enterobacter,Animal feed,vanB_YXcluster,5,0
Enterobacter,Animal feed,vanB_cluster,5,0
Enterobacter,Animal feed,vanRSPt_cluster,5,0
Enterobacter,Animal feed,vanGZ_cluster,5,0
Enterobacter,Animal feed,vanG_cluster,5,0
Enterobacter,Raw pet food,vanA_YXcluster,6,0
Enterobacter,Raw pet food,vanA_cluster,6,0
Enterobacter,Raw pet food,vanB_YXcluster,6,0
Enterobacter,Raw pet food,vanB_cluster,6,0
Enterobacter,Raw pet food,vanRSPt_cluster,6,0
Enterobacter,Raw pet food,vanGZ_cluster,6,0
Enterobacter,Raw pet food,vanG_cluster,6,0
Enterobacter,Pet food,vanA_YXcluster,10,0
Enterobacter,Pet food,vanA_cluster,10,0
Enterobacter,Pet food,vanB_YXcluster,10,0
Enterobacter,Pet food,vanB_cluster,10,0
Enterobacter,Pet food,vanRSPt_cluster,10,0
Enterobacter,Pet food,vanGZ_cluster,10,0
Enterobacter,Pet food,vanG_cluster,10,0
Enterobacter,Egg,vanA_YXcluster,0,0
Enterobacter,Egg,vanA_cluster,0,0
Enterobacter,Egg,vanB_YXcluster,0,0
Enterobacter,Egg,vanB_cluster,0,0
Enterobacter,Egg,vanRSPt_cluster,0,0
Enterobacter,Egg,vanGZ_cluster,0,0
Enterobacter,Egg,vanG_cluster,0,0
Enterobacter,Fish/Seafood,vanA_YXcluster,6,0
Enterobacter,Fish/Seafood,vanA_cluster,6,0
Enterobacter,Fish/Seafood,vanB_YXcluster,6,0
Enterobacter,Fish/Seafood,vanB_cluster,6,0
Enterobacter,Fish/Seafood,vanRSPt_cluster,6,0
Enterobacter,Fish/Seafood,vanGZ_cluster,6,0
Enterobacter,Fish/Seafood,vanG_cluster,6,0
Enterobacter,Multi-product,vanA_YXcluster,11,0
Enterobacter,Multi-product,vanA_cluster,11,0
Enterobacter,Multi-product,vanB_YXcluster,11,0
Enterobacter,Multi-product,vanB_cluster,11,0
Enterobacter,Multi-product,vanRSPt_cluster,11,0
Enterobacter,Multi-product,vanGZ_cluster,11,0
Enterobacter,Multi-product,vanG_cluster,11,0
Enterobacter,Meat/Poultry,vanA_YXcluster,4,0
Enterobacter,Meat/Poultry,vanA_cluster,4,0
Enterobacter,Meat/Poultry,vanB_YXcluster,4,0
Enterobacter,Meat/Poultry,vanB_cluster,4,0
Enterobacter,Meat/Poultry,vanRSPt_cluster,4,0
Enterobacter,Meat/Poultry,vanGZ_cluster,4,0
Enterobacter,Meat/Poultry,vanG_cluster,4,0
Enterobacter,Dairy,vanA_YXcluster,2,0
Enterobacter,Dairy,vanA_cluster,2,0
Enterobacter,Dairy,vanB_YXcluster,2,0
Enterobacter,Dairy,vanB_cluster,2,0
Enterobacter,Dairy,vanRSPt_cluster,2,0
Enterobacter,Dairy,vanGZ_cluster,2,0
Enterobacter,Dairy,vanG_cluster,2,0
Enterobacter,Fruit/Vegetables,vanA_YXcluster,32,0
Enterobacter,Fruit/Vegetables,vanA_cluster,32,0
Enterobacter,Fruit/Vegetables,vanB_YXcluster,32,0
Enterobacter,Fruit/Vegetables,vanB_cluster,32,0
Enterobacter,Fruit/Vegetables,vanRSPt_cluster,32,0
Enterobacter,Fruit/Vegetables,vanGZ_cluster,32,0
Enterobacter,Fruit/Vegetables,vanG_cluster,32,0
Enterobacter,Clinical,vanA_YXcluster,9660,0
Enterobacter,Clinical,vanA_cluster,9660,0
Enterobacter,Clinical,vanB_YXcluster,9660,0
Enterobacter,Clinical,vanB_cluster,9660,0
Enterobacter,Clinical,vanRSPt_cluster,9660,0
Enterobacter,Clinical,vanGZ_cluster,9660,0
Enterobacter,Clinical,vanG_cluster,9660,0
Enterococcus,Animal feed,vanA_YXcluster,2,1
Enterococcus,Animal feed,vanA_cluster,2,1
Enterococcus,Animal feed,vanB_YXcluster,2,0
Enterococcus,Animal feed,vanB_cluster,2,0
Enterococcus,Animal feed,vanRSPt_cluster,2,0
Enterococcus,Animal feed,vanGZ_cluster,2,0
Enterococcus,Animal feed,vanG_cluster,2,0
Enterococcus,Raw pet food,vanA_YXcluster,13,0
Enterococcus,Raw pet food,vanA_cluster,13,0
Enterococcus,Raw pet food,vanB_YXcluster,13,0
Enterococcus,Raw pet food,vanB_cluster,13,0
Enterococcus,Raw pet food,vanRSPt_cluster,13,0
Enterococcus,Raw pet food,vanGZ_cluster,13,0
Enterococcus,Raw pet food,vanG_cluster,13,0
Enterococcus,Pet food,vanA_YXcluster,21,0
Enterococcus,Pet food,vanA_cluster,21,0
Enterococcus,Pet food,vanB_YXcluster,21,0
Enterococcus,Pet food,vanB_cluster,21,0
Enterococcus,Pet food,vanRSPt_cluster,21,0
Enterococcus,Pet food,vanGZ_cluster,21,0
Enterococcus,Pet food,vanG_cluster,21,0
Enterococcus,Egg,vanA_YXcluster,21,0
Enterococcus,Egg,vanA_cluster,21,0
Enterococcus,Egg,vanB_YXcluster,21,0
Enterococcus,Egg,vanB_cluster,21,0
Enterococcus,Egg,vanRSPt_cluster,21,0
Enterococcus,Egg,vanGZ_cluster,21,0
Enterococcus,Egg,vanG_cluster,21,0
Enterococcus,Fish/Seafood,vanA_YXcluster,117,0
Enterococcus,Fish/Seafood,vanA_cluster,117,1
Enterococcus,Fish/Seafood,vanB_YXcluster,117,0
Enterococcus,Fish/Seafood,vanB_cluster,117,0
Enterococcus,Fish/Seafood,vanRSPt_cluster,117,0
Enterococcus,Fish/Seafood,vanGZ_cluster,117,0
Enterococcus,Fish/Seafood,vanG_cluster,117,0
Enterococcus,Multi-product,vanA_YXcluster,95,3
Enterococcus,Multi-product,vanA_cluster,95,3
Enterococcus,Multi-product,vanB_YXcluster,95,0
Enterococcus,Multi-product,vanB_cluster,95,0
Enterococcus,Multi-product,vanRSPt_cluster,95,0
Enterococcus,Multi-product,vanGZ_cluster,95,0
Enterococcus,Multi-product,vanG_cluster,95,0
Enterococcus,Meat/Poultry,vanA_YXcluster,538,1
Enterococcus,Meat/Poultry,vanA_cluster,538,1
Enterococcus,Meat/Poultry,vanB_YXcluster,538,0
Enterococcus,Meat/Poultry,vanB_cluster,538,0
Enterococcus,Meat/Poultry,vanRSPt_cluster,538,0
Enterococcus,Meat/Poultry,vanGZ_cluster,538,0
Enterococcus,Meat/Poultry,vanG_cluster,538,0
Enterococcus,Dairy,vanA_YXcluster,118,0
Enterococcus,Dairy,vanA_cluster,118,0
Enterococcus,Dairy,vanB_YXcluster,118,0
Enterococcus,Dairy,vanB_cluster,118,0
Enterococcus,Dairy,vanRSPt_cluster,118,0
Enterococcus,Dairy,vanGZ_cluster,118,0
Enterococcus,Dairy,vanG_cluster,118,0
Enterococcus,Fruit/Vegetables,vanA_YXcluster,8,0
Enterococcus,Fruit/Vegetables,vanA_cluster,8,0
Enterococcus,Fruit/Vegetables,vanB_YXcluster,8,0
Enterococcus,Fruit/Vegetables,vanB_cluster,8,0
Enterococcus,Fruit/Vegetables,vanRSPt_cluster,8,0
Enterococcus,Fruit/Vegetables,vanGZ_cluster,8,0
Enterococcus,Fruit/Vegetables,vanG_cluster,8,0
Enterococcus,Clinical,vanA_YXcluster,23002,9545
Enterococcus,Clinical,vanA_cluster,23002,12448
Enterococcus,Clinical,vanB_YXcluster,23002,0
Enterococcus,Clinical,vanB_cluster,23002,4651
Enterococcus,Clinical,vanRSPt_cluster,23002,0
Enterococcus,Clinical,vanGZ_cluster,23002,0
Enterococcus,Clinical,vanG_cluster,23002,0
Escherichia,Animal feed,vanA_YXcluster,116,0
Escherichia,Animal feed,vanA_cluster,116,0
Escherichia,Animal feed,vanB_YXcluster,116,0
Escherichia,Animal feed,vanB_cluster,116,0
Escherichia,Animal feed,vanRSPt_cluster,116,0
Escherichia,Animal feed,vanGZ_cluster,116,0
Escherichia,Animal feed,vanG_cluster,116,0
Escherichia,Raw pet food,vanA_YXcluster,41,0
Escherichia,Raw pet food,vanA_cluster,41,0
Escherichia,Raw pet food,vanB_YXcluster,41,0
Escherichia,Raw pet food,vanB_cluster,41,0
Escherichia,Raw pet food,vanRSPt_cluster,41,0
Escherichia,Raw pet food,vanGZ_cluster,41,0
Escherichia,Raw pet food,vanG_cluster,41,0
Escherichia,Pet food,vanA_YXcluster,25,0
Escherichia,Pet food,vanA_cluster,25,0
Escherichia,Pet food,vanB_YXcluster,25,0
Escherichia,Pet food,vanB_cluster,25,0
Escherichia,Pet food,vanRSPt_cluster,25,0
Escherichia,Pet food,vanGZ_cluster,25,0
Escherichia,Pet food,vanG_cluster,25,0
Escherichia,Egg,vanA_YXcluster,103,0
Escherichia,Egg,vanA_cluster,103,0
Escherichia,Egg,vanB_YXcluster,103,0
Escherichia,Egg,vanB_cluster,103,0
Escherichia,Egg,vanRSPt_cluster,103,0
Escherichia,Egg,vanGZ_cluster,103,0
Escherichia,Egg,vanG_cluster,103,0
Escherichia,Fish/Seafood,vanA_YXcluster,337,0
Escherichia,Fish/Seafood,vanA_cluster,337,0
Escherichia,Fish/Seafood,vanB_YXcluster,337,0
Escherichia,Fish/Seafood,vanB_cluster,337,0
Escherichia,Fish/Seafood,vanRSPt_cluster,337,0
Escherichia,Fish/Seafood,vanGZ_cluster,337,0
Escherichia,Fish/Seafood,vanG_cluster,337,0
Escherichia,Multi-product,vanA_YXcluster,1541,0
Escherichia,Multi-product,vanA_cluster,1541,0
Escherichia,Multi-product,vanB_YXcluster,1541,0
Escherichia,Multi-product,vanB_cluster,1541,0
Escherichia,Multi-product,vanRSPt_cluster,1541,0
Escherichia,Multi-product,vanGZ_cluster,1541,0
Escherichia,Multi-product,vanG_cluster,1541,0
Escherichia,Meat/Poultry,vanA_YXcluster,12399,0
Escherichia,Meat/Poultry,vanA_cluster,12399,0
Escherichia,Meat/Poultry,vanB_YXcluster,12399,0
Escherichia,Meat/Poultry,vanB_cluster,12399,0
Escherichia,Meat/Poultry,vanRSPt_cluster,12399,0
Escherichia,Meat/Poultry,vanGZ_cluster,12399,0
Escherichia,Meat/Poultry,vanG_cluster,12399,0
Escherichia,Dairy,vanA_YXcluster,1408,0
Escherichia,Dairy,vanA_cluster,1408,0
Escherichia,Dairy,vanB_YXcluster,1408,0
Escherichia,Dairy,vanB_cluster,1408,0
Escherichia,Dairy,vanRSPt_cluster,1408,0
Escherichia,Dairy,vanGZ_cluster,1408,0
Escherichia,Dairy,vanG_cluster,1408,0
Escherichia,Fruit/Vegetables,vanA_YXcluster,1373,0
Escherichia,Fruit/Vegetables,vanA_cluster,1373,0
Escherichia,Fruit/Vegetables,vanB_YXcluster,1373,0
Escherichia,Fruit/Vegetables,vanB_cluster,1373,0
Escherichia,Fruit/Vegetables,vanRSPt_cluster,1373,0
Escherichia,Fruit/Vegetables,vanGZ_cluster,1373,0
Escherichia,Fruit/Vegetables,vanG_cluster,1373,0
Escherichia,Clinical,vanA_YXcluster,90808,0
Escherichia,Clinical,vanA_cluster,90808,0
Escherichia,Clinical,vanB_YXcluster,90808,0
Escherichia,Clinical,vanB_cluster,90808,1
Escherichia,Clinical,vanRSPt_cluster,90808,0
Escherichia,Clinical,vanGZ_cluster,90808,0
Escherichia,Clinical,vanG_cluster,90808,0
Klebsiella,Animal feed,vanA_YXcluster,9,0
Klebsiella,Animal feed,vanA_cluster,9,0
Klebsiella,Animal feed,vanB_YXcluster,9,0
Klebsiella,Animal feed,vanB_cluster,9,0
Klebsiella,Animal feed,vanRSPt_cluster,9,0
Klebsiella,Animal feed,vanGZ_cluster,9,0
Klebsiella,Animal feed,vanG_cluster,9,0
Klebsiella,Raw pet food,vanA_YXcluster,1,0
Klebsiella,Raw pet food,vanA_cluster,1,0
Klebsiella,Raw pet food,vanB_YXcluster,1,0
Klebsiella,Raw pet food,vanB_cluster,1,0
Klebsiella,Raw pet food,vanRSPt_cluster,1,0
Klebsiella,Raw pet food,vanGZ_cluster,1,0
Klebsiella,Raw pet food,vanG_cluster,1,0
Klebsiella,Pet food,vanA_YXcluster,5,0
Klebsiella,Pet food,vanA_cluster,5,0
Klebsiella,Pet food,vanB_YXcluster,5,0
Klebsiella,Pet food,vanB_cluster,5,0
Klebsiella,Pet food,vanRSPt_cluster,5,0
Klebsiella,Pet food,vanGZ_cluster,5,0
Klebsiella,Pet food,vanG_cluster,5,0
Klebsiella,Egg,vanA_YXcluster,1,0
Klebsiella,Egg,vanA_cluster,1,0
Klebsiella,Egg,vanB_YXcluster,1,0
Klebsiella,Egg,vanB_cluster,1,0
Klebsiella,Egg,vanRSPt_cluster,1,0
Klebsiella,Egg,vanGZ_cluster,1,0
Klebsiella,Egg,vanG_cluster,1,0
Klebsiella,Fish/Seafood,vanA_YXcluster,42,0
Klebsiella,Fish/Seafood,vanA_cluster,42,0
Klebsiella,Fish/Seafood,vanB_YXcluster,42,0
Klebsiella,Fish/Seafood,vanB_cluster,42,0
Klebsiella,Fish/Seafood,vanRSPt_cluster,42,0
Klebsiella,Fish/Seafood,vanGZ_cluster,42,0
Klebsiella,Fish/Seafood,vanG_cluster,42,0
Klebsiella,Multi-product,vanA_YXcluster,102,0
Klebsiella,Multi-product,vanA_cluster,102,0
Klebsiella,Multi-product,vanB_YXcluster,102,0
Klebsiella,Multi-product,vanB_cluster,102,0
Klebsiella,Multi-product,vanRSPt_cluster,102,0
Klebsiella,Multi-product,vanGZ_cluster,102,0
Klebsiella,Multi-product,vanG_cluster,102,0
Klebsiella,Meat/Poultry,vanA_YXcluster,215,0
Klebsiella,Meat/Poultry,vanA_cluster,215,0
Klebsiella,Meat/Poultry,vanB_YXcluster,215,0
Klebsiella,Meat/Poultry,vanB_cluster,215,0
Klebsiella,Meat/Poultry,vanRSPt_cluster,215,0
Klebsiella,Meat/Poultry,vanGZ_cluster,215,0
Klebsiella,Meat/Poultry,vanG_cluster,215,0
Klebsiella,Dairy,vanA_YXcluster,173,0
Klebsiella,Dairy,vanA_cluster,173,0
Klebsiella,Dairy,vanB_YXcluster,173,0
Klebsiella,Dairy,vanB_cluster,173,0
Klebsiella,Dairy,vanRSPt_cluster,173,0
Klebsiella,Dairy,vanGZ_cluster,173,0
Klebsiella,Dairy,vanG_cluster,173,0
Klebsiella,Fruit/Vegetables,vanA_YXcluster,93,0
Klebsiella,Fruit/Vegetables,vanA_cluster,93,0
Klebsiella,Fruit/Vegetables,vanB_YXcluster,93,0
Klebsiella,Fruit/Vegetables,vanB_cluster,93,0
Klebsiella,Fruit/Vegetables,vanRSPt_cluster,93,0
Klebsiella,Fruit/Vegetables,vanGZ_cluster,93,0
Klebsiella,Fruit/Vegetables,vanG_cluster,93,0
Klebsiella,Clinical,vanA_YXcluster,60726,1
Klebsiella,Clinical,vanA_cluster,60726,1
Klebsiella,Clinical,vanB_YXcluster,60726,0
Klebsiella,Clinical,vanB_cluster,60726,0
Klebsiella,Clinical,vanRSPt_cluster,60726,0
Klebsiella,Clinical,vanGZ_cluster,60726,0
Klebsiella,Clinical,vanG_cluster,60726,0
Kluyvera intermedia,Animal feed,vanA_YXcluster,0,0
Kluyvera intermedia,Animal feed,vanA_cluster,0,0
Kluyvera intermedia,Animal feed,vanB_YXcluster,0,0
Kluyvera intermedia,Animal feed,vanB_cluster,0,0
Kluyvera intermedia,Animal feed,vanRSPt_cluster,0,0
Kluyvera intermedia,Animal feed,vanGZ_cluster,0,0
Kluyvera intermedia,Animal feed,vanG_cluster,0,0
Kluyvera intermedia,Raw pet food,vanA_YXcluster,0,0
Kluyvera intermedia,Raw pet food,vanA_cluster,0,0
Kluyvera intermedia,Raw pet food,vanB_YXcluster,0,0
Kluyvera intermedia,Raw pet food,vanB_cluster,0,0
Kluyvera intermedia,Raw pet food,vanRSPt_cluster,0,0
Kluyvera intermedia,Raw pet food,vanGZ_cluster,0,0
Kluyvera intermedia,Raw pet food,vanG_cluster,0,0
Kluyvera intermedia,Pet food,vanA_YXcluster,0,0
Kluyvera intermedia,Pet food,vanA_cluster,0,0
Kluyvera intermedia,Pet food,vanB_YXcluster,0,0
Kluyvera intermedia,Pet food,vanB_cluster,0,0
Kluyvera intermedia,Pet food,vanRSPt_cluster,0,0
Kluyvera intermedia,Pet food,vanGZ_cluster,0,0
Kluyvera intermedia,Pet food,vanG_cluster,0,0
Kluyvera intermedia,Egg,vanA_YXcluster,0,0
Kluyvera intermedia,Egg,vanA_cluster,0,0
Kluyvera intermedia,Egg,vanB_YXcluster,0,0
Kluyvera intermedia,Egg,vanB_cluster,0,0
Kluyvera intermedia,Egg,vanRSPt_cluster,0,0
Kluyvera intermedia,Egg,vanGZ_cluster,0,0
Kluyvera intermedia,Egg,vanG_cluster,0,0
Kluyvera intermedia,Fish/Seafood,vanA_YXcluster,1,0
Kluyvera intermedia,Fish/Seafood,vanA_cluster,1,0
Kluyvera intermedia,Fish/Seafood,vanB_YXcluster,1,0
Kluyvera intermedia,Fish/Seafood,vanB_cluster,1,0
Kluyvera intermedia,Fish/Seafood,vanRSPt_cluster,1,0
Kluyvera intermedia,Fish/Seafood,vanGZ_cluster,1,0
Kluyvera intermedia,Fish/Seafood,vanG_cluster,1,0
Kluyvera intermedia,Multi-product,vanA_YXcluster,0,0
Kluyvera intermedia,Multi-product,vanA_cluster,0,0
Kluyvera intermedia,Multi-product,vanB_YXcluster,0,0
Kluyvera intermedia,Multi-product,vanB_cluster,0,0
Kluyvera intermedia,Multi-product,vanRSPt_cluster,0,0
Kluyvera intermedia,Multi-product,vanGZ_cluster,0,0
Kluyvera intermedia,Multi-product,vanG_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanA_YXcluster,0,0
Kluyvera intermedia,Meat/Poultry,vanA_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanB_YXcluster,0,0
Kluyvera intermedia,Meat/Poultry,vanB_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanRSPt_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanGZ_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanG_cluster,0,0
Kluyvera intermedia,Dairy,vanA_YXcluster,0,0
Kluyvera intermedia,Dairy,vanA_cluster,0,0
Kluyvera intermedia,Dairy,vanB_YXcluster,0,0
Kluyvera intermedia,Dairy,vanB_cluster,0,0
Kluyvera intermedia,Dairy,vanRSPt_cluster,0,0
Kluyvera intermedia,Dairy,vanGZ_cluster,0,0
Kluyvera intermedia,Dairy,vanG_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanA_YXcluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanA_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanB_YXcluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanB_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanRSPt_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanGZ_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanG_cluster,0,0
Kluyvera intermedia,Clinical,vanA_YXcluster,12,0
Kluyvera intermedia,Clinical,vanA_cluster,12,0
Kluyvera intermedia,Clinical,vanB_YXcluster,12,0
Kluyvera intermedia,Clinical,vanB_cluster,12,0
Kluyvera intermedia,Clinical,vanRSPt_cluster,12,0
Kluyvera intermedia,Clinical,vanGZ_cluster,12,0
Kluyvera intermedia,Clinical,vanG_cluster,12,0
Kosakonia,Animal feed,vanA_YXcluster,0,0
Kosakonia,Animal feed,vanA_cluster,0,0
Kosakonia,Animal feed,vanB_YXcluster,0,0
Kosakonia,Animal feed,vanB_cluster,0,0
Kosakonia,Animal feed,vanRSPt_cluster,0,0
Kosakonia,Animal feed,vanGZ_cluster,0,0
Kosakonia,Animal feed,vanG_cluster,0,0
Kosakonia,Raw pet food,vanA_YXcluster,0,0
Kosakonia,Raw pet food,vanA_cluster,0,0
Kosakonia,Raw pet food,vanB_YXcluster,0,0
Kosakonia,Raw pet food,vanB_cluster,0,0
Kosakonia,Raw pet food,vanRSPt_cluster,0,0
Kosakonia,Raw pet food,vanGZ_cluster,0,0
Kosakonia,Raw pet food,vanG_cluster,0,0
Kosakonia,Pet food,vanA_YXcluster,0,0
Kosakonia,Pet food,vanA_cluster,0,0
Kosakonia,Pet food,vanB_YXcluster,0,0
Kosakonia,Pet food,vanB_cluster,0,0
Kosakonia,Pet food,vanRSPt_cluster,0,0
Kosakonia,Pet food,vanGZ_cluster,0,0
Kosakonia,Pet food,vanG_cluster,0,0
Kosakonia,Egg,vanA_YXcluster,0,0
Kosakonia,Egg,vanA_cluster,0,0
Kosakonia,Egg,vanB_YXcluster,0,0
Kosakonia,Egg,vanB_cluster,0,0
Kosakonia,Egg,vanRSPt_cluster,0,0
Kosakonia,Egg,vanGZ_cluster,0,0
Kosakonia,Egg,vanG_cluster,0,0
Kosakonia,Fish/Seafood,vanA_YXcluster,0,0
Kosakonia,Fish/Seafood,vanA_cluster,0,0
Kosakonia,Fish/Seafood,vanB_YXcluster,0,0
Kosakonia,Fish/Seafood,vanB_cluster,0,0
Kosakonia,Fish/Seafood,vanRSPt_cluster,0,0
Kosakonia,Fish/Seafood,vanGZ_cluster,0,0
Kosakonia,Fish/Seafood,vanG_cluster,0,0
Kosakonia,Multi-product,vanA_YXcluster,0,0
Kosakonia,Multi-product,vanA_cluster,0,0
Kosakonia,Multi-product,vanB_YXcluster,0,0
Kosakonia,Multi-product,vanB_cluster,0,0
Kosakonia,Multi-product,vanRSPt_cluster,0,0
Kosakonia,Multi-product,vanGZ_cluster,0,0
Kosakonia,Multi-product,vanG_cluster,0,0
Kosakonia,Meat/Poultry,vanA_YXcluster,0,0
Kosakonia,Meat/Poultry,vanA_cluster,0,0
Kosakonia,Meat/Poultry,vanB_YXcluster,0,0
Kosakonia,Meat/Poultry,vanB_cluster,0,0
Kosakonia,Meat/Poultry,vanRSPt_cluster,0,0
Kosakonia,Meat/Poultry,vanGZ_cluster,0,0
Kosakonia,Meat/Poultry,vanG_cluster,0,0
Kosakonia,Dairy,vanA_YXcluster,0,0
Kosakonia,Dairy,vanA_cluster,0,0
Kosakonia,Dairy,vanB_YXcluster,0,0
Kosakonia,Dairy,vanB_cluster,0,0
Kosakonia,Dairy,vanRSPt_cluster,0,0
Kosakonia,Dairy,vanGZ_cluster,0,0
Kosakonia,Dairy,vanG_cluster,0,0
Kosakonia,Fruit/Vegetables,vanA_YXcluster,0,0
Kosakonia,Fruit/Vegetables,vanA_cluster,0,0
Kosakonia,Fruit/Vegetables,vanB_YXcluster,0,0
Kosakonia,Fruit/Vegetables,vanB_cluster,0,0
Kosakonia,Fruit/Vegetables,vanRSPt_cluster,0,0
Kosakonia,Fruit/Vegetables,vanGZ_cluster,0,0
Kosakonia,Fruit/Vegetables,vanG_cluster,0,0
Kosakonia,Clinical,vanA_YXcluster,0,0
Kosakonia,Clinical,vanA_cluster,0,0
Kosakonia,Clinical,vanB_YXcluster,0,0
Kosakonia,Clinical,vanB_cluster,0,0
Kosakonia,Clinical,vanRSPt_cluster,0,0
Kosakonia,Clinical,vanGZ_cluster,0,0
Kosakonia,Clinical,vanG_cluster,0,0
Listeria,Animal feed,vanA_YXcluster,362,0
Listeria,Animal feed,vanA_cluster,362,0
Listeria,Animal feed,vanB_YXcluster,362,0
Listeria,Animal feed,vanB_cluster,362,0
Listeria,Animal feed,vanRSPt_cluster,362,0
Listeria,Animal feed,vanGZ_cluster,362,0
Listeria,Animal feed,vanG_cluster,362,0
Listeria,Raw pet food,vanA_YXcluster,7,0
Listeria,Raw pet food,vanA_cluster,7,0
Listeria,Raw pet food,vanB_YXcluster,7,0
Listeria,Raw pet food,vanB_cluster,7,0
Listeria,Raw pet food,vanRSPt_cluster,7,0
Listeria,Raw pet food,vanGZ_cluster,7,0
Listeria,Raw pet food,vanG_cluster,7,0
Listeria,Pet food,vanA_YXcluster,3,0
Listeria,Pet food,vanA_cluster,3,0
Listeria,Pet food,vanB_YXcluster,3,0
Listeria,Pet food,vanB_cluster,3,0
Listeria,Pet food,vanRSPt_cluster,3,0
Listeria,Pet food,vanGZ_cluster,3,0
Listeria,Pet food,vanG_cluster,3,0
Listeria,Egg,vanA_YXcluster,13,0
Listeria,Egg,vanA_cluster,13,0
Listeria,Egg,vanB_YXcluster,13,0
Listeria,Egg,vanB_cluster,13,0
Listeria,Egg,vanRSPt_cluster,13,0
Listeria,Egg,vanGZ_cluster,13,0
Listeria,Egg,vanG_cluster,13,0
Listeria,Fish/Seafood,vanA_YXcluster,933,0
Listeria,Fish/Seafood,vanA_cluster,933,0
Listeria,Fish/Seafood,vanB_YXcluster,933,0
Listeria,Fish/Seafood,vanB_cluster,933,0
Listeria,Fish/Seafood,vanRSPt_cluster,933,0
Listeria,Fish/Seafood,vanGZ_cluster,933,0
Listeria,Fish/Seafood,vanG_cluster,933,0
