Genus,Source,Gene,number,total,Percent
Citrobacter,Meat,aph(6)-Id,4,37,10.81081081
Citrobacter,Reptile,aph(6)-Id,,,
Citrobacter,Cider,aph(6)-Id,,,
Citrobacter,Dairy,aph(6)-Id,0,2,0
Citrobacter,Slaughterhouse,aph(6)-Id,,,
Citrobacter,Farm water,aph(6)-Id,,,
Citrobacter,Flour,aph(6)-Id,,,
Citrobacter,Fruit/vegetables,aph(6)-Id,0,18,0
Citrobacter,Seeds,aph(6)-Id,,,
Citrobacter,Spice_Herbs,aph(6)-Id,,,
Citrobacter,Insect,aph(6)-Id,,,
Citrobacter,Nuts,aph(6)-Id,,,
Citrobacter,Plant,aph(6)-Id,,,
Citrobacter,Sewage,aph(6)-Id,1,12,8.333333333
Citrobacter,Wastewater,aph(6)-Id,3,45,6.666666667
Citrobacter,Water,aph(6)-Id,3,36,8.333333333
Citrobacter,Tea,aph(6)-Id,,,
Citrobacter,Clinical,blaACT,0,812,0
Citrobacter,Animal,blaACT,0,13,0
Citrobacter,Animal environment,blaACT,,,
Citrobacter,Animal feces,blaACT,,,
Citrobacter,Farm,blaACT,0,22,0
Citrobacter,Egg,blaACT,,,
Citrobacter,Farm sewage,blaACT,,,
Citrobacter,Fish/Seafood,blaACT,,,
Citrobacter,Food,blaACT,0,6,0
Citrobacter,Meat,blaACT,0,37,0
Citrobacter,Reptile,blaACT,,,
Citrobacter,Cider,blaACT,,,
Citrobacter,Dairy,blaACT,0,2,0
Citrobacter,Slaughterhouse,blaACT,,,
Citrobacter,Farm water,blaACT,,,
Citrobacter,Flour,blaACT,,,
Citrobacter,Fruit/vegetables,blaACT,0,18,0
Citrobacter,Seeds,blaACT,,,
Citrobacter,Spice_Herbs,blaACT,,,
Citrobacter,Insect,blaACT,,,
Citrobacter,Nuts,blaACT,,,
Citrobacter,Plant,blaACT,,,
Citrobacter,Sewage,blaACT,0,12,0
Citrobacter,Wastewater,blaACT,0,45,0
Citrobacter,Water,blaACT,0,36,0
Citrobacter,Tea,blaACT,,,
Citrobacter,Clinical,blaCARB,18,812,2.216748768
Citrobacter,Animal,blaCARB,0,13,0
Citrobacter,Animal environment,blaCARB,,,
Citrobacter,Animal feces,blaCARB,,,
Citrobacter,Farm,blaCARB,0,22,0
Citrobacter,Egg,blaCARB,,,
Citrobacter,Farm sewage,blaCARB,,,
Citrobacter,Fish/Seafood,blaCARB,,,
Citrobacter,Food,blaCARB,0,6,0
Citrobacter,Meat,blaCARB,0,37,0
Citrobacter,Reptile,blaCARB,,,
Citrobacter,Cider,blaCARB,,,
Citrobacter,Dairy,blaCARB,0,2,0
Citrobacter,Slaughterhouse,blaCARB,,,
Citrobacter,Farm water,blaCARB,,,
Citrobacter,Flour,blaCARB,,,
Citrobacter,Fruit/vegetables,blaCARB,0,18,0
Citrobacter,Seeds,blaCARB,,,
Citrobacter,Spice_Herbs,blaCARB,,,
Citrobacter,Insect,blaCARB,,,
Citrobacter,Nuts,blaCARB,,,
Citrobacter,Plant,blaCARB,,,
Citrobacter,Sewage,blaCARB,0,12,0
Citrobacter,Wastewater,blaCARB,2,45,4.444444444
Citrobacter,Water,blaCARB,1,36,2.777777778
Citrobacter,Tea,blaCARB,,,
Citrobacter,Clinical,blaCMY,608,812,74.87684729
Citrobacter,Animal,blaCMY,11,13,84.61538462
Citrobacter,Animal environment,blaCMY,,,
Citrobacter,Animal feces,blaCMY,,,
Citrobacter,Farm,blaCMY,15,22,68.18181818
Citrobacter,Egg,blaCMY,,,
Citrobacter,Farm sewage,blaCMY,,,
Citrobacter,Fish/Seafood,blaCMY,,,
Citrobacter,Food,blaCMY,6,6,100
Citrobacter,Meat,blaCMY,31,37,83.78378378
Citrobacter,Reptile,blaCMY,,,
Citrobacter,Cider,blaCMY,,,
Citrobacter,Dairy,blaCMY,1,2,50
Citrobacter,Slaughterhouse,blaCMY,,,
Citrobacter,Farm water,blaCMY,,,
Citrobacter,Flour,blaCMY,,,
Citrobacter,Fruit/vegetables,blaCMY,13,18,72.22222222
Citrobacter,Seeds,blaCMY,,,
Citrobacter,Spice_Herbs,blaCMY,,,
Citrobacter,Insect,blaCMY,,,
Citrobacter,Nuts,blaCMY,,,
Citrobacter,Plant,blaCMY,,,
Citrobacter,Sewage,blaCMY,11,12,91.66666667
Citrobacter,Wastewater,blaCMY,38,45,84.44444444
Citrobacter,Water,blaCMY,18,36,50
Citrobacter,Tea,blaCMY,,,
Citrobacter,Clinical,blaCMY-2,7,812,0.862068966
Citrobacter,Animal,blaCMY-2,0,13,0
Citrobacter,Animal environment,blaCMY-2,,,
Citrobacter,Animal feces,blaCMY-2,,,
Citrobacter,Farm,blaCMY-2,0,22,0
Citrobacter,Egg,blaCMY-2,,,
Citrobacter,Farm sewage,blaCMY-2,,,
Citrobacter,Fish/Seafood,blaCMY-2,,,
Citrobacter,Food,blaCMY-2,0,6,0
Citrobacter,Meat,blaCMY-2,0,37,0
Citrobacter,Reptile,blaCMY-2,,,
Citrobacter,Cider,blaCMY-2,,,
Citrobacter,Dairy,blaCMY-2,0,2,0
Citrobacter,Slaughterhouse,blaCMY-2,,,
Citrobacter,Farm water,blaCMY-2,,,
Citrobacter,Flour,blaCMY-2,,,
Citrobacter,Fruit/vegetables,blaCMY-2,1,18,5.555555556
Citrobacter,Seeds,blaCMY-2,,,
Citrobacter,Spice_Herbs,blaCMY-2,,,
Citrobacter,Insect,blaCMY-2,,,
Citrobacter,Nuts,blaCMY-2,,,
Citrobacter,Plant,blaCMY-2,,,
Citrobacter,Sewage,blaCMY-2,1,12,8.333333333
Citrobacter,Wastewater,blaCMY-2,0,45,0
Citrobacter,Water,blaCMY-2,0,36,0
Citrobacter,Tea,blaCMY-2,,,
Citrobacter,Clinical,blaCTX-M,122,812,15.02463054
Citrobacter,Animal,blaCTX-M,3,13,23.07692308
Citrobacter,Animal environment,blaCTX-M,,,
Citrobacter,Animal feces,blaCTX-M,,,
Citrobacter,Farm,blaCTX-M,0,22,0
Citrobacter,Egg,blaCTX-M,,,
Citrobacter,Farm sewage,blaCTX-M,,,
Citrobacter,Fish/Seafood,blaCTX-M,,,
Citrobacter,Food,blaCTX-M,0,6,0
Citrobacter,Meat,blaCTX-M,3,37,8.108108108
Citrobacter,Reptile,blaCTX-M,,,
Citrobacter,Cider,blaCTX-M,,,
Citrobacter,Dairy,blaCTX-M,0,2,0
Citrobacter,Slaughterhouse,blaCTX-M,,,
Citrobacter,Farm water,blaCTX-M,,,
Citrobacter,Flour,blaCTX-M,,,
Citrobacter,Fruit/vegetables,blaCTX-M,0,18,0
Citrobacter,Seeds,blaCTX-M,,,
Citrobacter,Spice_Herbs,blaCTX-M,,,
Citrobacter,Insect,blaCTX-M,,,
Citrobacter,Nuts,blaCTX-M,,,
Citrobacter,Plant,blaCTX-M,,,
Citrobacter,Sewage,blaCTX-M,1,12,8.333333333
Citrobacter,Wastewater,blaCTX-M,1,45,2.222222222
Citrobacter,Water,blaCTX-M,0,36,0
Citrobacter,Tea,blaCTX-M,,,
Citrobacter,Clinical,blaGES,1,812,0.123152709
Citrobacter,Animal,blaGES,0,13,0
Citrobacter,Animal environment,blaGES,,,
Citrobacter,Animal feces,blaGES,,,
Citrobacter,Farm,blaGES,0,22,0
Citrobacter,Egg,blaGES,,,
Citrobacter,Farm sewage,blaGES,,,
Citrobacter,Fish/Seafood,blaGES,,,
Citrobacter,Food,blaGES,0,6,0
Citrobacter,Meat,blaGES,0,37,0
Citrobacter,Reptile,blaGES,,,
Citrobacter,Cider,blaGES,,,
Citrobacter,Dairy,blaGES,0,2,0
Citrobacter,Slaughterhouse,blaGES,,,
Citrobacter,Farm water,blaGES,,,
Citrobacter,Flour,blaGES,,,
Citrobacter,Fruit/vegetables,blaGES,0,18,0
Citrobacter,Seeds,blaGES,,,
Citrobacter,Spice_Herbs,blaGES,,,
Citrobacter,Insect,blaGES,,,
Citrobacter,Nuts,blaGES,,,
Citrobacter,Plant,blaGES,,,
Citrobacter,Sewage,blaGES,0,12,0
Citrobacter,Wastewater,blaGES,2,45,4.444444444
Citrobacter,Water,blaGES,1,36,2.777777778
Citrobacter,Tea,blaGES,,,
Citrobacter,Clinical,blaIMP,23,812,2.832512315
Citrobacter,Animal,blaIMP,0,13,0
Citrobacter,Animal environment,blaIMP,,,
Citrobacter,Animal feces,blaIMP,,,
Citrobacter,Farm,blaIMP,0,22,0
Citrobacter,Egg,blaIMP,,,
Citrobacter,Farm sewage,blaIMP,,,
Citrobacter,Fish/Seafood,blaIMP,,,
Citrobacter,Food,blaIMP,0,6,0
Citrobacter,Meat,blaIMP,1,37,2.702702703
Citrobacter,Reptile,blaIMP,,,
Citrobacter,Cider,blaIMP,,,
Citrobacter,Dairy,blaIMP,0,2,0
Citrobacter,Slaughterhouse,blaIMP,,,
Citrobacter,Farm water,blaIMP,,,
Citrobacter,Flour,blaIMP,,,
Citrobacter,Fruit/vegetables,blaIMP,0,18,0
Citrobacter,Seeds,blaIMP,,,
Citrobacter,Spice_Herbs,blaIMP,,,
Citrobacter,Insect,blaIMP,,,
Citrobacter,Nuts,blaIMP,,,
Citrobacter,Plant,blaIMP,,,
Citrobacter,Sewage,blaIMP,1,12,8.333333333
Citrobacter,Wastewater,blaIMP,0,45,0
Citrobacter,Water,blaIMP,0,36,0
Citrobacter,Tea,blaIMP,,,
Citrobacter,Clinical,blaKPC,181,812,22.29064039
Citrobacter,Animal,blaKPC,3,13,23.07692308
Citrobacter,Animal environment,blaKPC,,,
Citrobacter,Animal feces,blaKPC,,,
Citrobacter,Farm,blaKPC,0,22,0
Citrobacter,Egg,blaKPC,,,
Citrobacter,Farm sewage,blaKPC,,,
Citrobacter,Fish/Seafood,blaKPC,,,
Citrobacter,Food,blaKPC,1,6,16.66666667
Citrobacter,Meat,blaKPC,5,37,13.51351351
Citrobacter,Reptile,blaKPC,,,
Citrobacter,Cider,blaKPC,,,
Citrobacter,Dairy,blaKPC,0,2,0
Citrobacter,Slaughterhouse,blaKPC,,,
Citrobacter,Farm water,blaKPC,,,
Citrobacter,Flour,blaKPC,,,
Citrobacter,Fruit/vegetables,blaKPC,0,18,0
Citrobacter,Seeds,blaKPC,,,
Citrobacter,Spice_Herbs,blaKPC,,,
Citrobacter,Insect,blaKPC,,,
Citrobacter,Nuts,blaKPC,,,
Citrobacter,Plant,blaKPC,,,
Citrobacter,Sewage,blaKPC,7,12,58.33333333
Citrobacter,Wastewater,blaKPC,10,45,22.22222222
Citrobacter,Water,blaKPC,3,36,8.333333333
Citrobacter,Tea,blaKPC,,,
Citrobacter,Clinical,blaNDM,79,812,9.729064039
Citrobacter,Animal,blaNDM,2,13,15.38461538
Citrobacter,Animal environment,blaNDM,,,
Citrobacter,Animal feces,blaNDM,,,
Citrobacter,Farm,blaNDM,0,22,0
Citrobacter,Egg,blaNDM,,,
Citrobacter,Farm sewage,blaNDM,,,
Citrobacter,Fish/Seafood,blaNDM,,,
Citrobacter,Food,blaNDM,0,6,0
Citrobacter,Meat,blaNDM,2,37,5.405405405
Citrobacter,Reptile,blaNDM,,,
Citrobacter,Cider,blaNDM,,,
Citrobacter,Dairy,blaNDM,0,2,0
Citrobacter,Slaughterhouse,blaNDM,,,
Citrobacter,Farm water,blaNDM,,,
Citrobacter,Flour,blaNDM,,,
Citrobacter,Fruit/vegetables,blaNDM,0,18,0
Citrobacter,Seeds,blaNDM,,,
Citrobacter,Spice_Herbs,blaNDM,,,
Citrobacter,Insect,blaNDM,,,
Citrobacter,Nuts,blaNDM,,,
Citrobacter,Plant,blaNDM,,,
Citrobacter,Sewage,blaNDM,1,12,8.333333333
Citrobacter,Wastewater,blaNDM,1,45,2.222222222
Citrobacter,Water,blaNDM,0,36,0
Citrobacter,Tea,blaNDM,,,
Citrobacter,Clinical,blaOXA,320,812,39.408867
Citrobacter,Animal,blaOXA,1,13,7.692307692
Citrobacter,Animal environment,blaOXA,,,
Citrobacter,Animal feces,blaOXA,,,
Citrobacter,Farm,blaOXA,0,22,0
Citrobacter,Egg,blaOXA,,,
Citrobacter,Farm sewage,blaOXA,,,
Citrobacter,Fish/Seafood,blaOXA,,,
Citrobacter,Food,blaOXA,1,6,16.66666667
Citrobacter,Meat,blaOXA,6,37,16.21621622
Citrobacter,Reptile,blaOXA,,,
Citrobacter,Cider,blaOXA,,,
Citrobacter,Dairy,blaOXA,0,2,0
Citrobacter,Slaughterhouse,blaOXA,,,
Citrobacter,Farm water,blaOXA,,,
Citrobacter,Flour,blaOXA,,,
Citrobacter,Fruit/vegetables,blaOXA,1,18,5.555555556
Citrobacter,Seeds,blaOXA,,,
Citrobacter,Spice_Herbs,blaOXA,,,
Citrobacter,Insect,blaOXA,,,
Citrobacter,Nuts,blaOXA,,,
Citrobacter,Plant,blaOXA,,,
Citrobacter,Sewage,blaOXA,7,12,58.33333333
Citrobacter,Wastewater,blaOXA,4,45,8.888888889
Citrobacter,Water,blaOXA,1,36,2.777777778
Citrobacter,Tea,blaOXA,,,
Citrobacter,Clinical,blaPER,1,812,0.123152709
Citrobacter,Animal,blaPER,0,13,0
Citrobacter,Animal environment,blaPER,,,
Citrobacter,Animal feces,blaPER,,,
Citrobacter,Farm,blaPER,0,22,0
Citrobacter,Egg,blaPER,,,
Citrobacter,Farm sewage,blaPER,,,
Citrobacter,Fish/Seafood,blaPER,,,
Citrobacter,Food,blaPER,0,6,0
Citrobacter,Meat,blaPER,0,37,0
Citrobacter,Reptile,blaPER,,,
Citrobacter,Cider,blaPER,,,
Citrobacter,Dairy,blaPER,0,2,0
Citrobacter,Slaughterhouse,blaPER,,,
Citrobacter,Farm water,blaPER,,,
Citrobacter,Flour,blaPER,,,
Citrobacter,Fruit/vegetables,blaPER,0,18,0
Citrobacter,Seeds,blaPER,,,
Citrobacter,Spice_Herbs,blaPER,,,
Citrobacter,Insect,blaPER,,,
Citrobacter,Nuts,blaPER,,,
Citrobacter,Plant,blaPER,,,
Citrobacter,Sewage,blaPER,0,12,0
Citrobacter,Wastewater,blaPER,0,45,0
Citrobacter,Water,blaPER,0,36,0
Citrobacter,Tea,blaPER,,,
Citrobacter,Clinical,blaSHV,97,812,11.94581281
Citrobacter,Animal,blaSHV,0,13,0
Citrobacter,Animal environment,blaSHV,,,
Citrobacter,Animal feces,blaSHV,,,
Citrobacter,Farm,blaSHV,0,22,0
Citrobacter,Egg,blaSHV,,,
Citrobacter,Farm sewage,blaSHV,,,
Citrobacter,Fish/Seafood,blaSHV,,,
Citrobacter,Food,blaSHV,0,6,0
Citrobacter,Meat,blaSHV,5,37,13.51351351
Citrobacter,Reptile,blaSHV,,,
Citrobacter,Cider,blaSHV,,,
Citrobacter,Dairy,blaSHV,0,2,0
Citrobacter,Slaughterhouse,blaSHV,,,
Citrobacter,Farm water,blaSHV,,,
Citrobacter,Flour,blaSHV,,,
Citrobacter,Fruit/vegetables,blaSHV,0,18,0
Citrobacter,Seeds,blaSHV,,,
Citrobacter,Spice_Herbs,blaSHV,,,
Citrobacter,Insect,blaSHV,,,
Citrobacter,Nuts,blaSHV,,,
Citrobacter,Plant,blaSHV,,,
Citrobacter,Sewage,blaSHV,0,12,0
Citrobacter,Wastewater,blaSHV,5,45,11.11111111
Citrobacter,Water,blaSHV,4,36,11.11111111
Citrobacter,Tea,blaSHV,,,
Citrobacter,Clinical,blaTEM,368,812,45.32019704
Citrobacter,Animal,blaTEM,4,13,30.76923077
Citrobacter,Animal environment,blaTEM,,,
Citrobacter,Animal feces,blaTEM,,,
Citrobacter,Farm,blaTEM,5,22,22.72727273
Citrobacter,Egg,blaTEM,,,
Citrobacter,Farm sewage,blaTEM,,,
Citrobacter,Fish/Seafood,blaTEM,,,
Citrobacter,Food,blaTEM,1,6,16.66666667
Citrobacter,Meat,blaTEM,11,37,29.72972973
Citrobacter,Reptile,blaTEM,,,
Citrobacter,Cider,blaTEM,,,
Citrobacter,Dairy,blaTEM,0,2,0
Citrobacter,Slaughterhouse,blaTEM,,,
Citrobacter,Farm water,blaTEM,,,
Citrobacter,Flour,blaTEM,,,
Citrobacter,Fruit/vegetables,blaTEM,1,18,5.555555556
Citrobacter,Seeds,blaTEM,,,
Citrobacter,Spice_Herbs,blaTEM,,,
Citrobacter,Insect,blaTEM,,,
Citrobacter,Nuts,blaTEM,,,
Citrobacter,Plant,blaTEM,,,
Citrobacter,Sewage,blaTEM,7,12,58.33333333
Citrobacter,Wastewater,blaTEM,12,45,26.66666667
Citrobacter,Water,blaTEM,3,36,8.333333333
Citrobacter,Tea,blaTEM,,,
Citrobacter,Clinical,blaVIM,23,812,2.832512315
Citrobacter,Animal,blaVIM,0,13,0
Citrobacter,Animal environment,blaVIM,,,
Citrobacter,Animal feces,blaVIM,,,
Citrobacter,Farm,blaVIM,0,22,0
Citrobacter,Egg,blaVIM,,,
Citrobacter,Farm sewage,blaVIM,,,
Citrobacter,Fish/Seafood,blaVIM,,,
Citrobacter,Food,blaVIM,0,6,0
Citrobacter,Meat,blaVIM,2,37,5.405405405
Citrobacter,Reptile,blaVIM,,,
Citrobacter,Cider,blaVIM,,,
Citrobacter,Dairy,blaVIM,0,2,0
Citrobacter,Slaughterhouse,blaVIM,,,
Citrobacter,Farm water,blaVIM,,,
Citrobacter,Flour,blaVIM,,,
Citrobacter,Fruit/vegetables,blaVIM,0,18,0
Citrobacter,Seeds,blaVIM,,,
Citrobacter,Spice_Herbs,blaVIM,,,
Citrobacter,Insect,blaVIM,,,
Citrobacter,Nuts,blaVIM,,,
Citrobacter,Plant,blaVIM,,,
Citrobacter,Sewage,blaVIM,0,12,0
Citrobacter,Wastewater,blaVIM,0,45,0
Citrobacter,Water,blaVIM,0,36,0
Citrobacter,Tea,blaVIM,,,
Citrobacter,Clinical,catA,197,812,24.26108374
Citrobacter,Animal,catA,0,13,0
Citrobacter,Animal environment,catA,,,
Citrobacter,Animal feces,catA,,,
Citrobacter,Farm,catA,7,22,31.81818182
Citrobacter,Egg,catA,,,
Citrobacter,Farm sewage,catA,,,
Citrobacter,Fish/Seafood,catA,,,
Citrobacter,Food,catA,0,6,0
Citrobacter,Meat,catA,5,37,13.51351351
Citrobacter,Reptile,catA,,,
Citrobacter,Cider,catA,,,
Citrobacter,Dairy,catA,0,2,0
Citrobacter,Slaughterhouse,catA,,,
Citrobacter,Farm water,catA,,,
Citrobacter,Flour,catA,,,
Citrobacter,Fruit/vegetables,catA,2,18,11.11111111
Citrobacter,Seeds,catA,,,
Citrobacter,Spice_Herbs,catA,,,
Citrobacter,Insect,catA,,,
Citrobacter,Nuts,catA,,,
Citrobacter,Plant,catA,,,
Citrobacter,Sewage,catA,2,12,16.66666667
Citrobacter,Wastewater,catA,12,45,26.66666667
Citrobacter,Water,catA,18,36,50
Citrobacter,Tea,catA,,,
Citrobacter,Clinical,cmlA,48,812,5.911330049
Citrobacter,Animal,cmlA,1,13,7.692307692
Citrobacter,Animal environment,cmlA,,,
Citrobacter,Animal feces,cmlA,,,
Citrobacter,Farm,cmlA,0,22,0
Citrobacter,Egg,cmlA,,,
Citrobacter,Farm sewage,cmlA,,,
Citrobacter,Fish/Seafood,cmlA,,,
Citrobacter,Food,cmlA,0,6,0
Citrobacter,Meat,cmlA,0,37,0
Citrobacter,Reptile,cmlA,,,
Citrobacter,Cider,cmlA,,,
Citrobacter,Dairy,cmlA,0,2,0
Citrobacter,Slaughterhouse,cmlA,,,
Citrobacter,Farm water,cmlA,,,
Citrobacter,Flour,cmlA,,,
Citrobacter,Fruit/vegetables,cmlA,0,18,0
Citrobacter,Seeds,cmlA,,,
Citrobacter,Spice_Herbs,cmlA,,,
Citrobacter,Insect,cmlA,,,
Citrobacter,Nuts,cmlA,,,
Citrobacter,Plant,cmlA,,,
Citrobacter,Sewage,cmlA,0,12,0
Citrobacter,Wastewater,cmlA,3,45,6.666666667
Citrobacter,Water,cmlA,1,36,2.777777778
Citrobacter,Tea,cmlA,,,
Citrobacter,Clinical,dfrA,396,812,48.76847291
Citrobacter,Animal,dfrA,3,13,23.07692308
Citrobacter,Animal environment,dfrA,,,
Citrobacter,Animal feces,dfrA,,,
Citrobacter,Farm,dfrA,5,22,22.72727273
Citrobacter,Egg,dfrA,,,
Citrobacter,Farm sewage,dfrA,,,
Citrobacter,Fish/Seafood,dfrA,,,
Citrobacter,Food,dfrA,1,6,16.66666667
Citrobacter,Meat,dfrA,13,37,35.13513514
Citrobacter,Reptile,dfrA,,,
Citrobacter,Cider,dfrA,,,
Citrobacter,Dairy,dfrA,0,2,0
Citrobacter,Slaughterhouse,dfrA,,,
Citrobacter,Farm water,dfrA,,,
Citrobacter,Flour,dfrA,,,
Citrobacter,Fruit/vegetables,dfrA,2,18,11.11111111
Citrobacter,Seeds,dfrA,,,
Citrobacter,Spice_Herbs,dfrA,,,
Citrobacter,Insect,dfrA,,,
Citrobacter,Nuts,dfrA,,,
Citrobacter,Plant,dfrA,,,
Citrobacter,Sewage,dfrA,4,12,33.33333333
Citrobacter,Wastewater,dfrA,16,45,35.55555556
Citrobacter,Water,dfrA,4,36,11.11111111
Citrobacter,Tea,dfrA,,,
Citrobacter,Clinical,mcr-,53,812,6.527093596
Citrobacter,Animal,mcr-,0,13,0
Citrobacter,Animal environment,mcr-,,,
Citrobacter,Animal feces,mcr-,,,
Citrobacter,Farm,mcr-,0,22,0
Citrobacter,Egg,mcr-,,,
Citrobacter,Farm sewage,mcr-,,,
Citrobacter,Fish/Seafood,mcr-,,,
Citrobacter,Food,mcr-,1,6,16.66666667
Citrobacter,Meat,mcr-,1,37,2.702702703
Citrobacter,Reptile,mcr-,,,
Citrobacter,Cider,mcr-,,,
Citrobacter,Dairy,mcr-,0,2,0
Citrobacter,Slaughterhouse,mcr-,,,
Citrobacter,Farm water,mcr-,,,
Citrobacter,Flour,mcr-,,,
Citrobacter,Fruit/vegetables,mcr-,1,18,5.555555556
Citrobacter,Seeds,mcr-,,,
Citrobacter,Spice_Herbs,mcr-,,,
Citrobacter,Insect,mcr-,,,
Citrobacter,Nuts,mcr-,,,
Citrobacter,Plant,mcr-,,,
Citrobacter,Sewage,mcr-,0,12,0
Citrobacter,Wastewater,mcr-,6,45,13.33333333
Citrobacter,Water,mcr-,2,36,5.555555556
Citrobacter,Tea,mcr-,,,
Citrobacter,Clinical,mcr-1,2,812,0.246305419
Citrobacter,Animal,mcr-1,0,13,0
Citrobacter,Animal environment,mcr-1,,,
Citrobacter,Animal feces,mcr-1,,,
Citrobacter,Farm,mcr-1,0,22,0
Citrobacter,Egg,mcr-1,,,
Citrobacter,Farm sewage,mcr-1,,,
Citrobacter,Fish/Seafood,mcr-1,,,
Citrobacter,Food,mcr-1,1,6,16.66666667
Citrobacter,Meat,mcr-1,0,37,0
Citrobacter,Reptile,mcr-1,,,
Citrobacter,Cider,mcr-1,,,
Citrobacter,Dairy,mcr-1,0,2,0
Citrobacter,Slaughterhouse,mcr-1,,,
Citrobacter,Farm water,mcr-1,,,
Citrobacter,Flour,mcr-1,,,
Citrobacter,Fruit/vegetables,mcr-1,1,18,5.555555556
Citrobacter,Seeds,mcr-1,,,
Citrobacter,Spice_Herbs,mcr-1,,,
Citrobacter,Insect,mcr-1,,,
Citrobacter,Nuts,mcr-1,,,
Citrobacter,Plant,mcr-1,,,
Citrobacter,Sewage,mcr-1,0,12,0
Citrobacter,Wastewater,mcr-1,0,45,0
Citrobacter,Water,mcr-1,0,36,0
Citrobacter,Tea,mcr-1,,,
Citrobacter,Clinical,mcr-9,51,812,6.280788177
Citrobacter,Animal,mcr-9,0,13,0
Citrobacter,Animal environment,mcr-9,,,
Citrobacter,Animal feces,mcr-9,,,
Citrobacter,Farm,mcr-9,0,22,0
Citrobacter,Egg,mcr-9,,,
Citrobacter,Farm sewage,mcr-9,,,
Citrobacter,Fish/Seafood,mcr-9,,,
Citrobacter,Food,mcr-9,0,6,0
Citrobacter,Meat,mcr-9,1,37,2.702702703
Citrobacter,Reptile,mcr-9,,,
Citrobacter,Cider,mcr-9,,,
Citrobacter,Dairy,mcr-9,0,2,0
Citrobacter,Slaughterhouse,mcr-9,,,
Citrobacter,Farm water,mcr-9,,,
Citrobacter,Flour,mcr-9,,,
Citrobacter,Fruit/vegetables,mcr-9,0,18,0
Citrobacter,Seeds,mcr-9,,,
Citrobacter,Spice_Herbs,mcr-9,,,
Citrobacter,Insect,mcr-9,,,
Citrobacter,Nuts,mcr-9,,,
Citrobacter,Plant,mcr-9,,,
Citrobacter,Sewage,mcr-9,0,12,0
Citrobacter,Wastewater,mcr-9,6,45,13.33333333
Citrobacter,Water,mcr-9,2,36,5.555555556
Citrobacter,Tea,mcr-9,,,
Citrobacter,Clinical,qnrS,44,812,5.418719212
Citrobacter,Animal,qnrS,3,13,23.07692308
Citrobacter,Animal environment,qnrS,,,
Citrobacter,Animal feces,qnrS,,,
Citrobacter,Farm,qnrS,0,22,0
Citrobacter,Egg,qnrS,,,
Citrobacter,Farm sewage,qnrS,,,
Citrobacter,Fish/Seafood,qnrS,,,
Citrobacter,Food,qnrS,0,6,0
Citrobacter,Meat,qnrS,3,37,8.108108108
Citrobacter,Reptile,qnrS,,,
Citrobacter,Cider,qnrS,,,
Citrobacter,Dairy,qnrS,0,2,0
Citrobacter,Slaughterhouse,qnrS,,,
Citrobacter,Farm water,qnrS,,,
Citrobacter,Flour,qnrS,,,
Citrobacter,Fruit/vegetables,qnrS,0,18,0
Citrobacter,Seeds,qnrS,,,
Citrobacter,Spice_Herbs,qnrS,,,
Citrobacter,Insect,qnrS,,,
Citrobacter,Nuts,qnrS,,,
Citrobacter,Plant,qnrS,,,
Citrobacter,Sewage,qnrS,1,12,8.333333333
Citrobacter,Wastewater,qnrS,2,45,4.444444444
Citrobacter,Water,qnrS,1,36,2.777777778
Citrobacter,Tea,qnrS,,,
Citrobacter,Clinical,sul,448,812,55.17241379
Citrobacter,Animal,sul,4,13,30.76923077
Citrobacter,Animal environment,sul,,,
Citrobacter,Animal feces,sul,,,
Citrobacter,Farm,sul,5,22,22.72727273
Citrobacter,Egg,sul,,,
Citrobacter,Farm sewage,sul,,,
Citrobacter,Fish/Seafood,sul,,,
Citrobacter,Food,sul,1,6,16.66666667
Citrobacter,Meat,sul,12,37,32.43243243
Citrobacter,Reptile,sul,,,
Citrobacter,Cider,sul,,,
Citrobacter,Dairy,sul,0,2,0
Citrobacter,Slaughterhouse,sul,,,
Citrobacter,Farm water,sul,,,
Citrobacter,Flour,sul,,,
Citrobacter,Fruit/vegetables,sul,2,18,11.11111111
Citrobacter,Seeds,sul,,,
Citrobacter,Spice_Herbs,sul,,,
Citrobacter,Insect,sul,,,
Citrobacter,Nuts,sul,,,
Citrobacter,Plant,sul,,,
Citrobacter,Sewage,sul,7,12,58.33333333
Citrobacter,Wastewater,sul,16,45,35.55555556
Citrobacter,Water,sul,7,36,19.44444444
Citrobacter,Tea,sul,,,
Citrobacter,Clinical,tet,269,812,33.12807882
Citrobacter,Animal,tet,4,13,30.76923077
Citrobacter,Animal environment,tet,,,
Citrobacter,Animal feces,tet,,,
Citrobacter,Farm,tet,5,22,22.72727273
Citrobacter,Egg,tet,,,
Citrobacter,Farm sewage,tet,,,
Citrobacter,Fish/Seafood,tet,,,
Citrobacter,Food,tet,0,6,0
Citrobacter,Meat,tet,8,37,21.62162162
Citrobacter,Reptile,tet,,,
Citrobacter,Cider,tet,,,
Citrobacter,Dairy,tet,0,2,0
Citrobacter,Slaughterhouse,tet,,,
Citrobacter,Farm water,tet,,,
Citrobacter,Flour,tet,,,
Citrobacter,Fruit/vegetables,tet,3,18,16.66666667
Citrobacter,Seeds,tet,,,
Citrobacter,Spice_Herbs,tet,,,
Citrobacter,Insect,tet,,,
Citrobacter,Nuts,tet,,,
Citrobacter,Plant,tet,,,
