Genus,Source,Gene,number,total,Percent
Acinetobacter,Clinical,qac,3486,8156,42.74153997
Acinetobacter,Animal,qac,4,39,10.25641026
Acinetobacter,Animal environment,qac,,,
Acinetobacter,Animal feces,qac,,,
Acinetobacter,Farm,qac,,,
Acinetobacter,Egg,qac,0,1,0
Acinetobacter,Farm sewage,qac,,,
Acinetobacter,Fish/Seafood,qac,0,1,0
Acinetobacter,Food,qac,,,
Acinetobacter,Meat,qac,446,1113,40.07187781
Acinetobacter,Reptile,qac,,,
Acinetobacter,Cider,qac,,,
Acinetobacter,Dairy,qac,,,
Acinetobacter,Slaughterhouse,qac,,,
Acinetobacter,Farm water,qac,,,
Acinetobacter,Flour,qac,,,
Acinetobacter,Fruit/vegetables,qac,0,3,0
Acinetobacter,Seeds,qac,,,
Acinetobacter,Spice_Herbs,qac,,,
Acinetobacter,Insect,qac,,,
Acinetobacter,Nuts,qac,,,
Acinetobacter,Plant,qac,0,5,0
Acinetobacter,Sewage,qac,,,
Acinetobacter,Wastewater,qac,0,1,0
Acinetobacter,Water,qac,0,18,0
Acinetobacter,Tea,qac,,,
Acinetobacter,Clinical,qacEdelta,3341,8156,40.9637077
Acinetobacter,Animal,qacEdelta,4,39,10.25641026
Acinetobacter,Animal environment,qacEdelta,,,
Acinetobacter,Animal feces,qacEdelta,,,
Acinetobacter,Farm,qacEdelta,,,
Acinetobacter,Egg,qacEdelta,0,1,0
Acinetobacter,Farm sewage,qacEdelta,,,
Acinetobacter,Fish/Seafood,qacEdelta,0,1,0
Acinetobacter,Food,qacEdelta,,,
Acinetobacter,Meat,qacEdelta,419,1113,37.6460018
Acinetobacter,Reptile,qacEdelta,,,
Acinetobacter,Cider,qacEdelta,,,
Acinetobacter,Dairy,qacEdelta,,,
Acinetobacter,Slaughterhouse,qacEdelta,,,
Acinetobacter,Farm water,qacEdelta,,,
Acinetobacter,Flour,qacEdelta,,,
Acinetobacter,Fruit/vegetables,qacEdelta,0,3,0
Acinetobacter,Seeds,qacEdelta,,,
Acinetobacter,Spice_Herbs,qacEdelta,,,
Acinetobacter,Insect,qacEdelta,,,
Acinetobacter,Nuts,qacEdelta,,,
Acinetobacter,Plant,qacEdelta,0,5,0
Acinetobacter,Sewage,qacEdelta,,,
Acinetobacter,Wastewater,qacEdelta,0,1,0
Acinetobacter,Water,qacEdelta,0,18,0
Acinetobacter,Tea,qacEdelta,,,
Acinetobacter,Clinical,qacC,0,8156,0
Acinetobacter,Animal,qacC,0,39,0
Acinetobacter,Animal environment,qacC,,,
Acinetobacter,Animal feces,qacC,,,
Acinetobacter,Farm,qacC,,,
Acinetobacter,Egg,qacC,0,1,0
Acinetobacter,Farm sewage,qacC,,,
Acinetobacter,Fish/Seafood,qacC,0,1,0
Acinetobacter,Food,qacC,,,
Acinetobacter,Meat,qacC,0,1113,0
Acinetobacter,Reptile,qacC,,,
Acinetobacter,Cider,qacC,,,
Acinetobacter,Dairy,qacC,,,
Acinetobacter,Slaughterhouse,qacC,,,
Acinetobacter,Farm water,qacC,,,
Acinetobacter,Flour,qacC,,,
Acinetobacter,Fruit/vegetables,qacC,0,3,0
Acinetobacter,Seeds,qacC,,,
Acinetobacter,Spice_Herbs,qacC,,,
Acinetobacter,Insect,qacC,,,
Acinetobacter,Nuts,qacC,,,
Acinetobacter,Plant,qacC,0,5,0
Acinetobacter,Sewage,qacC,,,
Acinetobacter,Wastewater,qacC,0,1,0
Acinetobacter,Water,qacC,0,18,0
Acinetobacter,Tea,qacC,,,
Acinetobacter,Clinical,"qacE,",35,8156,0.429131927
Acinetobacter,Animal,"qacE,",0,39,0
Acinetobacter,Animal environment,"qacE,",,,
Acinetobacter,Animal feces,"qacE,",,,
Acinetobacter,Farm,"qacE,",,,
Acinetobacter,Egg,"qacE,",0,1,0
Acinetobacter,Farm sewage,"qacE,",,,
Acinetobacter,Fish/Seafood,"qacE,",0,1,0
Acinetobacter,Food,"qacE,",,,
Acinetobacter,Meat,"qacE,",2,1113,0.179694519
Acinetobacter,Reptile,"qacE,",,,
Acinetobacter,Cider,"qacE,",,,
Acinetobacter,Dairy,"qacE,",,,
Acinetobacter,Slaughterhouse,"qacE,",,,
Acinetobacter,Farm water,"qacE,",,,
Acinetobacter,Flour,"qacE,",,,
Acinetobacter,Fruit/vegetables,"qacE,",0,3,0
Acinetobacter,Seeds,"qacE,",,,
Acinetobacter,Spice_Herbs,"qacE,",,,
Acinetobacter,Insect,"qacE,",,,
Acinetobacter,Nuts,"qacE,",,,
Acinetobacter,Plant,"qacE,",0,5,0
Acinetobacter,Sewage,"qacE,",,,
Acinetobacter,Wastewater,"qacE,",0,1,0
Acinetobacter,Water,"qacE,",0,18,0
Acinetobacter,Tea,"qacE,",,,
Acinetobacter,Clinical,qacA,0,8156,0
Acinetobacter,Animal,qacA,0,39,0
Acinetobacter,Animal environment,qacA,,,
Acinetobacter,Animal feces,qacA,,,
Acinetobacter,Farm,qacA,,,
Acinetobacter,Egg,qacA,0,1,0
Acinetobacter,Farm sewage,qacA,,,
Acinetobacter,Fish/Seafood,qacA,0,1,0
Acinetobacter,Food,qacA,,,
Acinetobacter,Meat,qacA,0,1113,0
Acinetobacter,Reptile,qacA,,,
Acinetobacter,Cider,qacA,,,
Acinetobacter,Dairy,qacA,,,
Acinetobacter,Slaughterhouse,qacA,,,
Acinetobacter,Farm water,qacA,,,
Acinetobacter,Flour,qacA,,,
Acinetobacter,Fruit/vegetables,qacA,0,3,0
Acinetobacter,Seeds,qacA,,,
Acinetobacter,Spice_Herbs,qacA,,,
Acinetobacter,Insect,qacA,,,
Acinetobacter,Nuts,qacA,,,
Acinetobacter,Plant,qacA,0,5,0
Acinetobacter,Sewage,qacA,,,
Acinetobacter,Wastewater,qacA,0,1,0
Acinetobacter,Water,qacA,0,18,0
Acinetobacter,Tea,qacA,,,
Acinetobacter,Clinical,qacB,0,8156,0
Acinetobacter,Animal,qacB,0,39,0
Acinetobacter,Animal environment,qacB,,,
Acinetobacter,Animal feces,qacB,,,
Acinetobacter,Farm,qacB,,,
Acinetobacter,Egg,qacB,0,1,0
Acinetobacter,Farm sewage,qacB,,,
Acinetobacter,Fish/Seafood,qacB,0,1,0
Acinetobacter,Food,qacB,,,
Acinetobacter,Meat,qacB,0,1113,0
Acinetobacter,Reptile,qacB,,,
Acinetobacter,Cider,qacB,,,
Acinetobacter,Dairy,qacB,,,
Acinetobacter,Slaughterhouse,qacB,,,
Acinetobacter,Farm water,qacB,,,
Acinetobacter,Flour,qacB,,,
Acinetobacter,Fruit/vegetables,qacB,0,3,0
Acinetobacter,Seeds,qacB,,,
Acinetobacter,Spice_Herbs,qacB,,,
Acinetobacter,Insect,qacB,,,
Acinetobacter,Nuts,qacB,,,
Acinetobacter,Plant,qacB,0,5,0
Acinetobacter,Sewage,qacB,,,
Acinetobacter,Wastewater,qacB,0,1,0
Acinetobacter,Water,qacB,0,18,0
Acinetobacter,Tea,qacB,,,
Acinetobacter,Clinical,qacF,0,8156,0
Acinetobacter,Animal,qacF,0,39,0
Acinetobacter,Animal environment,qacF,,,
Acinetobacter,Animal feces,qacF,,,
Acinetobacter,Farm,qacF,,,
Acinetobacter,Egg,qacF,0,1,0
Acinetobacter,Farm sewage,qacF,,,
Acinetobacter,Fish/Seafood,qacF,0,1,0
Acinetobacter,Food,qacF,,,
Acinetobacter,Meat,qacF,0,1113,0
Acinetobacter,Reptile,qacF,,,
Acinetobacter,Cider,qacF,,,
Acinetobacter,Dairy,qacF,,,
Acinetobacter,Slaughterhouse,qacF,,,
Acinetobacter,Farm water,qacF,,,
Acinetobacter,Flour,qacF,,,
Acinetobacter,Fruit/vegetables,qacF,0,3,0
Acinetobacter,Seeds,qacF,,,
Acinetobacter,Spice_Herbs,qacF,,,
Acinetobacter,Insect,qacF,,,
Acinetobacter,Nuts,qacF,,,
Acinetobacter,Plant,qacF,0,5,0
Acinetobacter,Sewage,qacF,,,
Acinetobacter,Wastewater,qacF,0,1,0
Acinetobacter,Water,qacF,0,18,0
Acinetobacter,Tea,qacF,,,
Acinetobacter,Clinical,qacG,2,8156,0.024521824
Acinetobacter,Animal,qacG,0,39,0
Acinetobacter,Animal environment,qacG,,,
Acinetobacter,Animal feces,qacG,,,
Acinetobacter,Farm,qacG,,,
Acinetobacter,Egg,qacG,0,1,0
Acinetobacter,Farm sewage,qacG,,,
Acinetobacter,Fish/Seafood,qacG,0,1,0
Acinetobacter,Food,qacG,,,
Acinetobacter,Meat,qacG,0,1113,0
Acinetobacter,Reptile,qacG,,,
Acinetobacter,Cider,qacG,,,
Acinetobacter,Dairy,qacG,,,
Acinetobacter,Slaughterhouse,qacG,,,
Acinetobacter,Farm water,qacG,,,
Acinetobacter,Flour,qacG,,,
Acinetobacter,Fruit/vegetables,qacG,0,3,0
Acinetobacter,Seeds,qacG,,,
Acinetobacter,Spice_Herbs,qacG,,,
Acinetobacter,Insect,qacG,,,
Acinetobacter,Nuts,qacG,,,
Acinetobacter,Plant,qacG,0,5,0
Acinetobacter,Sewage,qacG,,,
Acinetobacter,Wastewater,qacG,0,1,0
Acinetobacter,Water,qacG,0,18,0
Acinetobacter,Tea,qacG,,,
Acinetobacter,Clinical,qacH,0,8156,0
Acinetobacter,Animal,qacH,0,39,0
Acinetobacter,Animal environment,qacH,,,
Acinetobacter,Animal feces,qacH,,,
Acinetobacter,Farm,qacH,,,
Acinetobacter,Egg,qacH,0,1,0
Acinetobacter,Farm sewage,qacH,,,
Acinetobacter,Fish/Seafood,qacH,0,1,0
Acinetobacter,Food,qacH,,,
Acinetobacter,Meat,qacH,0,1113,0
Acinetobacter,Reptile,qacH,,,
Acinetobacter,Cider,qacH,,,
Acinetobacter,Dairy,qacH,,,
Acinetobacter,Slaughterhouse,qacH,,,
Acinetobacter,Farm water,qacH,,,
Acinetobacter,Flour,qacH,,,
Acinetobacter,Fruit/vegetables,qacH,0,3,0
Acinetobacter,Seeds,qacH,,,
Acinetobacter,Spice_Herbs,qacH,,,
Acinetobacter,Insect,qacH,,,
Acinetobacter,Nuts,qacH,,,
Acinetobacter,Plant,qacH,0,5,0
Acinetobacter,Sewage,qacH,,,
Acinetobacter,Wastewater,qacH,0,1,0
Acinetobacter,Water,qacH,0,18,0
Acinetobacter,Tea,qacH,,,
Acinetobacter,Clinical,qacJ,0,8156,0
Acinetobacter,Animal,qacJ,0,39,0
Acinetobacter,Animal environment,qacJ,,,
Acinetobacter,Animal feces,qacJ,,,
Acinetobacter,Farm,qacJ,,,
Acinetobacter,Egg,qacJ,0,1,0
Acinetobacter,Farm sewage,qacJ,,,
Acinetobacter,Fish/Seafood,qacJ,0,1,0
Acinetobacter,Food,qacJ,,,
Acinetobacter,Meat,qacJ,0,1113,0
Acinetobacter,Reptile,qacJ,,,
Acinetobacter,Cider,qacJ,,,
Acinetobacter,Dairy,qacJ,,,
Acinetobacter,Slaughterhouse,qacJ,,,
Acinetobacter,Farm water,qacJ,,,
Acinetobacter,Flour,qacJ,,,
Acinetobacter,Fruit/vegetables,qacJ,0,3,0
Acinetobacter,Seeds,qacJ,,,
Acinetobacter,Spice_Herbs,qacJ,,,
Acinetobacter,Insect,qacJ,,,
Acinetobacter,Nuts,qacJ,,,
Acinetobacter,Plant,qacJ,0,5,0
Acinetobacter,Sewage,qacJ,,,
Acinetobacter,Wastewater,qacJ,0,1,0
Acinetobacter,Water,qacJ,0,18,0
Acinetobacter,Tea,qacJ,,,
Acinetobacter,Clinical,qacK,0,8156,0
Acinetobacter,Animal,qacK,0,39,0
Acinetobacter,Animal environment,qacK,,,
Acinetobacter,Animal feces,qacK,,,
Acinetobacter,Farm,qacK,,,
Acinetobacter,Egg,qacK,0,1,0
Acinetobacter,Farm sewage,qacK,,,
Acinetobacter,Fish/Seafood,qacK,0,1,0
Acinetobacter,Food,qacK,,,
Acinetobacter,Meat,qacK,0,1113,0
Acinetobacter,Reptile,qacK,,,
Acinetobacter,Cider,qacK,,,
Acinetobacter,Dairy,qacK,,,
Acinetobacter,Slaughterhouse,qacK,,,
Acinetobacter,Farm water,qacK,,,
Acinetobacter,Flour,qacK,,,
Acinetobacter,Fruit/vegetables,qacK,0,3,0
Acinetobacter,Seeds,qacK,,,
Acinetobacter,Spice_Herbs,qacK,,,
Acinetobacter,Insect,qacK,,,
Acinetobacter,Nuts,qacK,,,
Acinetobacter,Plant,qacK,0,5,0
Acinetobacter,Sewage,qacK,,,
Acinetobacter,Wastewater,qacK,0,1,0
Acinetobacter,Water,qacK,0,18,0
Acinetobacter,Tea,qacK,,,
Acinetobacter,Clinical,qacL,0,8156,0
Acinetobacter,Animal,qacL,0,39,0
Acinetobacter,Animal environment,qacL,,,
Acinetobacter,Animal feces,qacL,,,
Acinetobacter,Farm,qacL,,,
Acinetobacter,Egg,qacL,0,1,0
Acinetobacter,Farm sewage,qacL,,,
Acinetobacter,Fish/Seafood,qacL,0,1,0
Acinetobacter,Food,qacL,,,
Acinetobacter,Meat,qacL,0,1113,0
Acinetobacter,Reptile,qacL,,,
Acinetobacter,Cider,qacL,,,
Acinetobacter,Dairy,qacL,,,
Acinetobacter,Slaughterhouse,qacL,,,
Acinetobacter,Farm water,qacL,,,
Acinetobacter,Flour,qacL,,,
Acinetobacter,Fruit/vegetables,qacL,0,3,0
Acinetobacter,Seeds,qacL,,,
Acinetobacter,Spice_Herbs,qacL,,,
Acinetobacter,Insect,qacL,,,
Acinetobacter,Nuts,qacL,,,
Acinetobacter,Plant,qacL,0,5,0
Acinetobacter,Sewage,qacL,,,
Acinetobacter,Wastewater,qacL,0,1,0
Acinetobacter,Water,qacL,0,18,0
Acinetobacter,Tea,qacL,,,
Acinetobacter,Clinical,qacM,0,8156,0
Acinetobacter,Animal,qacM,0,39,0
Acinetobacter,Animal environment,qacM,,,
Acinetobacter,Animal feces,qacM,,,
Acinetobacter,Farm,qacM,,,
Acinetobacter,Egg,qacM,0,1,0
Acinetobacter,Farm sewage,qacM,,,
Acinetobacter,Fish/Seafood,qacM,0,1,0
Acinetobacter,Food,qacM,,,
Acinetobacter,Meat,qacM,0,1113,0
Acinetobacter,Reptile,qacM,,,
Acinetobacter,Cider,qacM,,,
Acinetobacter,Dairy,qacM,,,
Acinetobacter,Slaughterhouse,qacM,,,
Acinetobacter,Farm water,qacM,,,
Acinetobacter,Flour,qacM,,,
Acinetobacter,Fruit/vegetables,qacM,0,3,0
Acinetobacter,Seeds,qacM,,,
Acinetobacter,Spice_Herbs,qacM,,,
Acinetobacter,Insect,qacM,,,
Acinetobacter,Nuts,qacM,,,
Acinetobacter,Plant,qacM,0,5,0
Acinetobacter,Sewage,qacM,,,
Acinetobacter,Wastewater,qacM,0,1,0
Acinetobacter,Water,qacM,0,18,0
Acinetobacter,Tea,qacM,,,
Acinetobacter,Clinical,sugE,0,8156,0
Acinetobacter,Animal,sugE,0,39,0
Acinetobacter,Animal environment,sugE,,,
Acinetobacter,Animal feces,sugE,,,
Acinetobacter,Farm,sugE,,,
Acinetobacter,Egg,sugE,0,1,0
Acinetobacter,Farm sewage,sugE,,,
Acinetobacter,Fish/Seafood,sugE,0,1,0
Acinetobacter,Food,sugE,,,
Acinetobacter,Meat,sugE,0,1113,0
Acinetobacter,Reptile,sugE,,,
Acinetobacter,Cider,sugE,,,
Acinetobacter,Dairy,sugE,,,
Acinetobacter,Slaughterhouse,sugE,,,
Acinetobacter,Farm water,sugE,,,
Acinetobacter,Flour,sugE,,,
Acinetobacter,Fruit/vegetables,sugE,0,3,0
Acinetobacter,Seeds,sugE,,,
Acinetobacter,Spice_Herbs,sugE,,,
Acinetobacter,Insect,sugE,,,
Acinetobacter,Nuts,sugE,,,
Acinetobacter,Plant,sugE,0,5,0
Acinetobacter,Sewage,sugE,,,
Acinetobacter,Wastewater,sugE,0,1,0
Acinetobacter,Water,sugE,0,18,0
Acinetobacter,Tea,sugE,,,
Acinetobacter,Clinical,bcrABC,0,8156,0
Acinetobacter,Animal,bcrABC,0,39,0
Acinetobacter,Animal environment,bcrABC,,,
Acinetobacter,Animal feces,bcrABC,,,
Acinetobacter,Farm,bcrABC,,,
Acinetobacter,Egg,bcrABC,0,1,0
Acinetobacter,Farm sewage,bcrABC,,,
Acinetobacter,Fish/Seafood,bcrABC,0,1,0
Acinetobacter,Food,bcrABC,,,
Acinetobacter,Meat,bcrABC,0,1113,0
Acinetobacter,Reptile,bcrABC,,,
Acinetobacter,Cider,bcrABC,,,
Acinetobacter,Dairy,bcrABC,,,
Acinetobacter,Slaughterhouse,bcrABC,,,
Acinetobacter,Farm water,bcrABC,,,
Acinetobacter,Flour,bcrABC,,,
Acinetobacter,Fruit/vegetables,bcrABC,0,3,0
Acinetobacter,Seeds,bcrABC,,,
Acinetobacter,Spice_Herbs,bcrABC,,,
Acinetobacter,Insect,bcrABC,,,
Acinetobacter,Nuts,bcrABC,,,
Acinetobacter,Plant,bcrABC,0,5,0
Acinetobacter,Sewage,bcrABC,,,
Acinetobacter,Wastewater,bcrABC,0,1,0
Acinetobacter,Water,bcrABC,0,18,0
Acinetobacter,Tea,bcrABC,,,
Acinetobacter,Clinical,crcB,0,8156,0
Acinetobacter,Animal,crcB,0,39,0
Acinetobacter,Animal environment,crcB,,,
Acinetobacter,Animal feces,crcB,,,
Acinetobacter,Farm,crcB,,,
Acinetobacter,Egg,crcB,0,1,0
Acinetobacter,Farm sewage,crcB,,,
Acinetobacter,Fish/Seafood,crcB,0,1,0
Acinetobacter,Food,crcB,,,
Acinetobacter,Meat,crcB,0,1113,0
Acinetobacter,Reptile,crcB,,,
Acinetobacter,Cider,crcB,,,
Acinetobacter,Dairy,crcB,,,
Acinetobacter,Slaughterhouse,crcB,,,
Acinetobacter,Farm water,crcB,,,
Acinetobacter,Flour,crcB,,,
Acinetobacter,Fruit/vegetables,crcB,0,3,0
Acinetobacter,Seeds,crcB,,,
Acinetobacter,Spice_Herbs,crcB,,,
Acinetobacter,Insect,crcB,,,
Acinetobacter,Nuts,crcB,,,
Acinetobacter,Plant,crcB,0,5,0
Acinetobacter,Sewage,crcB,,,
Acinetobacter,Wastewater,crcB,0,1,0
Acinetobacter,Water,crcB,0,18,0
Acinetobacter,Tea,crcB,,,
Acinetobacter,Clinical,srp,0,8156,0
Acinetobacter,Animal,srp,0,39,0
Acinetobacter,Animal environment,srp,,,
Acinetobacter,Animal feces,srp,,,
Acinetobacter,Farm,srp,,,
Acinetobacter,Egg,srp,0,1,0
Acinetobacter,Farm sewage,srp,,,
Acinetobacter,Fish/Seafood,srp,0,1,0
Acinetobacter,Food,srp,,,
Acinetobacter,Meat,srp,0,1113,0
Acinetobacter,Reptile,srp,,,
Acinetobacter,Cider,srp,,,
Acinetobacter,Dairy,srp,,,
Acinetobacter,Slaughterhouse,srp,,,
Acinetobacter,Farm water,srp,,,
Acinetobacter,Flour,srp,,,
Acinetobacter,Fruit/vegetables,srp,0,3,0
Acinetobacter,Seeds,srp,,,
Acinetobacter,Spice_Herbs,srp,,,
Acinetobacter,Insect,srp,,,
Acinetobacter,Nuts,srp,,,
Acinetobacter,Plant,srp,0,5,0
Acinetobacter,Sewage,srp,,,
Acinetobacter,Wastewater,srp,0,1,0
Acinetobacter,Water,srp,0,18,0
Acinetobacter,Tea,srp,,,
Acinetobacter,Clinical,smd,0,8156,0
Acinetobacter,Animal,smd,0,39,0
Acinetobacter,Animal environment,smd,,,
Acinetobacter,Animal feces,smd,,,
Acinetobacter,Farm,smd,,,
Acinetobacter,Egg,smd,0,1,0
Acinetobacter,Farm sewage,smd,,,
Acinetobacter,Fish/Seafood,smd,0,1,0
Acinetobacter,Food,smd,,,
Acinetobacter,Meat,smd,0,1113,0
Acinetobacter,Reptile,smd,,,
Acinetobacter,Cider,smd,,,
Acinetobacter,Dairy,smd,,,
Acinetobacter,Slaughterhouse,smd,,,
Acinetobacter,Farm water,smd,,,
Acinetobacter,Flour,smd,,,
Acinetobacter,Fruit/vegetables,smd,0,3,0
Acinetobacter,Seeds,smd,,,
Acinetobacter,Spice_Herbs,smd,,,
Acinetobacter,Insect,smd,,,
Acinetobacter,Nuts,smd,,,
Acinetobacter,Plant,smd,0,5,0
Acinetobacter,Sewage,smd,,,
Acinetobacter,Wastewater,smd,0,1,0
Acinetobacter,Water,smd,0,18,0
Acinetobacter,Tea,smd,,,
Acinetobacter,Clinical,sde,0,8156,0
Acinetobacter,Animal,sde,0,39,0
Acinetobacter,Animal environment,sde,,,
Acinetobacter,Animal feces,sde,,,
Acinetobacter,Farm,sde,,,
Acinetobacter,Egg,sde,0,1,0
Acinetobacter,Farm sewage,sde,,,
Acinetobacter,Fish/Seafood,sde,0,1,0
Acinetobacter,Food,sde,,,
Acinetobacter,Meat,sde,0,1113,0
Acinetobacter,Reptile,sde,,,
Acinetobacter,Cider,sde,,,
Acinetobacter,Dairy,sde,,,
Acinetobacter,Slaughterhouse,sde,,,
Acinetobacter,Farm water,sde,,,
Acinetobacter,Flour,sde,,,
Acinetobacter,Fruit/vegetables,sde,0,3,0
Acinetobacter,Seeds,sde,,,
Acinetobacter,Spice_Herbs,sde,,,
Acinetobacter,Insect,sde,,,
Acinetobacter,Nuts,sde,,,
Acinetobacter,Plant,sde,0,5,0
Acinetobacter,Sewage,sde,,,
Acinetobacter,Wastewater,sde,0,1,0
Acinetobacter,Water,sde,0,18,0
Acinetobacter,Tea,sde,,,
Aeromonas,Clinical,qac,10,35,28.57142857
Aeromonas,Animal,qac,1,2,50
Aeromonas,Animal environment,qac,0,1,0
Aeromonas,Animal feces,qac,0,1,0
Aeromonas,Farm,qac,,,
Aeromonas,Egg,qac,,,
Aeromonas,Farm sewage,qac,,,
Aeromonas,Fish/Seafood,qac,1,16,6.25
Aeromonas,Food,qac,0,1,0
Aeromonas,Meat,qac,2,5,40
Aeromonas,Reptile,qac,1,1,100
Aeromonas,Cider,qac,,,
Aeromonas,Dairy,qac,,,
Aeromonas,Slaughterhouse,qac,,,
Aeromonas,Farm water,qac,,,
Aeromonas,Flour,qac,,,
Aeromonas,Fruit/vegetables,qac,,,
Aeromonas,Seeds,qac,,,
Aeromonas,Spice_Herbs,qac,,,
Aeromonas,Insect,qac,,,
Aeromonas,Nuts,qac,,,
Aeromonas,Plant,qac,,,
Aeromonas,Sewage,qac,2,2,100
Aeromonas,Wastewater,qac,,,
Aeromonas,Water,qac,1,9,11.11111111
Aeromonas,Tea,qac,,,
Aeromonas,Clinical,qacEdelta,8,35,22.85714286
Aeromonas,Animal,qacEdelta,1,2,50
Aeromonas,Animal environment,qacEdelta,0,1,0
Aeromonas,Animal feces,qacEdelta,0,1,0
Aeromonas,Farm,qacEdelta,,,
Aeromonas,Egg,qacEdelta,,,
Aeromonas,Farm sewage,qacEdelta,,,
Aeromonas,Fish/Seafood,qacEdelta,1,16,6.25
Aeromonas,Food,qacEdelta,0,1,0
Aeromonas,Meat,qacEdelta,1,5,20
Aeromonas,Reptile,qacEdelta,0,1,0
Aeromonas,Cider,qacEdelta,,,
Aeromonas,Dairy,qacEdelta,,,
Aeromonas,Slaughterhouse,qacEdelta,,,
Aeromonas,Farm water,qacEdelta,,,
Aeromonas,Flour,qacEdelta,,,
Aeromonas,Fruit/vegetables,qacEdelta,,,
Aeromonas,Seeds,qacEdelta,,,
Aeromonas,Spice_Herbs,qacEdelta,,,
Aeromonas,Insect,qacEdelta,,,
Aeromonas,Nuts,qacEdelta,,,
Aeromonas,Plant,qacEdelta,,,
Aeromonas,Sewage,qacEdelta,2,2,100
Aeromonas,Wastewater,qacEdelta,,,
Aeromonas,Water,qacEdelta,1,9,11.11111111
Aeromonas,Tea,qacEdelta,,,
Aeromonas,Clinical,qacC,0,35,0
Aeromonas,Animal,qacC,0,2,0
Aeromonas,Animal environment,qacC,0,1,0
Aeromonas,Animal feces,qacC,0,1,0
Aeromonas,Farm,qacC,,,
Aeromonas,Egg,qacC,,,
Aeromonas,Farm sewage,qacC,,,
Aeromonas,Fish/Seafood,qacC,0,16,0
Aeromonas,Food,qacC,0,1,0
Aeromonas,Meat,qacC,0,5,0
Aeromonas,Reptile,qacC,0,1,0
Aeromonas,Cider,qacC,,,
Aeromonas,Dairy,qacC,,,
Aeromonas,Slaughterhouse,qacC,,,
Aeromonas,Farm water,qacC,,,
Aeromonas,Flour,qacC,,,
Aeromonas,Fruit/vegetables,qacC,,,
Aeromonas,Seeds,qacC,,,
Aeromonas,Spice_Herbs,qacC,,,
Aeromonas,Insect,qacC,,,
Aeromonas,Nuts,qacC,,,
Aeromonas,Plant,qacC,,,
Aeromonas,Sewage,qacC,0,2,0
Aeromonas,Wastewater,qacC,,,
Aeromonas,Water,qacC,0,9,0
Aeromonas,Tea,qacC,,,
Aeromonas,Clinical,"qacE,",0,35,0
Aeromonas,Animal,"qacE,",0,2,0
Aeromonas,Animal environment,"qacE,",0,1,0
Aeromonas,Animal feces,"qacE,",0,1,0
Aeromonas,Farm,"qacE,",,,
Aeromonas,Egg,"qacE,",,,
Aeromonas,Farm sewage,"qacE,",,,
Aeromonas,Fish/Seafood,"qacE,",0,16,0
Aeromonas,Food,"qacE,",0,1,0
Aeromonas,Meat,"qacE,",0,5,0
Aeromonas,Reptile,"qacE,",0,1,0
Aeromonas,Cider,"qacE,",,,
Aeromonas,Dairy,"qacE,",,,
Aeromonas,Slaughterhouse,"qacE,",,,
Aeromonas,Farm water,"qacE,",,,
Aeromonas,Flour,"qacE,",,,
Aeromonas,Fruit/vegetables,"qacE,",,,
Aeromonas,Seeds,"qacE,",,,
Aeromonas,Spice_Herbs,"qacE,",,,
Aeromonas,Insect,"qacE,",,,
Aeromonas,Nuts,"qacE,",,,
Aeromonas,Plant,"qacE,",,,
Aeromonas,Sewage,"qacE,",0,2,0
Aeromonas,Wastewater,"qacE,",,,
Aeromonas,Water,"qacE,",0,9,0
Aeromonas,Tea,"qacE,",,,
Aeromonas,Clinical,qacA,0,35,0
Aeromonas,Animal,qacA,0,2,0
Aeromonas,Animal environment,qacA,0,1,0
Aeromonas,Animal feces,qacA,0,1,0
Aeromonas,Farm,qacA,,,
Aeromonas,Egg,qacA,,,
Aeromonas,Farm sewage,qacA,,,
Aeromonas,Fish/Seafood,qacA,0,16,0
Aeromonas,Food,qacA,0,1,0
Aeromonas,Meat,qacA,0,5,0
Aeromonas,Reptile,qacA,0,1,0
Aeromonas,Cider,qacA,,,
Aeromonas,Dairy,qacA,,,
Aeromonas,Slaughterhouse,qacA,,,
Aeromonas,Farm water,qacA,,,
Aeromonas,Flour,qacA,,,
Aeromonas,Fruit/vegetables,qacA,,,
Aeromonas,Seeds,qacA,,,
Aeromonas,Spice_Herbs,qacA,,,
Aeromonas,Insect,qacA,,,
Aeromonas,Nuts,qacA,,,
Aeromonas,Plant,qacA,,,
Aeromonas,Sewage,qacA,0,2,0
Aeromonas,Wastewater,qacA,,,
Aeromonas,Water,qacA,0,9,0
Aeromonas,Tea,qacA,,,
Aeromonas,Clinical,qacB,0,35,0
Aeromonas,Animal,qacB,0,2,0
Aeromonas,Animal environment,qacB,0,1,0
Aeromonas,Animal feces,qacB,0,1,0
Aeromonas,Farm,qacB,,,
Aeromonas,Egg,qacB,,,
Aeromonas,Farm sewage,qacB,,,
Aeromonas,Fish/Seafood,qacB,0,16,0
Aeromonas,Food,qacB,0,1,0
Aeromonas,Meat,qacB,0,5,0
Aeromonas,Reptile,qacB,0,1,0
Aeromonas,Cider,qacB,,,
Aeromonas,Dairy,qacB,,,
Aeromonas,Slaughterhouse,qacB,,,
Aeromonas,Farm water,qacB,,,
Aeromonas,Flour,qacB,,,
Aeromonas,Fruit/vegetables,qacB,,,
Aeromonas,Seeds,qacB,,,
Aeromonas,Spice_Herbs,qacB,,,
Aeromonas,Insect,qacB,,,
Aeromonas,Nuts,qacB,,,
