Genus,Source,Class,number,total,Percent
Escherichia coli,Animal feces,fosfomycin,1000,12396,8.067118425
Escherichia coli,Farm,fosfomycin,1044,6060,17.22772277
Escherichia coli,Egg,fosfomycin,12,28,42.85714286
Escherichia coli,Farm sewage,fosfomycin,,,
Escherichia coli,Fish/Seafood,fosfomycin,28,440,6.363636364
Escherichia coli,Food,fosfomycin,511,5138,9.945504087
Escherichia coli,Meat,fosfomycin,3882,24090,16.11457036
Escherichia coli,Reptile,fosfomycin,0,10,0
Escherichia coli,Cider,fosfomycin,2,14,14.28571429
Escherichia coli,Dairy,fosfomycin,81,969,8.359133127
Escherichia coli,Slaughterhouse,fosfomycin,162,681,23.78854626
Escherichia coli,Farm water,fosfomycin,3,45,6.666666667
Escherichia coli,Flour,fosfomycin,13,84,15.47619048
Escherichia coli,Fruit/vegetables,fosfomycin,89,763,11.66448231
Escherichia coli,Seeds,fosfomycin,,,
Escherichia coli,Spice_Herbs,fosfomycin,6,88,6.818181818
Escherichia coli,Insect,fosfomycin,20,46,43.47826087
Escherichia coli,Nuts,fosfomycin,0,29,0
Escherichia coli,Plant,fosfomycin,0,16,0
Escherichia coli,Sewage,fosfomycin,140,660,21.21212121
Escherichia coli,Wastewater,fosfomycin,216,1230,17.56097561
Escherichia coli,Water,fosfomycin,223,1464,15.23224044
Escherichia coli,Tea,fosfomycin,,,
Escherichia coli,Clinical,fusidic acid,0,40973,0
Escherichia coli,Animal,fusidic acid,0,19822,0
Escherichia coli,Animal environment,fusidic acid,0,170,0
Escherichia coli,Animal feces,fusidic acid,0,12396,0
Escherichia coli,Farm,fusidic acid,0,6060,0
Escherichia coli,Egg,fusidic acid,0,28,0
Escherichia coli,Farm sewage,fusidic acid,,,
Escherichia coli,Fish/Seafood,fusidic acid,0,440,0
Escherichia coli,Food,fusidic acid,0,5138,0
Escherichia coli,Meat,fusidic acid,0,24090,0
Escherichia coli,Reptile,fusidic acid,0,10,0
Escherichia coli,Cider,fusidic acid,0,14,0
Escherichia coli,Dairy,fusidic acid,0,969,0
Escherichia coli,Slaughterhouse,fusidic acid,0,681,0
Escherichia coli,Farm water,fusidic acid,0,45,0
Escherichia coli,Flour,fusidic acid,0,84,0
Escherichia coli,Fruit/vegetables,fusidic acid,0,763,0
Escherichia coli,Seeds,fusidic acid,,,
Escherichia coli,Spice_Herbs,fusidic acid,0,88,0
Escherichia coli,Insect,fusidic acid,0,46,0
Escherichia coli,Nuts,fusidic acid,0,29,0
Escherichia coli,Plant,fusidic acid,0,16,0
Escherichia coli,Sewage,fusidic acid,0,660,0
Escherichia coli,Wastewater,fusidic acid,0,1230,0
Escherichia coli,Water,fusidic acid,0,1464,0
Escherichia coli,Tea,fusidic acid,,,
Escherichia coli,Clinical,glycopeptide,3,40973,0.007321895
Escherichia coli,Animal,glycopeptide,0,19822,0
Escherichia coli,Animal environment,glycopeptide,0,170,0
Escherichia coli,Animal feces,glycopeptide,0,12396,0
Escherichia coli,Farm,glycopeptide,0,6060,0
Escherichia coli,Egg,glycopeptide,0,28,0
Escherichia coli,Farm sewage,glycopeptide,,,
Escherichia coli,Fish/Seafood,glycopeptide,0,440,0
Escherichia coli,Food,glycopeptide,0,5138,0
Escherichia coli,Meat,glycopeptide,0,24090,0
Escherichia coli,Reptile,glycopeptide,0,10,0
Escherichia coli,Cider,glycopeptide,0,14,0
Escherichia coli,Dairy,glycopeptide,0,969,0
Escherichia coli,Slaughterhouse,glycopeptide,0,681,0
Escherichia coli,Farm water,glycopeptide,0,45,0
Escherichia coli,Flour,glycopeptide,0,84,0
Escherichia coli,Fruit/vegetables,glycopeptide,0,763,0
Escherichia coli,Seeds,glycopeptide,,,
Escherichia coli,Spice_Herbs,glycopeptide,0,88,0
Escherichia coli,Insect,glycopeptide,0,46,0
Escherichia coli,Nuts,glycopeptide,0,29,0
Escherichia coli,Plant,glycopeptide,0,16,0
Escherichia coli,Sewage,glycopeptide,0,660,0
Escherichia coli,Wastewater,glycopeptide,0,1230,0
Escherichia coli,Water,glycopeptide,0,1464,0
Escherichia coli,Tea,glycopeptide,,,
Escherichia coli,Clinical,MLS,1,40973,0.002440632
Escherichia coli,Animal,MLS,0,19822,0
Escherichia coli,Animal environment,MLS,0,170,0
Escherichia coli,Animal feces,MLS,0,12396,0
Escherichia coli,Farm,MLS,0,6060,0
Escherichia coli,Egg,MLS,0,28,0
Escherichia coli,Farm sewage,MLS,,,
Escherichia coli,Fish/Seafood,MLS,0,440,0
Escherichia coli,Food,MLS,0,5138,0
Escherichia coli,Meat,MLS,0,24090,0
Escherichia coli,Reptile,MLS,0,10,0
Escherichia coli,Cider,MLS,0,14,0
Escherichia coli,Dairy,MLS,0,969,0
Escherichia coli,Slaughterhouse,MLS,0,681,0
Escherichia coli,Farm water,MLS,0,45,0
Escherichia coli,Flour,MLS,0,84,0
Escherichia coli,Fruit/vegetables,MLS,0,763,0
Escherichia coli,Seeds,MLS,,,
Escherichia coli,Spice_Herbs,MLS,0,88,0
Escherichia coli,Insect,MLS,0,46,0
Escherichia coli,Nuts,MLS,0,29,0
Escherichia coli,Plant,MLS,0,16,0
Escherichia coli,Sewage,MLS,0,660,0
Escherichia coli,Wastewater,MLS,0,1230,0
Escherichia coli,Water,MLS,0,1464,0
Escherichia coli,Tea,MLS,,,
Escherichia coli,Clinical,macrolide,9376,40973,22.88336221
Escherichia coli,Animal,macrolide,1136,19822,5.731005953
Escherichia coli,Animal environment,macrolide,14,170,8.235294118
Escherichia coli,Animal feces,macrolide,920,12396,7.421748951
Escherichia coli,Farm,macrolide,648,6060,10.69306931
Escherichia coli,Egg,macrolide,0,28,0
Escherichia coli,Farm sewage,macrolide,,,
Escherichia coli,Fish/Seafood,macrolide,16,440,3.636363636
Escherichia coli,Food,macrolide,812,5138,15.80381471
Escherichia coli,Meat,macrolide,3675,24090,15.25529265
Escherichia coli,Reptile,macrolide,0,10,0
Escherichia coli,Cider,macrolide,0,14,0
Escherichia coli,Dairy,macrolide,9,969,0.92879257
Escherichia coli,Slaughterhouse,macrolide,111,681,16.29955947
Escherichia coli,Farm water,macrolide,3,45,6.666666667
Escherichia coli,Flour,macrolide,0,84,0
Escherichia coli,Fruit/vegetables,macrolide,38,763,4.98034076
Escherichia coli,Seeds,macrolide,,,
Escherichia coli,Spice_Herbs,macrolide,0,88,0
Escherichia coli,Insect,macrolide,0,46,0
Escherichia coli,Nuts,macrolide,0,29,0
Escherichia coli,Plant,macrolide,0,16,0
Escherichia coli,Sewage,macrolide,278,660,42.12121212
Escherichia coli,Wastewater,macrolide,266,1230,21.62601626
Escherichia coli,Water,macrolide,136,1464,9.289617486
Escherichia coli,Tea,macrolide,,,
Escherichia coli,Clinical,"lincosamide,",233,40973,0.568667171
Escherichia coli,Animal,"lincosamide,",204,19822,1.02915952
Escherichia coli,Animal environment,"lincosamide,",0,170,0
Escherichia coli,Animal feces,"lincosamide,",72,12396,0.580832527
Escherichia coli,Farm,"lincosamide,",24,6060,0.396039604
Escherichia coli,Egg,"lincosamide,",0,28,0
Escherichia coli,Farm sewage,"lincosamide,",,,
Escherichia coli,Fish/Seafood,"lincosamide,",0,440,0
Escherichia coli,Food,"lincosamide,",266,5138,5.177111717
Escherichia coli,Meat,"lincosamide,",252,24090,1.04607721
Escherichia coli,Reptile,"lincosamide,",0,10,0
Escherichia coli,Cider,"lincosamide,",0,14,0
Escherichia coli,Dairy,"lincosamide,",3,969,0.309597523
Escherichia coli,Slaughterhouse,"lincosamide,",87,681,12.7753304
Escherichia coli,Farm water,"lincosamide,",0,45,0
Escherichia coli,Flour,"lincosamide,",0,84,0
Escherichia coli,Fruit/vegetables,"lincosamide,",7,763,0.917431193
Escherichia coli,Seeds,"lincosamide,",,,
Escherichia coli,Spice_Herbs,"lincosamide,",0,88,0
Escherichia coli,Insect,"lincosamide,",0,46,0
Escherichia coli,Nuts,"lincosamide,",0,29,0
Escherichia coli,Plant,"lincosamide,",0,16,0
Escherichia coli,Sewage,"lincosamide,",18,660,2.727272727
Escherichia coli,Wastewater,"lincosamide,",4,1230,0.325203252
Escherichia coli,Water,"lincosamide,",18,1464,1.229508197
Escherichia coli,Tea,"lincosamide,",,,
Escherichia coli,Clinical,lincosamide_streptogramin,0,40973,0
Escherichia coli,Animal,lincosamide_streptogramin,0,19822,0
Escherichia coli,Animal environment,lincosamide_streptogramin,0,170,0
Escherichia coli,Animal feces,lincosamide_streptogramin,0,12396,0
Escherichia coli,Farm,lincosamide_streptogramin,0,6060,0
Escherichia coli,Egg,lincosamide_streptogramin,0,28,0
Escherichia coli,Farm sewage,lincosamide_streptogramin,,,
Escherichia coli,Fish/Seafood,lincosamide_streptogramin,0,440,0
Escherichia coli,Food,lincosamide_streptogramin,0,5138,0
Escherichia coli,Meat,lincosamide_streptogramin,3,24090,0.0124533
Escherichia coli,Reptile,lincosamide_streptogramin,0,10,0
Escherichia coli,Cider,lincosamide_streptogramin,0,14,0
Escherichia coli,Dairy,lincosamide_streptogramin,0,969,0
Escherichia coli,Slaughterhouse,lincosamide_streptogramin,0,681,0
Escherichia coli,Farm water,lincosamide_streptogramin,0,45,0
Escherichia coli,Flour,lincosamide_streptogramin,0,84,0
Escherichia coli,Fruit/vegetables,lincosamide_streptogramin,0,763,0
Escherichia coli,Seeds,lincosamide_streptogramin,,,
Escherichia coli,Spice_Herbs,lincosamide_streptogramin,0,88,0
Escherichia coli,Insect,lincosamide_streptogramin,0,46,0
Escherichia coli,Nuts,lincosamide_streptogramin,0,29,0
Escherichia coli,Plant,lincosamide_streptogramin,0,16,0
Escherichia coli,Sewage,lincosamide_streptogramin,0,660,0
Escherichia coli,Wastewater,lincosamide_streptogramin,0,1230,0
Escherichia coli,Water,lincosamide_streptogramin,0,1464,0
Escherichia coli,Tea,lincosamide_streptogramin,,,
Escherichia coli,Clinical,mupirocin,0,40973,0
Escherichia coli,Animal,mupirocin,0,19822,0
Escherichia coli,Animal environment,mupirocin,0,170,0
Escherichia coli,Animal feces,mupirocin,0,12396,0
Escherichia coli,Farm,mupirocin,0,6060,0
Escherichia coli,Egg,mupirocin,0,28,0
Escherichia coli,Farm sewage,mupirocin,,,
Escherichia coli,Fish/Seafood,mupirocin,0,440,0
Escherichia coli,Food,mupirocin,0,5138,0
Escherichia coli,Meat,mupirocin,0,24090,0
Escherichia coli,Reptile,mupirocin,0,10,0
Escherichia coli,Cider,mupirocin,0,14,0
Escherichia coli,Dairy,mupirocin,0,969,0
Escherichia coli,Slaughterhouse,mupirocin,0,681,0
Escherichia coli,Farm water,mupirocin,0,45,0
Escherichia coli,Flour,mupirocin,0,84,0
Escherichia coli,Fruit/vegetables,mupirocin,0,763,0
Escherichia coli,Seeds,mupirocin,,,
Escherichia coli,Spice_Herbs,mupirocin,0,88,0
Escherichia coli,Insect,mupirocin,0,46,0
Escherichia coli,Nuts,mupirocin,0,29,0
Escherichia coli,Plant,mupirocin,0,16,0
Escherichia coli,Sewage,mupirocin,0,660,0
Escherichia coli,Wastewater,mupirocin,0,1230,0
Escherichia coli,Water,mupirocin,0,1464,0
Escherichia coli,Tea,mupirocin,,,
Escherichia coli,Clinical,nitroimidazole,0,40973,0
Escherichia coli,Animal,nitroimidazole,0,19822,0
Escherichia coli,Animal environment,nitroimidazole,0,170,0
Escherichia coli,Animal feces,nitroimidazole,0,12396,0
Escherichia coli,Farm,nitroimidazole,0,6060,0
Escherichia coli,Egg,nitroimidazole,0,28,0
Escherichia coli,Farm sewage,nitroimidazole,,,
Escherichia coli,Fish/Seafood,nitroimidazole,0,440,0
Escherichia coli,Food,nitroimidazole,0,5138,0
Escherichia coli,Meat,nitroimidazole,0,24090,0
Escherichia coli,Reptile,nitroimidazole,0,10,0
Escherichia coli,Cider,nitroimidazole,0,14,0
Escherichia coli,Dairy,nitroimidazole,0,969,0
Escherichia coli,Slaughterhouse,nitroimidazole,0,681,0
Escherichia coli,Farm water,nitroimidazole,0,45,0
Escherichia coli,Flour,nitroimidazole,0,84,0
Escherichia coli,Fruit/vegetables,nitroimidazole,0,763,0
Escherichia coli,Seeds,nitroimidazole,,,
Escherichia coli,Spice_Herbs,nitroimidazole,0,88,0
Escherichia coli,Insect,nitroimidazole,0,46,0
Escherichia coli,Nuts,nitroimidazole,0,29,0
Escherichia coli,Plant,nitroimidazole,0,16,0
Escherichia coli,Sewage,nitroimidazole,0,660,0
Escherichia coli,Wastewater,nitroimidazole,0,1230,0
Escherichia coli,Water,nitroimidazole,0,1464,0
Escherichia coli,Tea,nitroimidazole,,,
Escherichia coli,Clinical,phenicol,7821,40973,19.08818002
Escherichia coli,Animal,phenicol,3084,19822,15.55847039
Escherichia coli,Animal environment,phenicol,16,170,9.411764706
Escherichia coli,Animal feces,phenicol,2576,12396,20.78089706
Escherichia coli,Farm,phenicol,1098,6060,18.11881188
Escherichia coli,Egg,phenicol,0,28,0
Escherichia coli,Farm sewage,phenicol,,,
Escherichia coli,Fish/Seafood,phenicol,32,440,7.272727273
Escherichia coli,Food,phenicol,1141,5138,22.20708447
Escherichia coli,Meat,phenicol,3828,24090,15.89041096
Escherichia coli,Reptile,phenicol,2,10,20
Escherichia coli,Cider,phenicol,0,14,0
Escherichia coli,Dairy,phenicol,33,969,3.405572755
Escherichia coli,Slaughterhouse,phenicol,165,681,24.22907489
Escherichia coli,Farm water,phenicol,0,45,0
Escherichia coli,Flour,phenicol,0,84,0
Escherichia coli,Fruit/vegetables,phenicol,91,763,11.9266055
Escherichia coli,Seeds,phenicol,,,
Escherichia coli,Spice_Herbs,phenicol,8,88,9.090909091
Escherichia coli,Insect,phenicol,0,46,0
Escherichia coli,Nuts,phenicol,0,29,0
Escherichia coli,Plant,phenicol,0,16,0
Escherichia coli,Sewage,phenicol,198,660,30
Escherichia coli,Wastewater,phenicol,178,1230,14.47154472
Escherichia coli,Water,phenicol,215,1464,14.68579235
Escherichia coli,Tea,phenicol,,,
Escherichia coli,Clinical,pluromutilin,0,40973,0
Escherichia coli,Animal,pluromutilin,0,19822,0
Escherichia coli,Animal environment,pluromutilin,0,170,0
Escherichia coli,Animal feces,pluromutilin,0,12396,0
Escherichia coli,Farm,pluromutilin,0,6060,0
Escherichia coli,Egg,pluromutilin,0,28,0
Escherichia coli,Farm sewage,pluromutilin,,,
Escherichia coli,Fish/Seafood,pluromutilin,0,440,0
Escherichia coli,Food,pluromutilin,0,5138,0
Escherichia coli,Meat,pluromutilin,0,24090,0
Escherichia coli,Reptile,pluromutilin,0,10,0
Escherichia coli,Cider,pluromutilin,0,14,0
Escherichia coli,Dairy,pluromutilin,0,969,0
Escherichia coli,Slaughterhouse,pluromutilin,0,681,0
Escherichia coli,Farm water,pluromutilin,0,45,0
Escherichia coli,Flour,pluromutilin,0,84,0
Escherichia coli,Fruit/vegetables,pluromutilin,0,763,0
Escherichia coli,Seeds,pluromutilin,,,
Escherichia coli,Spice_Herbs,pluromutilin,0,88,0
Escherichia coli,Insect,pluromutilin,0,46,0
Escherichia coli,Nuts,pluromutilin,0,29,0
Escherichia coli,Plant,pluromutilin,0,16,0
Escherichia coli,Sewage,pluromutilin,0,660,0
Escherichia coli,Wastewater,pluromutilin,0,1230,0
Escherichia coli,Water,pluromutilin,0,1464,0
Escherichia coli,Tea,pluromutilin,,,
Escherichia coli,Clinical,polymyxin,1017,40973,2.482122373
Escherichia coli,Animal,polymyxin,426,19822,2.149127232
Escherichia coli,Animal environment,polymyxin,0,170,0
Escherichia coli,Animal feces,polymyxin,24,12396,0.193610842
Escherichia coli,Farm,polymyxin,210,6060,3.465346535
Escherichia coli,Egg,polymyxin,0,28,0
Escherichia coli,Farm sewage,polymyxin,,,
Escherichia coli,Fish/Seafood,polymyxin,0,440,0
Escherichia coli,Food,polymyxin,567,5138,11.03542234
Escherichia coli,Meat,polymyxin,303,24090,1.257783313
Escherichia coli,Reptile,polymyxin,0,10,0
Escherichia coli,Cider,polymyxin,0,14,0
Escherichia coli,Dairy,polymyxin,15,969,1.547987616
Escherichia coli,Slaughterhouse,polymyxin,75,681,11.01321586
Escherichia coli,Farm water,polymyxin,0,45,0
Escherichia coli,Flour,polymyxin,0,84,0
Escherichia coli,Fruit/vegetables,polymyxin,10,763,1.31061599
Escherichia coli,Seeds,polymyxin,,,
Escherichia coli,Spice_Herbs,polymyxin,0,88,0
Escherichia coli,Insect,polymyxin,0,46,0
Escherichia coli,Nuts,polymyxin,0,29,0
Escherichia coli,Plant,polymyxin,0,16,0
Escherichia coli,Sewage,polymyxin,16,660,2.424242424
Escherichia coli,Wastewater,polymyxin,2,1230,0.162601626
Escherichia coli,Water,polymyxin,29,1464,1.980874317
Escherichia coli,Tea,polymyxin,,,
Escherichia coli,Clinical,quinolone,17489,40973,42.68420667
Escherichia coli,Animal,quinolone,3468,19822,17.49571184
Escherichia coli,Animal environment,quinolone,18,170,10.58823529
Escherichia coli,Animal feces,quinolone,1788,12396,14.42400774
Escherichia coli,Farm,quinolone,1368,6060,22.57425743
Escherichia coli,Egg,quinolone,0,28,0
Escherichia coli,Farm sewage,quinolone,,,
Escherichia coli,Fish/Seafood,quinolone,114,440,25.90909091
Escherichia coli,Food,quinolone,1575,5138,30.65395095
Escherichia coli,Meat,quinolone,7377,24090,30.62266501
Escherichia coli,Reptile,quinolone,2,10,20
Escherichia coli,Cider,quinolone,2,14,14.28571429
Escherichia coli,Dairy,quinolone,72,969,7.430340557
Escherichia coli,Slaughterhouse,quinolone,285,681,41.85022026
Escherichia coli,Farm water,quinolone,6,45,13.33333333
Escherichia coli,Flour,quinolone,1,84,1.19047619
Escherichia coli,Fruit/vegetables,quinolone,136,763,17.82437746
Escherichia coli,Seeds,quinolone,,,
Escherichia coli,Spice_Herbs,quinolone,14,88,15.90909091
Escherichia coli,Insect,quinolone,4,46,8.695652174
Escherichia coli,Nuts,quinolone,0,29,0
Escherichia coli,Plant,quinolone,0,16,0
Escherichia coli,Sewage,quinolone,458,660,69.39393939
Escherichia coli,Wastewater,quinolone,588,1230,47.80487805
Escherichia coli,Water,quinolone,377,1464,25.75136612
Escherichia coli,Tea,quinolone,,,
Escherichia coli,Clinical,rifamycin,582,40973,1.420447612
Escherichia coli,Animal,rifamycin,74,19822,0.373322571
Escherichia coli,Animal environment,rifamycin,0,170,0
Escherichia coli,Animal feces,rifamycin,24,12396,0.193610842
Escherichia coli,Farm,rifamycin,108,6060,1.782178218
Escherichia coli,Egg,rifamycin,0,28,0
Escherichia coli,Farm sewage,rifamycin,,,
Escherichia coli,Fish/Seafood,rifamycin,6,440,1.363636364
Escherichia coli,Food,rifamycin,175,5138,3.40599455
Escherichia coli,Meat,rifamycin,204,24090,0.846824408
Escherichia coli,Reptile,rifamycin,0,10,0
Escherichia coli,Cider,rifamycin,0,14,0
Escherichia coli,Dairy,rifamycin,0,969,0
Escherichia coli,Slaughterhouse,rifamycin,15,681,2.202643172
Escherichia coli,Farm water,rifamycin,3,45,6.666666667
Escherichia coli,Flour,rifamycin,0,84,0
Escherichia coli,Fruit/vegetables,rifamycin,3,763,0.393184797
Escherichia coli,Seeds,rifamycin,,,
Escherichia coli,Spice_Herbs,rifamycin,0,88,0
Escherichia coli,Insect,rifamycin,0,46,0
Escherichia coli,Nuts,rifamycin,0,29,0
Escherichia coli,Plant,rifamycin,0,16,0
Escherichia coli,Sewage,rifamycin,24,660,3.636363636
Escherichia coli,Wastewater,rifamycin,10,1230,0.81300813
Escherichia coli,Water,rifamycin,8,1464,0.546448087
Escherichia coli,Tea,rifamycin,,,
Escherichia coli,Clinical,streptogramin,0,40973,0
Escherichia coli,Animal,streptogramin,0,19822,0
Escherichia coli,Animal environment,streptogramin,0,170,0
Escherichia coli,Animal feces,streptogramin,0,12396,0
Escherichia coli,Farm,streptogramin,0,6060,0
Escherichia coli,Egg,streptogramin,0,28,0
Escherichia coli,Farm sewage,streptogramin,,,
Escherichia coli,Fish/Seafood,streptogramin,0,440,0
Escherichia coli,Food,streptogramin,0,5138,0
Escherichia coli,Meat,streptogramin,3,24090,0.0124533
Escherichia coli,Reptile,streptogramin,0,10,0
Escherichia coli,Cider,streptogramin,0,14,0
Escherichia coli,Dairy,streptogramin,0,969,0
Escherichia coli,Slaughterhouse,streptogramin,0,681,0
Escherichia coli,Farm water,streptogramin,0,45,0
Escherichia coli,Flour,streptogramin,0,84,0
Escherichia coli,Fruit/vegetables,streptogramin,0,763,0
Escherichia coli,Seeds,streptogramin,,,
Escherichia coli,Spice_Herbs,streptogramin,0,88,0
Escherichia coli,Insect,streptogramin,0,46,0
Escherichia coli,Nuts,streptogramin,0,29,0
Escherichia coli,Plant,streptogramin,0,16,0
Escherichia coli,Sewage,streptogramin,0,660,0
Escherichia coli,Wastewater,streptogramin,0,1230,0
Escherichia coli,Water,streptogramin,0,1464,0
Escherichia coli,Tea,streptogramin,,,
Escherichia coli,Clinical,streptothricin,5,40973,0.012203158
Escherichia coli,Animal,streptothricin,0,19822,0
Escherichia coli,Animal environment,streptothricin,0,170,0
Escherichia coli,Animal feces,streptothricin,0,12396,0
Escherichia coli,Farm,streptothricin,0,6060,0
Escherichia coli,Egg,streptothricin,0,28,0
Escherichia coli,Farm sewage,streptothricin,,,
Escherichia coli,Fish/Seafood,streptothricin,0,440,0
Escherichia coli,Food,streptothricin,0,5138,0
Escherichia coli,Meat,streptothricin,3,24090,0.0124533
Escherichia coli,Reptile,streptothricin,0,10,0
Escherichia coli,Cider,streptothricin,0,14,0
Escherichia coli,Dairy,streptothricin,0,969,0
Escherichia coli,Slaughterhouse,streptothricin,0,681,0
Escherichia coli,Farm water,streptothricin,0,45,0
Escherichia coli,Flour,streptothricin,0,84,0
Escherichia coli,Fruit/vegetables,streptothricin,0,763,0
Escherichia coli,Seeds,streptothricin,,,
