Genus,total_genus,Source,Gene,number,total
Aeromonas salmonicida,330,Animal,acr,0,0
Aeromonas salmonicida,330,Animal,ars,0,0
Aeromonas salmonicida,330,Animal,cad,0,0
Aeromonas salmonicida,330,Animal,chr,0,0
Aeromonas salmonicida,330,Animal,cnr,0,0
Aeromonas salmonicida,330,Animal,cop,0,0
Aeromonas salmonicida,330,Animal,cue,0,0
Aeromonas salmonicida,330,Animal,dps,0,0
Aeromonas salmonicida,330,Animal,fie,0,0
Aeromonas salmonicida,330,Animal,gol,0,0
Aeromonas salmonicida,330,Animal,kla,0,0
Aeromonas salmonicida,330,Animal,mco,0,0
Aeromonas salmonicida,330,Animal,mer,0,0
Aeromonas salmonicida,330,Animal,mrd,0,0
Aeromonas salmonicida,330,Animal,mre,0,0
Aeromonas salmonicida,330,Animal,ncc,0,0
Aeromonas salmonicida,330,Animal,ncr,0,0
Aeromonas salmonicida,330,Animal,nir,0,0
Aeromonas salmonicida,330,Animal,nre,0,0
Aeromonas salmonicida,330,Animal,pco,0,0
Aeromonas salmonicida,330,Animal,sil,0,0
Aeromonas salmonicida,330,Animal,tcr,0,0
Aeromonas salmonicida,330,Animal,ter,0,0
Aeromonas salmonicida,330,Animal environment,acr,0,0
Aeromonas salmonicida,330,Animal environment,ars,0,0
Aeromonas salmonicida,330,Animal environment,cad,0,0
Aeromonas salmonicida,330,Animal environment,chr,0,0
Aeromonas salmonicida,330,Animal environment,cnr,0,0
Aeromonas salmonicida,330,Animal environment,cop,0,0
Aeromonas salmonicida,330,Animal environment,cue,0,0
Aeromonas salmonicida,330,Animal environment,dps,0,0
Aeromonas salmonicida,330,Animal environment,fie,0,0
Aeromonas salmonicida,330,Animal environment,gol,0,0
Aeromonas salmonicida,330,Animal environment,kla,0,0
Aeromonas salmonicida,330,Animal environment,mco,0,0
Aeromonas salmonicida,330,Animal environment,mer,0,0
Aeromonas salmonicida,330,Animal environment,mrd,0,0
Aeromonas salmonicida,330,Animal environment,mre,0,0
Aeromonas salmonicida,330,Animal environment,ncc,0,0
Aeromonas salmonicida,330,Animal environment,ncr,0,0
Aeromonas salmonicida,330,Animal environment,nir,0,0
Aeromonas salmonicida,330,Animal environment,nre,0,0
Aeromonas salmonicida,330,Animal environment,pco,0,0
Aeromonas salmonicida,330,Animal environment,sil,0,0
Aeromonas salmonicida,330,Animal environment,tcr,0,0
Aeromonas salmonicida,330,Animal environment,ter,0,0
Aeromonas salmonicida,330,Animal feces,acr,0,0
Aeromonas salmonicida,330,Animal feces,ars,0,0
Aeromonas salmonicida,330,Animal feces,cad,0,0
Aeromonas salmonicida,330,Animal feces,chr,0,0
Aeromonas salmonicida,330,Animal feces,cnr,0,0
Aeromonas salmonicida,330,Animal feces,cop,0,0
Aeromonas salmonicida,330,Animal feces,cue,0,0
Aeromonas salmonicida,330,Animal feces,dps,0,0
Aeromonas salmonicida,330,Animal feces,fie,0,0
Aeromonas salmonicida,330,Animal feces,gol,0,0
Aeromonas salmonicida,330,Animal feces,kla,0,0
Aeromonas salmonicida,330,Animal feces,mco,0,0
Aeromonas salmonicida,330,Animal feces,mer,0,0
Aeromonas salmonicida,330,Animal feces,mrd,0,0
Aeromonas salmonicida,330,Animal feces,mre,0,0
Aeromonas salmonicida,330,Animal feces,ncc,0,0
Aeromonas salmonicida,330,Animal feces,ncr,0,0
Aeromonas salmonicida,330,Animal feces,nir,0,0
Aeromonas salmonicida,330,Animal feces,nre,0,0
Aeromonas salmonicida,330,Animal feces,pco,0,0
Aeromonas salmonicida,330,Animal feces,sil,0,0
Aeromonas salmonicida,330,Animal feces,tcr,0,0
Aeromonas salmonicida,330,Animal feces,ter,0,0
Aeromonas salmonicida,330,Animal feed,acr,0,0
Aeromonas salmonicida,330,Animal feed,ars,0,0
Aeromonas salmonicida,330,Animal feed,cad,0,0
Aeromonas salmonicida,330,Animal feed,chr,0,0
Aeromonas salmonicida,330,Animal feed,cnr,0,0
Aeromonas salmonicida,330,Animal feed,cop,0,0
Aeromonas salmonicida,330,Animal feed,cue,0,0
Aeromonas salmonicida,330,Animal feed,dps,0,0
Aeromonas salmonicida,330,Animal feed,fie,0,0
Aeromonas salmonicida,330,Animal feed,gol,0,0
Aeromonas salmonicida,330,Animal feed,kla,0,0
Aeromonas salmonicida,330,Animal feed,mco,0,0
Aeromonas salmonicida,330,Animal feed,mer,0,0
Aeromonas salmonicida,330,Animal feed,mrd,0,0
Aeromonas salmonicida,330,Animal feed,mre,0,0
Aeromonas salmonicida,330,Animal feed,ncc,0,0
Aeromonas salmonicida,330,Animal feed,ncr,0,0
Aeromonas salmonicida,330,Animal feed,nir,0,0
Aeromonas salmonicida,330,Animal feed,nre,0,0
Aeromonas salmonicida,330,Animal feed,pco,0,0
Aeromonas salmonicida,330,Animal feed,sil,0,0
Aeromonas salmonicida,330,Animal feed,tcr,0,0
Aeromonas salmonicida,330,Animal feed,ter,0,0
Aeromonas salmonicida,330,Raw pet food,acr,0,0
Aeromonas salmonicida,330,Raw pet food,ars,0,0
Aeromonas salmonicida,330,Raw pet food,cad,0,0
Aeromonas salmonicida,330,Raw pet food,chr,0,0
Aeromonas salmonicida,330,Raw pet food,cnr,0,0
Aeromonas salmonicida,330,Raw pet food,cop,0,0
Aeromonas salmonicida,330,Raw pet food,cue,0,0
Aeromonas salmonicida,330,Raw pet food,dps,0,0
Aeromonas salmonicida,330,Raw pet food,fie,0,0
Aeromonas salmonicida,330,Raw pet food,gol,0,0
Aeromonas salmonicida,330,Raw pet food,kla,0,0
Aeromonas salmonicida,330,Raw pet food,mco,0,0
Aeromonas salmonicida,330,Raw pet food,mer,0,0
Aeromonas salmonicida,330,Raw pet food,mrd,0,0
Aeromonas salmonicida,330,Raw pet food,mre,0,0
Aeromonas salmonicida,330,Raw pet food,ncc,0,0
Aeromonas salmonicida,330,Raw pet food,ncr,0,0
Aeromonas salmonicida,330,Raw pet food,nir,0,0
Aeromonas salmonicida,330,Raw pet food,nre,0,0
Aeromonas salmonicida,330,Raw pet food,pco,0,0
Aeromonas salmonicida,330,Raw pet food,sil,0,0
Aeromonas salmonicida,330,Raw pet food,tcr,0,0
Aeromonas salmonicida,330,Raw pet food,ter,0,0
Aeromonas salmonicida,330,Pet food,acr,0,0
Aeromonas salmonicida,330,Pet food,ars,0,0
Aeromonas salmonicida,330,Pet food,cad,0,0
Aeromonas salmonicida,330,Pet food,chr,0,0
Aeromonas salmonicida,330,Pet food,cnr,0,0
Aeromonas salmonicida,330,Pet food,cop,0,0
Aeromonas salmonicida,330,Pet food,cue,0,0
Aeromonas salmonicida,330,Pet food,dps,0,0
Aeromonas salmonicida,330,Pet food,fie,0,0
Aeromonas salmonicida,330,Pet food,gol,0,0
Aeromonas salmonicida,330,Pet food,kla,0,0
Aeromonas salmonicida,330,Pet food,mco,0,0
Aeromonas salmonicida,330,Pet food,mer,0,0
Aeromonas salmonicida,330,Pet food,mrd,0,0
Aeromonas salmonicida,330,Pet food,mre,0,0
Aeromonas salmonicida,330,Pet food,ncc,0,0
Aeromonas salmonicida,330,Pet food,ncr,0,0
Aeromonas salmonicida,330,Pet food,nir,0,0
Aeromonas salmonicida,330,Pet food,nre,0,0
Aeromonas salmonicida,330,Pet food,pco,0,0
Aeromonas salmonicida,330,Pet food,sil,0,0
Aeromonas salmonicida,330,Pet food,tcr,0,0
Aeromonas salmonicida,330,Pet food,ter,0,0
Aeromonas salmonicida,330,Farm,acr,2,0
Aeromonas salmonicida,330,Farm,ars,2,2
Aeromonas salmonicida,330,Farm,cad,2,0
Aeromonas salmonicida,330,Farm,chr,2,0
Aeromonas salmonicida,330,Farm,cnr,2,0
Aeromonas salmonicida,330,Farm,cop,2,0
Aeromonas salmonicida,330,Farm,cue,2,0
Aeromonas salmonicida,330,Farm,dps,2,0
Aeromonas salmonicida,330,Farm,fie,2,0
Aeromonas salmonicida,330,Farm,gol,2,0
Aeromonas salmonicida,330,Farm,kla,2,0
Aeromonas salmonicida,330,Farm,mco,2,0
Aeromonas salmonicida,330,Farm,mer,2,0
Aeromonas salmonicida,330,Farm,mrd,2,0
Aeromonas salmonicida,330,Farm,mre,2,0
Aeromonas salmonicida,330,Farm,ncc,2,0
Aeromonas salmonicida,330,Farm,ncr,2,0
Aeromonas salmonicida,330,Farm,nir,2,0
Aeromonas salmonicida,330,Farm,nre,2,0
Aeromonas salmonicida,330,Farm,pco,2,0
Aeromonas salmonicida,330,Farm,sil,2,0
Aeromonas salmonicida,330,Farm,tcr,2,0
Aeromonas salmonicida,330,Farm,ter,2,0
Aeromonas salmonicida,330,Egg,acr,0,0
Aeromonas salmonicida,330,Egg,ars,0,0
Aeromonas salmonicida,330,Egg,cad,0,0
Aeromonas salmonicida,330,Egg,chr,0,0
Aeromonas salmonicida,330,Egg,cnr,0,0
Aeromonas salmonicida,330,Egg,cop,0,0
Aeromonas salmonicida,330,Egg,cue,0,0
Aeromonas salmonicida,330,Egg,dps,0,0
Aeromonas salmonicida,330,Egg,fie,0,0
Aeromonas salmonicida,330,Egg,gol,0,0
Aeromonas salmonicida,330,Egg,kla,0,0
Aeromonas salmonicida,330,Egg,mco,0,0
Aeromonas salmonicida,330,Egg,mer,0,0
Aeromonas salmonicida,330,Egg,mrd,0,0
Aeromonas salmonicida,330,Egg,mre,0,0
Aeromonas salmonicida,330,Egg,ncc,0,0
Aeromonas salmonicida,330,Egg,ncr,0,0
Aeromonas salmonicida,330,Egg,nir,0,0
Aeromonas salmonicida,330,Egg,nre,0,0
Aeromonas salmonicida,330,Egg,pco,0,0
Aeromonas salmonicida,330,Egg,sil,0,0
Aeromonas salmonicida,330,Egg,tcr,0,0
Aeromonas salmonicida,330,Egg,ter,0,0
Aeromonas salmonicida,330,Farm sewage,acr,0,0
Aeromonas salmonicida,330,Farm sewage,ars,0,0
Aeromonas salmonicida,330,Farm sewage,cad,0,0
Aeromonas salmonicida,330,Farm sewage,chr,0,0
Aeromonas salmonicida,330,Farm sewage,cnr,0,0
Aeromonas salmonicida,330,Farm sewage,cop,0,0
Aeromonas salmonicida,330,Farm sewage,cue,0,0
Aeromonas salmonicida,330,Farm sewage,dps,0,0
Aeromonas salmonicida,330,Farm sewage,fie,0,0
Aeromonas salmonicida,330,Farm sewage,gol,0,0
Aeromonas salmonicida,330,Farm sewage,kla,0,0
Aeromonas salmonicida,330,Farm sewage,mco,0,0
Aeromonas salmonicida,330,Farm sewage,mer,0,0
Aeromonas salmonicida,330,Farm sewage,mrd,0,0
Aeromonas salmonicida,330,Farm sewage,mre,0,0
Aeromonas salmonicida,330,Farm sewage,ncc,0,0
Aeromonas salmonicida,330,Farm sewage,ncr,0,0
Aeromonas salmonicida,330,Farm sewage,nir,0,0
Aeromonas salmonicida,330,Farm sewage,nre,0,0
Aeromonas salmonicida,330,Farm sewage,pco,0,0
Aeromonas salmonicida,330,Farm sewage,sil,0,0
Aeromonas salmonicida,330,Farm sewage,tcr,0,0
Aeromonas salmonicida,330,Farm sewage,ter,0,0
Aeromonas salmonicida,330,Fish/Seafood,acr,6,0
Aeromonas salmonicida,330,Fish/Seafood,ars,6,5
Aeromonas salmonicida,330,Fish/Seafood,cad,6,0
Aeromonas salmonicida,330,Fish/Seafood,chr,6,0
Aeromonas salmonicida,330,Fish/Seafood,cnr,6,0
Aeromonas salmonicida,330,Fish/Seafood,cop,6,0
Aeromonas salmonicida,330,Fish/Seafood,cue,6,0
Aeromonas salmonicida,330,Fish/Seafood,dps,6,0
Aeromonas salmonicida,330,Fish/Seafood,fie,6,0
Aeromonas salmonicida,330,Fish/Seafood,gol,6,0
Aeromonas salmonicida,330,Fish/Seafood,kla,6,0
Aeromonas salmonicida,330,Fish/Seafood,mco,6,0
Aeromonas salmonicida,330,Fish/Seafood,mer,6,1
Aeromonas salmonicida,330,Fish/Seafood,mrd,6,0
Aeromonas salmonicida,330,Fish/Seafood,mre,6,0
Aeromonas salmonicida,330,Fish/Seafood,ncc,6,0
Aeromonas salmonicida,330,Fish/Seafood,ncr,6,0
Aeromonas salmonicida,330,Fish/Seafood,nir,6,0
Aeromonas salmonicida,330,Fish/Seafood,nre,6,0
Aeromonas salmonicida,330,Fish/Seafood,pco,6,0
Aeromonas salmonicida,330,Fish/Seafood,sil,6,0
Aeromonas salmonicida,330,Fish/Seafood,tcr,6,0
Aeromonas salmonicida,330,Fish/Seafood,ter,6,0
Aeromonas salmonicida,330,Multi-product,acr,6,0
Aeromonas salmonicida,330,Multi-product,ars,6,6
Aeromonas salmonicida,330,Multi-product,cad,6,0
Aeromonas salmonicida,330,Multi-product,chr,6,0
Aeromonas salmonicida,330,Multi-product,cnr,6,0
Aeromonas salmonicida,330,Multi-product,cop,6,0
Aeromonas salmonicida,330,Multi-product,cue,6,0
Aeromonas salmonicida,330,Multi-product,dps,6,0
Aeromonas salmonicida,330,Multi-product,fie,6,0
Aeromonas salmonicida,330,Multi-product,gol,6,0
Aeromonas salmonicida,330,Multi-product,kla,6,0
Aeromonas salmonicida,330,Multi-product,mco,6,0
Aeromonas salmonicida,330,Multi-product,mer,6,0
Aeromonas salmonicida,330,Multi-product,mrd,6,0
Aeromonas salmonicida,330,Multi-product,mre,6,0
Aeromonas salmonicida,330,Multi-product,ncc,6,0
Aeromonas salmonicida,330,Multi-product,ncr,6,0
Aeromonas salmonicida,330,Multi-product,nir,6,0
Aeromonas salmonicida,330,Multi-product,nre,6,0
Aeromonas salmonicida,330,Multi-product,pco,6,0
Aeromonas salmonicida,330,Multi-product,sil,6,0
Aeromonas salmonicida,330,Multi-product,tcr,6,0
Aeromonas salmonicida,330,Multi-product,ter,6,0
Aeromonas salmonicida,330,Meat/Poultry,acr,4,0
Aeromonas salmonicida,330,Meat/Poultry,ars,4,4
Aeromonas salmonicida,330,Meat/Poultry,cad,4,0
Aeromonas salmonicida,330,Meat/Poultry,chr,4,0
Aeromonas salmonicida,330,Meat/Poultry,cnr,4,0
Aeromonas salmonicida,330,Meat/Poultry,cop,4,0
Aeromonas salmonicida,330,Meat/Poultry,cue,4,0
Aeromonas salmonicida,330,Meat/Poultry,dps,4,0
Aeromonas salmonicida,330,Meat/Poultry,fie,4,0
Aeromonas salmonicida,330,Meat/Poultry,gol,4,0
Aeromonas salmonicida,330,Meat/Poultry,kla,4,0
Aeromonas salmonicida,330,Meat/Poultry,mco,4,0
Aeromonas salmonicida,330,Meat/Poultry,mer,4,2
Aeromonas salmonicida,330,Meat/Poultry,mrd,4,0
Aeromonas salmonicida,330,Meat/Poultry,mre,4,0
Aeromonas salmonicida,330,Meat/Poultry,ncc,4,0
Aeromonas salmonicida,330,Meat/Poultry,ncr,4,0
Aeromonas salmonicida,330,Meat/Poultry,nir,4,0
Aeromonas salmonicida,330,Meat/Poultry,nre,4,0
Aeromonas salmonicida,330,Meat/Poultry,pco,4,0
Aeromonas salmonicida,330,Meat/Poultry,sil,4,0
Aeromonas salmonicida,330,Meat/Poultry,tcr,4,0
Aeromonas salmonicida,330,Meat/Poultry,ter,4,0
Aeromonas salmonicida,330,Reptile,acr,0,0
Aeromonas salmonicida,330,Reptile,ars,0,0
Aeromonas salmonicida,330,Reptile,cad,0,0
Aeromonas salmonicida,330,Reptile,chr,0,0
Aeromonas salmonicida,330,Reptile,cnr,0,0
Aeromonas salmonicida,330,Reptile,cop,0,0
Aeromonas salmonicida,330,Reptile,cue,0,0
Aeromonas salmonicida,330,Reptile,dps,0,0
Aeromonas salmonicida,330,Reptile,fie,0,0
Aeromonas salmonicida,330,Reptile,gol,0,0
Aeromonas salmonicida,330,Reptile,kla,0,0
Aeromonas salmonicida,330,Reptile,mco,0,0
Aeromonas salmonicida,330,Reptile,mer,0,0
Aeromonas salmonicida,330,Reptile,mrd,0,0
Aeromonas salmonicida,330,Reptile,mre,0,0
Aeromonas salmonicida,330,Reptile,ncc,0,0
Aeromonas salmonicida,330,Reptile,ncr,0,0
Aeromonas salmonicida,330,Reptile,nir,0,0
Aeromonas salmonicida,330,Reptile,nre,0,0
Aeromonas salmonicida,330,Reptile,pco,0,0
Aeromonas salmonicida,330,Reptile,sil,0,0
Aeromonas salmonicida,330,Reptile,tcr,0,0
Aeromonas salmonicida,330,Reptile,ter,0,0
Aeromonas salmonicida,330,Cider,acr,0,0
Aeromonas salmonicida,330,Cider,ars,0,0
Aeromonas salmonicida,330,Cider,cad,0,0
Aeromonas salmonicida,330,Cider,chr,0,0
Aeromonas salmonicida,330,Cider,cnr,0,0
Aeromonas salmonicida,330,Cider,cop,0,0
Aeromonas salmonicida,330,Cider,cue,0,0
Aeromonas salmonicida,330,Cider,dps,0,0
Aeromonas salmonicida,330,Cider,fie,0,0
Aeromonas salmonicida,330,Cider,gol,0,0
Aeromonas salmonicida,330,Cider,kla,0,0
Aeromonas salmonicida,330,Cider,mco,0,0
Aeromonas salmonicida,330,Cider,mer,0,0
Aeromonas salmonicida,330,Cider,mrd,0,0
Aeromonas salmonicida,330,Cider,mre,0,0
Aeromonas salmonicida,330,Cider,ncc,0,0
Aeromonas salmonicida,330,Cider,ncr,0,0
Aeromonas salmonicida,330,Cider,nir,0,0
Aeromonas salmonicida,330,Cider,nre,0,0
Aeromonas salmonicida,330,Cider,pco,0,0
Aeromonas salmonicida,330,Cider,sil,0,0
Aeromonas salmonicida,330,Cider,tcr,0,0
Aeromonas salmonicida,330,Cider,ter,0,0
Aeromonas salmonicida,330,Dairy,acr,0,0
Aeromonas salmonicida,330,Dairy,ars,0,0
Aeromonas salmonicida,330,Dairy,cad,0,0
Aeromonas salmonicida,330,Dairy,chr,0,0
Aeromonas salmonicida,330,Dairy,cnr,0,0
Aeromonas salmonicida,330,Dairy,cop,0,0
Aeromonas salmonicida,330,Dairy,cue,0,0
Aeromonas salmonicida,330,Dairy,dps,0,0
Aeromonas salmonicida,330,Dairy,fie,0,0
Aeromonas salmonicida,330,Dairy,gol,0,0
Aeromonas salmonicida,330,Dairy,kla,0,0
Aeromonas salmonicida,330,Dairy,mco,0,0
Aeromonas salmonicida,330,Dairy,mer,0,0
Aeromonas salmonicida,330,Dairy,mrd,0,0
Aeromonas salmonicida,330,Dairy,mre,0,0
Aeromonas salmonicida,330,Dairy,ncc,0,0
Aeromonas salmonicida,330,Dairy,ncr,0,0
Aeromonas salmonicida,330,Dairy,nir,0,0
Aeromonas salmonicida,330,Dairy,nre,0,0
Aeromonas salmonicida,330,Dairy,pco,0,0
Aeromonas salmonicida,330,Dairy,sil,0,0
Aeromonas salmonicida,330,Dairy,tcr,0,0
Aeromonas salmonicida,330,Dairy,ter,0,0
Aeromonas salmonicida,330,Food processing environment,acr,0,0
Aeromonas salmonicida,330,Food processing environment,ars,0,0
Aeromonas salmonicida,330,Food processing environment,cad,0,0
Aeromonas salmonicida,330,Food processing environment,chr,0,0
Aeromonas salmonicida,330,Food processing environment,cnr,0,0
Aeromonas salmonicida,330,Food processing environment,cop,0,0
Aeromonas salmonicida,330,Food processing environment,cue,0,0
Aeromonas salmonicida,330,Food processing environment,dps,0,0
Aeromonas salmonicida,330,Food processing environment,fie,0,0
Aeromonas salmonicida,330,Food processing environment,gol,0,0
Aeromonas salmonicida,330,Food processing environment,kla,0,0
Aeromonas salmonicida,330,Food processing environment,mco,0,0
Aeromonas salmonicida,330,Food processing environment,mer,0,0
Aeromonas salmonicida,330,Food processing environment,mrd,0,0
Aeromonas salmonicida,330,Food processing environment,mre,0,0
Aeromonas salmonicida,330,Food processing environment,ncc,0,0
Aeromonas salmonicida,330,Food processing environment,ncr,0,0
Aeromonas salmonicida,330,Food processing environment,nir,0,0
Aeromonas salmonicida,330,Food processing environment,nre,0,0
Aeromonas salmonicida,330,Food processing environment,pco,0,0
Aeromonas salmonicida,330,Food processing environment,sil,0,0
Aeromonas salmonicida,330,Food processing environment,tcr,0,0
Aeromonas salmonicida,330,Food processing environment,ter,0,0
Aeromonas salmonicida,330,Farm water,acr,0,0
Aeromonas salmonicida,330,Farm water,ars,0,0
Aeromonas salmonicida,330,Farm water,cad,0,0
Aeromonas salmonicida,330,Farm water,chr,0,0
Aeromonas salmonicida,330,Farm water,cnr,0,0
Aeromonas salmonicida,330,Farm water,cop,0,0
Aeromonas salmonicida,330,Farm water,cue,0,0
Aeromonas salmonicida,330,Farm water,dps,0,0
Aeromonas salmonicida,330,Farm water,fie,0,0
Aeromonas salmonicida,330,Farm water,gol,0,0
Aeromonas salmonicida,330,Farm water,kla,0,0
Aeromonas salmonicida,330,Farm water,mco,0,0
Aeromonas salmonicida,330,Farm water,mer,0,0
Aeromonas salmonicida,330,Farm water,mrd,0,0
Aeromonas salmonicida,330,Farm water,mre,0,0
Aeromonas salmonicida,330,Farm water,ncc,0,0
Aeromonas salmonicida,330,Farm water,ncr,0,0
Aeromonas salmonicida,330,Farm water,nir,0,0
Aeromonas salmonicida,330,Farm water,nre,0,0
Aeromonas salmonicida,330,Farm water,pco,0,0
Aeromonas salmonicida,330,Farm water,sil,0,0
Aeromonas salmonicida,330,Farm water,tcr,0,0
Aeromonas salmonicida,330,Farm water,ter,0,0
Aeromonas salmonicida,330,Flour,acr,0,0
Aeromonas salmonicida,330,Flour,ars,0,0
Aeromonas salmonicida,330,Flour,cad,0,0
Aeromonas salmonicida,330,Flour,chr,0,0
Aeromonas salmonicida,330,Flour,cnr,0,0
Aeromonas salmonicida,330,Flour,cop,0,0
Aeromonas salmonicida,330,Flour,cue,0,0
Aeromonas salmonicida,330,Flour,dps,0,0
Aeromonas salmonicida,330,Flour,fie,0,0
Aeromonas salmonicida,330,Flour,gol,0,0
Aeromonas salmonicida,330,Flour,kla,0,0
Aeromonas salmonicida,330,Flour,mco,0,0
Aeromonas salmonicida,330,Flour,mer,0,0
Aeromonas salmonicida,330,Flour,mrd,0,0
Aeromonas salmonicida,330,Flour,mre,0,0
Aeromonas salmonicida,330,Flour,ncc,0,0
Aeromonas salmonicida,330,Flour,ncr,0,0
Aeromonas salmonicida,330,Flour,nir,0,0
Aeromonas salmonicida,330,Flour,nre,0,0
Aeromonas salmonicida,330,Flour,pco,0,0
Aeromonas salmonicida,330,Flour,sil,0,0
Aeromonas salmonicida,330,Flour,tcr,0,0
Aeromonas salmonicida,330,Flour,ter,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,acr,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,ars,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,cad,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,chr,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,cnr,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,cop,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,cue,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,dps,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,fie,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,gol,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,kla,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,mco,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,mer,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,mrd,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,mre,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,ncc,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,ncr,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,nir,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,nre,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,pco,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,sil,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,tcr,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,ter,0,0
Aeromonas salmonicida,330,Spice/Herbs,acr,0,0
Aeromonas salmonicida,330,Spice/Herbs,ars,0,0
Aeromonas salmonicida,330,Spice/Herbs,cad,0,0
Aeromonas salmonicida,330,Spice/Herbs,chr,0,0
Aeromonas salmonicida,330,Spice/Herbs,cnr,0,0
Aeromonas salmonicida,330,Spice/Herbs,cop,0,0
Aeromonas salmonicida,330,Spice/Herbs,cue,0,0
Aeromonas salmonicida,330,Spice/Herbs,dps,0,0
Aeromonas salmonicida,330,Spice/Herbs,fie,0,0
Aeromonas salmonicida,330,Spice/Herbs,gol,0,0
Aeromonas salmonicida,330,Spice/Herbs,kla,0,0
Aeromonas salmonicida,330,Spice/Herbs,mco,0,0
Aeromonas salmonicida,330,Spice/Herbs,mer,0,0
Aeromonas salmonicida,330,Spice/Herbs,mrd,0,0
Aeromonas salmonicida,330,Spice/Herbs,mre,0,0
Aeromonas salmonicida,330,Spice/Herbs,ncc,0,0
Aeromonas salmonicida,330,Spice/Herbs,ncr,0,0
Aeromonas salmonicida,330,Spice/Herbs,nir,0,0
Aeromonas salmonicida,330,Spice/Herbs,nre,0,0
Aeromonas salmonicida,330,Spice/Herbs,pco,0,0
Aeromonas salmonicida,330,Spice/Herbs,sil,0,0
Aeromonas salmonicida,330,Spice/Herbs,tcr,0,0
Aeromonas salmonicida,330,Spice/Herbs,ter,0,0
Aeromonas salmonicida,330,Insect,acr,0,0
Aeromonas salmonicida,330,Insect,ars,0,0
Aeromonas salmonicida,330,Insect,cad,0,0
Aeromonas salmonicida,330,Insect,chr,0,0
Aeromonas salmonicida,330,Insect,cnr,0,0
Aeromonas salmonicida,330,Insect,cop,0,0
Aeromonas salmonicida,330,Insect,cue,0,0
Aeromonas salmonicida,330,Insect,dps,0,0
Aeromonas salmonicida,330,Insect,fie,0,0
Aeromonas salmonicida,330,Insect,gol,0,0
Aeromonas salmonicida,330,Insect,kla,0,0
Aeromonas salmonicida,330,Insect,mco,0,0
Aeromonas salmonicida,330,Insect,mer,0,0
Aeromonas salmonicida,330,Insect,mrd,0,0
Aeromonas salmonicida,330,Insect,mre,0,0
Aeromonas salmonicida,330,Insect,ncc,0,0
Aeromonas salmonicida,330,Insect,ncr,0,0
Aeromonas salmonicida,330,Insect,nir,0,0
Aeromonas salmonicida,330,Insect,nre,0,0
Aeromonas salmonicida,330,Insect,pco,0,0
Aeromonas salmonicida,330,Insect,sil,0,0
Aeromonas salmonicida,330,Insect,tcr,0,0
Aeromonas salmonicida,330,Insect,ter,0,0
Aeromonas salmonicida,330,Nuts/Seeds,acr,0,0
Aeromonas salmonicida,330,Nuts/Seeds,ars,0,0
Aeromonas salmonicida,330,Nuts/Seeds,cad,0,0
Aeromonas salmonicida,330,Nuts/Seeds,chr,0,0
Aeromonas salmonicida,330,Nuts/Seeds,cnr,0,0
Aeromonas salmonicida,330,Nuts/Seeds,cop,0,0
Aeromonas salmonicida,330,Nuts/Seeds,cue,0,0
Aeromonas salmonicida,330,Nuts/Seeds,dps,0,0
Aeromonas salmonicida,330,Nuts/Seeds,fie,0,0
Aeromonas salmonicida,330,Nuts/Seeds,gol,0,0
Aeromonas salmonicida,330,Nuts/Seeds,kla,0,0
Aeromonas salmonicida,330,Nuts/Seeds,mco,0,0
Aeromonas salmonicida,330,Nuts/Seeds,mer,0,0
Aeromonas salmonicida,330,Nuts/Seeds,mrd,0,0
Aeromonas salmonicida,330,Nuts/Seeds,mre,0,0
Aeromonas salmonicida,330,Nuts/Seeds,ncc,0,0
Aeromonas salmonicida,330,Nuts/Seeds,ncr,0,0
Aeromonas salmonicida,330,Nuts/Seeds,nir,0,0
Aeromonas salmonicida,330,Nuts/Seeds,nre,0,0
Aeromonas salmonicida,330,Nuts/Seeds,pco,0,0
Aeromonas salmonicida,330,Nuts/Seeds,sil,0,0
Aeromonas salmonicida,330,Nuts/Seeds,tcr,0,0
Aeromonas salmonicida,330,Nuts/Seeds,ter,0,0
Aeromonas salmonicida,330,Plant,acr,0,0
Aeromonas salmonicida,330,Plant,ars,0,0
Aeromonas salmonicida,330,Plant,cad,0,0
