Species,Genus,total_genus,Source,Gene,number,total
Vibrio harveyi,Vibrio,130,Dairy,blaOXA,,
Vibrio harveyi,Vibrio,130,Dairy,blaPER,,
Vibrio harveyi,Vibrio,130,Dairy,blaSHV,,
Vibrio harveyi,Vibrio,130,Dairy,blaTEM,,
Vibrio harveyi,Vibrio,130,Dairy,blaVIM,,
Vibrio harveyi,Vibrio,130,Dairy,catA,,
Vibrio harveyi,Vibrio,130,Dairy,cmlA,,
Vibrio harveyi,Vibrio,130,Dairy,dfrA,,
Vibrio harveyi,Vibrio,130,Dairy,mec,,
Vibrio harveyi,Vibrio,130,Dairy,mcr-,,
Vibrio harveyi,Vibrio,130,Dairy,mcr-1,,
Vibrio harveyi,Vibrio,130,Dairy,mcr-9,,
Vibrio harveyi,Vibrio,130,Dairy,qnrS,,
Vibrio harveyi,Vibrio,130,Dairy,sul,,
Vibrio harveyi,Vibrio,130,Dairy,tet,,
Vibrio harveyi,Vibrio,130,Dairy,van,,
Vibrio harveyi,Vibrio,130,Dairy,gyrA,,
Vibrio harveyi,Vibrio,130,Dairy,parC,,
Vibrio harveyi,Vibrio,130,Dairy,parE,,
Vibrio harveyi,Vibrio,130,Flour,aac(3),,
Vibrio harveyi,Vibrio,130,Flour,aac(6')-Ib-cr,,
Vibrio harveyi,Vibrio,130,Flour,aadA,,
Vibrio harveyi,Vibrio,130,Flour,aph(3'')-Ib,,
Vibrio harveyi,Vibrio,130,Flour,aph(3'),,
Vibrio harveyi,Vibrio,130,Flour,aph(6)-Id,,
Vibrio harveyi,Vibrio,130,Flour,blaACT,,
Vibrio harveyi,Vibrio,130,Flour,blaCARB,,
Vibrio harveyi,Vibrio,130,Flour,blaCMY,,
Vibrio harveyi,Vibrio,130,Flour,blaCMY-2,,
Vibrio harveyi,Vibrio,130,Flour,blaCTX-M,,
Vibrio harveyi,Vibrio,130,Flour,blaGES,,
Vibrio harveyi,Vibrio,130,Flour,blaIMP,,
Vibrio harveyi,Vibrio,130,Flour,blaKPC,,
Vibrio harveyi,Vibrio,130,Flour,blaNDM,,
Vibrio harveyi,Vibrio,130,Flour,blaOXA,,
Vibrio harveyi,Vibrio,130,Flour,blaPER,,
Vibrio harveyi,Vibrio,130,Flour,blaSHV,,
Vibrio harveyi,Vibrio,130,Flour,blaTEM,,
Vibrio harveyi,Vibrio,130,Flour,blaVIM,,
Vibrio harveyi,Vibrio,130,Flour,catA,,
Vibrio harveyi,Vibrio,130,Flour,cmlA,,
Vibrio harveyi,Vibrio,130,Flour,dfrA,,
Vibrio harveyi,Vibrio,130,Flour,mec,,
Vibrio harveyi,Vibrio,130,Flour,mcr-,,
Vibrio harveyi,Vibrio,130,Flour,mcr-1,,
Vibrio harveyi,Vibrio,130,Flour,mcr-9,,
Vibrio harveyi,Vibrio,130,Flour,qnrS,,
Vibrio harveyi,Vibrio,130,Flour,sul,,
Vibrio harveyi,Vibrio,130,Flour,tet,,
Vibrio harveyi,Vibrio,130,Flour,van,,
Vibrio harveyi,Vibrio,130,Flour,gyrA,,
Vibrio harveyi,Vibrio,130,Flour,parC,,
Vibrio harveyi,Vibrio,130,Flour,parE,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,aac(3),,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,aac(6')-Ib-cr,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,aadA,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,aph(3'')-Ib,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,aph(3'),,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,aph(6)-Id,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaACT,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaCARB,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaCMY,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaCMY-2,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaCTX-M,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaGES,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaIMP,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaKPC,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaNDM,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaOXA,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaPER,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaSHV,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaTEM,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,blaVIM,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,catA,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,cmlA,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,dfrA,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,mec,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,mcr-,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,mcr-1,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,mcr-9,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,qnrS,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,sul,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,tet,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,van,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,gyrA,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,parC,,
Vibrio harveyi,Vibrio,130,Fruit/Vegetables,parE,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,aac(3),,
Vibrio harveyi,Vibrio,130,Spice/Herbs,aac(6')-Ib-cr,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,aadA,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,aph(3'')-Ib,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,aph(3'),,
Vibrio harveyi,Vibrio,130,Spice/Herbs,aph(6)-Id,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaACT,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaCARB,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaCMY,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaCMY-2,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaCTX-M,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaGES,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaIMP,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaKPC,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaNDM,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaOXA,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaPER,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaSHV,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaTEM,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,blaVIM,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,catA,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,cmlA,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,dfrA,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,mec,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,mcr-,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,mcr-1,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,mcr-9,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,qnrS,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,sul,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,tet,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,van,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,gyrA,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,parC,,
Vibrio harveyi,Vibrio,130,Spice/Herbs,parE,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,aac(3),,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,aac(6')-Ib-cr,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,aadA,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,aph(3'')-Ib,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,aph(3'),,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,aph(6)-Id,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaACT,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaCARB,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaCMY,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaCMY-2,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaCTX-M,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaGES,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaIMP,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaKPC,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaNDM,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaOXA,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaPER,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaSHV,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaTEM,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,blaVIM,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,catA,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,cmlA,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,dfrA,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,mec,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,mcr-,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,mcr-1,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,mcr-9,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,qnrS,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,sul,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,tet,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,van,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,gyrA,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,parC,,
Vibrio harveyi,Vibrio,130,Nuts/Seeds,parE,,
Vibrio harveyi,Vibrio,130,Tea,aac(3),,
Vibrio harveyi,Vibrio,130,Tea,aac(6')-Ib-cr,,
Vibrio harveyi,Vibrio,130,Tea,aadA,,
Vibrio harveyi,Vibrio,130,Tea,aph(3'')-Ib,,
Vibrio harveyi,Vibrio,130,Tea,aph(3'),,
Vibrio harveyi,Vibrio,130,Tea,aph(6)-Id,,
Vibrio harveyi,Vibrio,130,Tea,blaACT,,
Vibrio harveyi,Vibrio,130,Tea,blaCARB,,
Vibrio harveyi,Vibrio,130,Tea,blaCMY,,
Vibrio harveyi,Vibrio,130,Tea,blaCMY-2,,
Vibrio harveyi,Vibrio,130,Tea,blaCTX-M,,
Vibrio harveyi,Vibrio,130,Tea,blaGES,,
Vibrio harveyi,Vibrio,130,Tea,blaIMP,,
Vibrio harveyi,Vibrio,130,Tea,blaKPC,,
Vibrio harveyi,Vibrio,130,Tea,blaNDM,,
Vibrio harveyi,Vibrio,130,Tea,blaOXA,,
Vibrio harveyi,Vibrio,130,Tea,blaPER,,
Vibrio harveyi,Vibrio,130,Tea,blaSHV,,
Vibrio harveyi,Vibrio,130,Tea,blaTEM,,
Vibrio harveyi,Vibrio,130,Tea,blaVIM,,
Vibrio harveyi,Vibrio,130,Tea,catA,,
Vibrio harveyi,Vibrio,130,Tea,cmlA,,
Vibrio harveyi,Vibrio,130,Tea,dfrA,,
Vibrio harveyi,Vibrio,130,Tea,mec,,
Vibrio harveyi,Vibrio,130,Tea,mcr-,,
Vibrio harveyi,Vibrio,130,Tea,mcr-1,,
Vibrio harveyi,Vibrio,130,Tea,mcr-9,,
Vibrio harveyi,Vibrio,130,Tea,qnrS,,
Vibrio harveyi,Vibrio,130,Tea,sul,,
Vibrio harveyi,Vibrio,130,Tea,tet,,
Vibrio harveyi,Vibrio,130,Tea,van,,
Vibrio harveyi,Vibrio,130,Tea,gyrA,,
Vibrio harveyi,Vibrio,130,Tea,parC,,
Vibrio harveyi,Vibrio,130,Tea,parE,,
Vibrio harveyi,Vibrio,130,Clinical,aac(3),2,0
Vibrio harveyi,Vibrio,130,Clinical,aac(6')-Ib-cr,2,0
Vibrio harveyi,Vibrio,130,Clinical,aadA,2,0
Vibrio harveyi,Vibrio,130,Clinical,aph(3'')-Ib,2,0
Vibrio harveyi,Vibrio,130,Clinical,aph(3'),2,0
Vibrio harveyi,Vibrio,130,Clinical,aph(6)-Id,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaACT,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaCARB,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaCMY,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaCMY-2,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaCTX-M,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaGES,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaIMP,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaKPC,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaNDM,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaOXA,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaPER,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaSHV,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaTEM,2,0
Vibrio harveyi,Vibrio,130,Clinical,blaVIM,2,0
Vibrio harveyi,Vibrio,130,Clinical,catA,2,0
Vibrio harveyi,Vibrio,130,Clinical,cmlA,2,0
Vibrio harveyi,Vibrio,130,Clinical,dfrA,2,0
Vibrio harveyi,Vibrio,130,Clinical,mec,2,0
Vibrio harveyi,Vibrio,130,Clinical,mcr-,2,0
Vibrio harveyi,Vibrio,130,Clinical,mcr-1,2,0
Vibrio harveyi,Vibrio,130,Clinical,mcr-9,2,0
Vibrio harveyi,Vibrio,130,Clinical,qnrS,2,0
Vibrio harveyi,Vibrio,130,Clinical,sul,2,0
Vibrio harveyi,Vibrio,130,Clinical,tet,2,2
Vibrio harveyi,Vibrio,130,Clinical,van,2,0
Vibrio harveyi,Vibrio,130,Clinical,gyrA,2,0
Vibrio harveyi,Vibrio,130,Clinical,parC,2,0
Vibrio harveyi,Vibrio,130,Clinical,parE,2,0
Vibrio metschnikovii,Vibrio,169,Raw pet food,aac(3),,
Vibrio metschnikovii,Vibrio,169,Raw pet food,aac(6')-Ib-cr,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,aadA,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,aph(3'')-Ib,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,aph(3'),,
Vibrio metschnikovii,Vibrio,169,Raw pet food,aph(6)-Id,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaACT,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaCARB,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaCMY,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaCMY-2,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaCTX-M,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaGES,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaIMP,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaKPC,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaNDM,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaOXA,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaPER,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaSHV,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaTEM,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,blaVIM,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,catA,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,cmlA,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,dfrA,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,mec,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,mcr-,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,mcr-1,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,mcr-9,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,qnrS,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,sul,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,tet,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,van,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,gyrA,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,parC,,
Vibrio metschnikovii,Vibrio,169,Raw pet food,parE,,
Vibrio metschnikovii,Vibrio,169,Pet food,aac(3),,
Vibrio metschnikovii,Vibrio,169,Pet food,aac(6')-Ib-cr,,
Vibrio metschnikovii,Vibrio,169,Pet food,aadA,,
Vibrio metschnikovii,Vibrio,169,Pet food,aph(3'')-Ib,,
Vibrio metschnikovii,Vibrio,169,Pet food,aph(3'),,
Vibrio metschnikovii,Vibrio,169,Pet food,aph(6)-Id,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaACT,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaCARB,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaCMY,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaCMY-2,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaCTX-M,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaGES,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaIMP,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaKPC,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaNDM,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaOXA,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaPER,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaSHV,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaTEM,,
Vibrio metschnikovii,Vibrio,169,Pet food,blaVIM,,
Vibrio metschnikovii,Vibrio,169,Pet food,catA,,
Vibrio metschnikovii,Vibrio,169,Pet food,cmlA,,
Vibrio metschnikovii,Vibrio,169,Pet food,dfrA,,
Vibrio metschnikovii,Vibrio,169,Pet food,mec,,
Vibrio metschnikovii,Vibrio,169,Pet food,mcr-,,
Vibrio metschnikovii,Vibrio,169,Pet food,mcr-1,,
Vibrio metschnikovii,Vibrio,169,Pet food,mcr-9,,
Vibrio metschnikovii,Vibrio,169,Pet food,qnrS,,
Vibrio metschnikovii,Vibrio,169,Pet food,sul,,
Vibrio metschnikovii,Vibrio,169,Pet food,tet,,
Vibrio metschnikovii,Vibrio,169,Pet food,van,,
Vibrio metschnikovii,Vibrio,169,Pet food,gyrA,,
Vibrio metschnikovii,Vibrio,169,Pet food,parC,,
Vibrio metschnikovii,Vibrio,169,Pet food,parE,,
Vibrio metschnikovii,Vibrio,169,Egg,aac(3),,
Vibrio metschnikovii,Vibrio,169,Egg,aac(6')-Ib-cr,,
Vibrio metschnikovii,Vibrio,169,Egg,aadA,,
Vibrio metschnikovii,Vibrio,169,Egg,aph(3'')-Ib,,
Vibrio metschnikovii,Vibrio,169,Egg,aph(3'),,
Vibrio metschnikovii,Vibrio,169,Egg,aph(6)-Id,,
Vibrio metschnikovii,Vibrio,169,Egg,blaACT,,
Vibrio metschnikovii,Vibrio,169,Egg,blaCARB,,
Vibrio metschnikovii,Vibrio,169,Egg,blaCMY,,
Vibrio metschnikovii,Vibrio,169,Egg,blaCMY-2,,
Vibrio metschnikovii,Vibrio,169,Egg,blaCTX-M,,
Vibrio metschnikovii,Vibrio,169,Egg,blaGES,,
Vibrio metschnikovii,Vibrio,169,Egg,blaIMP,,
Vibrio metschnikovii,Vibrio,169,Egg,blaKPC,,
Vibrio metschnikovii,Vibrio,169,Egg,blaNDM,,
Vibrio metschnikovii,Vibrio,169,Egg,blaOXA,,
Vibrio metschnikovii,Vibrio,169,Egg,blaPER,,
Vibrio metschnikovii,Vibrio,169,Egg,blaSHV,,
Vibrio metschnikovii,Vibrio,169,Egg,blaTEM,,
Vibrio metschnikovii,Vibrio,169,Egg,blaVIM,,
Vibrio metschnikovii,Vibrio,169,Egg,catA,,
Vibrio metschnikovii,Vibrio,169,Egg,cmlA,,
Vibrio metschnikovii,Vibrio,169,Egg,dfrA,,
Vibrio metschnikovii,Vibrio,169,Egg,mec,,
Vibrio metschnikovii,Vibrio,169,Egg,mcr-,,
Vibrio metschnikovii,Vibrio,169,Egg,mcr-1,,
Vibrio metschnikovii,Vibrio,169,Egg,mcr-9,,
Vibrio metschnikovii,Vibrio,169,Egg,qnrS,,
Vibrio metschnikovii,Vibrio,169,Egg,sul,,
Vibrio metschnikovii,Vibrio,169,Egg,tet,,
Vibrio metschnikovii,Vibrio,169,Egg,van,,
Vibrio metschnikovii,Vibrio,169,Egg,gyrA,,
Vibrio metschnikovii,Vibrio,169,Egg,parC,,
Vibrio metschnikovii,Vibrio,169,Egg,parE,,
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,aac(3),74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,aac(6')-Ib-cr,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,aadA,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,aph(3'')-Ib,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,aph(3'),74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,aph(6)-Id,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaACT,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaCARB,74,68
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaCMY,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaCMY-2,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaCTX-M,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaGES,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaIMP,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaKPC,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaNDM,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaOXA,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaPER,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaSHV,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaTEM,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,blaVIM,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,catA,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,cmlA,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,dfrA,74,17
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,mec,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,mcr-,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,mcr-1,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,mcr-9,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,qnrS,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,sul,74,1
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,tet,74,1
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,van,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,gyrA,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,parC,74,0
Vibrio metschnikovii,Vibrio,169,Fish/Seafood,parE,74,0
Vibrio metschnikovii,Vibrio,169,Multi-product,aac(3),,
Vibrio metschnikovii,Vibrio,169,Multi-product,aac(6')-Ib-cr,,
Vibrio metschnikovii,Vibrio,169,Multi-product,aadA,,
Vibrio metschnikovii,Vibrio,169,Multi-product,aph(3'')-Ib,,
Vibrio metschnikovii,Vibrio,169,Multi-product,aph(3'),,
Vibrio metschnikovii,Vibrio,169,Multi-product,aph(6)-Id,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaACT,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaCARB,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaCMY,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaCMY-2,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaCTX-M,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaGES,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaIMP,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaKPC,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaNDM,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaOXA,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaPER,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaSHV,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaTEM,,
Vibrio metschnikovii,Vibrio,169,Multi-product,blaVIM,,
Vibrio metschnikovii,Vibrio,169,Multi-product,catA,,
Vibrio metschnikovii,Vibrio,169,Multi-product,cmlA,,
Vibrio metschnikovii,Vibrio,169,Multi-product,dfrA,,
Vibrio metschnikovii,Vibrio,169,Multi-product,mec,,
Vibrio metschnikovii,Vibrio,169,Multi-product,mcr-,,
Vibrio metschnikovii,Vibrio,169,Multi-product,mcr-1,,
Vibrio metschnikovii,Vibrio,169,Multi-product,mcr-9,,
Vibrio metschnikovii,Vibrio,169,Multi-product,qnrS,,
Vibrio metschnikovii,Vibrio,169,Multi-product,sul,,
Vibrio metschnikovii,Vibrio,169,Multi-product,tet,,
Vibrio metschnikovii,Vibrio,169,Multi-product,van,,
Vibrio metschnikovii,Vibrio,169,Multi-product,gyrA,,
Vibrio metschnikovii,Vibrio,169,Multi-product,parC,,
Vibrio metschnikovii,Vibrio,169,Multi-product,parE,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,aac(3),,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,aac(6')-Ib-cr,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,aadA,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,aph(3'')-Ib,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,aph(3'),,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,aph(6)-Id,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaACT,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaCARB,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaCMY,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaCMY-2,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaCTX-M,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaGES,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaIMP,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaKPC,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaNDM,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaOXA,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaPER,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaSHV,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaTEM,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,blaVIM,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,catA,,
Vibrio metschnikovii,Vibrio,169,Meat/Poultry,cmlA,,
