Genus,Source,Gene,number,total
Salmonella enterica subsp. houtenae,453,Plant,sugE,0,0
Salmonella enterica subsp. houtenae,453,Plant,bcrABC,0,0
Salmonella enterica subsp. houtenae,453,Plant,crcB,0,0
Salmonella enterica subsp. houtenae,453,Plant,srp,0,0
Salmonella enterica subsp. houtenae,453,Plant,smd,0,0
Salmonella enterica subsp. houtenae,453,Plant,sde,0,0
Salmonella enterica subsp. houtenae,453,Plant,lmrS,0,0
Salmonella enterica subsp. houtenae,453,Plant,smr,0,0
Salmonella enterica subsp. houtenae,453,Plant,ssmE,0,0
Salmonella enterica subsp. houtenae,453,Plant,tbtR,0,0
Salmonella enterica subsp. houtenae,453,Plant,ttg,0,0
Salmonella enterica subsp. houtenae,453,Plant,ttgR,0,0
Salmonella enterica subsp. houtenae,453,Plant,ttgT,0,0
Salmonella enterica subsp. houtenae,453,Plant,mtrF,0,0
Salmonella enterica subsp. houtenae,453,Plant,emrE,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qac,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacEdelta,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacC,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacE,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacA,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacB,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacF,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacG,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacH,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacJ,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacK,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacL,0,0
Salmonella enterica subsp. houtenae,453,Sewage,qacM,0,0
Salmonella enterica subsp. houtenae,453,Sewage,sugE,0,0
Salmonella enterica subsp. houtenae,453,Sewage,bcrABC,0,0
Salmonella enterica subsp. houtenae,453,Sewage,crcB,0,0
Salmonella enterica subsp. houtenae,453,Sewage,srp,0,0
Salmonella enterica subsp. houtenae,453,Sewage,smd,0,0
Salmonella enterica subsp. houtenae,453,Sewage,sde,0,0
Salmonella enterica subsp. houtenae,453,Sewage,lmrS,0,0
Salmonella enterica subsp. houtenae,453,Sewage,smr,0,0
Salmonella enterica subsp. houtenae,453,Sewage,ssmE,0,0
Salmonella enterica subsp. houtenae,453,Sewage,tbtR,0,0
Salmonella enterica subsp. houtenae,453,Sewage,ttg,0,0
Salmonella enterica subsp. houtenae,453,Sewage,ttgR,0,0
Salmonella enterica subsp. houtenae,453,Sewage,ttgT,0,0
Salmonella enterica subsp. houtenae,453,Sewage,mtrF,0,0
Salmonella enterica subsp. houtenae,453,Sewage,emrE,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qac,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacEdelta,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacC,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacE,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacA,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacB,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacF,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacG,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacH,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacJ,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacK,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacL,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,qacM,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,sugE,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,bcrABC,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,crcB,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,srp,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,smd,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,sde,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,lmrS,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,smr,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,ssmE,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,tbtR,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,ttg,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,ttgR,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,ttgT,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,mtrF,0,0
Salmonella enterica subsp. houtenae,453,Wastewater,emrE,0,0
Salmonella enterica subsp. houtenae,453,Water,qac,9,0
Salmonella enterica subsp. houtenae,453,Water,qacEdelta,9,0
Salmonella enterica subsp. houtenae,453,Water,qacC,9,0
Salmonella enterica subsp. houtenae,453,Water,qacE,9,0
Salmonella enterica subsp. houtenae,453,Water,qacA,9,0
Salmonella enterica subsp. houtenae,453,Water,qacB,9,0
Salmonella enterica subsp. houtenae,453,Water,qacF,9,0
Salmonella enterica subsp. houtenae,453,Water,qacG,9,0
Salmonella enterica subsp. houtenae,453,Water,qacH,9,0
Salmonella enterica subsp. houtenae,453,Water,qacJ,9,0
Salmonella enterica subsp. houtenae,453,Water,qacK,9,0
Salmonella enterica subsp. houtenae,453,Water,qacL,9,0
Salmonella enterica subsp. houtenae,453,Water,qacM,9,0
Salmonella enterica subsp. houtenae,453,Water,sugE,9,0
Salmonella enterica subsp. houtenae,453,Water,bcrABC,9,0
Salmonella enterica subsp. houtenae,453,Water,crcB,9,0
Salmonella enterica subsp. houtenae,453,Water,srp,9,0
Salmonella enterica subsp. houtenae,453,Water,smd,9,0
Salmonella enterica subsp. houtenae,453,Water,sde,9,0
Salmonella enterica subsp. houtenae,453,Water,lmrS,9,0
Salmonella enterica subsp. houtenae,453,Water,smr,9,0
Salmonella enterica subsp. houtenae,453,Water,ssmE,9,0
Salmonella enterica subsp. houtenae,453,Water,tbtR,9,0
Salmonella enterica subsp. houtenae,453,Water,ttg,9,0
Salmonella enterica subsp. houtenae,453,Water,ttgR,9,0
Salmonella enterica subsp. houtenae,453,Water,ttgT,9,0
Salmonella enterica subsp. houtenae,453,Water,mtrF,9,0
Salmonella enterica subsp. houtenae,453,Water,emrE,9,0
Salmonella enterica subsp. houtenae,453,Tea,qac,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacEdelta,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacC,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacE,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacA,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacB,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacF,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacG,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacH,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacJ,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacK,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacL,0,0
Salmonella enterica subsp. houtenae,453,Tea,qacM,0,0
Salmonella enterica subsp. houtenae,453,Tea,sugE,0,0
Salmonella enterica subsp. houtenae,453,Tea,bcrABC,0,0
Salmonella enterica subsp. houtenae,453,Tea,crcB,0,0
Salmonella enterica subsp. houtenae,453,Tea,srp,0,0
Salmonella enterica subsp. houtenae,453,Tea,smd,0,0
Salmonella enterica subsp. houtenae,453,Tea,sde,0,0
Salmonella enterica subsp. houtenae,453,Tea,lmrS,0,0
Salmonella enterica subsp. houtenae,453,Tea,smr,0,0
Salmonella enterica subsp. houtenae,453,Tea,ssmE,0,0
Salmonella enterica subsp. houtenae,453,Tea,tbtR,0,0
Salmonella enterica subsp. houtenae,453,Tea,ttg,0,0
Salmonella enterica subsp. houtenae,453,Tea,ttgR,0,0
Salmonella enterica subsp. houtenae,453,Tea,ttgT,0,0
Salmonella enterica subsp. houtenae,453,Tea,mtrF,0,0
Salmonella enterica subsp. houtenae,453,Tea,emrE,0,0
Salmonella enterica subsp. houtenae,453,Clinical,qac,255,2
Salmonella enterica subsp. houtenae,453,Clinical,qacEdelta,255,2
Salmonella enterica subsp. houtenae,453,Clinical,qacC,255,0
Salmonella enterica subsp. houtenae,453,Clinical,qacE,255,0
Salmonella enterica subsp. houtenae,453,Clinical,qacA,255,0
Salmonella enterica subsp. houtenae,453,Clinical,qacB,255,0
Salmonella enterica subsp. houtenae,453,Clinical,qacF,255,0
Salmonella enterica subsp. houtenae,453,Clinical,qacG,255,0
Salmonella enterica subsp. houtenae,453,Clinical,qacH,255,0
Salmonella enterica subsp. houtenae,453,Clinical,qacJ,255,0
Salmonella enterica subsp. houtenae,453,Clinical,qacK,255,0
Salmonella enterica subsp. houtenae,453,Clinical,qacL,255,1
Salmonella enterica subsp. houtenae,453,Clinical,qacM,255,0
Salmonella enterica subsp. houtenae,453,Clinical,sugE,255,0
Salmonella enterica subsp. houtenae,453,Clinical,bcrABC,255,0
Salmonella enterica subsp. houtenae,453,Clinical,crcB,255,0
Salmonella enterica subsp. houtenae,453,Clinical,srp,255,0
Salmonella enterica subsp. houtenae,453,Clinical,smd,255,0
Salmonella enterica subsp. houtenae,453,Clinical,sde,255,0
Salmonella enterica subsp. houtenae,453,Clinical,lmrS,255,0
Salmonella enterica subsp. houtenae,453,Clinical,smr,255,0
Salmonella enterica subsp. houtenae,453,Clinical,ssmE,255,0
Salmonella enterica subsp. houtenae,453,Clinical,tbtR,255,0
Salmonella enterica subsp. houtenae,453,Clinical,ttg,255,0
Salmonella enterica subsp. houtenae,453,Clinical,ttgR,255,0
Salmonella enterica subsp. houtenae,453,Clinical,ttgT,255,0
Salmonella enterica subsp. houtenae,453,Clinical,mtrF,255,0
Salmonella enterica subsp. houtenae,453,Clinical,emrE,255,0
Salmonella enterica subsp. indica,30,Animal,qac,3,0
Salmonella enterica subsp. indica,30,Animal,qacEdelta,3,0
Salmonella enterica subsp. indica,30,Animal,qacC,3,0
Salmonella enterica subsp. indica,30,Animal,qacE,3,0
Salmonella enterica subsp. indica,30,Animal,qacA,3,0
Salmonella enterica subsp. indica,30,Animal,qacB,3,0
Salmonella enterica subsp. indica,30,Animal,qacF,3,0
Salmonella enterica subsp. indica,30,Animal,qacG,3,0
Salmonella enterica subsp. indica,30,Animal,qacH,3,0
Salmonella enterica subsp. indica,30,Animal,qacJ,3,0
Salmonella enterica subsp. indica,30,Animal,qacK,3,0
Salmonella enterica subsp. indica,30,Animal,qacL,3,0
Salmonella enterica subsp. indica,30,Animal,qacM,3,0
Salmonella enterica subsp. indica,30,Animal,sugE,3,0
Salmonella enterica subsp. indica,30,Animal,bcrABC,3,0
Salmonella enterica subsp. indica,30,Animal,crcB,3,0
Salmonella enterica subsp. indica,30,Animal,srp,3,0
Salmonella enterica subsp. indica,30,Animal,smd,3,0
Salmonella enterica subsp. indica,30,Animal,sde,3,0
Salmonella enterica subsp. indica,30,Animal,lmrS,3,0
Salmonella enterica subsp. indica,30,Animal,smr,3,0
Salmonella enterica subsp. indica,30,Animal,ssmE,3,0
Salmonella enterica subsp. indica,30,Animal,tbtR,3,0
Salmonella enterica subsp. indica,30,Animal,ttg,3,0
Salmonella enterica subsp. indica,30,Animal,ttgR,3,0
Salmonella enterica subsp. indica,30,Animal,ttgT,3,0
Salmonella enterica subsp. indica,30,Animal,mtrF,3,0
Salmonella enterica subsp. indica,30,Animal,emrE,3,0
Salmonella enterica subsp. indica,30,Animal environment,qac,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacEdelta,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacC,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacE,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacA,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacB,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacF,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacG,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacH,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacJ,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacK,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacL,0,0
Salmonella enterica subsp. indica,30,Animal environment,qacM,0,0
Salmonella enterica subsp. indica,30,Animal environment,sugE,0,0
Salmonella enterica subsp. indica,30,Animal environment,bcrABC,0,0
Salmonella enterica subsp. indica,30,Animal environment,crcB,0,0
Salmonella enterica subsp. indica,30,Animal environment,srp,0,0
Salmonella enterica subsp. indica,30,Animal environment,smd,0,0
Salmonella enterica subsp. indica,30,Animal environment,sde,0,0
Salmonella enterica subsp. indica,30,Animal environment,lmrS,0,0
Salmonella enterica subsp. indica,30,Animal environment,smr,0,0
Salmonella enterica subsp. indica,30,Animal environment,ssmE,0,0
Salmonella enterica subsp. indica,30,Animal environment,tbtR,0,0
Salmonella enterica subsp. indica,30,Animal environment,ttg,0,0
Salmonella enterica subsp. indica,30,Animal environment,ttgR,0,0
Salmonella enterica subsp. indica,30,Animal environment,ttgT,0,0
Salmonella enterica subsp. indica,30,Animal environment,mtrF,0,0
Salmonella enterica subsp. indica,30,Animal environment,emrE,0,0
Salmonella enterica subsp. indica,30,Animal feces,qac,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacEdelta,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacC,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacE,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacA,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacB,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacF,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacG,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacH,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacJ,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacK,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacL,1,0
Salmonella enterica subsp. indica,30,Animal feces,qacM,1,0
Salmonella enterica subsp. indica,30,Animal feces,sugE,1,0
Salmonella enterica subsp. indica,30,Animal feces,bcrABC,1,0
Salmonella enterica subsp. indica,30,Animal feces,crcB,1,0
Salmonella enterica subsp. indica,30,Animal feces,srp,1,0
Salmonella enterica subsp. indica,30,Animal feces,smd,1,0
Salmonella enterica subsp. indica,30,Animal feces,sde,1,0
Salmonella enterica subsp. indica,30,Animal feces,lmrS,1,0
Salmonella enterica subsp. indica,30,Animal feces,smr,1,0
Salmonella enterica subsp. indica,30,Animal feces,ssmE,1,0
Salmonella enterica subsp. indica,30,Animal feces,tbtR,1,0
Salmonella enterica subsp. indica,30,Animal feces,ttg,1,0
Salmonella enterica subsp. indica,30,Animal feces,ttgR,1,0
Salmonella enterica subsp. indica,30,Animal feces,ttgT,1,0
Salmonella enterica subsp. indica,30,Animal feces,mtrF,1,0
Salmonella enterica subsp. indica,30,Animal feces,emrE,1,0
Salmonella enterica subsp. indica,30,Animal feed,qac,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacEdelta,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacC,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacE,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacA,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacB,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacF,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacG,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacH,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacJ,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacK,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacL,0,0
Salmonella enterica subsp. indica,30,Animal feed,qacM,0,0
Salmonella enterica subsp. indica,30,Animal feed,sugE,0,0
Salmonella enterica subsp. indica,30,Animal feed,bcrABC,0,0
Salmonella enterica subsp. indica,30,Animal feed,crcB,0,0
Salmonella enterica subsp. indica,30,Animal feed,srp,0,0
Salmonella enterica subsp. indica,30,Animal feed,smd,0,0
Salmonella enterica subsp. indica,30,Animal feed,sde,0,0
Salmonella enterica subsp. indica,30,Animal feed,lmrS,0,0
Salmonella enterica subsp. indica,30,Animal feed,smr,0,0
Salmonella enterica subsp. indica,30,Animal feed,ssmE,0,0
Salmonella enterica subsp. indica,30,Animal feed,tbtR,0,0
Salmonella enterica subsp. indica,30,Animal feed,ttg,0,0
Salmonella enterica subsp. indica,30,Animal feed,ttgR,0,0
Salmonella enterica subsp. indica,30,Animal feed,ttgT,0,0
Salmonella enterica subsp. indica,30,Animal feed,mtrF,0,0
Salmonella enterica subsp. indica,30,Animal feed,emrE,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qac,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacEdelta,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacC,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacE,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacA,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacB,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacF,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacG,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacH,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacJ,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacK,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacL,0,0
Salmonella enterica subsp. indica,30,Raw pet food,qacM,0,0
Salmonella enterica subsp. indica,30,Raw pet food,sugE,0,0
Salmonella enterica subsp. indica,30,Raw pet food,bcrABC,0,0
Salmonella enterica subsp. indica,30,Raw pet food,crcB,0,0
Salmonella enterica subsp. indica,30,Raw pet food,srp,0,0
Salmonella enterica subsp. indica,30,Raw pet food,smd,0,0
Salmonella enterica subsp. indica,30,Raw pet food,sde,0,0
Salmonella enterica subsp. indica,30,Raw pet food,lmrS,0,0
Salmonella enterica subsp. indica,30,Raw pet food,smr,0,0
Salmonella enterica subsp. indica,30,Raw pet food,ssmE,0,0
Salmonella enterica subsp. indica,30,Raw pet food,tbtR,0,0
Salmonella enterica subsp. indica,30,Raw pet food,ttg,0,0
Salmonella enterica subsp. indica,30,Raw pet food,ttgR,0,0
Salmonella enterica subsp. indica,30,Raw pet food,ttgT,0,0
Salmonella enterica subsp. indica,30,Raw pet food,mtrF,0,0
Salmonella enterica subsp. indica,30,Raw pet food,emrE,0,0
Salmonella enterica subsp. indica,30,Pet food,qac,0,0
Salmonella enterica subsp. indica,30,Pet food,qacEdelta,0,0
Salmonella enterica subsp. indica,30,Pet food,qacC,0,0
Salmonella enterica subsp. indica,30,Pet food,qacE,0,0
Salmonella enterica subsp. indica,30,Pet food,qacA,0,0
Salmonella enterica subsp. indica,30,Pet food,qacB,0,0
Salmonella enterica subsp. indica,30,Pet food,qacF,0,0
Salmonella enterica subsp. indica,30,Pet food,qacG,0,0
Salmonella enterica subsp. indica,30,Pet food,qacH,0,0
Salmonella enterica subsp. indica,30,Pet food,qacJ,0,0
Salmonella enterica subsp. indica,30,Pet food,qacK,0,0
Salmonella enterica subsp. indica,30,Pet food,qacL,0,0
Salmonella enterica subsp. indica,30,Pet food,qacM,0,0
Salmonella enterica subsp. indica,30,Pet food,sugE,0,0
Salmonella enterica subsp. indica,30,Pet food,bcrABC,0,0
Salmonella enterica subsp. indica,30,Pet food,crcB,0,0
Salmonella enterica subsp. indica,30,Pet food,srp,0,0
Salmonella enterica subsp. indica,30,Pet food,smd,0,0
Salmonella enterica subsp. indica,30,Pet food,sde,0,0
Salmonella enterica subsp. indica,30,Pet food,lmrS,0,0
Salmonella enterica subsp. indica,30,Pet food,smr,0,0
Salmonella enterica subsp. indica,30,Pet food,ssmE,0,0
Salmonella enterica subsp. indica,30,Pet food,tbtR,0,0
Salmonella enterica subsp. indica,30,Pet food,ttg,0,0
Salmonella enterica subsp. indica,30,Pet food,ttgR,0,0
Salmonella enterica subsp. indica,30,Pet food,ttgT,0,0
Salmonella enterica subsp. indica,30,Pet food,mtrF,0,0
Salmonella enterica subsp. indica,30,Pet food,emrE,0,0
Salmonella enterica subsp. indica,30,Farm,qac,0,0
Salmonella enterica subsp. indica,30,Farm,qacEdelta,0,0
Salmonella enterica subsp. indica,30,Farm,qacC,0,0
Salmonella enterica subsp. indica,30,Farm,qacE,0,0
Salmonella enterica subsp. indica,30,Farm,qacA,0,0
Salmonella enterica subsp. indica,30,Farm,qacB,0,0
Salmonella enterica subsp. indica,30,Farm,qacF,0,0
Salmonella enterica subsp. indica,30,Farm,qacG,0,0
Salmonella enterica subsp. indica,30,Farm,qacH,0,0
Salmonella enterica subsp. indica,30,Farm,qacJ,0,0
Salmonella enterica subsp. indica,30,Farm,qacK,0,0
Salmonella enterica subsp. indica,30,Farm,qacL,0,0
Salmonella enterica subsp. indica,30,Farm,qacM,0,0
Salmonella enterica subsp. indica,30,Farm,sugE,0,0
Salmonella enterica subsp. indica,30,Farm,bcrABC,0,0
Salmonella enterica subsp. indica,30,Farm,crcB,0,0
Salmonella enterica subsp. indica,30,Farm,srp,0,0
Salmonella enterica subsp. indica,30,Farm,smd,0,0
Salmonella enterica subsp. indica,30,Farm,sde,0,0
Salmonella enterica subsp. indica,30,Farm,lmrS,0,0
Salmonella enterica subsp. indica,30,Farm,smr,0,0
Salmonella enterica subsp. indica,30,Farm,ssmE,0,0
Salmonella enterica subsp. indica,30,Farm,tbtR,0,0
Salmonella enterica subsp. indica,30,Farm,ttg,0,0
Salmonella enterica subsp. indica,30,Farm,ttgR,0,0
Salmonella enterica subsp. indica,30,Farm,ttgT,0,0
Salmonella enterica subsp. indica,30,Farm,mtrF,0,0
Salmonella enterica subsp. indica,30,Farm,emrE,0,0
Salmonella enterica subsp. indica,30,Egg,qac,0,0
Salmonella enterica subsp. indica,30,Egg,qacEdelta,0,0
Salmonella enterica subsp. indica,30,Egg,qacC,0,0
Salmonella enterica subsp. indica,30,Egg,qacE,0,0
Salmonella enterica subsp. indica,30,Egg,qacA,0,0
Salmonella enterica subsp. indica,30,Egg,qacB,0,0
Salmonella enterica subsp. indica,30,Egg,qacF,0,0
Salmonella enterica subsp. indica,30,Egg,qacG,0,0
Salmonella enterica subsp. indica,30,Egg,qacH,0,0
Salmonella enterica subsp. indica,30,Egg,qacJ,0,0
Salmonella enterica subsp. indica,30,Egg,qacK,0,0
Salmonella enterica subsp. indica,30,Egg,qacL,0,0
Salmonella enterica subsp. indica,30,Egg,qacM,0,0
Salmonella enterica subsp. indica,30,Egg,sugE,0,0
Salmonella enterica subsp. indica,30,Egg,bcrABC,0,0
Salmonella enterica subsp. indica,30,Egg,crcB,0,0
Salmonella enterica subsp. indica,30,Egg,srp,0,0
Salmonella enterica subsp. indica,30,Egg,smd,0,0
Salmonella enterica subsp. indica,30,Egg,sde,0,0
Salmonella enterica subsp. indica,30,Egg,lmrS,0,0
Salmonella enterica subsp. indica,30,Egg,smr,0,0
Salmonella enterica subsp. indica,30,Egg,ssmE,0,0
Salmonella enterica subsp. indica,30,Egg,tbtR,0,0
Salmonella enterica subsp. indica,30,Egg,ttg,0,0
Salmonella enterica subsp. indica,30,Egg,ttgR,0,0
Salmonella enterica subsp. indica,30,Egg,ttgT,0,0
Salmonella enterica subsp. indica,30,Egg,mtrF,0,0
Salmonella enterica subsp. indica,30,Egg,emrE,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qac,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacEdelta,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacC,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacE,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacA,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacB,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacF,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacG,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacH,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacJ,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacK,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacL,0,0
Salmonella enterica subsp. indica,30,Farm sewage,qacM,0,0
Salmonella enterica subsp. indica,30,Farm sewage,sugE,0,0
Salmonella enterica subsp. indica,30,Farm sewage,bcrABC,0,0
Salmonella enterica subsp. indica,30,Farm sewage,crcB,0,0
Salmonella enterica subsp. indica,30,Farm sewage,srp,0,0
Salmonella enterica subsp. indica,30,Farm sewage,smd,0,0
Salmonella enterica subsp. indica,30,Farm sewage,sde,0,0
Salmonella enterica subsp. indica,30,Farm sewage,lmrS,0,0
Salmonella enterica subsp. indica,30,Farm sewage,smr,0,0
Salmonella enterica subsp. indica,30,Farm sewage,ssmE,0,0
Salmonella enterica subsp. indica,30,Farm sewage,tbtR,0,0
Salmonella enterica subsp. indica,30,Farm sewage,ttg,0,0
Salmonella enterica subsp. indica,30,Farm sewage,ttgR,0,0
Salmonella enterica subsp. indica,30,Farm sewage,ttgT,0,0
Salmonella enterica subsp. indica,30,Farm sewage,mtrF,0,0
Salmonella enterica subsp. indica,30,Farm sewage,emrE,0,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qac,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacEdelta,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacC,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacE,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacA,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacB,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacF,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacG,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacH,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacJ,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacK,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacL,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,qacM,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,sugE,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,bcrABC,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,crcB,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,srp,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,smd,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,sde,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,lmrS,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,smr,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,ssmE,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,tbtR,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,ttg,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,ttgR,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,ttgT,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,mtrF,2,0
Salmonella enterica subsp. indica,30,Fish/Seafood,emrE,2,0
Salmonella enterica subsp. indica,30,Multi-product,qac,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacEdelta,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacC,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacE,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacA,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacB,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacF,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacG,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacH,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacJ,1,0
Salmonella enterica subsp. indica,30,Multi-product,qacK,1,0
