Species,Genus,Total_genus,Source,Class,total_from_source,number_res
Aeromonas salmonicida,Aeromonas,330,Pet food,bleomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,fosfomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,fusidic acid+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,glycopeptide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,MLS+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,macrolide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,lincosamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,lincosamide_streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,mupirocin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,nitroimidazole+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,phenicol+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,phenicol_oxazolidinone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,phenicol_quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,pluromutilin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,polymyxin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,rifamycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,streptothricin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,sulphonamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,tetracenomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,tetracycline+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,thiostrepton+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,trimethoprim+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,tuberactinomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Pet food,Metal+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,aminoglycoside+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,betalactam+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,bleomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,fosfomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,fusidic acid+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,glycopeptide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,MLS+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,macrolide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,lincosamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,lincosamide_streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,mupirocin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,nitroimidazole+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,phenicol+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,phenicol_oxazolidinone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,phenicol_quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,pluromutilin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,polymyxin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,rifamycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,streptothricin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,sulphonamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,tetracenomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,tetracycline+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,thiostrepton+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,trimethoprim+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,tuberactinomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Egg,Metal+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,aminoglycoside+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,betalactam+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,bleomycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,fosfomycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,fusidic acid+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,glycopeptide+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,MLS+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,macrolide+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,lincosamide+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,lincosamide_streptogramin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,mupirocin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,nitroimidazole+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,phenicol+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,phenicol_oxazolidinone+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,phenicol_quinolone+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,pluromutilin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,polymyxin+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,quinolone+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,rifamycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,streptogramin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,streptothricin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,sulphonamide+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,tetracenomycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,tetracycline+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,thiostrepton+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,trimethoprim+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,tuberactinomycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Fish/Seafood,Metal+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Multi-product,aminoglycoside+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Multi-product,betalactam+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Multi-product,bleomycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,fosfomycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,fusidic acid+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,glycopeptide+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,MLS+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,macrolide+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,lincosamide+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,lincosamide_streptogramin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,mupirocin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,nitroimidazole+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,phenicol+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Multi-product,phenicol_oxazolidinone+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,phenicol_quinolone+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,pluromutilin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,polymyxin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,quinolone+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,rifamycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,streptogramin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,streptothricin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,sulphonamide+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,tetracenomycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,tetracycline+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Multi-product,thiostrepton+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,trimethoprim+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Multi-product,tuberactinomycin+Biocide,6,0
Aeromonas salmonicida,Aeromonas,330,Multi-product,Metal+Biocide,6,1
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,aminoglycoside+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,betalactam+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,bleomycin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,fosfomycin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,fusidic acid+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,glycopeptide+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,MLS+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,macrolide+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,lincosamide+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,lincosamide_streptogramin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,mupirocin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,nitroimidazole+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,phenicol+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,phenicol_oxazolidinone+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,phenicol_quinolone+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,pluromutilin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,polymyxin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,quinolone+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,rifamycin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,streptogramin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,streptothricin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,sulphonamide+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,tetracenomycin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,tetracycline+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,thiostrepton+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,trimethoprim+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,tuberactinomycin+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Meat/Poultry,Metal+Biocide,4,0
Aeromonas salmonicida,Aeromonas,330,Cider,aminoglycoside+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,betalactam+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,bleomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,fosfomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,fusidic acid+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,glycopeptide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,MLS+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,macrolide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,lincosamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,lincosamide_streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,mupirocin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,nitroimidazole+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,phenicol+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,phenicol_oxazolidinone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,phenicol_quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,pluromutilin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,polymyxin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,rifamycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,streptothricin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,sulphonamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,tetracenomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,tetracycline+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,thiostrepton+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,trimethoprim+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,tuberactinomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Cider,Metal+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,aminoglycoside+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,betalactam+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,bleomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,fosfomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,fusidic acid+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,glycopeptide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,MLS+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,macrolide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,lincosamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,lincosamide_streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,mupirocin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,nitroimidazole+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,phenicol+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,phenicol_oxazolidinone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,phenicol_quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,pluromutilin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,polymyxin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,rifamycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,streptothricin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,sulphonamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,tetracenomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,tetracycline+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,thiostrepton+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,trimethoprim+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,tuberactinomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Dairy,Metal+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,aminoglycoside+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,betalactam+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,bleomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,fosfomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,fusidic acid+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,glycopeptide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,MLS+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,macrolide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,lincosamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,lincosamide_streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,mupirocin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,nitroimidazole+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,phenicol+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,phenicol_oxazolidinone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,phenicol_quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,pluromutilin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,polymyxin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,rifamycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,streptothricin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,sulphonamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,tetracenomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,tetracycline+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,thiostrepton+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,trimethoprim+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,tuberactinomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Flour,Metal+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,aminoglycoside+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,betalactam+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,bleomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,fosfomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,fusidic acid+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,glycopeptide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,MLS+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,macrolide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,lincosamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,lincosamide_streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,mupirocin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,nitroimidazole+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,phenicol+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,phenicol_oxazolidinone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,phenicol_quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,pluromutilin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,polymyxin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,rifamycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,streptothricin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,sulphonamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,tetracenomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,tetracycline+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,thiostrepton+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,trimethoprim+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,tuberactinomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Fruit/Vegetables,Metal+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,aminoglycoside+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,betalactam+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,bleomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,fosfomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,fusidic acid+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,glycopeptide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,MLS+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,macrolide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,lincosamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,lincosamide_streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,mupirocin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,nitroimidazole+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,phenicol+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,phenicol_oxazolidinone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,phenicol_quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,pluromutilin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,polymyxin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,rifamycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,streptothricin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,sulphonamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,tetracenomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,tetracycline+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,thiostrepton+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,trimethoprim+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,tuberactinomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Spice/Herbs,Metal+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,aminoglycoside+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,betalactam+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,bleomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,fosfomycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,fusidic acid+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,glycopeptide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,MLS+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,macrolide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,lincosamide+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,lincosamide_streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,mupirocin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,nitroimidazole+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,phenicol+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,phenicol_oxazolidinone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,phenicol_quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,pluromutilin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,polymyxin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,quinolone+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,rifamycin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,streptogramin+Biocide,,
Aeromonas salmonicida,Aeromonas,330,Nuts/Seeds,streptothricin+Biocide,,
