Species,Genus,Total_genus,Source,Class,total_from_source,number_res
Enterobacter roggenkampii,Enterobacter,557,Dairy,MLS,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,macrolide,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,lincosamide,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,lincosamide_streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,mupirocin,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,nitroimidazole,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,phenicol,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,phenicol_oxazolidinone,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,phenicol_quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,pluromutilin,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,polymyxin,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,rifamycin,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,streptothricin,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,sulphonamide,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,tetracenomycin,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,tetracycline,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,thiostrepton,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,trimethoprim,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,tuberactinomycin,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,Biocide,,
Enterobacter roggenkampii,Enterobacter,557,Dairy,Metal,,
Enterobacter roggenkampii,Enterobacter,557,Flour,aminoglycoside,,
Enterobacter roggenkampii,Enterobacter,557,Flour,betalactam,,
Enterobacter roggenkampii,Enterobacter,557,Flour,bleomycin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,fosfomycin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,fusidic acid,,
Enterobacter roggenkampii,Enterobacter,557,Flour,glycopeptide,,
Enterobacter roggenkampii,Enterobacter,557,Flour,MLS,,
Enterobacter roggenkampii,Enterobacter,557,Flour,macrolide,,
Enterobacter roggenkampii,Enterobacter,557,Flour,lincosamide,,
Enterobacter roggenkampii,Enterobacter,557,Flour,lincosamide_streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,mupirocin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,nitroimidazole,,
Enterobacter roggenkampii,Enterobacter,557,Flour,phenicol,,
Enterobacter roggenkampii,Enterobacter,557,Flour,phenicol_oxazolidinone,,
Enterobacter roggenkampii,Enterobacter,557,Flour,phenicol_quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Flour,pluromutilin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,polymyxin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Flour,rifamycin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,streptothricin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,sulphonamide,,
Enterobacter roggenkampii,Enterobacter,557,Flour,tetracenomycin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,tetracycline,,
Enterobacter roggenkampii,Enterobacter,557,Flour,thiostrepton,,
Enterobacter roggenkampii,Enterobacter,557,Flour,trimethoprim,,
Enterobacter roggenkampii,Enterobacter,557,Flour,tuberactinomycin,,
Enterobacter roggenkampii,Enterobacter,557,Flour,Biocide,,
Enterobacter roggenkampii,Enterobacter,557,Flour,Metal,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,aminoglycoside,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,betalactam,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,bleomycin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,fosfomycin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,fusidic acid,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,glycopeptide,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,MLS,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,macrolide,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,lincosamide,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,lincosamide_streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,mupirocin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,nitroimidazole,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,phenicol,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,phenicol_oxazolidinone,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,phenicol_quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,pluromutilin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,polymyxin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,rifamycin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,streptothricin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,sulphonamide,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,tetracenomycin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,tetracycline,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,thiostrepton,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,trimethoprim,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,tuberactinomycin,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,Biocide,,
Enterobacter roggenkampii,Enterobacter,557,Fruit/Vegetables,Metal,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,aminoglycoside,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,betalactam,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,bleomycin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,fosfomycin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,fusidic acid,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,glycopeptide,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,MLS,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,macrolide,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,lincosamide,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,lincosamide_streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,mupirocin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,nitroimidazole,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,phenicol,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,phenicol_oxazolidinone,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,phenicol_quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,pluromutilin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,polymyxin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,rifamycin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,streptothricin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,sulphonamide,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,tetracenomycin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,tetracycline,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,thiostrepton,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,trimethoprim,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,tuberactinomycin,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,Biocide,,
Enterobacter roggenkampii,Enterobacter,557,Spice/Herbs,Metal,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,aminoglycoside,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,betalactam,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,bleomycin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,fosfomycin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,fusidic acid,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,glycopeptide,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,MLS,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,macrolide,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,lincosamide,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,lincosamide_streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,mupirocin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,nitroimidazole,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,phenicol,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,phenicol_oxazolidinone,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,phenicol_quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,pluromutilin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,polymyxin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,rifamycin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,streptothricin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,sulphonamide,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,tetracenomycin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,tetracycline,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,thiostrepton,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,trimethoprim,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,tuberactinomycin,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,Biocide,,
Enterobacter roggenkampii,Enterobacter,557,Nuts/Seeds,Metal,,
Enterobacter roggenkampii,Enterobacter,557,Tea,aminoglycoside,,
Enterobacter roggenkampii,Enterobacter,557,Tea,betalactam,,
Enterobacter roggenkampii,Enterobacter,557,Tea,bleomycin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,fosfomycin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,fusidic acid,,
Enterobacter roggenkampii,Enterobacter,557,Tea,glycopeptide,,
Enterobacter roggenkampii,Enterobacter,557,Tea,MLS,,
Enterobacter roggenkampii,Enterobacter,557,Tea,macrolide,,
Enterobacter roggenkampii,Enterobacter,557,Tea,lincosamide,,
Enterobacter roggenkampii,Enterobacter,557,Tea,lincosamide_streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,mupirocin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,nitroimidazole,,
Enterobacter roggenkampii,Enterobacter,557,Tea,phenicol,,
Enterobacter roggenkampii,Enterobacter,557,Tea,phenicol_oxazolidinone,,
Enterobacter roggenkampii,Enterobacter,557,Tea,phenicol_quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Tea,pluromutilin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,polymyxin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,quinolone,,
Enterobacter roggenkampii,Enterobacter,557,Tea,rifamycin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,streptogramin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,streptothricin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,sulphonamide,,
Enterobacter roggenkampii,Enterobacter,557,Tea,tetracenomycin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,tetracycline,,
Enterobacter roggenkampii,Enterobacter,557,Tea,thiostrepton,,
Enterobacter roggenkampii,Enterobacter,557,Tea,trimethoprim,,
Enterobacter roggenkampii,Enterobacter,557,Tea,tuberactinomycin,,
Enterobacter roggenkampii,Enterobacter,557,Tea,Biocide,,
Enterobacter roggenkampii,Enterobacter,557,Tea,Metal,,
Enterobacter roggenkampii,Enterobacter,557,Clinical,aminoglycoside,347,88
Enterobacter roggenkampii,Enterobacter,557,Clinical,betalactam,347,347
Enterobacter roggenkampii,Enterobacter,557,Clinical,bleomycin,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,fosfomycin,347,290
Enterobacter roggenkampii,Enterobacter,557,Clinical,fusidic acid,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,glycopeptide,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,MLS,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,macrolide,347,16
Enterobacter roggenkampii,Enterobacter,557,Clinical,lincosamide,347,1
Enterobacter roggenkampii,Enterobacter,557,Clinical,lincosamide_streptogramin,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,mupirocin,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,nitroimidazole,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,phenicol,347,317
Enterobacter roggenkampii,Enterobacter,557,Clinical,phenicol_oxazolidinone,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,phenicol_quinolone,347,313
Enterobacter roggenkampii,Enterobacter,557,Clinical,pluromutilin,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,polymyxin,347,105
Enterobacter roggenkampii,Enterobacter,557,Clinical,quinolone,347,315
Enterobacter roggenkampii,Enterobacter,557,Clinical,rifamycin,347,9
Enterobacter roggenkampii,Enterobacter,557,Clinical,streptogramin,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,streptothricin,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,sulphonamide,347,89
Enterobacter roggenkampii,Enterobacter,557,Clinical,tetracenomycin,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,tetracycline,347,54
Enterobacter roggenkampii,Enterobacter,557,Clinical,thiostrepton,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,trimethoprim,347,51
Enterobacter roggenkampii,Enterobacter,557,Clinical,tuberactinomycin,347,0
Enterobacter roggenkampii,Enterobacter,557,Clinical,Biocide,347,82
Enterobacter roggenkampii,Enterobacter,557,Clinical,Metal,347,347
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,aminoglycoside,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,betalactam,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,bleomycin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,fosfomycin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,fusidic acid,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,glycopeptide,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,MLS,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,macrolide,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,lincosamide,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,lincosamide_streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,mupirocin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,nitroimidazole,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,phenicol,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,phenicol_oxazolidinone,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,phenicol_quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,pluromutilin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,polymyxin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,rifamycin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,streptothricin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,sulphonamide,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,tetracenomycin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,tetracycline,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,thiostrepton,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,trimethoprim,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,tuberactinomycin,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,Biocide,,
Enterobacter sichuanensis,Enterobacter,22,Raw pet food,Metal,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,aminoglycoside,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,betalactam,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,bleomycin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,fosfomycin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,fusidic acid,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,glycopeptide,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,MLS,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,macrolide,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,lincosamide,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,lincosamide_streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,mupirocin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,nitroimidazole,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,phenicol,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,phenicol_oxazolidinone,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,phenicol_quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,pluromutilin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,polymyxin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,rifamycin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,streptothricin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,sulphonamide,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,tetracenomycin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,tetracycline,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,thiostrepton,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,trimethoprim,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,tuberactinomycin,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,Biocide,,
Enterobacter sichuanensis,Enterobacter,22,Pet food,Metal,,
Enterobacter sichuanensis,Enterobacter,22,Egg,aminoglycoside,,
Enterobacter sichuanensis,Enterobacter,22,Egg,betalactam,,
Enterobacter sichuanensis,Enterobacter,22,Egg,bleomycin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,fosfomycin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,fusidic acid,,
Enterobacter sichuanensis,Enterobacter,22,Egg,glycopeptide,,
Enterobacter sichuanensis,Enterobacter,22,Egg,MLS,,
Enterobacter sichuanensis,Enterobacter,22,Egg,macrolide,,
Enterobacter sichuanensis,Enterobacter,22,Egg,lincosamide,,
Enterobacter sichuanensis,Enterobacter,22,Egg,lincosamide_streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,mupirocin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,nitroimidazole,,
Enterobacter sichuanensis,Enterobacter,22,Egg,phenicol,,
Enterobacter sichuanensis,Enterobacter,22,Egg,phenicol_oxazolidinone,,
Enterobacter sichuanensis,Enterobacter,22,Egg,phenicol_quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Egg,pluromutilin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,polymyxin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Egg,rifamycin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,streptothricin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,sulphonamide,,
Enterobacter sichuanensis,Enterobacter,22,Egg,tetracenomycin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,tetracycline,,
Enterobacter sichuanensis,Enterobacter,22,Egg,thiostrepton,,
Enterobacter sichuanensis,Enterobacter,22,Egg,trimethoprim,,
Enterobacter sichuanensis,Enterobacter,22,Egg,tuberactinomycin,,
Enterobacter sichuanensis,Enterobacter,22,Egg,Biocide,,
Enterobacter sichuanensis,Enterobacter,22,Egg,Metal,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,aminoglycoside,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,betalactam,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,bleomycin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,fosfomycin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,fusidic acid,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,glycopeptide,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,MLS,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,macrolide,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,lincosamide,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,lincosamide_streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,mupirocin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,nitroimidazole,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,phenicol,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,phenicol_oxazolidinone,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,phenicol_quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,pluromutilin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,polymyxin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,rifamycin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,streptothricin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,sulphonamide,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,tetracenomycin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,tetracycline,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,thiostrepton,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,trimethoprim,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,tuberactinomycin,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,Biocide,,
Enterobacter sichuanensis,Enterobacter,22,Fish/Seafood,Metal,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,aminoglycoside,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,betalactam,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,bleomycin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,fosfomycin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,fusidic acid,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,glycopeptide,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,MLS,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,macrolide,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,lincosamide,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,lincosamide_streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,mupirocin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,nitroimidazole,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,phenicol,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,phenicol_oxazolidinone,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,phenicol_quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,pluromutilin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,polymyxin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,rifamycin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,streptothricin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,sulphonamide,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,tetracenomycin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,tetracycline,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,thiostrepton,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,trimethoprim,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,tuberactinomycin,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,Biocide,,
Enterobacter sichuanensis,Enterobacter,22,Multi-product,Metal,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,aminoglycoside,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,betalactam,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,bleomycin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,fosfomycin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,fusidic acid,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,glycopeptide,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,MLS,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,macrolide,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,lincosamide,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,lincosamide_streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,mupirocin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,nitroimidazole,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,phenicol,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,phenicol_oxazolidinone,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,phenicol_quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,pluromutilin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,polymyxin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,quinolone,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,rifamycin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,streptogramin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,streptothricin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,sulphonamide,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,tetracenomycin,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,tetracycline,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,thiostrepton,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,trimethoprim,,
Enterobacter sichuanensis,Enterobacter,22,Meat/Poultry,tuberactinomycin,,
