Species,Genus,Source,Cluster,total_source,number
Klebsiella quasipneumoniae,Klebsiella,Dairy,vanA_YXcluster,11,0
Klebsiella quasipneumoniae,Klebsiella,Dairy,vanA_cluster,11,0
Klebsiella quasipneumoniae,Klebsiella,Dairy,vanB_YXcluster,11,0
Klebsiella quasipneumoniae,Klebsiella,Dairy,vanB_cluster,11,0
Klebsiella quasipneumoniae,Klebsiella,Dairy,vanRSPt_cluster,11,0
Klebsiella quasipneumoniae,Klebsiella,Dairy,vanGZ_cluster,11,0
Klebsiella quasipneumoniae,Klebsiella,Dairy,vanG_cluster,11,0
Klebsiella quasipneumoniae,Klebsiella,Fruit/Vegetables,vanA_YXcluster,3,0
Klebsiella quasipneumoniae,Klebsiella,Fruit/Vegetables,vanA_cluster,3,0
Klebsiella quasipneumoniae,Klebsiella,Fruit/Vegetables,vanB_YXcluster,3,0
Klebsiella quasipneumoniae,Klebsiella,Fruit/Vegetables,vanB_cluster,3,0
Klebsiella quasipneumoniae,Klebsiella,Fruit/Vegetables,vanRSPt_cluster,3,0
Klebsiella quasipneumoniae,Klebsiella,Fruit/Vegetables,vanGZ_cluster,3,0
Klebsiella quasipneumoniae,Klebsiella,Fruit/Vegetables,vanG_cluster,3,0
Klebsiella quasipneumoniae,Klebsiella,Clinical,vanA_YXcluster,1218,0
Klebsiella quasipneumoniae,Klebsiella,Clinical,vanA_cluster,1218,0
Klebsiella quasipneumoniae,Klebsiella,Clinical,vanB_YXcluster,1218,0
Klebsiella quasipneumoniae,Klebsiella,Clinical,vanB_cluster,1218,0
Klebsiella quasipneumoniae,Klebsiella,Clinical,vanRSPt_cluster,1218,0
Klebsiella quasipneumoniae,Klebsiella,Clinical,vanGZ_cluster,1218,0
Klebsiella quasipneumoniae,Klebsiella,Clinical,vanG_cluster,1218,0
Klebsiella variicola,Klebsiella,Raw pet food,vanA_YXcluster,,
Klebsiella variicola,Klebsiella,Raw pet food,vanA_cluster,,
Klebsiella variicola,Klebsiella,Raw pet food,vanB_YXcluster,,
Klebsiella variicola,Klebsiella,Raw pet food,vanB_cluster,,
Klebsiella variicola,Klebsiella,Raw pet food,vanRSPt_cluster,,
Klebsiella variicola,Klebsiella,Raw pet food,vanGZ_cluster,,
Klebsiella variicola,Klebsiella,Raw pet food,vanG_cluster,,
Klebsiella variicola,Klebsiella,Pet food,vanA_YXcluster,,
Klebsiella variicola,Klebsiella,Pet food,vanA_cluster,,
Klebsiella variicola,Klebsiella,Pet food,vanB_YXcluster,,
Klebsiella variicola,Klebsiella,Pet food,vanB_cluster,,
Klebsiella variicola,Klebsiella,Pet food,vanRSPt_cluster,,
Klebsiella variicola,Klebsiella,Pet food,vanGZ_cluster,,
Klebsiella variicola,Klebsiella,Pet food,vanG_cluster,,
Klebsiella variicola,Klebsiella,Egg,vanA_YXcluster,,
Klebsiella variicola,Klebsiella,Egg,vanA_cluster,,
Klebsiella variicola,Klebsiella,Egg,vanB_YXcluster,,
Klebsiella variicola,Klebsiella,Egg,vanB_cluster,,
Klebsiella variicola,Klebsiella,Egg,vanRSPt_cluster,,
Klebsiella variicola,Klebsiella,Egg,vanGZ_cluster,,
Klebsiella variicola,Klebsiella,Egg,vanG_cluster,,
Klebsiella variicola,Klebsiella,Fish/Seafood,vanA_YXcluster,,
Klebsiella variicola,Klebsiella,Fish/Seafood,vanA_cluster,,
Klebsiella variicola,Klebsiella,Fish/Seafood,vanB_YXcluster,,
Klebsiella variicola,Klebsiella,Fish/Seafood,vanB_cluster,,
Klebsiella variicola,Klebsiella,Fish/Seafood,vanRSPt_cluster,,
Klebsiella variicola,Klebsiella,Fish/Seafood,vanGZ_cluster,,
Klebsiella variicola,Klebsiella,Fish/Seafood,vanG_cluster,,
Klebsiella variicola,Klebsiella,Multi-product,vanA_YXcluster,6,0
Klebsiella variicola,Klebsiella,Multi-product,vanA_cluster,6,0
Klebsiella variicola,Klebsiella,Multi-product,vanB_YXcluster,6,0
Klebsiella variicola,Klebsiella,Multi-product,vanB_cluster,6,0
Klebsiella variicola,Klebsiella,Multi-product,vanRSPt_cluster,6,0
Klebsiella variicola,Klebsiella,Multi-product,vanGZ_cluster,6,0
Klebsiella variicola,Klebsiella,Multi-product,vanG_cluster,6,0
Klebsiella variicola,Klebsiella,Meat/Poultry,vanA_YXcluster,6,0
Klebsiella variicola,Klebsiella,Meat/Poultry,vanA_cluster,6,0
Klebsiella variicola,Klebsiella,Meat/Poultry,vanB_YXcluster,6,0
Klebsiella variicola,Klebsiella,Meat/Poultry,vanB_cluster,6,0
Klebsiella variicola,Klebsiella,Meat/Poultry,vanRSPt_cluster,6,0
Klebsiella variicola,Klebsiella,Meat/Poultry,vanGZ_cluster,6,0
Klebsiella variicola,Klebsiella,Meat/Poultry,vanG_cluster,6,0
Klebsiella variicola,Klebsiella,Dairy,vanA_YXcluster,7,0
Klebsiella variicola,Klebsiella,Dairy,vanA_cluster,7,0
Klebsiella variicola,Klebsiella,Dairy,vanB_YXcluster,7,0
Klebsiella variicola,Klebsiella,Dairy,vanB_cluster,7,0
Klebsiella variicola,Klebsiella,Dairy,vanRSPt_cluster,7,0
Klebsiella variicola,Klebsiella,Dairy,vanGZ_cluster,7,0
Klebsiella variicola,Klebsiella,Dairy,vanG_cluster,7,0
Klebsiella variicola,Klebsiella,Fruit/Vegetables,vanA_YXcluster,9,0
Klebsiella variicola,Klebsiella,Fruit/Vegetables,vanA_cluster,9,0
Klebsiella variicola,Klebsiella,Fruit/Vegetables,vanB_YXcluster,9,0
Klebsiella variicola,Klebsiella,Fruit/Vegetables,vanB_cluster,9,0
Klebsiella variicola,Klebsiella,Fruit/Vegetables,vanRSPt_cluster,9,0
Klebsiella variicola,Klebsiella,Fruit/Vegetables,vanGZ_cluster,9,0
Klebsiella variicola,Klebsiella,Fruit/Vegetables,vanG_cluster,9,0
Klebsiella variicola,Klebsiella,Clinical,vanA_YXcluster,1143,0
Klebsiella variicola,Klebsiella,Clinical,vanA_cluster,1143,0
Klebsiella variicola,Klebsiella,Clinical,vanB_YXcluster,1143,0
Klebsiella variicola,Klebsiella,Clinical,vanB_cluster,1143,0
Klebsiella variicola,Klebsiella,Clinical,vanRSPt_cluster,1143,0
Klebsiella variicola,Klebsiella,Clinical,vanGZ_cluster,1143,0
Klebsiella variicola,Klebsiella,Clinical,vanG_cluster,1143,0
Kosakonia oryzendophytica,Kosakonia,Raw pet food,vanA_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Raw pet food,vanA_cluster,,
Kosakonia oryzendophytica,Kosakonia,Raw pet food,vanB_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Raw pet food,vanB_cluster,,
Kosakonia oryzendophytica,Kosakonia,Raw pet food,vanRSPt_cluster,,
Kosakonia oryzendophytica,Kosakonia,Raw pet food,vanGZ_cluster,,
Kosakonia oryzendophytica,Kosakonia,Raw pet food,vanG_cluster,,
Kosakonia oryzendophytica,Kosakonia,Pet food,vanA_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Pet food,vanA_cluster,,
Kosakonia oryzendophytica,Kosakonia,Pet food,vanB_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Pet food,vanB_cluster,,
Kosakonia oryzendophytica,Kosakonia,Pet food,vanRSPt_cluster,,
Kosakonia oryzendophytica,Kosakonia,Pet food,vanGZ_cluster,,
Kosakonia oryzendophytica,Kosakonia,Pet food,vanG_cluster,,
Kosakonia oryzendophytica,Kosakonia,Egg,vanA_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Egg,vanA_cluster,,
Kosakonia oryzendophytica,Kosakonia,Egg,vanB_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Egg,vanB_cluster,,
Kosakonia oryzendophytica,Kosakonia,Egg,vanRSPt_cluster,,
Kosakonia oryzendophytica,Kosakonia,Egg,vanGZ_cluster,,
Kosakonia oryzendophytica,Kosakonia,Egg,vanG_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fish/Seafood,vanA_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Fish/Seafood,vanA_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fish/Seafood,vanB_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Fish/Seafood,vanB_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fish/Seafood,vanRSPt_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fish/Seafood,vanGZ_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fish/Seafood,vanG_cluster,,
Kosakonia oryzendophytica,Kosakonia,Multi-product,vanA_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Multi-product,vanA_cluster,,
Kosakonia oryzendophytica,Kosakonia,Multi-product,vanB_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Multi-product,vanB_cluster,,
Kosakonia oryzendophytica,Kosakonia,Multi-product,vanRSPt_cluster,,
Kosakonia oryzendophytica,Kosakonia,Multi-product,vanGZ_cluster,,
Kosakonia oryzendophytica,Kosakonia,Multi-product,vanG_cluster,,
Kosakonia oryzendophytica,Kosakonia,Meat/Poultry,vanA_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Meat/Poultry,vanA_cluster,,
Kosakonia oryzendophytica,Kosakonia,Meat/Poultry,vanB_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Meat/Poultry,vanB_cluster,,
Kosakonia oryzendophytica,Kosakonia,Meat/Poultry,vanRSPt_cluster,,
Kosakonia oryzendophytica,Kosakonia,Meat/Poultry,vanGZ_cluster,,
Kosakonia oryzendophytica,Kosakonia,Meat/Poultry,vanG_cluster,,
Kosakonia oryzendophytica,Kosakonia,Dairy,vanA_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Dairy,vanA_cluster,,
Kosakonia oryzendophytica,Kosakonia,Dairy,vanB_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Dairy,vanB_cluster,,
Kosakonia oryzendophytica,Kosakonia,Dairy,vanRSPt_cluster,,
Kosakonia oryzendophytica,Kosakonia,Dairy,vanGZ_cluster,,
Kosakonia oryzendophytica,Kosakonia,Dairy,vanG_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fruit/Vegetables,vanA_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Fruit/Vegetables,vanA_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fruit/Vegetables,vanB_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Fruit/Vegetables,vanB_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fruit/Vegetables,vanRSPt_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fruit/Vegetables,vanGZ_cluster,,
Kosakonia oryzendophytica,Kosakonia,Fruit/Vegetables,vanG_cluster,,
Kosakonia oryzendophytica,Kosakonia,Clinical,vanA_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Clinical,vanA_cluster,,
Kosakonia oryzendophytica,Kosakonia,Clinical,vanB_YXcluster,,
Kosakonia oryzendophytica,Kosakonia,Clinical,vanB_cluster,,
Kosakonia oryzendophytica,Kosakonia,Clinical,vanRSPt_cluster,,
Kosakonia oryzendophytica,Kosakonia,Clinical,vanGZ_cluster,,
Kosakonia oryzendophytica,Kosakonia,Clinical,vanG_cluster,,
Kosakonia oryzphila,Kosakonia,Raw pet food,vanA_YXcluster,,
Kosakonia oryzphila,Kosakonia,Raw pet food,vanA_cluster,,
Kosakonia oryzphila,Kosakonia,Raw pet food,vanB_YXcluster,,
Kosakonia oryzphila,Kosakonia,Raw pet food,vanB_cluster,,
Kosakonia oryzphila,Kosakonia,Raw pet food,vanRSPt_cluster,,
Kosakonia oryzphila,Kosakonia,Raw pet food,vanGZ_cluster,,
Kosakonia oryzphila,Kosakonia,Raw pet food,vanG_cluster,,
Kosakonia oryzphila,Kosakonia,Pet food,vanA_YXcluster,,
Kosakonia oryzphila,Kosakonia,Pet food,vanA_cluster,,
Kosakonia oryzphila,Kosakonia,Pet food,vanB_YXcluster,,
Kosakonia oryzphila,Kosakonia,Pet food,vanB_cluster,,
Kosakonia oryzphila,Kosakonia,Pet food,vanRSPt_cluster,,
Kosakonia oryzphila,Kosakonia,Pet food,vanGZ_cluster,,
Kosakonia oryzphila,Kosakonia,Pet food,vanG_cluster,,
Kosakonia oryzphila,Kosakonia,Egg,vanA_YXcluster,,
Kosakonia oryzphila,Kosakonia,Egg,vanA_cluster,,
Kosakonia oryzphila,Kosakonia,Egg,vanB_YXcluster,,
Kosakonia oryzphila,Kosakonia,Egg,vanB_cluster,,
Kosakonia oryzphila,Kosakonia,Egg,vanRSPt_cluster,,
Kosakonia oryzphila,Kosakonia,Egg,vanGZ_cluster,,
Kosakonia oryzphila,Kosakonia,Egg,vanG_cluster,,
Kosakonia oryzphila,Kosakonia,Fish/Seafood,vanA_YXcluster,,
Kosakonia oryzphila,Kosakonia,Fish/Seafood,vanA_cluster,,
Kosakonia oryzphila,Kosakonia,Fish/Seafood,vanB_YXcluster,,
Kosakonia oryzphila,Kosakonia,Fish/Seafood,vanB_cluster,,
Kosakonia oryzphila,Kosakonia,Fish/Seafood,vanRSPt_cluster,,
Kosakonia oryzphila,Kosakonia,Fish/Seafood,vanGZ_cluster,,
Kosakonia oryzphila,Kosakonia,Fish/Seafood,vanG_cluster,,
Kosakonia oryzphila,Kosakonia,Multi-product,vanA_YXcluster,,
Kosakonia oryzphila,Kosakonia,Multi-product,vanA_cluster,,
Kosakonia oryzphila,Kosakonia,Multi-product,vanB_YXcluster,,
Kosakonia oryzphila,Kosakonia,Multi-product,vanB_cluster,,
Kosakonia oryzphila,Kosakonia,Multi-product,vanRSPt_cluster,,
Kosakonia oryzphila,Kosakonia,Multi-product,vanGZ_cluster,,
Kosakonia oryzphila,Kosakonia,Multi-product,vanG_cluster,,
Kosakonia oryzphila,Kosakonia,Meat/Poultry,vanA_YXcluster,,
Kosakonia oryzphila,Kosakonia,Meat/Poultry,vanA_cluster,,
Kosakonia oryzphila,Kosakonia,Meat/Poultry,vanB_YXcluster,,
Kosakonia oryzphila,Kosakonia,Meat/Poultry,vanB_cluster,,
Kosakonia oryzphila,Kosakonia,Meat/Poultry,vanRSPt_cluster,,
Kosakonia oryzphila,Kosakonia,Meat/Poultry,vanGZ_cluster,,
Kosakonia oryzphila,Kosakonia,Meat/Poultry,vanG_cluster,,
Kosakonia oryzphila,Kosakonia,Dairy,vanA_YXcluster,,
Kosakonia oryzphila,Kosakonia,Dairy,vanA_cluster,,
Kosakonia oryzphila,Kosakonia,Dairy,vanB_YXcluster,,
Kosakonia oryzphila,Kosakonia,Dairy,vanB_cluster,,
Kosakonia oryzphila,Kosakonia,Dairy,vanRSPt_cluster,,
Kosakonia oryzphila,Kosakonia,Dairy,vanGZ_cluster,,
Kosakonia oryzphila,Kosakonia,Dairy,vanG_cluster,,
Kosakonia oryzphila,Kosakonia,Fruit/Vegetables,vanA_YXcluster,,
Kosakonia oryzphila,Kosakonia,Fruit/Vegetables,vanA_cluster,,
Kosakonia oryzphila,Kosakonia,Fruit/Vegetables,vanB_YXcluster,,
Kosakonia oryzphila,Kosakonia,Fruit/Vegetables,vanB_cluster,,
Kosakonia oryzphila,Kosakonia,Fruit/Vegetables,vanRSPt_cluster,,
Kosakonia oryzphila,Kosakonia,Fruit/Vegetables,vanGZ_cluster,,
Kosakonia oryzphila,Kosakonia,Fruit/Vegetables,vanG_cluster,,
Kosakonia oryzphila,Kosakonia,Clinical,vanA_YXcluster,,
Kosakonia oryzphila,Kosakonia,Clinical,vanA_cluster,,
Kosakonia oryzphila,Kosakonia,Clinical,vanB_YXcluster,,
Kosakonia oryzphila,Kosakonia,Clinical,vanB_cluster,,
Kosakonia oryzphila,Kosakonia,Clinical,vanRSPt_cluster,,
Kosakonia oryzphila,Kosakonia,Clinical,vanGZ_cluster,,
Kosakonia oryzphila,Kosakonia,Clinical,vanG_cluster,,
Listeria innocua,Listeria,Raw pet food,vanA_YXcluster,4,0
Listeria innocua,Listeria,Raw pet food,vanA_cluster,4,0
Listeria innocua,Listeria,Raw pet food,vanB_YXcluster,4,0
Listeria innocua,Listeria,Raw pet food,vanB_cluster,4,0
Listeria innocua,Listeria,Raw pet food,vanRSPt_cluster,4,0
Listeria innocua,Listeria,Raw pet food,vanGZ_cluster,4,0
Listeria innocua,Listeria,Raw pet food,vanG_cluster,4,0
Listeria innocua,Listeria,Pet food,vanA_YXcluster,,
Listeria innocua,Listeria,Pet food,vanA_cluster,,
Listeria innocua,Listeria,Pet food,vanB_YXcluster,,
Listeria innocua,Listeria,Pet food,vanB_cluster,,
Listeria innocua,Listeria,Pet food,vanRSPt_cluster,,
Listeria innocua,Listeria,Pet food,vanGZ_cluster,,
Listeria innocua,Listeria,Pet food,vanG_cluster,,
Listeria innocua,Listeria,Egg,vanA_YXcluster,,
Listeria innocua,Listeria,Egg,vanA_cluster,,
Listeria innocua,Listeria,Egg,vanB_YXcluster,,
Listeria innocua,Listeria,Egg,vanB_cluster,,
Listeria innocua,Listeria,Egg,vanRSPt_cluster,,
Listeria innocua,Listeria,Egg,vanGZ_cluster,,
Listeria innocua,Listeria,Egg,vanG_cluster,,
Listeria innocua,Listeria,Fish/Seafood,vanA_YXcluster,26,0
Listeria innocua,Listeria,Fish/Seafood,vanA_cluster,26,0
Listeria innocua,Listeria,Fish/Seafood,vanB_YXcluster,26,0
Listeria innocua,Listeria,Fish/Seafood,vanB_cluster,26,0
Listeria innocua,Listeria,Fish/Seafood,vanRSPt_cluster,26,0
Listeria innocua,Listeria,Fish/Seafood,vanGZ_cluster,26,0
Listeria innocua,Listeria,Fish/Seafood,vanG_cluster,26,0
Listeria innocua,Listeria,Multi-product,vanA_YXcluster,104,0
Listeria innocua,Listeria,Multi-product,vanA_cluster,104,0
Listeria innocua,Listeria,Multi-product,vanB_YXcluster,104,0
Listeria innocua,Listeria,Multi-product,vanB_cluster,104,0
Listeria innocua,Listeria,Multi-product,vanRSPt_cluster,104,0
Listeria innocua,Listeria,Multi-product,vanGZ_cluster,104,0
Listeria innocua,Listeria,Multi-product,vanG_cluster,104,0
Listeria innocua,Listeria,Meat/Poultry,vanA_YXcluster,46,0
Listeria innocua,Listeria,Meat/Poultry,vanA_cluster,46,0
Listeria innocua,Listeria,Meat/Poultry,vanB_YXcluster,46,0
Listeria innocua,Listeria,Meat/Poultry,vanB_cluster,46,0
Listeria innocua,Listeria,Meat/Poultry,vanRSPt_cluster,46,0
Listeria innocua,Listeria,Meat/Poultry,vanGZ_cluster,46,0
Listeria innocua,Listeria,Meat/Poultry,vanG_cluster,46,0
Listeria innocua,Listeria,Dairy,vanA_YXcluster,47,0
Listeria innocua,Listeria,Dairy,vanA_cluster,47,0
Listeria innocua,Listeria,Dairy,vanB_YXcluster,47,0
Listeria innocua,Listeria,Dairy,vanB_cluster,47,0
Listeria innocua,Listeria,Dairy,vanRSPt_cluster,47,0
Listeria innocua,Listeria,Dairy,vanGZ_cluster,47,0
Listeria innocua,Listeria,Dairy,vanG_cluster,47,0
Listeria innocua,Listeria,Fruit/Vegetables,vanA_YXcluster,80,0
Listeria innocua,Listeria,Fruit/Vegetables,vanA_cluster,80,0
Listeria innocua,Listeria,Fruit/Vegetables,vanB_YXcluster,80,0
Listeria innocua,Listeria,Fruit/Vegetables,vanB_cluster,80,0
Listeria innocua,Listeria,Fruit/Vegetables,vanRSPt_cluster,80,0
Listeria innocua,Listeria,Fruit/Vegetables,vanGZ_cluster,80,0
Listeria innocua,Listeria,Fruit/Vegetables,vanG_cluster,80,0
Listeria innocua,Listeria,Clinical,vanA_YXcluster,6,0
Listeria innocua,Listeria,Clinical,vanA_cluster,6,0
Listeria innocua,Listeria,Clinical,vanB_YXcluster,6,0
Listeria innocua,Listeria,Clinical,vanB_cluster,6,0
Listeria innocua,Listeria,Clinical,vanRSPt_cluster,6,0
Listeria innocua,Listeria,Clinical,vanGZ_cluster,6,0
Listeria innocua,Listeria,Clinical,vanG_cluster,6,0
Listeria monocytogenes,Listeria,Raw pet food,vanA_YXcluster,3,0
Listeria monocytogenes,Listeria,Raw pet food,vanA_cluster,3,0
Listeria monocytogenes,Listeria,Raw pet food,vanB_YXcluster,3,0
Listeria monocytogenes,Listeria,Raw pet food,vanB_cluster,3,0
Listeria monocytogenes,Listeria,Raw pet food,vanRSPt_cluster,3,0
Listeria monocytogenes,Listeria,Raw pet food,vanGZ_cluster,3,0
Listeria monocytogenes,Listeria,Raw pet food,vanG_cluster,3,0
Listeria monocytogenes,Listeria,Pet food,vanA_YXcluster,3,0
Listeria monocytogenes,Listeria,Pet food,vanA_cluster,3,0
Listeria monocytogenes,Listeria,Pet food,vanB_YXcluster,3,0
Listeria monocytogenes,Listeria,Pet food,vanB_cluster,3,0
Listeria monocytogenes,Listeria,Pet food,vanRSPt_cluster,3,0
Listeria monocytogenes,Listeria,Pet food,vanGZ_cluster,3,0
Listeria monocytogenes,Listeria,Pet food,vanG_cluster,3,0
Listeria monocytogenes,Listeria,Egg,vanA_YXcluster,13,0
Listeria monocytogenes,Listeria,Egg,vanA_cluster,13,0
Listeria monocytogenes,Listeria,Egg,vanB_YXcluster,13,0
Listeria monocytogenes,Listeria,Egg,vanB_cluster,13,0
Listeria monocytogenes,Listeria,Egg,vanRSPt_cluster,13,0
Listeria monocytogenes,Listeria,Egg,vanGZ_cluster,13,0
Listeria monocytogenes,Listeria,Egg,vanG_cluster,13,0
Listeria monocytogenes,Listeria,Fish/Seafood,vanA_YXcluster,907,0
Listeria monocytogenes,Listeria,Fish/Seafood,vanA_cluster,907,0
Listeria monocytogenes,Listeria,Fish/Seafood,vanB_YXcluster,907,0
Listeria monocytogenes,Listeria,Fish/Seafood,vanB_cluster,907,0
Listeria monocytogenes,Listeria,Fish/Seafood,vanRSPt_cluster,907,0
Listeria monocytogenes,Listeria,Fish/Seafood,vanGZ_cluster,907,0
Listeria monocytogenes,Listeria,Fish/Seafood,vanG_cluster,907,0
Listeria monocytogenes,Listeria,Multi-product,vanA_YXcluster,9679,0
Listeria monocytogenes,Listeria,Multi-product,vanA_cluster,9679,0
Listeria monocytogenes,Listeria,Multi-product,vanB_YXcluster,9679,0
Listeria monocytogenes,Listeria,Multi-product,vanB_cluster,9679,0
Listeria monocytogenes,Listeria,Multi-product,vanRSPt_cluster,9679,0
Listeria monocytogenes,Listeria,Multi-product,vanGZ_cluster,9679,0
Listeria monocytogenes,Listeria,Multi-product,vanG_cluster,9679,0
Listeria monocytogenes,Listeria,Meat/Poultry,vanA_YXcluster,2257,0
Listeria monocytogenes,Listeria,Meat/Poultry,vanA_cluster,2257,0
Listeria monocytogenes,Listeria,Meat/Poultry,vanB_YXcluster,2257,0
Listeria monocytogenes,Listeria,Meat/Poultry,vanB_cluster,2257,0
Listeria monocytogenes,Listeria,Meat/Poultry,vanRSPt_cluster,2257,0
Listeria monocytogenes,Listeria,Meat/Poultry,vanGZ_cluster,2257,0
Listeria monocytogenes,Listeria,Meat/Poultry,vanG_cluster,2257,0
Listeria monocytogenes,Listeria,Dairy,vanA_YXcluster,1441,0
Listeria monocytogenes,Listeria,Dairy,vanA_cluster,1441,0
Listeria monocytogenes,Listeria,Dairy,vanB_YXcluster,1441,0
Listeria monocytogenes,Listeria,Dairy,vanB_cluster,1441,0
Listeria monocytogenes,Listeria,Dairy,vanRSPt_cluster,1441,0
Listeria monocytogenes,Listeria,Dairy,vanGZ_cluster,1441,0
Listeria monocytogenes,Listeria,Dairy,vanG_cluster,1441,0
Listeria monocytogenes,Listeria,Fruit/Vegetables,vanA_YXcluster,2010,0
Listeria monocytogenes,Listeria,Fruit/Vegetables,vanA_cluster,2010,0
Listeria monocytogenes,Listeria,Fruit/Vegetables,vanB_YXcluster,2010,0
Listeria monocytogenes,Listeria,Fruit/Vegetables,vanB_cluster,2010,0
Listeria monocytogenes,Listeria,Fruit/Vegetables,vanRSPt_cluster,2010,0
Listeria monocytogenes,Listeria,Fruit/Vegetables,vanGZ_cluster,2010,0
Listeria monocytogenes,Listeria,Fruit/Vegetables,vanG_cluster,2010,0
Listeria monocytogenes,Listeria,Clinical,vanA_YXcluster,10212,0
Listeria monocytogenes,Listeria,Clinical,vanA_cluster,10212,0
Listeria monocytogenes,Listeria,Clinical,vanB_YXcluster,10212,0
Listeria monocytogenes,Listeria,Clinical,vanB_cluster,10212,0
Listeria monocytogenes,Listeria,Clinical,vanRSPt_cluster,10212,0
Listeria monocytogenes,Listeria,Clinical,vanGZ_cluster,10212,0
Listeria monocytogenes,Listeria,Clinical,vanG_cluster,10212,0
Pseudomonas aeruginosa,Pseudomonas,Raw pet food,vanA_YXcluster,,
Pseudomonas aeruginosa,Pseudomonas,Raw pet food,vanA_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Raw pet food,vanB_YXcluster,,
Pseudomonas aeruginosa,Pseudomonas,Raw pet food,vanB_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Raw pet food,vanRSPt_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Raw pet food,vanGZ_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Raw pet food,vanG_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Pet food,vanA_YXcluster,,
Pseudomonas aeruginosa,Pseudomonas,Pet food,vanA_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Pet food,vanB_YXcluster,,
Pseudomonas aeruginosa,Pseudomonas,Pet food,vanB_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Pet food,vanRSPt_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Pet food,vanGZ_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Pet food,vanG_cluster,,
Pseudomonas aeruginosa,Pseudomonas,Egg,vanA_YXcluster,4,0
Pseudomonas aeruginosa,Pseudomonas,Egg,vanA_cluster,4,0
Pseudomonas aeruginosa,Pseudomonas,Egg,vanB_YXcluster,4,0
Pseudomonas aeruginosa,Pseudomonas,Egg,vanB_cluster,4,0
Pseudomonas aeruginosa,Pseudomonas,Egg,vanRSPt_cluster,4,0
Pseudomonas aeruginosa,Pseudomonas,Egg,vanGZ_cluster,4,0
Pseudomonas aeruginosa,Pseudomonas,Egg,vanG_cluster,4,0
Pseudomonas aeruginosa,Pseudomonas,Fish/Seafood,vanA_YXcluster,3,0
Pseudomonas aeruginosa,Pseudomonas,Fish/Seafood,vanA_cluster,3,0
Pseudomonas aeruginosa,Pseudomonas,Fish/Seafood,vanB_YXcluster,3,0
Pseudomonas aeruginosa,Pseudomonas,Fish/Seafood,vanB_cluster,3,0
Pseudomonas aeruginosa,Pseudomonas,Fish/Seafood,vanRSPt_cluster,3,0
Pseudomonas aeruginosa,Pseudomonas,Fish/Seafood,vanGZ_cluster,3,0
Pseudomonas aeruginosa,Pseudomonas,Fish/Seafood,vanG_cluster,3,0
Pseudomonas aeruginosa,Pseudomonas,Multi-product,vanA_YXcluster,7,0
Pseudomonas aeruginosa,Pseudomonas,Multi-product,vanA_cluster,7,0
Pseudomonas aeruginosa,Pseudomonas,Multi-product,vanB_YXcluster,7,0
Pseudomonas aeruginosa,Pseudomonas,Multi-product,vanB_cluster,7,0
Pseudomonas aeruginosa,Pseudomonas,Multi-product,vanRSPt_cluster,7,0
Pseudomonas aeruginosa,Pseudomonas,Multi-product,vanGZ_cluster,7,0
Pseudomonas aeruginosa,Pseudomonas,Multi-product,vanG_cluster,7,0
Pseudomonas aeruginosa,Pseudomonas,Meat/Poultry,vanA_YXcluster,111,0
Pseudomonas aeruginosa,Pseudomonas,Meat/Poultry,vanA_cluster,111,0
Pseudomonas aeruginosa,Pseudomonas,Meat/Poultry,vanB_YXcluster,111,0
Pseudomonas aeruginosa,Pseudomonas,Meat/Poultry,vanB_cluster,111,0
