Species,Genus,Source,Cluster,total_source,number
Aeromonas salmonicida,Aeromonas,Raw pet food,vanA_YXcluster,,
Aeromonas salmonicida,Aeromonas,Raw pet food,vanA_cluster,,
Aeromonas salmonicida,Aeromonas,Raw pet food,vanB_YXcluster,,
Aeromonas salmonicida,Aeromonas,Raw pet food,vanB_cluster,,
Aeromonas salmonicida,Aeromonas,Raw pet food,vanRSPt_cluster,,
Aeromonas salmonicida,Aeromonas,Raw pet food,vanGZ_cluster,,
Aeromonas salmonicida,Aeromonas,Raw pet food,vanG_cluster,,
Aeromonas salmonicida,Aeromonas,Pet food,vanA_YXcluster,,
Aeromonas salmonicida,Aeromonas,Pet food,vanA_cluster,,
Aeromonas salmonicida,Aeromonas,Pet food,vanB_YXcluster,,
Aeromonas salmonicida,Aeromonas,Pet food,vanB_cluster,,
Aeromonas salmonicida,Aeromonas,Pet food,vanRSPt_cluster,,
Aeromonas salmonicida,Aeromonas,Pet food,vanGZ_cluster,,
Aeromonas salmonicida,Aeromonas,Pet food,vanG_cluster,,
Aeromonas salmonicida,Aeromonas,Egg,vanA_YXcluster,,
Aeromonas salmonicida,Aeromonas,Egg,vanA_cluster,,
Aeromonas salmonicida,Aeromonas,Egg,vanB_YXcluster,,
Aeromonas salmonicida,Aeromonas,Egg,vanB_cluster,,
Aeromonas salmonicida,Aeromonas,Egg,vanRSPt_cluster,,
Aeromonas salmonicida,Aeromonas,Egg,vanGZ_cluster,,
Aeromonas salmonicida,Aeromonas,Egg,vanG_cluster,,
Aeromonas salmonicida,Aeromonas,Fish/Seafood,vanA_YXcluster,6,0
Aeromonas salmonicida,Aeromonas,Fish/Seafood,vanA_cluster,6,0
Aeromonas salmonicida,Aeromonas,Fish/Seafood,vanB_YXcluster,6,0
Aeromonas salmonicida,Aeromonas,Fish/Seafood,vanB_cluster,6,0
Aeromonas salmonicida,Aeromonas,Fish/Seafood,vanRSPt_cluster,6,0
Aeromonas salmonicida,Aeromonas,Fish/Seafood,vanGZ_cluster,6,0
Aeromonas salmonicida,Aeromonas,Fish/Seafood,vanG_cluster,6,0
Aeromonas salmonicida,Aeromonas,Multi-product,vanA_YXcluster,6,0
Aeromonas salmonicida,Aeromonas,Multi-product,vanA_cluster,6,0
Aeromonas salmonicida,Aeromonas,Multi-product,vanB_YXcluster,6,0
Aeromonas salmonicida,Aeromonas,Multi-product,vanB_cluster,6,0
Aeromonas salmonicida,Aeromonas,Multi-product,vanRSPt_cluster,6,0
Aeromonas salmonicida,Aeromonas,Multi-product,vanGZ_cluster,6,0
Aeromonas salmonicida,Aeromonas,Multi-product,vanG_cluster,6,0
Aeromonas salmonicida,Aeromonas,Meat/Poultry,vanA_YXcluster,4,0
Aeromonas salmonicida,Aeromonas,Meat/Poultry,vanA_cluster,4,0
Aeromonas salmonicida,Aeromonas,Meat/Poultry,vanB_YXcluster,4,0
Aeromonas salmonicida,Aeromonas,Meat/Poultry,vanB_cluster,4,0
Aeromonas salmonicida,Aeromonas,Meat/Poultry,vanRSPt_cluster,4,0
Aeromonas salmonicida,Aeromonas,Meat/Poultry,vanGZ_cluster,4,0
Aeromonas salmonicida,Aeromonas,Meat/Poultry,vanG_cluster,4,0
Aeromonas salmonicida,Aeromonas,Dairy,vanA_YXcluster,,
Aeromonas salmonicida,Aeromonas,Dairy,vanA_cluster,,
Aeromonas salmonicida,Aeromonas,Dairy,vanB_YXcluster,,
Aeromonas salmonicida,Aeromonas,Dairy,vanB_cluster,,
Aeromonas salmonicida,Aeromonas,Dairy,vanRSPt_cluster,,
Aeromonas salmonicida,Aeromonas,Dairy,vanGZ_cluster,,
Aeromonas salmonicida,Aeromonas,Dairy,vanG_cluster,,
Aeromonas salmonicida,Aeromonas,Fruit/Vegetables,vanA_YXcluster,,
Aeromonas salmonicida,Aeromonas,Fruit/Vegetables,vanA_cluster,,
Aeromonas salmonicida,Aeromonas,Fruit/Vegetables,vanB_YXcluster,,
Aeromonas salmonicida,Aeromonas,Fruit/Vegetables,vanB_cluster,,
Aeromonas salmonicida,Aeromonas,Fruit/Vegetables,vanRSPt_cluster,,
Aeromonas salmonicida,Aeromonas,Fruit/Vegetables,vanGZ_cluster,,
Aeromonas salmonicida,Aeromonas,Fruit/Vegetables,vanG_cluster,,
Aeromonas salmonicida,Aeromonas,Clinical,vanA_YXcluster,2,0
Aeromonas salmonicida,Aeromonas,Clinical,vanA_cluster,2,0
Aeromonas salmonicida,Aeromonas,Clinical,vanB_YXcluster,2,0
Aeromonas salmonicida,Aeromonas,Clinical,vanB_cluster,2,0
Aeromonas salmonicida,Aeromonas,Clinical,vanRSPt_cluster,2,0
Aeromonas salmonicida,Aeromonas,Clinical,vanGZ_cluster,2,0
Aeromonas salmonicida,Aeromonas,Clinical,vanG_cluster,2,0
Aeromonas sobria,Aeromonas,Raw pet food,vanA_YXcluster,,
Aeromonas sobria,Aeromonas,Raw pet food,vanA_cluster,,
Aeromonas sobria,Aeromonas,Raw pet food,vanB_YXcluster,,
Aeromonas sobria,Aeromonas,Raw pet food,vanB_cluster,,
Aeromonas sobria,Aeromonas,Raw pet food,vanRSPt_cluster,,
Aeromonas sobria,Aeromonas,Raw pet food,vanGZ_cluster,,
Aeromonas sobria,Aeromonas,Raw pet food,vanG_cluster,,
Aeromonas sobria,Aeromonas,Pet food,vanA_YXcluster,,
Aeromonas sobria,Aeromonas,Pet food,vanA_cluster,,
Aeromonas sobria,Aeromonas,Pet food,vanB_YXcluster,,
Aeromonas sobria,Aeromonas,Pet food,vanB_cluster,,
Aeromonas sobria,Aeromonas,Pet food,vanRSPt_cluster,,
Aeromonas sobria,Aeromonas,Pet food,vanGZ_cluster,,
Aeromonas sobria,Aeromonas,Pet food,vanG_cluster,,
Aeromonas sobria,Aeromonas,Egg,vanA_YXcluster,,
Aeromonas sobria,Aeromonas,Egg,vanA_cluster,,
Aeromonas sobria,Aeromonas,Egg,vanB_YXcluster,,
Aeromonas sobria,Aeromonas,Egg,vanB_cluster,,
Aeromonas sobria,Aeromonas,Egg,vanRSPt_cluster,,
Aeromonas sobria,Aeromonas,Egg,vanGZ_cluster,,
Aeromonas sobria,Aeromonas,Egg,vanG_cluster,,
Aeromonas sobria,Aeromonas,Fish/Seafood,vanA_YXcluster,1,0
Aeromonas sobria,Aeromonas,Fish/Seafood,vanA_cluster,1,0
Aeromonas sobria,Aeromonas,Fish/Seafood,vanB_YXcluster,1,0
Aeromonas sobria,Aeromonas,Fish/Seafood,vanB_cluster,1,0
Aeromonas sobria,Aeromonas,Fish/Seafood,vanRSPt_cluster,1,0
Aeromonas sobria,Aeromonas,Fish/Seafood,vanGZ_cluster,1,0
Aeromonas sobria,Aeromonas,Fish/Seafood,vanG_cluster,1,0
Aeromonas sobria,Aeromonas,Multi-product,vanA_YXcluster,,
Aeromonas sobria,Aeromonas,Multi-product,vanA_cluster,,
Aeromonas sobria,Aeromonas,Multi-product,vanB_YXcluster,,
Aeromonas sobria,Aeromonas,Multi-product,vanB_cluster,,
Aeromonas sobria,Aeromonas,Multi-product,vanRSPt_cluster,,
Aeromonas sobria,Aeromonas,Multi-product,vanGZ_cluster,,
Aeromonas sobria,Aeromonas,Multi-product,vanG_cluster,,
Aeromonas sobria,Aeromonas,Meat/Poultry,vanA_YXcluster,,
Aeromonas sobria,Aeromonas,Meat/Poultry,vanA_cluster,,
Aeromonas sobria,Aeromonas,Meat/Poultry,vanB_YXcluster,,
Aeromonas sobria,Aeromonas,Meat/Poultry,vanB_cluster,,
Aeromonas sobria,Aeromonas,Meat/Poultry,vanRSPt_cluster,,
Aeromonas sobria,Aeromonas,Meat/Poultry,vanGZ_cluster,,
Aeromonas sobria,Aeromonas,Meat/Poultry,vanG_cluster,,
Aeromonas sobria,Aeromonas,Dairy,vanA_YXcluster,,
Aeromonas sobria,Aeromonas,Dairy,vanA_cluster,,
Aeromonas sobria,Aeromonas,Dairy,vanB_YXcluster,,
Aeromonas sobria,Aeromonas,Dairy,vanB_cluster,,
Aeromonas sobria,Aeromonas,Dairy,vanRSPt_cluster,,
Aeromonas sobria,Aeromonas,Dairy,vanGZ_cluster,,
Aeromonas sobria,Aeromonas,Dairy,vanG_cluster,,
Aeromonas sobria,Aeromonas,Fruit/Vegetables,vanA_YXcluster,,
Aeromonas sobria,Aeromonas,Fruit/Vegetables,vanA_cluster,,
Aeromonas sobria,Aeromonas,Fruit/Vegetables,vanB_YXcluster,,
Aeromonas sobria,Aeromonas,Fruit/Vegetables,vanB_cluster,,
Aeromonas sobria,Aeromonas,Fruit/Vegetables,vanRSPt_cluster,,
Aeromonas sobria,Aeromonas,Fruit/Vegetables,vanGZ_cluster,,
Aeromonas sobria,Aeromonas,Fruit/Vegetables,vanG_cluster,,
Aeromonas sobria,Aeromonas,Clinical,vanA_YXcluster,,
Aeromonas sobria,Aeromonas,Clinical,vanA_cluster,,
Aeromonas sobria,Aeromonas,Clinical,vanB_YXcluster,,
Aeromonas sobria,Aeromonas,Clinical,vanB_cluster,,
Aeromonas sobria,Aeromonas,Clinical,vanRSPt_cluster,,
Aeromonas sobria,Aeromonas,Clinical,vanGZ_cluster,,
Aeromonas sobria,Aeromonas,Clinical,vanG_cluster,,
Aeromonas veronii,Aeromonas,Raw pet food,vanA_YXcluster,,
Aeromonas veronii,Aeromonas,Raw pet food,vanA_cluster,,
Aeromonas veronii,Aeromonas,Raw pet food,vanB_YXcluster,,
Aeromonas veronii,Aeromonas,Raw pet food,vanB_cluster,,
Aeromonas veronii,Aeromonas,Raw pet food,vanRSPt_cluster,,
Aeromonas veronii,Aeromonas,Raw pet food,vanGZ_cluster,,
Aeromonas veronii,Aeromonas,Raw pet food,vanG_cluster,,
Aeromonas veronii,Aeromonas,Pet food,vanA_YXcluster,,
Aeromonas veronii,Aeromonas,Pet food,vanA_cluster,,
Aeromonas veronii,Aeromonas,Pet food,vanB_YXcluster,,
Aeromonas veronii,Aeromonas,Pet food,vanB_cluster,,
Aeromonas veronii,Aeromonas,Pet food,vanRSPt_cluster,,
Aeromonas veronii,Aeromonas,Pet food,vanGZ_cluster,,
Aeromonas veronii,Aeromonas,Pet food,vanG_cluster,,
Aeromonas veronii,Aeromonas,Egg,vanA_YXcluster,,
Aeromonas veronii,Aeromonas,Egg,vanA_cluster,,
Aeromonas veronii,Aeromonas,Egg,vanB_YXcluster,,
Aeromonas veronii,Aeromonas,Egg,vanB_cluster,,
Aeromonas veronii,Aeromonas,Egg,vanRSPt_cluster,,
Aeromonas veronii,Aeromonas,Egg,vanGZ_cluster,,
Aeromonas veronii,Aeromonas,Egg,vanG_cluster,,
Aeromonas veronii,Aeromonas,Fish/Seafood,vanA_YXcluster,4,0
Aeromonas veronii,Aeromonas,Fish/Seafood,vanA_cluster,4,0
Aeromonas veronii,Aeromonas,Fish/Seafood,vanB_YXcluster,4,0
Aeromonas veronii,Aeromonas,Fish/Seafood,vanB_cluster,4,0
Aeromonas veronii,Aeromonas,Fish/Seafood,vanRSPt_cluster,4,0
Aeromonas veronii,Aeromonas,Fish/Seafood,vanGZ_cluster,4,0
Aeromonas veronii,Aeromonas,Fish/Seafood,vanG_cluster,4,0
Aeromonas veronii,Aeromonas,Multi-product,vanA_YXcluster,2,0
Aeromonas veronii,Aeromonas,Multi-product,vanA_cluster,2,0
Aeromonas veronii,Aeromonas,Multi-product,vanB_YXcluster,2,0
Aeromonas veronii,Aeromonas,Multi-product,vanB_cluster,2,0
Aeromonas veronii,Aeromonas,Multi-product,vanRSPt_cluster,2,0
Aeromonas veronii,Aeromonas,Multi-product,vanGZ_cluster,2,0
Aeromonas veronii,Aeromonas,Multi-product,vanG_cluster,2,0
Aeromonas veronii,Aeromonas,Meat/Poultry,vanA_YXcluster,2,0
Aeromonas veronii,Aeromonas,Meat/Poultry,vanA_cluster,2,0
Aeromonas veronii,Aeromonas,Meat/Poultry,vanB_YXcluster,2,0
Aeromonas veronii,Aeromonas,Meat/Poultry,vanB_cluster,2,0
Aeromonas veronii,Aeromonas,Meat/Poultry,vanRSPt_cluster,2,0
Aeromonas veronii,Aeromonas,Meat/Poultry,vanGZ_cluster,2,0
Aeromonas veronii,Aeromonas,Meat/Poultry,vanG_cluster,2,0
Aeromonas veronii,Aeromonas,Dairy,vanA_YXcluster,,
Aeromonas veronii,Aeromonas,Dairy,vanA_cluster,,
Aeromonas veronii,Aeromonas,Dairy,vanB_YXcluster,,
Aeromonas veronii,Aeromonas,Dairy,vanB_cluster,,
Aeromonas veronii,Aeromonas,Dairy,vanRSPt_cluster,,
Aeromonas veronii,Aeromonas,Dairy,vanGZ_cluster,,
Aeromonas veronii,Aeromonas,Dairy,vanG_cluster,,
Aeromonas veronii,Aeromonas,Fruit/Vegetables,vanA_YXcluster,2,0
Aeromonas veronii,Aeromonas,Fruit/Vegetables,vanA_cluster,2,0
Aeromonas veronii,Aeromonas,Fruit/Vegetables,vanB_YXcluster,2,0
Aeromonas veronii,Aeromonas,Fruit/Vegetables,vanB_cluster,2,0
Aeromonas veronii,Aeromonas,Fruit/Vegetables,vanRSPt_cluster,2,0
Aeromonas veronii,Aeromonas,Fruit/Vegetables,vanGZ_cluster,2,0
Aeromonas veronii,Aeromonas,Fruit/Vegetables,vanG_cluster,2,0
Aeromonas veronii,Aeromonas,Clinical,vanA_YXcluster,184,0
Aeromonas veronii,Aeromonas,Clinical,vanA_cluster,184,0
Aeromonas veronii,Aeromonas,Clinical,vanB_YXcluster,184,0
Aeromonas veronii,Aeromonas,Clinical,vanB_cluster,184,0
Aeromonas veronii,Aeromonas,Clinical,vanRSPt_cluster,184,0
Aeromonas veronii,Aeromonas,Clinical,vanGZ_cluster,184,0
Aeromonas veronii,Aeromonas,Clinical,vanG_cluster,184,0
Bacillus cereus,Bacillus,Raw pet food,vanA_YXcluster,,
Bacillus cereus,Bacillus,Raw pet food,vanA_cluster,,
Bacillus cereus,Bacillus,Raw pet food,vanB_YXcluster,,
Bacillus cereus,Bacillus,Raw pet food,vanB_cluster,,
Bacillus cereus,Bacillus,Raw pet food,vanRSPt_cluster,,
Bacillus cereus,Bacillus,Raw pet food,vanGZ_cluster,,
Bacillus cereus,Bacillus,Raw pet food,vanG_cluster,,
Bacillus cereus,Bacillus,Pet food,vanA_YXcluster,3,0
Bacillus cereus,Bacillus,Pet food,vanA_cluster,3,0
Bacillus cereus,Bacillus,Pet food,vanB_YXcluster,3,0
Bacillus cereus,Bacillus,Pet food,vanB_cluster,3,0
Bacillus cereus,Bacillus,Pet food,vanRSPt_cluster,3,0
Bacillus cereus,Bacillus,Pet food,vanGZ_cluster,3,0
Bacillus cereus,Bacillus,Pet food,vanG_cluster,3,0
Bacillus cereus,Bacillus,Egg,vanA_YXcluster,2,0
Bacillus cereus,Bacillus,Egg,vanA_cluster,2,0
Bacillus cereus,Bacillus,Egg,vanB_YXcluster,2,0
Bacillus cereus,Bacillus,Egg,vanB_cluster,2,0
Bacillus cereus,Bacillus,Egg,vanRSPt_cluster,2,0
Bacillus cereus,Bacillus,Egg,vanGZ_cluster,2,0
Bacillus cereus,Bacillus,Egg,vanG_cluster,2,0
Bacillus cereus,Bacillus,Fish/Seafood,vanA_YXcluster,14,0
Bacillus cereus,Bacillus,Fish/Seafood,vanA_cluster,14,0
Bacillus cereus,Bacillus,Fish/Seafood,vanB_YXcluster,14,0
Bacillus cereus,Bacillus,Fish/Seafood,vanB_cluster,14,0
Bacillus cereus,Bacillus,Fish/Seafood,vanRSPt_cluster,14,2
Bacillus cereus,Bacillus,Fish/Seafood,vanGZ_cluster,14,0
Bacillus cereus,Bacillus,Fish/Seafood,vanG_cluster,14,0
Bacillus cereus,Bacillus,Multi-product,vanA_YXcluster,235,0
Bacillus cereus,Bacillus,Multi-product,vanA_cluster,235,0
Bacillus cereus,Bacillus,Multi-product,vanB_YXcluster,235,0
Bacillus cereus,Bacillus,Multi-product,vanB_cluster,235,0
Bacillus cereus,Bacillus,Multi-product,vanRSPt_cluster,235,24
Bacillus cereus,Bacillus,Multi-product,vanGZ_cluster,235,0
Bacillus cereus,Bacillus,Multi-product,vanG_cluster,235,0
Bacillus cereus,Bacillus,Meat/Poultry,vanA_YXcluster,25,0
Bacillus cereus,Bacillus,Meat/Poultry,vanA_cluster,25,0
Bacillus cereus,Bacillus,Meat/Poultry,vanB_YXcluster,25,0
Bacillus cereus,Bacillus,Meat/Poultry,vanB_cluster,25,0
Bacillus cereus,Bacillus,Meat/Poultry,vanRSPt_cluster,25,4
Bacillus cereus,Bacillus,Meat/Poultry,vanGZ_cluster,25,0
Bacillus cereus,Bacillus,Meat/Poultry,vanG_cluster,25,0
Bacillus cereus,Bacillus,Dairy,vanA_YXcluster,83,0
Bacillus cereus,Bacillus,Dairy,vanA_cluster,83,0
Bacillus cereus,Bacillus,Dairy,vanB_YXcluster,83,0
Bacillus cereus,Bacillus,Dairy,vanB_cluster,83,0
Bacillus cereus,Bacillus,Dairy,vanRSPt_cluster,83,0
Bacillus cereus,Bacillus,Dairy,vanGZ_cluster,83,0
Bacillus cereus,Bacillus,Dairy,vanG_cluster,83,0
Bacillus cereus,Bacillus,Fruit/Vegetables,vanA_YXcluster,33,0
Bacillus cereus,Bacillus,Fruit/Vegetables,vanA_cluster,33,0
Bacillus cereus,Bacillus,Fruit/Vegetables,vanB_YXcluster,33,0
Bacillus cereus,Bacillus,Fruit/Vegetables,vanB_cluster,33,0
Bacillus cereus,Bacillus,Fruit/Vegetables,vanRSPt_cluster,33,7
Bacillus cereus,Bacillus,Fruit/Vegetables,vanGZ_cluster,33,0
Bacillus cereus,Bacillus,Fruit/Vegetables,vanG_cluster,33,0
Bacillus cereus,Bacillus,Clinical,vanA_YXcluster,150,0
Bacillus cereus,Bacillus,Clinical,vanA_cluster,150,0
Bacillus cereus,Bacillus,Clinical,vanB_YXcluster,150,0
Bacillus cereus,Bacillus,Clinical,vanB_cluster,150,0
Bacillus cereus,Bacillus,Clinical,vanRSPt_cluster,150,8
Bacillus cereus,Bacillus,Clinical,vanGZ_cluster,150,0
Bacillus cereus,Bacillus,Clinical,vanG_cluster,150,0
Citrobacter freundii,Citrobacter,Raw pet food,vanA_YXcluster,1,0
Citrobacter freundii,Citrobacter,Raw pet food,vanA_cluster,1,0
Citrobacter freundii,Citrobacter,Raw pet food,vanB_YXcluster,1,0
Citrobacter freundii,Citrobacter,Raw pet food,vanB_cluster,1,0
Citrobacter freundii,Citrobacter,Raw pet food,vanRSPt_cluster,1,0
Citrobacter freundii,Citrobacter,Raw pet food,vanGZ_cluster,1,0
Citrobacter freundii,Citrobacter,Raw pet food,vanG_cluster,1,0
Citrobacter freundii,Citrobacter,Pet food,vanA_YXcluster,,
Citrobacter freundii,Citrobacter,Pet food,vanA_cluster,,
Citrobacter freundii,Citrobacter,Pet food,vanB_YXcluster,,
Citrobacter freundii,Citrobacter,Pet food,vanB_cluster,,
Citrobacter freundii,Citrobacter,Pet food,vanRSPt_cluster,,
Citrobacter freundii,Citrobacter,Pet food,vanGZ_cluster,,
Citrobacter freundii,Citrobacter,Pet food,vanG_cluster,,
Citrobacter freundii,Citrobacter,Egg,vanA_YXcluster,,
Citrobacter freundii,Citrobacter,Egg,vanA_cluster,,
Citrobacter freundii,Citrobacter,Egg,vanB_YXcluster,,
Citrobacter freundii,Citrobacter,Egg,vanB_cluster,,
Citrobacter freundii,Citrobacter,Egg,vanRSPt_cluster,,
Citrobacter freundii,Citrobacter,Egg,vanGZ_cluster,,
Citrobacter freundii,Citrobacter,Egg,vanG_cluster,,
Citrobacter freundii,Citrobacter,Fish/Seafood,vanA_YXcluster,5,0
Citrobacter freundii,Citrobacter,Fish/Seafood,vanA_cluster,5,0
Citrobacter freundii,Citrobacter,Fish/Seafood,vanB_YXcluster,5,0
Citrobacter freundii,Citrobacter,Fish/Seafood,vanB_cluster,5,0
Citrobacter freundii,Citrobacter,Fish/Seafood,vanRSPt_cluster,5,0
Citrobacter freundii,Citrobacter,Fish/Seafood,vanGZ_cluster,5,0
Citrobacter freundii,Citrobacter,Fish/Seafood,vanG_cluster,5,0
Citrobacter freundii,Citrobacter,Multi-product,vanA_YXcluster,1,0
Citrobacter freundii,Citrobacter,Multi-product,vanA_cluster,1,0
Citrobacter freundii,Citrobacter,Multi-product,vanB_YXcluster,1,0
Citrobacter freundii,Citrobacter,Multi-product,vanB_cluster,1,0
Citrobacter freundii,Citrobacter,Multi-product,vanRSPt_cluster,1,0
Citrobacter freundii,Citrobacter,Multi-product,vanGZ_cluster,1,0
Citrobacter freundii,Citrobacter,Multi-product,vanG_cluster,1,0
Citrobacter freundii,Citrobacter,Meat/Poultry,vanA_YXcluster,4,0
Citrobacter freundii,Citrobacter,Meat/Poultry,vanA_cluster,4,0
Citrobacter freundii,Citrobacter,Meat/Poultry,vanB_YXcluster,4,0
Citrobacter freundii,Citrobacter,Meat/Poultry,vanB_cluster,4,0
Citrobacter freundii,Citrobacter,Meat/Poultry,vanRSPt_cluster,4,0
Citrobacter freundii,Citrobacter,Meat/Poultry,vanGZ_cluster,4,0
Citrobacter freundii,Citrobacter,Meat/Poultry,vanG_cluster,4,0
Citrobacter freundii,Citrobacter,Dairy,vanA_YXcluster,1,0
Citrobacter freundii,Citrobacter,Dairy,vanA_cluster,1,0
Citrobacter freundii,Citrobacter,Dairy,vanB_YXcluster,1,0
Citrobacter freundii,Citrobacter,Dairy,vanB_cluster,1,0
Citrobacter freundii,Citrobacter,Dairy,vanRSPt_cluster,1,0
Citrobacter freundii,Citrobacter,Dairy,vanGZ_cluster,1,0
Citrobacter freundii,Citrobacter,Dairy,vanG_cluster,1,0
Citrobacter freundii,Citrobacter,Fruit/Vegetables,vanA_YXcluster,1,0
Citrobacter freundii,Citrobacter,Fruit/Vegetables,vanA_cluster,1,0
Citrobacter freundii,Citrobacter,Fruit/Vegetables,vanB_YXcluster,1,0
Citrobacter freundii,Citrobacter,Fruit/Vegetables,vanB_cluster,1,0
Citrobacter freundii,Citrobacter,Fruit/Vegetables,vanRSPt_cluster,1,0
Citrobacter freundii,Citrobacter,Fruit/Vegetables,vanGZ_cluster,1,0
Citrobacter freundii,Citrobacter,Fruit/Vegetables,vanG_cluster,1,0
Citrobacter freundii,Citrobacter,Clinical,vanA_YXcluster,1494,0
Citrobacter freundii,Citrobacter,Clinical,vanA_cluster,1494,0
Citrobacter freundii,Citrobacter,Clinical,vanB_YXcluster,1494,0
Citrobacter freundii,Citrobacter,Clinical,vanB_cluster,1494,0
Citrobacter freundii,Citrobacter,Clinical,vanRSPt_cluster,1494,0
Citrobacter freundii,Citrobacter,Clinical,vanGZ_cluster,1494,0
Citrobacter freundii,Citrobacter,Clinical,vanG_cluster,1494,0
Clostridium botulinum,Clostridium,Raw pet food,vanA_YXcluster,,
Clostridium botulinum,Clostridium,Raw pet food,vanA_cluster,,
Clostridium botulinum,Clostridium,Raw pet food,vanB_YXcluster,,
Clostridium botulinum,Clostridium,Raw pet food,vanB_cluster,,
Clostridium botulinum,Clostridium,Raw pet food,vanRSPt_cluster,,
Clostridium botulinum,Clostridium,Raw pet food,vanGZ_cluster,,
Clostridium botulinum,Clostridium,Raw pet food,vanG_cluster,,
Clostridium botulinum,Clostridium,Pet food,vanA_YXcluster,,
Clostridium botulinum,Clostridium,Pet food,vanA_cluster,,
Clostridium botulinum,Clostridium,Pet food,vanB_YXcluster,,
Clostridium botulinum,Clostridium,Pet food,vanB_cluster,,
Clostridium botulinum,Clostridium,Pet food,vanRSPt_cluster,,
Clostridium botulinum,Clostridium,Pet food,vanGZ_cluster,,
Clostridium botulinum,Clostridium,Pet food,vanG_cluster,,
Clostridium botulinum,Clostridium,Egg,vanA_YXcluster,,
Clostridium botulinum,Clostridium,Egg,vanA_cluster,,
Clostridium botulinum,Clostridium,Egg,vanB_YXcluster,,
Clostridium botulinum,Clostridium,Egg,vanB_cluster,,
Clostridium botulinum,Clostridium,Egg,vanRSPt_cluster,,
Clostridium botulinum,Clostridium,Egg,vanGZ_cluster,,
Clostridium botulinum,Clostridium,Egg,vanG_cluster,,
Clostridium botulinum,Clostridium,Fish/Seafood,vanA_YXcluster,31,0
Clostridium botulinum,Clostridium,Fish/Seafood,vanA_cluster,31,0
Clostridium botulinum,Clostridium,Fish/Seafood,vanB_YXcluster,31,0
Clostridium botulinum,Clostridium,Fish/Seafood,vanB_cluster,31,0
Clostridium botulinum,Clostridium,Fish/Seafood,vanRSPt_cluster,31,0
Clostridium botulinum,Clostridium,Fish/Seafood,vanGZ_cluster,31,0
Clostridium botulinum,Clostridium,Fish/Seafood,vanG_cluster,31,0
Clostridium botulinum,Clostridium,Multi-product,vanA_YXcluster,64,0
Clostridium botulinum,Clostridium,Multi-product,vanA_cluster,64,0
Clostridium botulinum,Clostridium,Multi-product,vanB_YXcluster,64,0
Clostridium botulinum,Clostridium,Multi-product,vanB_cluster,64,0
Clostridium botulinum,Clostridium,Multi-product,vanRSPt_cluster,64,0
Clostridium botulinum,Clostridium,Multi-product,vanGZ_cluster,64,0
Clostridium botulinum,Clostridium,Multi-product,vanG_cluster,64,0
Clostridium botulinum,Clostridium,Meat/Poultry,vanA_YXcluster,23,0
Clostridium botulinum,Clostridium,Meat/Poultry,vanA_cluster,23,0
Clostridium botulinum,Clostridium,Meat/Poultry,vanB_YXcluster,23,0
Clostridium botulinum,Clostridium,Meat/Poultry,vanB_cluster,23,0
Clostridium botulinum,Clostridium,Meat/Poultry,vanRSPt_cluster,23,0
Clostridium botulinum,Clostridium,Meat/Poultry,vanGZ_cluster,23,0
Clostridium botulinum,Clostridium,Meat/Poultry,vanG_cluster,23,0
Clostridium botulinum,Clostridium,Dairy,vanA_YXcluster,,
Clostridium botulinum,Clostridium,Dairy,vanA_cluster,,
Clostridium botulinum,Clostridium,Dairy,vanB_YXcluster,,
Clostridium botulinum,Clostridium,Dairy,vanB_cluster,,
Clostridium botulinum,Clostridium,Dairy,vanRSPt_cluster,,
Clostridium botulinum,Clostridium,Dairy,vanGZ_cluster,,
Clostridium botulinum,Clostridium,Dairy,vanG_cluster,,
Clostridium botulinum,Clostridium,Fruit/Vegetables,vanA_YXcluster,14,0
Clostridium botulinum,Clostridium,Fruit/Vegetables,vanA_cluster,14,0
Clostridium botulinum,Clostridium,Fruit/Vegetables,vanB_YXcluster,14,0
Clostridium botulinum,Clostridium,Fruit/Vegetables,vanB_cluster,14,0
Clostridium botulinum,Clostridium,Fruit/Vegetables,vanRSPt_cluster,14,0
Clostridium botulinum,Clostridium,Fruit/Vegetables,vanGZ_cluster,14,0
Clostridium botulinum,Clostridium,Fruit/Vegetables,vanG_cluster,14,0
Clostridium botulinum,Clostridium,Clinical,vanA_YXcluster,209,0
Clostridium botulinum,Clostridium,Clinical,vanA_cluster,209,0
Clostridium botulinum,Clostridium,Clinical,vanB_YXcluster,209,0
Clostridium botulinum,Clostridium,Clinical,vanB_cluster,209,0
Clostridium botulinum,Clostridium,Clinical,vanRSPt_cluster,209,0
Clostridium botulinum,Clostridium,Clinical,vanGZ_cluster,209,0
Clostridium botulinum,Clostridium,Clinical,vanG_cluster,209,0
Clostridium perfringens,Clostridium,Raw pet food,vanA_YXcluster,,
Clostridium perfringens,Clostridium,Raw pet food,vanA_cluster,,
Clostridium perfringens,Clostridium,Raw pet food,vanB_YXcluster,,
Clostridium perfringens,Clostridium,Raw pet food,vanB_cluster,,
Clostridium perfringens,Clostridium,Raw pet food,vanRSPt_cluster,,
Clostridium perfringens,Clostridium,Raw pet food,vanGZ_cluster,,
Clostridium perfringens,Clostridium,Raw pet food,vanG_cluster,,
Clostridium perfringens,Clostridium,Pet food,vanA_YXcluster,1,0
Clostridium perfringens,Clostridium,Pet food,vanA_cluster,1,0
Clostridium perfringens,Clostridium,Pet food,vanB_YXcluster,1,0
